Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Constellation Energy,CEG,$528,"$3,316","$1,505",-,"$4,011","$9,360","$19,822",$202,$47,"$3,320","$37,549","$46,909","$7,839","$7,497","$18,987","$27,698","$35,537","$13,274",$-496,"$-1,760",-,"$11,372","$46,909",2022
Constellation Energy,CEG,$576,"$2,421","$1,288",-,"$3,696","$7,981","$19,612",$174,-,"$2,666","$40,105","$48,086","$7,996","$4,894","$19,032","$28,476","$36,472",-,-,$-31,"$11,250","$11,614","$48,086",2021
Constellation Energy,CEG,$315,"$1,803","$1,211",-,"$3,618","$6,947","$22,214",$184,-,"$2,721","$41,147","$48,094","$5,219","$5,890","$17,795","$28,199","$33,418",-,"$2,805",$-30,-,"$14,676","$48,094",2020
Constellation Energy,CEG,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2019
Constellation Energy,CEG,,,,,,,,,,,,,,,,,,,,,,,,2018
Constellation Energy,CEG,,,,,,,,,,,,,,,,,,,,,,,,2017
Constellation Energy,CEG,,,,,,,,,,,,,,,,,,,,,,,,2016
Constellation Energy,CEG,,,,,,,,,,,,,,,,,,,,,,,,2015
Constellation Energy,CEG,,,,,,,,,,,,,,,,,,,,,,,,2014
Parker-Hannifin,PH,$483.572,"$2,827.297","$2,907.879",$306.314,-,"$6,834.229","$2,865.03","$1,104.576","$19,079.21",-,"$23,130.24","$29,964.47","$7,735.37","$8,796.284",$893.355,"$11,890.82","$19,626.19",$90.523,"$17,041.5","$-1,292.872",-,"$10,338.28","$29,964.47",2023
Parker-Hannifin,PH,$563.661,"$2,341.504","$2,214.553","$6,383.169",-,"$12,046.64","$2,122.758",$788.057,"$10,875.9",-,"$13,897.3","$25,943.94","$5,859.318","$9,755.825",$521.897,"$11,224.71","$17,084.02",$90.523,"$15,661.81","$-1,543.198",-,"$8,859.92","$25,943.94",2022
Parker-Hannifin,PH,$772.233,"$2,183.594","$2,090.642",$243.966,-,"$5,616.75","$2,266.476",$774.239,"$11,579.48",-,"$14,724.45","$20,341.2","$3,096.503","$6,582.053",$639.355,"$8,831.027","$11,927.53",$90.523,"$14,915.5","$-1,566.727",-,"$8,413.67","$20,341.2",2021
Parker-Hannifin,PH,$756.319,"$1,854.398","$1,964.195",$214.986,-,"$5,034.768","$2,292.735",$764.563,"$11,668.85",-,"$14,852.98","$19,887.75","$3,148.373","$7,652.256",$539.089,"$10,497.61","$13,645.98",$90.523,"$13,643.91","$-2,558.875",-,"$6,241.77","$19,887.75",2020
Parker-Hannifin,PH,"$3,370.698","$2,131.054","$1,678.132",$182.494,-,"$7,673.086","$1,768.287",$747.773,"$7,237.082",-,"$9,903.604","$17,576.69","$3,151.773","$6,520.831",$438.489,"$8,456.765","$11,608.54",$90.523,"$12,777.54","$-2,059.048",-,"$5,968.152","$17,576.69",2019
Parker-Hannifin,PH,$855.132,"$2,145.517","$1,621.304",$134.886,-,"$5,085.238","$1,856.237",$801.049,"$7,519.94",-,"$10,234.85","$15,320.09","$3,197.483","$4,318.559",$526.089,"$6,257.111","$9,454.594",$90.523,"$11,625.97","$-1,763.086",-,"$5,865.493","$15,320.09",2018
Parker-Hannifin,PH,$924.204,"$1,930.751","$1,549.494",$120.282,-,"$4,779.718","$1,937.292",$842.475,"$7,894.362",-,"$10,710.19","$15,489.9","$3,395.86","$4,861.895",$336.931,"$6,826.698","$10,222.56",$90.523,"$10,930.35","$-1,924.204",-,"$5,267.346","$15,489.9",2017
Parker-Hannifin,PH,"$2,103.995","$1,593.92","$1,173.329",$104.36,-,"$5,207.787","$1,568.1",$827.492,"$3,825.608",-,"$6,826.355","$12,034.14","$2,365.888","$2,652.457",$306.581,"$5,089.576","$7,455.464",$90.523,"$10,302.87","$-2,227.765",-,"$4,578.678","$12,034.14",2016
Parker-Hannifin,PH,"$1,914.074","$1,620.194","$1,300.459",$241.684,-,"$5,440.945","$1,664.022",$811.93,"$3,956.118",-,"$6,838.337","$12,279.28","$2,349.12","$2,723.96",$336.214,"$4,822.593","$7,171.713",$90.523,"$9,841.885","$-1,738.618",-,"$5,107.569","$12,279.28",2015
Parker-Hannifin,PH,"$2,187.256","$1,858.176","$1,371.681",$129.837,-,"$6,071.58","$1,824.294","$1,018.781","$4,359.707",-,"$7,202.782","$13,274.36","$3,252.796","$1,508.142",$409.573,"$3,358.758","$6,611.554",$90.523,"$9,174.189",$-823.498,-,"$6,662.808","$13,274.36",2014
British American Tobacco,BTI,"$6,542.914","$4,718.113","$6,142.378",-,$242.561,"$17,645.96","$5,700.793","$2,597.263","$118,869.6","$1,324.754","$130,024.9","$147,670.8","$19,495.64","$44,041.52","$3,123.433","$62,330.59","$81,826.23",$763.755,"$30,514.11",-,$983.925,"$65,844.6","$147,670.8",2023
British American Tobacco,BTI,"$4,978.522","$5,585.841","$7,014.46",-,"$1,480.569","$19,059.39","$6,019.992","$2,648.203","$159,652.9","$1,398.934","$170,861.7","$189,921","$22,082.38","$47,900.19","$3,499.19","$74,192.97","$96,275.35",$759.457,"$54,523.79",-,"$5,003.26","$93,645.7","$189,921",2022
British American Tobacco,BTI,"$4,489.702","$5,593.907","$7,259.153",-,$268.145,"$17,610.91","$6,810.87","$2,747.45","$158,995.9","$1,596.491","$171,279.7","$188,890.6","$20,824.51","$49,044.32","$3,701.769","$75,382.98","$96,207.5",$844.311,"$60,795.92",-,"$-5,977.56","$92,683.12","$188,890.6",2021
British American Tobacco,BTI,"$4,341.204","$4,879.2","$7,701.432",-,$555.972,"$17,477.81","$6,497.04","$2,334.312","$148,100.4","$1,388.004","$159,316.1","$176,794","$19,873.75","$51,266.27","$3,872.544","$76,085.99","$95,959.74",$788.376,"$53,980.64",-,"$-8,474.4","$80,834.22","$176,794",2020
British American Tobacco,BTI,"$3,382.508","$5,382.133","$7,781.429",-,$403.5,"$16,949.57","$7,045.934","$2,390.357","$151,679.1","$1,126.226","$163,099.7","$180,049.3","$24,035.09","$48,271.93","$4,045.219","$74,088.29","$98,123.38",$784.017,"$51,374.79",-,"$-4,539.379","$81,925.91","$180,049.3",2019
British American Tobacco,BTI,"$3,710.744","$4,888.038","$8,047.509",-,$245.603,"$16,891.89","$6,895.577","$2,370.605","$165,532.5","$2,273.165","$178,445.4","$195,337.3","$21,795.95","$57,775.48","$4,358.122","$85,861.02","$107,657",$819.567,"$51,465.88",-,$-444.488,"$87,680.34","$195,337.3",2018
British American Tobacco,BTI,"$4,325.213","$5,816.354","$7,557.523",-,$300.29,"$17,999.38","$6,291.921","$2,086.567","$151,801.3","$2,207.714","$163,770.4","$181,769.8","$20,033.11","$56,742","$4,268.506","$83,086.36","$103,119.5",$791.323,"$47,663.69",-,"$-4,375.476","$78,650.31","$181,769.8",2017
