Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
S&P Global,SPGI,"$1,301","$2,494",-,$574,"$1,298","$5,667",$297,"$1,752","$52,851",$562,"$56,117","$61,784","$5,999","$10,730",$489,"$19,308","$25,307",$415,"$17,784",$-886,-,"$36,477","$61,784",2022
S&P Global,SPGI,"$6,516","$1,650",-,$323,$321,"$8,810",$241,$165,"$4,791",$234,"$6,216","$15,026","$3,815","$4,114",$660,"$9,104","$12,919",$294,"$15,017",$-841,-,"$2,107","$15,026",2021
S&P Global,SPGI,"$4,131","$1,593",-,$264,-,"$5,988",$284,-,"$5,087",$387,"$6,549","$12,537","$3,587","$4,110",$653,"$8,379","$11,966",$294,"$13,367",$-637,-,$571,"$12,537",2020
S&P Global,SPGI,"$2,914","$1,577",-,$221,-,"$4,712",$320,-,"$4,999",$641,"$6,636","$11,348","$3,093","$3,948",$624,"$7,719","$10,812",$294,"$12,205",$-624,-,$536,"$11,348",2019
S&P Global,SPGI,"$1,976","$1,449",-,$162,-,"$3,587",$270,-,"$5,059",$525,"$5,854","$9,441","$2,630","$3,662",$616,"$6,127","$8,757",$294,"$11,284",$-742,-,$684,"$9,441",2018
S&P Global,SPGI,"$2,791","$1,319",-,$214,-,"$4,324",$275,-,"$4,377",$449,"$5,101","$9,425","$3,214","$3,170",$679,"$5,445","$8,659",$412,"$10,023",$-649,-,$766,"$9,425",2017
S&P Global,SPGI,"$2,400","$1,122",-,$149,-,"$3,671",$271,-,"$4,455",$272,"$4,998","$8,669","$2,611","$3,564",$439,"$5,357","$7,968",$412,"$9,210",$-773,-,$701,"$8,669",2016
S&P Global,SPGI,"$1,487",$991,-,$206,$503,"$3,296",$270,-,"$4,404",$213,"$4,887","$8,183","$2,908","$3,468",$368,"$5,032","$7,940",$412,"$7,636",$-600,-,$243,"$8,183",2015
S&P Global,SPGI,"$2,500",$932,-,$170,-,"$3,962",$206,-,"$2,391",$186,"$2,811","$6,773","$3,920",$795,$336,"$2,314","$6,234",$412,"$6,946",$-514,-,$539,"$6,773",2014
Honeywell,HON,"$8,095","$7,530","$6,178",-,"$1,699","$23,502","$5,660",$939,"$21,280","$9,752","$38,023","$61,525","$18,539","$16,562","$7,755","$26,552","$45,091",$958,"$47,979","$-4,135",-,"$16,434","$61,525",2023
Honeywell,HON,"$10,110","$7,440","$5,538",-,"$1,894","$24,982","$5,471",$945,"$20,719","$9,737","$37,293","$62,275","$19,938","$15,123","$7,649","$25,018","$44,956",$958,"$45,093","$-3,475",-,"$17,319","$62,275",2022
Honeywell,HON,"$11,523","$6,830","$5,138",-,"$1,881","$25,372","$5,562","$1,222","$21,369","$10,456","$39,098","$64,470","$19,508","$14,254","$8,887","$25,720","$45,228",$958,"$42,827","$-2,895",-,"$19,242","$64,470",2021
Honeywell,HON,"$15,220","$6,827","$4,489",-,"$1,639","$28,175","$5,570",$685,"$19,618","$9,778","$36,411","$64,586","$19,197","$16,342","$8,895","$27,599","$46,796",$958,"$39,905","$-3,377",-,"$17,790","$64,586",2020
Honeywell,HON,"$10,416","$7,493","$4,421",-,"$1,973","$24,303","$5,325",$588,"$19,297","$9,080","$34,376","$58,679","$18,098","$11,110","$8,762","$21,875","$39,973",$958,"$37,693","$-3,197",-,"$18,706","$58,679",2019
Honeywell,HON,"$10,910","$7,508","$4,326",-,"$1,618","$24,362","$5,296",$742,"$19,685","$7,306","$33,411","$57,773","$18,924","$9,756","$8,671","$20,491","$39,415",$958,"$33,978","$-3,437",-,"$18,358","$57,773",2018
Honeywell,HON,"$10,817","$8,866","$4,613",-,"$1,706","$26,002","$5,926",$667,"$22,773","$3,851","$33,468","$59,470","$18,861","$12,573","$8,190","$23,944","$42,805",$958,"$27,481","$-2,235",-,"$16,665","$59,470",2017
Honeywell,HON,"$9,363","$8,177","$4,366",-,"$1,152","$23,058","$5,793",$587,"$22,341","$2,020","$31,088","$54,146","$16,331","$12,182","$5,124","$18,268","$34,599",$958,"$28,710","$-2,714",-,"$19,547","$54,146",2016
Honeywell,HON,"$5,455","$8,075","$4,420",-,"$2,103","$20,053","$5,789",$517,"$20,472","$2,202","$29,263","$49,316","$18,371","$5,554","$5,599","$12,527","$30,898",$958,"$26,147","$-2,535",-,"$18,418","$49,316",2015
Honeywell,HON,"$6,959","$7,960","$4,405",-,"$2,145","$22,191","$5,383",$465,"$14,996","$2,012","$23,260","$45,451","$14,773","$6,046","$5,482","$12,894","$27,667",$958,"$23,115","$-1,459",-,"$17,784","$45,451",2014
Lam Research,LRCX,"$5,374.697","$2,823.376","$4,816.19",$214.149,-,"$13,228.41","$1,856.672",-,"$1,790.943","$1,905.616","$5,553.231","$18,781.64","$4,184.918","$5,003.183","$1,383.37","$6,386.553","$10,571.47",$0.133,"$22,032.1",$-100.706,-,"$8,210.172","$18,781.64",2023
Lam Research,LRCX,"$3,657.732","$4,313.818","$3,966.294",$347.391,-,"$12,285.24","$1,647.587",-,"$1,616.963","$1,645.847","$4,910.397","$17,195.63","$4,564.759","$4,998.449","$1,354.058","$6,352.507","$10,917.27",$0.137,"$18,454.72",$-109.982,-,"$6,278.366","$17,195.63",2022
Lam Research,LRCX,"$5,729.135","$3,026.43","$2,689.294",$207.528,-,"$11,652.39","$1,303.479",-,"$1,622.499","$1,313.787","$4,239.765","$15,892.15","$3,527.867","$4,990.333","$1,346.764","$6,337.097","$9,864.964",$0.143,"$14,684.91",$-64.128,-,"$6,027.188","$15,892.15",2021
Lam Research,LRCX,"$6,710.252","$2,097.099","$1,900.024",$146.16,-,"$10,853.54","$1,071.499",-,"$1,652.968",$981.045,"$3,705.512","$14,559.05","$3,162.442","$4,970.848","$1,242.268","$6,213.116","$9,375.558",$0.145,"$11,520.59",$-94.211,$10.995,"$5,183.489","$14,559.05",2020
Lam Research,LRCX,"$5,431.203","$1,455.522","$1,540.14",$133.544,-,"$8,560.409","$1,059.077",-,"$1,701.547",$680.3,"$3,440.924","$12,001.33","$2,371.65","$3,822.768","$1,083.611","$4,906.379","$7,278.029",$0.144,"$9,930.919",$-64.03,$49.439,"$4,723.304","$12,001.33",2019
Lam Research,LRCX,"$4,949.595","$2,176.936","$1,876.162",$147.218,-,"$9,149.911",$902.547,-,"$1,802.74",$624.28,"$3,329.567","$12,479.48","$3,150.308","$1,806.562",$942.565,"$2,749.127","$5,899.435",$0.157,"$8,261.194",$-57.449,$78.192,"$6,580.043","$12,479.48",2018
Lam Research,LRCX,"$6,041.162","$1,673.398","$1,232.916",$195.022,-,"$9,142.498",$685.595,-,"$1,796.668",$498.004,"$2,980.267","$12,122.76","$2,950.115","$1,784.974",$400.364,"$2,185.338","$5,135.453",$0.162,"$6,249.691",$-61.7,$169.861,"$6,987.312","$12,122.76",2017
Lam Research,LRCX,"$6,827.934","$1,262.145",$971.911,$151.16,-,"$9,213.15",$639.608,-,"$1,951.197",$460.36,"$3,051.165","$12,264.32","$2,418.041","$3,378.129",$366.076,"$3,744.205","$6,162.246",$0.16,"$4,820.109",$-69.333,$207.552,"$6,102.069","$12,264.32",2016
Lam Research,LRCX,"$4,076.486","$1,093.582",$943.346,$157.435,-,"$6,270.849",$621.418,-,"$2,115.649",$356.732,"$3,093.799","$9,364.648","$2,631.361","$1,001.382",$386.953,"$1,388.335","$4,019.696",$0.159,"$4,096.855",$-57.796,$241.808,"$5,344.952","$9,364.648",2015
Lam Research,LRCX,"$3,065.644",$800.616,$740.503,$176.899,-,"$4,783.662",$543.496,-,"$2,360.303",$305.845,"$3,209.644","$7,993.306","$1,582.001","$1,000.551",$381.019,"$1,381.57","$2,963.571",$0.162,"$3,575.737",$-28.655,-,"$5,029.735","$7,993.306",2014
Stryker,SYK,"$3,053","$3,765","$4,843",$857,-,"$12,518","$3,215",-,"$19,836","$2,673","$27,394","$39,912","$7,921","$10,901","$1,930","$13,398","$21,319",$38,"$16,771",$-416,-,"$18,593","$39,912",2023
Stryker,SYK,"$1,928","$3,565","$3,995",$787,-,"$10,275","$2,970",-,"$19,765","$2,464","$26,609","$36,884","$6,303","$11,857","$1,467","$13,965","$20,268",$38,"$14,765",$-221,-,"$16,616","$36,884",2022
Stryker,SYK,"$3,019","$3,022","$3,314",$662,-,"$10,017","$2,833",-,"$17,758","$2,263","$24,614","$34,631","$4,549","$12,472","$1,820","$15,205","$19,754",$38,"$13,480",$-531,-,"$14,877","$34,631",2021
Stryker,SYK,"$3,024","$2,701","$3,494",$488,-,"$9,707","$2,752",-,"$18,332","$2,009","$24,623","$34,330","$5,041","$13,230","$1,985","$16,205","$21,246",$38,"$12,462","$-1,157",-,"$13,084","$34,330",2020
Stryker,SYK,"$4,425","$2,893","$2,980",$760,-,"$11,058","$2,567",-,"$13,296","$1,671","$19,109","$30,167","$4,400","$10,231","$1,661","$12,960","$17,360",$37,"$11,748",$-606,-,"$12,807","$30,167",2019
Stryker,SYK,"$3,699","$2,332","$2,955",$747,-,"$9,733","$2,291",-,"$12,726",$801,"$17,496","$27,229","$4,807","$8,486",$978,"$10,692","$15,499",$37,"$10,765",$-631,-,"$11,730","$27,229",2018
Stryker,SYK,"$2,793","$2,198","$2,465",$537,-,"$7,993","$1,975",-,"$10,645","$1,301","$14,204","$22,197","$3,485","$6,590",$881,"$8,732","$12,217",$37,"$8,986",$-553,-,"$9,980","$22,197",2017
Stryker,SYK,"$3,384","$1,967","$2,030",$480,-,"$7,861","$1,569",-,"$9,864","$1,141","$12,574","$20,435","$3,148","$6,686",$764,"$7,737","$10,885",$37,"$8,842",$-761,-,"$9,550","$20,435",2016
Stryker,SYK,"$4,079","$1,662","$1,639",$563,-,"$7,943","$1,199",-,"$5,930","$1,151","$8,280","$16,223","$3,502","$3,230",$980,"$4,210","$7,712",$37,"$7,792",$-639,-,"$8,511","$16,223",2015
Stryker,SYK,"$5,000","$1,572","$1,588",$524,-,"$8,684","$1,098",-,"$6,204","$1,293","$8,595","$17,279","$4,461","$3,246",$977,"$4,223","$8,684",$38,"$7,559",$-254,-,"$8,595","$17,279",2014
Booking Holdings,BKNG,"$12,683","$3,253",-,$644,$454,"$17,034",$784,$440,"$4,439",$940,"$7,308","$24,342","$13,330","$12,738",$161,"$13,756","$27,086",-,"$31,830",$-323,-,"$-2,744","$24,342",2023
Booking Holdings,BKNG,"$12,396","$2,229",-,$477,$696,"$15,798",$669,"$2,789","$4,636",$824,"$9,563","$25,361","$8,474","$12,696",$172,"$14,105","$22,579",-,"$27,541",$-267,-,"$2,782","$25,361",2022
Booking Holdings,BKNG,"$11,152","$1,358",-,$404,$231,"$13,145",$822,"$3,175","$4,944","$1,059","$10,496","$23,641","$6,246","$9,762",$199,"$11,217","$17,463",-,"$24,453",$-144,-,"$6,178","$23,641",2021
Booking Holdings,BKNG,"$11,063",$529,-,$337,$277,"$12,206",$756,"$3,759","$3,707",$917,"$9,668","$21,874","$3,425","$11,952",$111,"$13,556","$16,981",-,"$23,288",$-118,-,"$4,893","$21,874",2020
Booking Holdings,BKNG,"$7,310","$1,680",-,$479,$364,"$9,833",$738,"$4,477","$4,867",$867,"$11,569","$21,402","$5,366","$8,661",$104,"$10,103","$15,469",-,"$23,232",$-191,-,"$5,933","$21,402",2019
Booking Holdings,BKNG,"$6,284","$1,523",-,$600,-,"$8,407",$656,"$8,408","$5,035",$181,"$14,280","$22,687","$3,555","$9,815",$162,"$10,347","$13,902",-,"$18,367",$-316,-,"$8,785","$22,687",2018
Booking Holdings,BKNG,"$7,402","$1,218",-,$415,-,"$9,035",$480,"$10,873","$4,915",$148,"$16,416","$25,451","$3,498","$10,064",$147,"$10,692","$14,190",-,"$13,939",$238,-,"$11,261","$25,451",2017
Booking Holdings,BKNG,"$4,299.955",$860.115,-,$241.449,-,"$5,401.519",$347.017,"$9,591.067","$4,390.791",$108.579,"$14,437.45","$19,838.97","$2,858.67","$6,199.06",$138.767,"$7,160.161","$10,018.83",$0.485,"$11,326.85",$-134.684,-,"$9,820.142","$19,838.97",2016
Booking Holdings,BKNG,"$2,648.511",$645.169,-,$259.557,-,"$3,553.237",$274.786,"$7,931.363","$5,542.533",$118.656,"$13,867.34","$17,420.57","$1,439.31","$6,158.443",$134.777,"$7,185.796","$8,625.106",$0.482,"$9,191.865",$244.852,-,"$8,795.469","$17,420.57",2015
Booking Holdings,BKNG,"$4,291.676",$643.894,-,$178.05,-,"$5,113.62",$198.953,"$3,755.653","$5,661.235",$41.516,"$9,657.357","$14,770.98","$1,378.703","$3,824.199",$103.533,"$4,825.581","$6,204.286",$0.48,"$6,640.505",$-259.902,-,"$8,566.694","$14,770.98",2014
ConocoPhillips,COP,"$6,606","$5,474","$1,398",$852,-,"$14,330","$70,044","$9,130",-,"$2,420","$81,594","$95,924","$10,005","$17,863","$8,955","$36,640","$46,645",$21,"$59,268","$-5,673",-,"$49,279","$95,924",2023
ConocoPhillips,COP,"$9,243","$7,088","$1,219","$1,199",-,"$18,749","$64,866","$8,225",-,"$1,989","$75,080","$93,829","$12,847","$16,226","$7,953","$32,979","$45,826",$21,"$53,029","$-6,000",-,"$48,003","$93,829",2022
ConocoPhillips,COP,"$6,591","$6,670","$1,208","$1,581",-,"$16,050","$64,911","$7,113",-,"$2,587","$74,611","$90,661","$12,021","$18,734","$7,168","$33,234","$45,255",$21,"$40,674","$-4,950",-,"$45,406","$90,661",2021
ConocoPhillips,COP,"$7,856","$2,754","$1,002",$454,-,"$12,066","$39,893","$8,017",-,"$2,528","$50,552","$62,618","$5,366","$14,750","$7,209","$27,403","$32,769",$18,"$35,213","$-5,218",-,"$29,849","$62,618",2020
ConocoPhillips,COP,"$10,227","$3,401","$1,026","$2,259",-,"$16,913","$42,269","$8,687",-,"$2,426","$53,601","$70,514","$7,043","$14,790","$7,216","$28,421","$35,464",$18,"$39,742","$-5,357",-,"$35,050","$70,514",2019
ConocoPhillips,COP,"$7,625","$4,067","$1,007",$575,-,"$13,274","$45,698","$9,329",-,"$1,344","$56,706","$69,980","$7,395","$14,856","$8,880","$30,521","$37,916",$18,"$34,010","$-6,063",-,"$32,064","$69,980",2018
ConocoPhillips,COP,"$10,097","$4,320","$1,060","$1,035",-,"$16,512","$45,683","$9,599",-,"$1,107","$56,850","$73,362","$9,397","$17,128","$8,900","$33,164","$42,561",$18,"$29,391","$-5,518",-,"$30,801","$73,362",2017
ConocoPhillips,COP,"$3,660","$3,414","$1,018",$517,-,"$8,609","$58,331","$21,091",-,"$1,160","$81,163","$89,772","$6,909","$26,186","$9,950","$47,637","$54,546",$18,"$31,548","$-6,193",-,"$35,226","$89,772",2016
ConocoPhillips,COP,"$2,368","$4,514","$1,124",$783,-,"$8,789","$66,446","$20,490",-,"$1,063","$88,695","$97,484","$9,256","$23,453","$11,408","$48,146","$57,402",$18,"$36,414","$-6,247",-,"$40,082","$97,484",2015
ConocoPhillips,COP,"$5,062","$6,807","$1,331","$1,868",-,"$15,068","$75,444","$24,335",-,$888,"$101,471","$116,539","$11,537","$22,383","$12,312","$52,729","$64,266",$18,"$44,504","$-1,902",-,"$52,273","$116,539",2014
Intel,INTC,"$25,034","$3,402","$11,127",-,"$3,706","$43,269","$96,647","$5,829","$32,180","$13,647","$148,303","$191,572","$28,053","$46,978","$6,576","$53,554","$81,607","$36,649","$69,156",$-215,-,"$109,965","$191,572",2023
Intel,INTC,"$28,338","$4,133","$13,224",-,"$4,712","$50,407","$80,860","$5,912","$33,609","$11,315","$131,696","$182,103","$32,155","$37,684","$8,978","$46,662","$78,817","$31,580","$70,405",$-562,-,"$103,286","$182,103",2022
Intel,INTC,"$29,253","$9,457","$10,776",-,"$9,072","$58,558","$63,245","$6,298","$34,233","$6,072","$109,848","$168,406","$27,462","$33,510","$5,071","$45,553","$73,015","$28,006","$68,265",$-880,-,"$95,391","$168,406",2021
Intel,INTC,"$23,895","$6,782","$8,427",-,"$8,145","$47,249","$56,584","$7,344","$35,997","$5,917","$105,842","$153,091","$24,754","$33,897","$4,981","$47,299","$72,053","$25,556","$56,233",$-751,-,"$81,038","$153,091",2020
Intel,INTC,"$13,123","$7,659","$8,744",-,"$1,713","$31,239","$55,386","$7,243","$37,103","$5,553","$105,285","$136,524","$22,310","$25,308","$4,439","$36,710","$59,020","$25,261","$53,523","$-1,280",-,"$77,504","$136,524",2019
Intel,INTC,"$11,650","$6,722","$7,253",-,"$3,162","$28,787","$48,976","$9,430","$36,349","$4,421","$99,176","$127,963","$16,626","$25,098","$5,114","$36,774","$53,400","$25,365","$50,172",$-974,-,"$74,563","$127,963",2018
Intel,INTC,"$14,002","$5,607","$6,983",-,"$2,908","$29,500","$41,109","$12,291","$37,134","$3,215","$93,749","$123,249","$17,421","$25,037","$4,657","$36,809","$54,230","$26,074","$42,083",$862,-,"$69,019","$123,249",2017
Intel,INTC,"$17,099","$4,690","$5,553",-,"$8,166","$35,508","$36,171","$10,896","$23,593","$7,159","$77,819","$113,327","$20,302","$20,649","$4,420","$26,799","$47,101","$25,373","$40,747",$106,-,"$66,226","$113,327",2016
Intel,INTC,"$25,313","$4,787","$5,167",-,"$3,053","$38,320","$31,858","$7,851","$15,265","$8,165","$63,139","$101,459","$15,646","$20,036","$3,738","$24,728","$40,374","$23,411","$37,614",$60,-,"$61,085","$101,459",2015
Intel,INTC,"$14,054","$4,427","$4,273",-,"$3,018","$27,730","$33,238","$9,120","$15,307","$6,505","$64,170","$91,900","$16,011","$12,059","$4,190","$20,024","$36,035","$21,781","$33,418",$666,-,"$55,865","$91,900",2014
Eaton,ETN,"$2,609","$4,475","$3,739",$851,-,"$11,675","$3,530",-,"$20,068","$2,052","$26,756","$38,432","$7,747","$8,244","$1,489","$11,616","$19,363",$4,"$10,305","$-3,906",-,"$19,069","$38,432",2023
Eaton,ETN,$555,"$4,076","$3,430",$685,-,"$8,746","$3,146",-,"$20,281","$1,940","$26,267","$35,014","$6,360","$8,321","$1,444","$11,580","$17,939",$4,"$8,468","$-3,946",-,"$17,075","$35,014",2022
Eaton,ETN,$568,"$3,297","$2,969",$677,-,"$7,511","$3,064",-,"$20,606","$2,012","$26,516","$34,027","$7,212","$6,831","$1,502","$10,364","$17,576",$4,"$7,594","$-3,633",-,"$16,451","$34,027",2021
Eaton,ETN,"$1,102","$2,904","$2,109",$576,"$2,487","$9,178","$2,964",-,"$17,078","$1,750","$22,646","$31,824","$5,881","$7,010","$1,439","$10,970","$16,851",$4,"$6,794","$-4,195",-,"$14,973","$31,824",2020
Eaton,ETN,$591,"$3,437","$2,805",$518,"$1,377","$8,728","$3,496",-,"$18,094","$1,679","$24,077","$32,805","$5,132","$7,819","$1,204","$11,540","$16,672",$4,"$8,170","$-4,290",-,"$16,133","$32,805",2019
Eaton,ETN,$440,"$3,858","$2,785",$507,-,"$7,590","$3,467",-,"$18,174","$1,568","$23,502","$31,092","$5,154","$6,768","$1,054","$9,796","$14,950",$4,"$8,161","$-4,145",-,"$16,142","$31,092",2018
Eaton,ETN,"$1,095","$3,943","$2,620",$679,-,"$8,337","$3,502",-,"$18,833","$1,698","$24,286","$32,623","$5,075","$7,167",$965,"$10,258","$15,333",$4,"$8,669","$-3,404",-,"$17,290","$32,623",2017
Eaton,ETN,$746,"$3,560","$2,346",$381,-,"$7,033","$3,443",-,"$18,715",$960,"$23,443","$30,476","$5,485","$6,711",$934,"$9,993","$15,478",$5,"$7,555","$-4,448",-,"$14,998","$30,476",2016
Eaton,ETN,$445,"$3,479","$2,323",$369,-,"$6,616","$3,565",-,"$19,493",$960,"$24,380","$30,996","$4,625","$7,746",$978,"$11,140","$15,765",$5,"$7,346","$-3,863",-,"$15,231","$30,996",2015
Eaton,ETN,"$1,026","$3,667","$2,428",$386,-,"$8,100","$3,750",-,"$20,449","$1,002","$25,429","$33,529","$5,355","$8,024","$1,085","$12,335","$17,690",$5,"$7,078","$-2,899",-,"$15,839","$33,529",2014
Charles Schwab,SCHW,"$75,173","$109,106",-,-,-,"$184,279","$3,690","$267,098","$20,211","$17,900","$308,899","$493,178","$426,092","$26,128",-,"$26,128","$452,220",$21,"$33,901","$-18,131",-,"$40,958","$493,178",2023
Charles Schwab,SCHW,"$83,178","$107,096",-,-,-,"$190,274","$3,714","$320,945","$20,740","$16,099","$361,498","$551,772","$494,336","$20,828",-,"$20,828","$515,164",$21,"$31,066","$-22,621",-,"$36,608","$551,772",2022
Charles Schwab,SCHW,"$116,924","$125,201",-,-,-,"$242,125","$3,442","$390,054","$21,331","$10,318","$425,145","$667,270","$592,095","$18,914",-,"$18,914","$611,009",$21,"$25,992","$-1,109",-,"$56,261","$667,270",2021
Charles Schwab,SCHW,"$90,747","$88,253",-,-,-,"$179,000","$2,883","$337,400","$21,943","$7,783","$370,009","$549,009","$479,317","$13,632",-,"$13,632","$492,949",$21,"$21,975","$5,394",-,"$56,060","$549,009",2020
Charles Schwab,SCHW,"$49,828","$39,979",-,-,-,"$89,807","$2,128","$196,128","$1,355","$4,587","$204,198","$294,005","$264,830","$7,430",-,"$7,430","$272,260",$15,"$19,960",$88,-,"$21,745","$294,005",2019
Charles Schwab,SCHW,"$41,501","$38,260",-,-,-,"$79,761","$1,769","$210,587","$1,227","$3,138","$216,721","$296,482","$268,934","$6,878",-,"$6,878","$275,812",$15,"$17,329",$-252,-,"$20,670","$296,482",2018
Charles Schwab,SCHW,"$29,356","$158,629","$50,534",-,-,"$238,519","$1,471",-,"$1,227","$2,057","$4,755","$243,274","$219,996","$4,753",-,"$4,753","$224,749",$15,"$14,408",$-152,-,"$18,525","$243,274",2017
Charles Schwab,SCHW,"$33,002","$33,286",$449,-,-,"$66,737","$1,299","$152,568","$1,371","$1,408","$156,646","$223,383","$204,086","$2,876",-,"$2,876","$206,962",$15,"$12,649",$-163,-,"$16,421","$223,383",2016
Charles Schwab,SCHW,"$31,576","$32,229",$533,-,-,"$64,338","$1,145","$115,653","$1,408","$1,161","$119,367","$183,705","$167,426","$2,877",-,"$2,877","$170,303",$15,"$11,253",$-134,-,"$13,402","$183,705",2015
Charles Schwab,SCHW,"$32,144","$29,537",$516,-,-,"$62,197","$1,039","$89,172","$1,454",$780,"$92,445","$154,642","$140,940","$1,899",-,"$1,899","$142,839",$15,"$10,198",$165,-,"$11,803","$154,642",2014
