Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Linde,LIN,"$4,664","$4,718","$2,115",$927,$196,"$12,620","$24,552","$2,190","$39,150","$2,299","$68,191","$80,811","$15,717","$13,397","$3,804","$24,012","$39,729",$1,"$8,845","$-5,805",-,"$41,082","$80,811",2023
Linde,LIN,"$5,436","$4,559","$1,978",$950,$124,"$13,047","$23,548","$2,350","$38,237","$2,476","$66,611","$79,658","$16,479","$12,198","$2,795","$21,805","$38,284",$1,"$20,541","$-5,782",-,"$41,374","$79,658",2022
Linde,LIN,"$2,823","$4,499","$1,733",$970,$134,"$10,159","$26,003","$2,619","$40,840","$1,984","$71,446","$81,605","$13,643","$11,335","$4,188","$22,534","$36,177",$1,"$18,710","$-5,048",-,"$45,428","$81,605",2021
Linde,LIN,"$3,754","$4,167","$1,729","$1,112",$162,"$10,924","$28,711","$2,061","$44,385","$2,148","$77,305","$88,229","$13,740","$12,152","$5,519","$24,920","$38,660",$1,"$17,178","$-4,690",-,"$49,569","$88,229",2020
Linde,LIN,"$2,700","$4,322","$1,697","$1,265",$368,"$10,352","$29,064","$2,027","$43,156","$2,013","$76,260","$86,612","$12,160","$10,693","$4,888","$22,930","$35,090",$1,"$16,842","$-4,814",-,"$51,522","$86,612",2019
Linde,LIN,"$4,466","$4,297","$1,651","$1,077","$5,781","$17,272","$29,717","$1,838","$43,097","$1,462","$76,114","$93,386","$12,956","$12,288","$3,435","$23,350","$36,306",$1,"$16,529","$-4,456",-,"$57,080","$93,386",2018
Linde,LIN,$617,"$1,710",$614,$344,-,"$3,285","$11,825",$727,"$4,018",$581,"$17,151","$20,436","$3,307","$7,783","$1,588","$10,618","$13,925",$4,"$13,224","$-4,098",-,"$6,511","$20,436",2017
Linde,LIN,$524,"$1,641",$550,$165,-,"$2,880","$11,477",$717,"$3,700",$558,"$16,452","$19,332","$2,478","$8,917","$1,213","$11,413","$13,891",$4,"$12,879","$-4,600",-,"$5,441","$19,332",2016
Linde,LIN,$147,"$1,601",$531,$347,-,"$2,626","$10,998",$665,"$3,554",$476,"$15,693","$18,319","$1,893","$8,975","$1,155","$11,633","$13,526",$4,"$12,229","$-4,596",-,"$4,793","$18,319",2015
Linde,LIN,$126,"$1,796",$551,$366,-,"$2,839","$11,997",$693,"$3,724",$516,"$16,930","$19,769","$2,490","$8,636","$1,176","$11,269","$13,759",$4,"$11,461","$-3,185",-,"$6,010","$19,769",2014
PDD Holdings,PDD,"$39,323.83","$1,597.514",-,$593.39,-,"$41,514.73",$137.973,-,$2.979,"$6,753.796","$7,511.043","$49,025.78","$21,535.64",$736.845,-,"$1,117.708","$22,653.35",$0.025,"$10,580.23",$665.328,$14.927,"$26,372.43","$49,025.78",2023
PDD Holdings,PDD,"$30,072.05","$1,001.352",-,$333.235,-,"$31,406.64",$151.489,-,$19.428,"$2,444.777","$2,972.521","$34,379.16","$16,947.38",$228.463,-,$356.603,"$17,303.98",$0.025,"$2,202.783",$481.679,$0.725,"$17,075.18","$34,379.16",2022
PDD Holdings,PDD,"$23,940.09",$772.666,-,$537.408,-,"$25,250.16",$345.749,-,$110.037,"$2,577.593","$3,185.6","$28,435.76","$14,708.24","$1,849.937",$0.156,"$1,940.41","$16,648.65",$0.025,"$-2,778.541",$-395.427,-,"$11,787.11","$28,435.76",2021
PDD Holdings,PDD,"$21,363.18",$761.627,-,$790.733,-,"$22,915.54",$31.089,-,$195.671,"$1,114.989","$1,438.274","$24,353.81","$12,855.49","$2,211.922",$0.447,"$2,275.961","$15,131.45",$0.024,"$-3,904.246",$-160.571,-,"$9,222.358","$24,353.81",2020
PDD Holdings,PDD,"$9,858.756",$490.75,-,$136.499,-,"$10,486",$5.928,-,$286.462,$72.269,$438.948,"$10,924.95","$6,574.135",$747.893,$1.061,$810.518,"$7,384.653",$0.021,"$-2,627.979",$208.025,-,"$3,540.3","$10,924.95",2019
PDD Holdings,PDD,"$5,551.651",$184.222,-,$138.752,-,"$5,874.625",$4.229,-,$375.149,$26.568,$405.946,"$6,280.571","$3,542.94",-,-,-,"$3,542.94",$0.02,"$-1,647.569",$150.648,-,"$2,737.631","$6,280.571",2018
PDD Holdings,PDD,"$1,989.446",$84.668,-,$20.365,-,"$2,094.479",$1.479,$26.681,-,-,$28.16,"$2,122.639","$1,930.54",-,-,$350.241,"$2,280.781",$0.008,$-164.244,$-3.683,-,$-158.142,"$2,122.639",2017
PDD Holdings,PDD,,,,,,,,,,,,,,,,,,,,,,,,2016
PDD Holdings,PDD,,,,,,,,,,,,,,,,,,,,,,,,2015
PDD Holdings,PDD,,,,,,,,,,,,,,,,,,,,,,,,2014
Adobe,ADBE,"$7,842","$2,224",-,"$1,018",-,"$11,084","$2,030",-,"$13,893","$1,223","$18,695","$29,779","$8,251","$3,634",$890,"$5,010","$13,261",-,"$33,346",$-285,-,"$16,518","$29,779",2023
Adobe,ADBE,"$6,096","$2,065",-,$835,-,"$8,996","$1,908",-,"$14,236",$841,"$18,169","$27,165","$8,128","$3,629",$823,"$4,986","$13,114",-,"$28,319",$-293,-,"$14,051","$27,165",2022
Adobe,ADBE,"$5,798","$1,878",-,$993,-,"$8,669","$1,673",-,"$14,488",$883,"$18,572","$27,241","$6,932","$4,123",$791,"$5,512","$12,444",-,"$23,905",$-137,-,"$14,797","$27,241",2021
Adobe,ADBE,"$5,992","$1,398",-,$756,-,"$8,146","$1,517",-,"$12,101",$663,"$16,138","$24,284","$5,512","$4,117",$752,"$5,508","$11,020",-,"$19,611",$-158,-,"$13,264","$24,284",2020
Adobe,ADBE,"$4,177","$1,535",-,$783,-,"$6,495","$1,293",-,"$12,412",$562,"$14,267","$20,762","$8,191",$989,$789,"$2,041","$10,232",-,"$14,829",$-188,-,"$10,530","$20,762",2019
Adobe,ADBE,"$3,228.962","$1,315.578",-,$312.499,-,"$4,857.039","$1,075.072",-,"$12,650.05",$186.522,"$13,911.64","$18,768.68","$4,301.126","$4,124.8",$796.31,"$5,105.442","$9,406.568",$0.061,"$11,815.6",$-148.13,-,"$9,362.114","$18,768.68",2018
Adobe,ADBE,"$5,819.774","$1,217.968",-,$210.071,-,"$7,247.813",$936.976,-,"$6,207.219",$143.548,"$7,287.743","$14,535.56","$3,527.457","$1,881.421",$298.276,"$2,548.23","$6,075.687",$0.061,"$9,573.87",$-111.821,-,"$8,459.869","$14,535.56",2017
Adobe,ADBE,"$4,761.3",$833.033,-,$245.441,-,"$5,839.774",$816.264,$80.439,"$5,820.879",$139.89,"$6,857.472","$12,697.25","$2,811.635","$1,892.2",$281.785,"$2,460.776","$5,272.411",$0.061,"$8,114.517",$-173.602,-,"$7,424.835","$12,697.25",2016
Adobe,ADBE,"$3,988.084",$672.006,-,$161.802,-,"$4,821.892",$787.421,$80.439,"$5,876.888",$159.832,"$6,904.58","$11,726.47","$2,213.556","$1,907.231",$344.802,"$2,511.336","$4,724.892",$0.061,"$7,253.431",$-169.08,-,"$7,001.58","$11,726.47",2015
Adobe,ADBE,"$3,739.491",$591.8,-,$175.758,-,"$4,602.328",$785.123,$80.439,"$5,191.624",$126.315,"$6,183.501","$10,785.83","$2,494.435",$911.086,$204.687,"$1,515.489","$4,009.924",$0.061,"$6,924.294",$-8.094,-,"$6,775.905","$10,785.83",2014
T-Mobile US,TMUS,"$5,135","$9,148","$1,678",$702,"$2,352","$19,015","$40,432",-,"$14,852","$100,936","$188,667","$207,682","$20,928","$76,412","$3,929","$122,039","$142,967",-,"$7,347",$-964,-,"$64,715","$207,682",2023
T-Mobile US,TMUS,"$4,507","$9,568","$1,884",$673,"$2,435","$19,067","$42,086",-,"$15,742","$99,925","$192,271","$211,338","$24,742","$72,100","$4,101","$116,940","$141,682",-,$-223,"$-1,046",-,"$69,656","$211,338",2022
T-Mobile US,TMUS,"$6,631","$8,942","$2,567",$746,"$2,005","$20,891","$39,803",-,"$16,921","$95,838","$185,672","$206,563","$23,499","$72,831","$5,097","$113,962","$137,461",-,"$-2,812","$-1,365",-,"$69,102","$206,563",2021
T-Mobile US,TMUS,"$10,385","$7,853","$2,527",$624,"$2,496","$23,885","$41,175",-,"$16,415","$85,607","$176,277","$200,162","$21,703","$71,018","$5,412","$113,115","$134,818",-,"$-5,836","$-1,581",-,"$65,344","$200,162",2020
T-Mobile US,TMUS,"$1,528","$4,508",$964,$333,"$1,972","$9,305","$21,984",-,"$2,045","$38,356","$77,616","$86,921","$12,506","$28,526",$954,"$45,626","$58,132",-,"$-8,833",$-868,-,"$28,789","$86,921",2019
T-Mobile US,TMUS,"$1,203","$4,318","$1,084",-,"$1,676","$8,281","$23,359",-,"$2,099","$37,182","$64,187","$72,468","$10,267","$29,263",$967,"$37,483","$47,750",-,"$-12,954",$-332,-,"$24,718","$72,468",2018
T-Mobile US,TMUS,"$1,219","$4,227","$1,566",-,"$1,903","$8,915","$22,196",-,"$1,900","$36,278","$61,648","$70,563","$11,515","$29,297",$935,"$36,489","$48,004",-,"$-16,074",$8,-,"$22,559","$70,563",2017
T-Mobile US,TMUS,"$5,500","$3,866","$1,111",-,"$3,740","$14,217","$20,943",-,"$2,059","$27,688","$51,674","$65,891","$9,022","$30,053","$1,026","$38,633","$47,655",-,"$-20,610",$1,-,"$18,236","$65,891",2016
T-Mobile US,TMUS,"$7,580","$4,202","$1,295",-,"$1,813","$14,890","$20,000",-,"$2,277","$24,399","$47,523","$62,413","$9,528","$28,719","$1,067","$36,328","$45,856",-,"$-22,108",$-1,-,"$16,557","$62,413",2015
T-Mobile US,TMUS,"$5,315","$5,003","$1,085",-,"$1,593","$13,984","$16,245",-,"$2,553","$22,243","$42,669","$56,653","$8,776","$24,394",$616,"$32,214","$40,990",-,"$-22,841",$1,-,"$15,663","$56,653",2014
Wells Fargo,WFC,"$414,977",-,-,-,-,"$1,341,989","$9,266","$450,492","$33,683","$97,038","$590,479","$1,932,468","$1,518,942","$207,588","$18,495","$226,083","$1,745,025","$9,136","$201,136","$-11,580",-,"$187,443","$1,932,468",2023
Wells Fargo,WFC,"$313,348",-,-,-,-,"$1,263,338","$8,350","$475,067","$35,653","$98,612","$617,682","$1,881,020","$1,503,870","$174,870","$20,067","$194,937","$1,698,807","$9,136","$187,968","$-13,362",-,"$182,213","$1,881,020",2022
Wells Fargo,WFC,"$388,718",-,-,-,-,"$1,295,239","$8,571","$522,152","$33,369","$88,737","$652,829","$1,948,068","$1,587,845","$160,689","$9,424","$170,113","$1,757,958","$9,136","$180,322","$-1,702",-,"$190,110","$1,948,068",2021
Wells Fargo,WFC,"$405,379",-,-,-,-,"$1,310,884","$8,895","$486,120","$33,829","$113,183","$642,027","$1,952,911","$1,537,740","$212,950","$16,509","$229,459","$1,767,199","$9,136","$162,683",$194,-,"$185,712","$1,952,911",2020
Wells Fargo,WFC,"$323,123",-,-,-,-,"$1,300,156","$9,309","$485,633","$39,337","$93,120","$627,399","$1,927,555","$1,502,301","$228,191","$9,079","$237,270","$1,739,571","$9,136","$166,697","$-1,311",-,"$187,984","$1,927,555",2019
Wells Fargo,WFC,"$323,483",-,-,-,-,"$1,283,985","$8,920","$469,848","$42,510","$90,620","$611,898","$1,895,883","$1,461,274","$229,044","$8,499","$237,543","$1,698,817","$9,136","$158,163","$-6,336",-,"$197,066","$1,895,883",2018
Wells Fargo,WFC,"$353,596",-,-,-,-,"$1,320,563","$8,847","$478,239","$41,636","$102,472","$631,194","$1,951,757","$1,509,862","$225,020","$8,796","$233,816","$1,743,678","$9,136","$145,263","$-2,144",-,"$208,079","$1,951,757",2017
Wells Fargo,WFC,"$361,164",-,-,-,-,"$1,343,738","$8,333","$407,947","$41,058","$129,039","$586,377","$1,930,115","$1,460,049","$255,077","$14,492","$269,569","$1,729,618","$9,136","$133,075","$-3,137",-,"$200,497","$1,930,115",2016
Wells Fargo,WFC,"$354,056",-,-,-,-,"$1,278,952","$8,704","$347,555","$39,252","$113,169","$508,680","$1,787,632","$1,380,285","$199,536","$13,920","$213,456","$1,593,741","$9,136","$120,866",$297,-,"$193,891","$1,787,632",2015
Wells Fargo,WFC,"$356,255",-,-,-,-,"$1,226,745","$8,743","$312,925","$39,685","$99,057","$460,410","$1,687,155","$1,317,950","$183,943",-,"$183,943","$1,501,893","$9,136","$107,040","$3,518",-,"$185,262","$1,687,155",2014
Alibaba,BABA,"$84,391",-,-,"$19,879",-,"$104,270","$25,645","$58,733","$39,698","$16,080","$140,156","$244,426","$58,378","$19,635","$4,414","$33,441","$91,819",-,"$82,809",-,"$2,538","$152,607","$244,426",2023
Alibaba,BABA,"$81,672",-,-,"$19,960",-,"$101,632","$25,632","$65,979","$45,868","$16,152","$153,631","$255,263","$56,111","$21,709","$4,424","$37,077","$93,188",-,"$87,225",-,$366,"$162,075","$255,263",2022
Alibaba,BABA,"$77,696",-,-,"$23,030",-,"$100,726","$27,102","$69,922","$51,868","$17,849","$166,741","$267,467","$60,540","$20,902","$5,028","$37,738","$98,278",-,"$88,899",-,"$-3,685","$169,189","$267,467",2021
Alibaba,BABA,"$79,162",-,-,"$19,034",-,"$98,196","$22,499","$66,762","$55,497","$15,024","$159,782","$257,978","$57,596","$20,714","$4,694","$36,311","$93,907",-,"$84,698",-,"$-1,795","$164,071","$257,978",2020
Alibaba,BABA,"$53,482",-,-,"$11,895",-,"$65,377","$14,601","$49,566","$47,696","$8,189","$120,052","$185,429","$34,159","$16,986","$3,567","$28,325","$62,484",-,"$57,379",-,$763,"$122,945","$185,429",2019
Alibaba,BABA,"$31,542",-,-,"$8,730",-,"$40,272","$13,713","$35,991","$49,650","$4,175","$103,529","$143,801","$30,944","$16,664",$922,"$22,176","$53,120",-,"$38,426",-,$385,"$90,681","$143,801",2018
Alibaba,BABA,"$34,058",-,-,"$6,891",-,"$40,949","$10,600","$28,360","$31,723","$2,694","$73,377","$114,326","$21,651","$19,055",$327,"$23,097","$44,748",-,"$27,477",-,"$1,424","$69,578","$114,326",2017
Alibaba,BABA,"$22,294",-,-,"$4,222",-,"$26,516","$2,936","$22,056","$20,953","$1,169","$47,114","$73,630","$13,623","$11,163",$188,"$13,353","$26,976",-,"$15,772",-,"$1,231","$46,654","$73,630",2016
Alibaba,BABA,"$18,152",-,-,"$2,640",-,"$20,792","$2,114","$18,742","$13,941",$932,"$35,729","$56,521","$8,071","$8,292",$335,"$9,750","$17,821",-,"$12,213",$597,$338,"$38,700","$56,521",2015
Alibaba,BABA,"$20,696",-,-,"$2,094",-,"$22,925","$1,474","$7,822","$8,326",$659,"$18,281","$41,206","$6,400","$8,163",$347,"$9,413","$15,813",-,"$4,007",-,$558,"$25,393","$41,206",2014
Applied Materials,AMAT,"$6,869","$5,165","$5,725",-,"$1,388","$19,147","$2,723","$2,281","$4,026",-,"$11,582","$30,729","$7,372","$5,461","$1,547","$7,008","$14,380",$8,"$43,726",$-217,-,"$16,349","$30,729",2023
Applied Materials,AMAT,"$2,581","$6,068","$5,932",-,"$1,344","$15,925","$2,307","$1,980","$4,039",-,"$10,801","$26,726","$7,379","$5,457","$1,696","$7,153","$14,532",$8,"$37,892",$-202,-,"$12,194","$26,726",2022
Applied Materials,AMAT,"$5,459","$4,953","$4,309",-,"$1,386","$16,107","$1,934","$2,055","$3,583",-,"$9,718","$25,825","$6,344","$5,452","$1,782","$7,234","$13,578",$9,"$32,246",$-260,-,"$12,247","$25,825",2021
Applied Materials,AMAT,"$5,738","$2,963","$3,904",-,$764,"$13,369","$1,604","$1,538","$3,619",-,"$8,984","$22,353","$4,459","$5,448","$1,868","$7,316","$11,775",$9,"$27,209",$-299,-,"$10,578","$22,353",2020
Applied Materials,AMAT,"$3,618","$2,533","$3,474",-,$581,"$10,206","$1,529","$1,703","$3,555",-,"$8,818","$19,024","$4,447","$4,713","$1,650","$6,363","$10,810",$9,"$24,386",$-180,-,"$8,214","$19,024",2019
Applied Materials,AMAT,"$4,030","$2,323","$3,721",-,$530,"$10,604","$1,407","$1,568","$3,581",-,"$7,029","$17,633","$3,922","$5,309","$1,557","$6,866","$10,788",$10,"$20,880",$-125,-,"$6,845","$17,633",2018
Applied Materials,AMAT,"$7,276","$2,338","$2,930",-,$374,"$12,918","$1,066","$1,143","$3,780",-,"$6,501","$19,419","$4,115","$5,304",$651,"$5,955","$10,070",$11,"$18,258",$-64,-,"$9,349","$19,419",2017
Applied Materials,AMAT,"$3,749","$2,279","$2,050",-,$275,"$8,353",$937,$929,"$3,891",-,"$6,217","$14,570","$3,632","$3,125",$596,"$3,721","$7,353",$11,"$15,252",$-115,-,"$7,217","$14,570",2016
Applied Materials,AMAT,"$4,965","$1,739","$1,833",-,$724,"$9,261",$892,$946,"$4,064",-,"$6,047","$15,308","$3,798","$3,342",$555,"$3,897","$7,695",$11,"$13,967",$-92,-,"$7,613","$15,308",2015
Applied Materials,AMAT,"$3,162","$1,670","$1,567",-,$568,"$6,967",$861,$935,"$4,255",-,"$6,207","$13,174","$2,823","$1,947",$536,"$2,483","$5,306",$12,"$13,072",$-76,-,"$7,868","$13,174",2014
Danaher,DHR,"$5,864","$3,922","$2,594","$1,557",-,"$13,937","$4,553",-,"$62,354","$3,644","$70,551","$84,488","$8,274","$16,707","$6,017","$22,724","$30,998",$9,"$41,074","$-1,748",-,"$53,490","$84,488",2023
Danaher,DHR,"$5,995","$4,102","$2,765","$1,741",-,"$15,883","$3,709",-,"$57,097","$4,160","$68,467","$84,350","$8,389","$19,086","$6,498","$25,871","$34,260",$9,"$39,205","$-2,872",-,"$50,090","$84,350",2022
Danaher,DHR,"$2,586","$4,631","$2,767","$1,664",-,"$11,648","$3,790",-,"$64,027","$3,719","$71,536","$83,184","$8,140","$22,168","$7,699","$29,867","$38,007",$9,"$32,827","$-1,027",-,"$45,177","$83,184",2021
Danaher,DHR,"$6,035","$4,045","$2,292","$1,430",-,"$13,802","$3,262",-,"$56,702","$2,395","$62,359","$76,161","$7,402","$21,193","$7,789","$28,982","$36,384",$9,"$27,159",$-368,-,"$39,777","$76,161",2020
Danaher,DHR,"$19,912","$3,191","$1,628",$865,-,"$25,596","$2,302",-,"$32,463","$1,721","$36,486","$62,082","$4,932","$21,517","$5,351","$26,868","$31,800",$8,"$24,166","$-3,068",-,"$30,282","$62,082",2019
Danaher,DHR,$787.8,"$3,029.8","$1,631.4",$858,-,"$7,093.8","$2,249.6",-,"$32,863.3",$571,"$40,738.7","$47,832.5","$4,841.5","$9,688.5","$4,701.6","$14,764.3","$19,605.8",$8.2,"$25,163","$-2,791.1",-,"$28,226.7","$47,832.5",2018
Danaher,DHR,$630.3,"$3,521.8","$1,840.8",$857.1,-,"$6,850","$2,454.6",-,"$36,805.7",$538.3,"$39,798.6","$46,648.6","$4,792.3","$10,327.4","$5,161.1","$15,488.5","$20,280.8",$8.1,"$22,806.1","$-1,994.2",-,"$26,367.8","$46,648.6",2017
Danaher,DHR,$963.7,"$3,186.1","$1,709.4",$805.9,-,"$6,665.1","$2,354",-,"$35,644.9",$631.3,"$38,630.2","$45,295.3","$6,874","$9,674.2","$5,670.3","$15,344.5","$22,218.5",$8.1,"$20,703.5","$-3,021.7",-,"$23,076.8","$45,295.3",2016
Danaher,DHR,$790.8,"$2,985.1","$1,573.1",$889.5,-,"$7,836.7","$2,302.7",-,"$31,560.2",$845.3,"$40,385.5","$48,222.2","$6,170.4","$12,025.2","$5,750","$18,287.8","$24,458.2",$8,"$21,012.3","$-2,311.2",-,"$23,764","$48,222.2",2015
Danaher,DHR,"$3,005.6","$3,445.8","$1,782.8",$952.7,-,"$9,431.3","$2,171.9",-,"$22,732.7","$1,016.7","$27,560.4","$36,991.7","$5,396.4","$3,401.5","$4,584.4","$8,145.5","$13,541.9",$7.9,"$20,323","$-1,433.7",-,"$23,449.8","$36,991.7",2014
Accenture,ACN,"$9,049.607","$12,227.19",-,-,"$2,105.138","$23,381.93","$1,530.007",$197.443,"$15,573","$2,918.592","$27,863.38","$51,245.3","$18,009.04",$43.093,"$1,778.995","$6,777.674","$24,786.71",$0.072,"$19,316.22","$-1,743.101","$2,403.374","$26,458.59","$51,245.3",2023
Accenture,ACN,"$7,893.806","$11,776.78",-,-,"$1,940.29","$21,610.87","$1,659.14",$317.972,"$13,133.29","$2,714.439","$25,652.52","$47,263.39","$17,523.5",$45.893,"$1,660.372","$6,992.806","$24,516.31",$0.072,"$18,203.84","$-2,190.342","$2,091.382","$22,747.09","$47,263.39",2022
Accenture,ACN,"$8,172.468","$9,728.212",-,-,"$1,765.831","$19,666.51","$1,639.105",$329.526,"$11,125.86","$2,493.746","$23,509.33","$43,175.84","$15,708.87",$53.473,"$1,659.735","$7,369.862","$23,078.73",$0.072,"$13,988.75","$-1,419.497","$1,750.784","$20,097.11","$43,175.84",2021
Accenture,ACN,"$8,509.639","$7,846.892",-,-,"$1,393.225","$17,749.76","$1,545.568",$324.514,"$7,709.82","$1,689.275","$19,328.84","$37,078.59","$12,662.59",$54.052,"$1,465.116","$6,916.83","$19,579.42",$0.072,"$12,375.53","$-1,561.837","$1,585.302","$17,499.17","$37,078.59",2020
Accenture,ACN,"$6,130.166","$8,095.071",-,-,"$1,225.364","$15,450.6","$1,391.166",$240.313,"$6,205.55","$1,471.294","$14,339.28","$29,789.88","$11,061.9",$16.247,"$1,419.676","$3,900.293","$14,962.19",$0.072,"$10,421.54","$-1,840.577","$1,411.903","$14,827.69","$29,789.88",2019
Accenture,ACN,"$5,064.552","$7,496.368",-,-,"$1,024.639","$13,585.56","$1,264.02",$215.532,"$5,383.012","$1,209.029","$10,863.52","$24,449.08","$10,151.75",$19.676,"$1,398.559","$3,572.744","$13,724.49",$0.072,"$7,952.413","$-1,576.171","$1,234.623","$10,724.59","$24,449.08",2018
Accenture,ACN,"$4,129.871","$6,885.257",-,-,"$1,082.161","$12,097.29","$1,140.598",$211.61,"$5,002.352","$1,226.331","$10,592.6","$22,689.89","$9,824.279",$22.163,$924.143,"$3,155.411","$12,979.69",$0.071,"$7,081.855","$-1,094.784","$1,095.026","$9,710.2","$22,689.89",2017
Accenture,ACN,"$4,908.484","$6,222.399",-,-,$845.339,"$11,976.22",$956.542,$198.633,"$3,609.437",$989.494,"$8,632.781","$20,609","$8,878.924",$24.457,"$1,155.626","$3,540.704","$12,419.62",$0.072,"$7,879.96","$-1,661.72","$1,004.128","$8,189.376","$20,609",2016
Accenture,ACN,"$4,363.214","$5,725.424",-,-,$611.436,"$10,700.07",$801.884,$45.027,"$2,929.833",$964.918,"$7,502.573","$18,202.65","$8,491.006",$25.587,"$1,314.033","$3,064.07","$11,555.08",$0.076,"$13,470.01","$-1,411.972","$1,031.203","$6,647.571","$18,202.65",2015
Accenture,ACN,"$4,923.907","$5,663.334",-,-,$585.381,"$11,904.44",$793.444,$66.783,"$2,395.894",$959.84,"$6,026.01","$17,930.45","$8,158.079",$26.403,"$1,609.137","$3,487.036","$11,645.12",$0.076,"$11,758.13",$-871.948,$921.586,"$6,285.337","$17,930.45",2014
