Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Apple,AAPL,"$48,304","$60,932","$4,946",-,"$21,223","$135,405","$42,117","$120,805",-,"$54,428","$217,350","$352,755","$153,982","$98,959","$49,142","$148,101","$302,083","$64,849","$-3,068","$-11,109",-,"$50,672","$352,755",2022
Apple,AAPL,"$62,639","$51,506","$6,580",-,"$14,111","$134,836","$39,440","$127,877",-,"$48,849","$216,166","$351,002","$125,481","$109,106","$53,325","$162,431","$287,912","$57,365","$5,562",$163,-,"$63,090","$351,002",2021
Apple,AAPL,"$90,943","$37,445","$4,061",-,"$11,264","$143,713","$36,766","$100,887",-,"$42,522","$180,175","$323,888","$105,392","$98,667","$54,490","$153,157","$258,549","$50,779","$14,966",$-406,-,"$65,339","$323,888",2020
Apple,AAPL,"$100,557","$45,804","$4,106",-,"$12,352","$162,819","$37,378","$105,341",-,"$32,978","$175,697","$338,516","$105,718","$91,807","$50,503","$142,310","$248,028","$45,174","$45,898",$-584,-,"$90,488","$338,516",2019
Apple,AAPL,"$66,301","$48,995","$3,956",-,"$12,087","$131,339","$41,304","$170,799",-,"$22,283","$234,386","$365,725","$115,929","$93,735","$48,914","$142,649","$258,578","$40,201","$70,400","$-3,454",-,"$107,147","$365,725",2018
Apple,AAPL,"$74,181","$35,673","$4,855",-,"$13,936","$128,645","$33,783","$194,714",-,"$18,177","$246,674","$375,319","$100,814","$97,207","$40,415","$140,458","$241,272","$35,867","$98,330",$-150,-,"$134,047","$375,319",2017
Apple,AAPL,"$67,155","$29,299","$2,132",-,"$8,283","$106,869","$27,010","$170,430","$8,620","$8,757","$214,817","$321,686","$79,006","$75,427","$36,074","$114,431","$193,437","$31,251","$96,364",$634,-,"$128,249","$321,686",2016
Apple,AAPL,"$41,601","$30,343","$2,349",-,"$15,085","$89,378","$22,471","$164,065","$9,009","$5,422","$200,967","$290,345","$80,610","$53,329","$33,427","$90,380","$170,990","$27,416","$92,284",$-345,-,"$119,355","$290,345",2015
Apple,AAPL,"$25,077","$27,219","$2,111",-,"$9,806","$68,531","$20,624","$130,162","$8,758","$3,764","$163,308","$231,839","$63,448","$28,987","$24,826","$56,844","$120,292","$23,313","$87,152","$1,082",-,"$111,547","$231,839",2014
NVIDIA,NVDA,"$25,984","$9,999","$5,282","$3,080",-,"$44,345","$3,914",-,"$5,542","$4,500","$21,383","$65,728","$10,631","$8,459","$2,541","$12,119","$22,750",$2,"$29,817",$27,-,"$42,978","$65,728",2023
NVIDIA,NVDA,"$13,296","$3,827","$5,159",$791,-,"$23,073","$3,807",-,"$6,048","$3,820","$18,109","$41,182","$6,563","$9,703","$1,913","$12,518","$19,081",$2,"$10,171",$-43,-,"$22,101","$41,182",2022
NVIDIA,NVDA,"$21,208","$4,650","$2,605",$366,-,"$28,829","$2,778",-,"$6,688","$3,841","$15,358","$44,187","$4,335","$10,946","$1,553","$13,240","$17,575",$3,"$16,235",$-11,-,"$26,612","$44,187",2021
NVIDIA,NVDA,"$11,561","$2,429","$1,826",$239,-,"$16,055","$2,149",-,"$6,930","$2,144","$12,736","$28,791","$3,925","$5,964","$1,375","$7,973","$11,898",$3,"$18,908",$19,-,"$16,893","$28,791",2020
NVIDIA,NVDA,"$10,897","$1,657",$979,$157,-,"$13,690","$1,674",-,$667,$118,"$3,625","$17,315","$1,784","$1,991",$775,"$3,327","$5,111",$1,"$14,971",$1,-,"$12,204","$17,315",2019
NVIDIA,NVDA,"$7,422","$1,424","$1,575",$136,-,"$10,557","$1,404",-,$663,$108,"$2,735","$13,292","$1,329","$1,988",$633,"$2,621","$3,950",$1,"$12,565",$-12,-,"$9,342","$13,292",2018
NVIDIA,NVDA,"$7,108","$1,265",$796,$86,-,"$9,255",$997,-,$670,$319,"$1,986","$11,241","$1,153","$1,985",$632,"$2,617","$3,770",$1,"$8,787",$-18,-,"$7,471","$11,241",2017
NVIDIA,NVDA,"$6,798",$826,$794,$118,-,"$8,536",$521,-,$722,$62,"$1,305","$9,841","$1,788","$2,014",$277,"$2,291","$4,079",$1,"$6,108",$-16,-,"$5,762","$9,841",2016
NVIDIA,NVDA,"$5,037",$505,$418,$93,-,"$6,053",$466,-,$784,$67,"$1,317","$7,370","$2,351",$97,$453,$550,"$2,901",$1,"$4,350",$-4,-,"$4,469","$7,370",2015
NVIDIA,NVDA,"$4,623",$474,$483,$70,-,"$5,713",$557,-,$840,$91,"$1,488","$7,201",$896,"$1,398",$489,"$1,887","$2,783",$1,"$3,949",$8,-,"$4,418","$7,201",2014
Alphabet,GOOG,"$110,916","$47,964",-,-,"$12,650","$171,530","$134,345","$31,008","$29,198","$10,051","$230,862","$402,392","$81,814","$13,253","$10,090","$37,199","$119,013","$12,460","$211,247","$-4,402",-,"$283,379","$402,392",2023
Alphabet,GOOG,"$113,762","$40,258",-,-,"$10,775","$164,795","$112,668","$30,492","$28,960","$8,707","$200,469","$365,264","$69,300","$14,701","$11,505","$39,820","$109,120","$12,849","$195,563","$-7,603",-,"$256,144","$365,264",2022
Alphabet,GOOG,"$139,649","$39,304","$1,170",-,"$8,020","$188,143","$97,599","$29,549","$24,373","$5,361","$171,125","$359,268","$64,254","$14,817","$11,381","$43,379","$107,633","$13,242","$191,484","$-1,623",-,"$251,635","$359,268",2021
Alphabet,GOOG,"$136,694","$31,384",$728,-,"$5,490","$174,296","$84,749","$20,703","$22,620","$3,953","$145,320","$319,616","$56,834","$13,932","$11,118","$40,238","$97,072",$0.676,"$163,401",$633,-,"$222,544","$319,616",2020
Alphabet,GOOG,"$119,675","$27,492",$999,-,"$4,412","$152,578","$73,646","$13,078","$22,603","$2,342","$123,331","$275,909","$45,221","$4,554","$12,419","$29,246","$74,467",$0.688,"$152,122","$-1,232",-,"$201,442","$275,909",2019
Alphabet,GOOG,"$109,140","$21,193","$1,107",-,"$4,236","$135,676","$59,719","$13,859","$20,108","$2,693","$97,116","$232,792","$34,620","$4,012","$14,872","$20,544","$55,164",$0.696,"$134,885","$-2,306",-,"$177,628","$232,792",2018
Alphabet,GOOG,"$101,871","$18,705",$749,-,"$2,983","$124,308","$42,383","$7,813","$19,439","$2,672","$72,987","$197,295","$24,183","$3,969","$15,871","$20,610","$44,793",$0.694,"$113,247",$-992,-,"$152,502","$197,295",2017
Alphabet,GOOG,"$86,333","$14,232",$268,-,"$4,575","$105,408","$34,234","$5,878","$19,775","$1,819","$62,089","$167,497","$16,756","$3,935","$7,342","$11,705","$28,461",$0.691,"$105,131","$-2,402",-,"$139,036","$167,497",2016
Alphabet,GOOG,"$73,066","$13,909",$491,"$2,648",-,"$90,114","$29,016","$5,183","$19,716","$3,181","$57,347","$147,461","$19,310","$1,995","$5,485","$7,820","$27,130",$0.688,"$89,223","$-1,874",-,"$120,331","$147,461",2015
Alphabet,GOOG,"$64,395","$10,849",-,"$3,412",-,"$78,656","$23,883","$3,079","$20,206","$3,187","$50,531","$129,187","$16,779","$3,228","$4,458","$8,548","$25,327",$0.68,"$75,066",$27,-,"$103,860","$129,187",2014
Alphabet,GOOGL,"$110,916","$47,964",-,-,"$12,650","$171,530","$134,345","$31,008","$29,198","$10,051","$230,862","$402,392","$81,814","$13,253","$10,090","$37,199","$119,013","$12,460","$211,247","$-4,402",-,"$283,379","$402,392",2023
Alphabet,GOOGL,"$113,762","$40,258",-,-,"$10,775","$164,795","$112,668","$30,492","$28,960","$8,707","$200,469","$365,264","$69,300","$14,701","$11,505","$39,820","$109,120","$12,849","$195,563","$-7,603",-,"$256,144","$365,264",2022
Alphabet,GOOGL,"$139,649","$39,304","$1,170",-,"$8,020","$188,143","$97,599","$29,549","$24,373","$5,361","$171,125","$359,268","$64,254","$14,817","$11,381","$43,379","$107,633","$13,242","$191,484","$-1,623",-,"$251,635","$359,268",2021
Alphabet,GOOGL,"$136,694","$31,384",$728,-,"$5,490","$174,296","$84,749","$20,703","$22,620","$3,953","$145,320","$319,616","$56,834","$13,932","$11,118","$40,238","$97,072",$0.676,"$163,401",$633,-,"$222,544","$319,616",2020
Alphabet,GOOGL,"$119,675","$27,492",$999,-,"$4,412","$152,578","$73,646","$13,078","$22,603","$2,342","$123,331","$275,909","$45,221","$4,554","$12,419","$29,246","$74,467",$0.688,"$152,122","$-1,232",-,"$201,442","$275,909",2019
Alphabet,GOOGL,"$109,140","$21,193","$1,107",-,"$4,236","$135,676","$59,719","$13,859","$20,108","$2,693","$97,116","$232,792","$34,620","$4,012","$14,872","$20,544","$55,164",$0.696,"$134,885","$-2,306",-,"$177,628","$232,792",2018
Alphabet,GOOGL,"$101,871","$18,705",$749,-,"$2,983","$124,308","$42,383","$7,813","$19,439","$2,672","$72,987","$197,295","$24,183","$3,969","$15,871","$20,610","$44,793",$0.694,"$113,247",$-992,-,"$152,502","$197,295",2017
Alphabet,GOOGL,"$86,333","$14,232",$268,-,"$4,575","$105,408","$34,234","$5,878","$19,775","$1,819","$62,089","$167,497","$16,756","$3,935","$7,342","$11,705","$28,461",$0.691,"$105,131","$-2,402",-,"$139,036","$167,497",2016
Alphabet,GOOGL,"$73,066","$13,909",$491,"$2,648",-,"$90,114","$29,016","$5,183","$19,716","$3,181","$57,347","$147,461","$19,310","$1,995","$5,485","$7,820","$27,130",$0.688,"$89,223","$-1,874",-,"$120,331","$147,461",2015
Alphabet,GOOGL,"$64,395","$10,849",-,"$3,412",-,"$78,656","$23,883","$3,079","$20,206","$3,187","$50,531","$129,187","$16,779","$3,228","$4,458","$8,548","$25,327",$0.68,"$75,066",$27,-,"$103,860","$129,187",2014
Amazon,AMZN,"$86,780","$52,253","$33,318",-,-,"$172,351","$204,177",-,"$22,789","$56,024","$355,503","$527,854","$164,917","$58,314","$25,451","$161,062","$325,979",$109,"$113,618","$-3,040",-,"$201,875","$527,854",2023
Amazon,AMZN,"$70,026","$42,360","$34,405",-,-,"$146,791","$186,715",-,"$20,288","$42,758","$315,884","$462,675","$155,393","$67,150","$21,121","$161,239","$316,632",$108,"$83,193","$-4,487",-,"$146,043","$462,675",2022
Amazon,AMZN,"$96,049","$32,891","$32,640",-,-,"$161,580","$160,281",-,"$15,371","$27,235","$258,969","$420,549","$142,266","$48,744","$23,643","$140,038","$282,304",$106,"$85,915","$-1,376",-,"$138,245","$420,549",2021
Amazon,AMZN,"$84,396","$24,542","$23,795",-,-,"$132,733","$113,114",-,"$15,017","$22,778","$188,462","$321,195","$126,385","$31,816","$17,017","$101,406","$227,791",$5,"$52,551",$-180,-,"$93,404","$321,195",2020
Amazon,AMZN,"$55,021","$20,816","$20,497",-,-,"$96,334","$72,705",-,"$14,754","$16,314","$128,914","$225,248","$87,812","$23,414","$12,171","$75,376","$163,188",$5,"$31,220",$-986,-,"$62,060","$225,248",2019
Amazon,AMZN,"$41,250","$16,677","$17,174",-,-,"$75,101","$61,797",-,"$14,548","$11,202","$87,547","$162,648","$68,391","$23,495","$17,563","$50,708","$119,099",$5,"$19,625","$-1,035",-,"$43,549","$162,648",2018
Amazon,AMZN,"$30,986","$13,164","$16,047",-,-,"$60,197","$48,866",-,"$13,350","$8,897","$71,113","$131,310","$57,883","$24,743","$20,975","$45,718","$103,601",$5,"$8,636",$-484,-,"$27,709","$131,310",2017
Amazon,AMZN,"$25,981","$8,339","$11,461",-,-,"$45,781","$29,114",-,"$3,784","$4,723","$37,621","$83,402","$43,816","$7,694","$12,607","$20,301","$64,117",$5,"$4,916",$-985,-,"$19,285","$83,402",2016
Amazon,AMZN,"$19,808","$5,654","$10,243",-,-,"$35,705","$21,838",-,"$3,759","$3,445","$29,042","$64,747","$33,887","$8,227","$9,249","$17,476","$51,363",$5,"$2,545",$-723,-,"$13,384","$64,747",2015
Amazon,AMZN,"$17,416","$5,612","$8,299",-,-,"$31,327","$16,967",-,"$3,319","$2,892","$23,178","$54,505","$28,089","$8,265","$7,410","$15,675","$43,764",$5,"$1,949",$-511,-,"$10,741","$54,505",2014
Meta Platforms,META,"$65,403","$16,169",-,"$3,793",-,"$85,365","$96,587","$6,141","$21,442","$6,794","$144,258","$229,623","$31,960","$18,385","$8,884","$44,495","$76,455",-,"$82,070","$-2,155",-,"$153,168","$229,623",2023
Meta Platforms,META,"$40,738","$13,466",-,"$5,345",-,"$59,549","$79,518","$6,201","$21,203","$6,583","$126,178","$185,727","$27,026","$9,923","$7,764","$32,988","$60,014",-,"$64,799","$-3,530",-,"$125,713","$185,727",2022
Meta Platforms,META,"$47,998","$14,039",-,"$4,629",-,"$66,666","$57,809","$6,775","$19,831","$2,751","$99,321","$165,987","$21,135",-,"$7,227","$19,973","$41,108",-,"$69,761",$-693,-,"$124,879","$165,987",2021
Meta Platforms,META,"$61,954","$11,335",-,"$2,381",-,"$75,670","$45,633","$6,234","$19,673","$2,758","$83,646","$159,316","$14,981",-,"$6,414","$16,045","$31,026",-,"$77,345",$927,-,"$128,290","$159,316",2020
Meta Platforms,META,"$54,855","$9,518",-,"$1,852",-,"$66,225","$35,323",$86,"$19,609","$2,673","$67,151","$133,376","$15,053",-,"$7,745","$17,269","$32,322",-,"$55,692",$-489,-,"$101,054","$133,376",2019
Meta Platforms,META,"$41,114","$7,587",-,"$1,779",-,"$50,480","$24,683",-,"$19,595","$2,576","$46,854","$97,334","$7,017",-,"$6,190","$6,190","$13,207",-,"$41,981",$-760,-,"$84,127","$97,334",2018
Meta Platforms,META,"$41,711","$5,832",-,"$1,020",-,"$48,563","$13,721",-,"$20,105","$2,135","$35,961","$84,524","$3,760",-,"$6,417","$6,417","$10,177",-,"$33,990",$-227,-,"$74,347","$84,524",2017
Meta Platforms,META,"$29,449","$3,993",-,$959,-,"$34,401","$8,591",-,"$20,657","$1,312","$30,560","$64,961","$2,875",-,"$2,892","$2,892","$5,767",-,"$21,670",$-703,-,"$59,194","$64,961",2016
Meta Platforms,META,"$18,434","$2,559",-,$659,-,"$21,652","$5,687",-,"$21,272",$796,"$27,755","$49,407","$1,925",$107,"$3,157","$3,264","$5,189",-,"$9,787",$-455,-,"$44,218","$49,407",2015
Meta Platforms,META,"$11,199","$1,678",-,$513,-,"$13,390","$3,967",-,"$21,910",$699,"$26,576","$39,966","$1,424",$119,"$2,327","$2,446","$3,870",-,"$6,099",$-228,-,"$36,096","$39,966",2014
Taiwan Semiconductor Manufacturing,TSM,"$56,002.7",$22.7,"$8,197.2",-,$856.4,"$71,653.6","$100,080.9","$4,221.6",$743.5,$557,"$109,019.1","$180,672.7","$30,790.5","$30,926.2","$6,156.3","$37,084.4","$67,874.9","$8,469","$102,176.3",-,$-924.7,"$112,797.8","$180,672.7",2023
Taiwan Semiconductor Manufacturing,TSM,"$51,658",$53.8,"$7,196.5",-,$419.4,"$66,804.3","$87,661.5","$2,232.6",$846.1,$391.1,"$94,746.6","$161,550.9","$32,104.3","$28,273.9","$6,188.4","$34,496","$66,600.3","$8,438.1","$84,441.6",-,$-667.2,"$94,950.6","$161,550.9",2022
Taiwan Semiconductor Manufacturing,TSM,"$43,442.1",$28,"$6,961.2",-,$379.3,"$57,933.4","$71,201.1","$1,052.1",$966.9,$188,"$76,360.1","$134,293.5","$27,337.9","$22,860.2","$6,461.8","$29,389.6","$56,727.5","$9,347.7","$68,053.4",-,"$-2,257","$77,566","$134,293.5",2021
Taiwan Semiconductor Manufacturing,TSM,"$28,566.7",$21.7,"$4,891.5",-,$234.7,"$38,895.5","$55,398.5",$983.5,$917.7,$204.9,"$59,416.5","$98,312","$22,503.5","$9,851.6",$519.1,"$10,432.3","$32,935.8","$9,234.5","$56,048.4",-,"$-1,947.3","$65,376.2","$98,312",2020
Taiwan Semiconductor Manufacturing,TSM,"$19,876",$30.5,"$2,774.4",-,$177.9,"$27,503","$45,214.9","$1,006.1",$690.5,$128,"$48,215","$75,718","$20,005.5","$1,342.1",$384.1,"$1,737.7","$21,743.2","$8,669.5","$44,320.6",-,$-921.7,"$53,974.8","$75,718",2019
Taiwan Semiconductor Manufacturing,TSM,"$23,318.5",$21.2,"$3,372.5",-,$176.6,"$31,090.5","$35,022.9",$954.2,$555.4,$107.3,"$37,188.9","$68,279.4","$11,657.5","$1,858.9",$488.6,"$2,355.1","$14,012.6","$8,471.2","$44,438.4",-,$-504.7,"$54,266.8","$68,279.4",2018
Taiwan Semiconductor Manufacturing,TSM,"$22,152.9",$45.7,"$2,492.6",-,$142.5,"$28,920.5","$35,848.3","$1,398.1",$478.2,$143.9,"$38,276.9","$67,197.4","$13,053","$3,097.2",$617.1,"$3,724.5","$16,777.5","$8,748.4","$40,656.3",-,$-908.2,"$50,419.9","$67,197.4",2017
Taiwan Semiconductor Manufacturing,TSM,"$19,636.2",$34.4,"$1,502.5",-,$104.5,"$25,238.6","$30,795.6","$1,419.6",$451,$59,"$32,980.5","$58,219.1","$10,749.6","$4,725.8",$768.8,"$5,498.9","$16,248.5","$8,003.2","$32,154.7",-,$51.4,"$41,970.6","$58,219.1",2016
Taiwan Semiconductor Manufacturing,TSM,"$18,599.74",$19.868,"$2,112.146",-,$111.301,"$23,522.44","$26,884.32","$1,102.298",$443.075,$58.574,"$28,689.39","$52,211.83","$6,685.201","$6,047.924",$964.731,"$7,013.64","$13,698.84","$8,168.07","$28,170.25",-,$370.885,"$38,512.98","$52,211.83",2015
Taiwan Semiconductor Manufacturing,TSM,"$13,936.7",$15.6,"$2,099.3",-,$115.7,"$19,828","$25,892.4",$945,$428.2,$49.3,"$27,477.5","$47,305.5","$7,113.5","$6,788.5",$836.2,"$7,838.799","$14,952.3","$8,205.6","$21,557.7",-,$814.9,"$32,353.2","$47,305.5",2014
Berkshire Hathaway,BRK.A,"$38,022","$75,941",-,-,-,"$113,963","$199,646","$553,232","$113,953","$89,184","$956,015","$1,069,978","$379,583",-,"$26,616","$122,886","$502,469",$8,"$607,350","$-3,763",-,"$567,509","$1,069,978",2023
Berkshire Hathaway,BRK.A,"$35,811","$71,493",-,-,-,"$107,304","$181,381","$470,329","$107,306","$82,145","$841,161","$948,465","$363,857",-,"$25,559","$102,927","$466,784",$8,"$511,127","$-5,052",-,"$481,681","$948,465",2022
Berkshire Hathaway,BRK.A,"$88,184","$60,316",-,-,-,"$148,500","$176,364","$456,651","$102,361","$74,908","$810,284","$958,784","$330,647",-,"$22,964","$113,207","$443,854",$8,"$534,421","$-4,027",-,"$514,930","$958,784",2021
Berkshire Hathaway,BRK.A,"$47,990","$55,053",-,-,-,"$103,043","$172,416","$423,784","$103,196","$71,290","$770,686","$873,729","$326,294",-,"$22,001","$96,099","$422,393",$8,"$444,626","$-4,243",-,"$451,336","$873,729",2020
Berkshire Hathaway,BRK.A,"$64,175","$53,362",-,-,-,"$117,537","$159,276","$363,104","$112,933","$64,879","$700,192","$817,729","$301,084",-,"$21,283","$88,082","$389,166",$8,"$402,493","$-5,243",-,"$428,563","$817,729",2019
Berkshire Hathaway,BRK.A,"$30,361","$51,510",-,-,-,"$81,871","$152,408","$305,784","$112,524","$55,207","$625,923","$707,794","$281,693",-,"$22,226","$73,601","$355,294",$8,"$321,112","$-5,015",-,"$352,500","$707,794",2018
Berkshire Hathaway,BRK.A,"$31,583","$46,671",-,-,-,"$78,254","$148,052","$307,455","$113,776","$54,558","$623,841","$702,095","$276,197",-,"$17,337","$73,944","$350,141",$8,"$255,786","$58,571",-,"$351,954","$702,095",2017
Berkshire Hathaway,BRK.A,"$28,048","$40,397",-,-,-,"$68,445","$152,773","$231,934","$112,967","$54,735","$552,409","$620,854","$245,259",-,"$12,725","$90,167","$335,426",$8,"$210,846","$37,298",-,"$285,428","$620,854",2016
Berkshire Hathaway,BRK.A,"$67,161","$36,075",-,-,-,"$103,236","$145,166","$186,321","$71,856","$45,678","$449,021","$552,257","$216,512",-,"$13,992","$77,118","$293,630",$8,"$187,703","$33,982",-,"$258,627","$552,257",2015
Berkshire Hathaway,BRK.A,"$63,269","$34,418",-,-,-,"$97,687","$137,244","$178,209","$69,917","$42,810","$428,180","$525,867","$207,128",-,"$14,477","$75,712","$282,840",$8,"$163,620","$42,732",-,"$243,027","$525,867",2014
Berkshire Hathaway,BRK.B,"$38,022","$75,941",-,-,-,"$113,963","$199,646","$553,232","$113,953","$89,184","$956,015","$1,069,978","$379,583",-,"$26,616","$122,886","$502,469",$8,"$607,350","$-3,763",-,"$567,509","$1,069,978",2023
Berkshire Hathaway,BRK.B,"$35,811","$71,493",-,-,-,"$107,304","$181,381","$470,329","$107,306","$82,145","$841,161","$948,465","$363,857",-,"$25,559","$102,927","$466,784",$8,"$511,127","$-5,052",-,"$481,681","$948,465",2022
Berkshire Hathaway,BRK.B,"$88,184","$60,316",-,-,-,"$148,500","$176,364","$456,651","$102,361","$74,908","$810,284","$958,784","$330,647",-,"$22,964","$113,207","$443,854",$8,"$534,421","$-4,027",-,"$514,930","$958,784",2021
Berkshire Hathaway,BRK.B,"$47,990","$55,053",-,-,-,"$103,043","$172,416","$423,784","$103,196","$71,290","$770,686","$873,729","$326,294",-,"$22,001","$96,099","$422,393",$8,"$444,626","$-4,243",-,"$451,336","$873,729",2020
Berkshire Hathaway,BRK.B,"$64,175","$53,362",-,-,-,"$117,537","$159,276","$363,104","$112,933","$64,879","$700,192","$817,729","$301,084",-,"$21,283","$88,082","$389,166",$8,"$402,493","$-5,243",-,"$428,563","$817,729",2019
Berkshire Hathaway,BRK.B,"$30,361","$51,510",-,-,-,"$81,871","$152,408","$305,784","$112,524","$55,207","$625,923","$707,794","$281,693",-,"$22,226","$73,601","$355,294",$8,"$321,112","$-5,015",-,"$352,500","$707,794",2018
Berkshire Hathaway,BRK.B,"$31,583","$46,671",-,-,-,"$78,254","$148,052","$307,455","$113,776","$54,558","$623,841","$702,095","$276,197",-,"$17,337","$73,944","$350,141",$8,"$255,786","$58,571",-,"$351,954","$702,095",2017
Berkshire Hathaway,BRK.B,"$28,048","$40,397",-,-,-,"$68,445","$152,773","$231,934","$112,967","$54,735","$552,409","$620,854","$245,259",-,"$12,725","$90,167","$335,426",$8,"$210,846","$37,298",-,"$285,428","$620,854",2016
Berkshire Hathaway,BRK.B,"$67,161","$36,075",-,-,-,"$103,236","$145,166","$186,321","$71,856","$45,678","$449,021","$552,257","$216,512",-,"$13,992","$77,118","$293,630",$8,"$187,703","$33,982",-,"$258,627","$552,257",2015
Berkshire Hathaway,BRK.B,"$63,269","$34,418",-,-,-,"$97,687","$137,244","$178,209","$69,917","$42,810","$428,180","$525,867","$207,128",-,"$14,477","$75,712","$282,840",$8,"$163,620","$42,732",-,"$243,027","$525,867",2014
