Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Procter & Gamble,PG,"$10,287","$4,951","$5,017","$2,218",-,"$22,473","$21,271",-,"$64,488","$6,863","$92,622","$115,095","$30,011","$20,395","$10,211","$37,505","$67,516","$4,009","$94,918","$-14,936","$-1,146","$47,579","$115,095",2019
Procter & Gamble,PG,"$11,850","$4,686","$4,738","$2,046",-,"$23,320","$20,600",-,"$69,077","$5,313","$94,990","$118,310","$28,237","$20,863","$10,164","$37,190","$65,427","$4,009","$98,641","$-14,749","$-1,204","$52,883","$118,310",2018
Procter & Gamble,PG,"$15,137","$4,594","$4,624","$2,139",-,"$26,494","$19,893",-,"$68,886","$5,133","$93,912","$120,406","$30,210","$18,038","$8,254","$34,418","$64,628","$4,009","$96,124","$-14,632","$-1,249","$55,778","$120,406",2017
Procter & Gamble,PG,"$13,348","$4,373","$4,716","$2,653","$7,185","$33,782","$19,385",-,"$68,877","$5,092","$93,354","$127,136","$30,770","$18,945","$10,325","$38,383","$69,153","$4,009","$87,953","$-15,907","$-1,290","$57,983","$127,136",2016
Procter & Gamble,PG,"$11,603","$4,568","$4,979","$2,708","$4,432","$29,646","$19,655",-,"$69,632","$5,358","$99,849","$129,495","$29,790","$18,327","$8,432","$36,655","$66,445","$4,009","$84,807","$-12,780","$-1,320","$63,050","$129,495",2015
Procter & Gamble,PG,"$10,686","$6,386","$6,759","$3,845","$2,849","$31,617","$22,304",-,"$84,547","$5,798","$112,649","$144,266","$33,726","$19,811","$10,535","$40,564","$74,290","$4,009","$84,990","$-7,662","$-1,340","$69,976","$144,266",2014
Oracle,ORCL,"$10,661","$7,874",-,"$4,019",-,"$22,554","$21,536",-,"$69,120","$15,493","$118,422","$140,976","$31,544","$76,264","$20,237","$100,193","$131,737","$32,764","$-22,628","$-1,432",-,"$9,239","$140,976",2023
Oracle,ORCL,"$10,187","$6,915",-,"$3,902",-,"$21,004","$17,069",-,"$72,098","$11,987","$113,380","$134,384","$23,090","$86,420","$17,546","$109,738","$132,828","$30,215","$-27,620","$-1,522",-,"$1,556","$134,384",2022
Oracle,ORCL,"$21,902","$5,953",-,"$3,778",-,"$31,633","$9,716",-,"$45,251","$9,915","$77,664","$109,297","$19,511","$72,110","$17,413","$95,554","$115,065","$26,808","$-31,336","$-1,692",-,"$-5,768","$109,297",2021
Oracle,ORCL,"$46,554","$5,409",-,"$3,604",-,"$55,567","$7,049",-,"$46,365","$8,490","$75,540","$131,107","$24,164","$75,995","$17,132","$100,991","$125,155","$26,533","$-20,120","$-1,175",-,"$5,952","$131,107",2020
Oracle,ORCL,"$43,057","$5,551",-,"$3,532",-,"$52,140","$6,244",-,"$47,507","$6,295","$63,298","$115,438","$17,200","$69,226","$16,254","$85,521","$102,721","$26,486","$-12,696","$-1,716",-,"$12,717","$115,438",2019
Oracle,ORCL,"$37,827","$5,134",-,"$3,425",-,"$46,386","$6,252",-,"$49,058","$4,317","$62,323","$108,709","$18,630","$51,673","$16,043","$67,716","$86,346","$26,909","$-3,496","$-1,628",-,"$22,363","$108,709",2018
Oracle,ORCL,"$67,261","$5,136",-,"$3,762",-,"$76,159","$5,897",-,"$50,425","$3,975","$61,692","$137,851","$19,124","$56,128","$15,726","$71,854","$90,978","$28,950","$19,111","$-1,689",-,"$46,873","$137,851",2017
Oracle,ORCL,"$66,078","$5,300",-,"$3,137",-,"$74,515","$5,315",-,"$50,724","$3,294","$60,476","$134,991","$24,178","$48,112","$8,455","$56,567","$80,745","$27,065","$27,598",$-803,-,"$54,246","$134,991",2016
Oracle,ORCL,"$56,125","$5,385",$212,"$2,591",-,"$64,313","$4,000",-,"$39,533","$3,043","$47,867","$112,180","$17,208","$40,105","$7,077","$47,182","$64,390","$24,217","$23,888",$-816,-,"$47,790","$112,180",2015
Oracle,ORCL,"$54,368","$5,618",$314,"$2,220",-,"$62,520","$3,686",-,"$40,493","$2,746","$48,383","$110,903","$15,206","$39,959","$6,640","$46,599","$61,805","$23,156","$26,503",$-996,-,"$49,098","$110,903",2014
Costco,COST,"$15,234","$2,285","$16,651",-,"$1,709","$35,879","$26,684",-,-,"$3,718","$33,115","$68,994","$33,583","$5,377","$2,550","$10,353","$43,936",$2,"$19,521","$-1,805",-,"$25,058","$68,994",2023
Costco,COST,"$11,049","$2,241","$17,907",-,"$1,499","$32,696","$24,646",-,-,"$4,050","$31,470","$64,166","$31,998","$6,484","$2,555","$11,521","$43,519",$2,"$15,585","$-1,829",-,"$20,647","$64,166",2022
Costco,COST,"$12,175","$1,803","$14,215",-,"$1,312","$29,505","$23,492",-,-,"$3,381","$29,763","$59,268","$29,441","$6,692","$2,415","$11,749","$41,190",$4,"$11,666","$-1,137",-,"$18,078","$59,268",2021
Costco,COST,"$13,305","$1,550","$12,242",-,"$1,023","$28,120","$21,807",-,-,"$2,841","$27,436","$55,556","$24,844","$7,514","$1,935","$12,007","$36,851",$4,"$12,879","$-1,297",-,"$18,705","$55,556",2020
Costco,COST,"$9,444","$1,535","$11,395",-,"$1,111","$23,485","$20,890",-,-,"$1,025","$21,915","$45,400","$23,237","$5,124","$1,455","$6,579","$29,816",$4,"$10,258","$-1,436",-,"$15,584","$45,400",2019
Costco,COST,"$7,259","$1,669","$11,040",-,$321,"$20,289","$19,681",-,-,$860,"$20,541","$40,830","$19,926","$6,487","$1,314","$7,801","$27,727",$4,"$7,887","$-1,199",-,"$13,103","$40,830",2018
Costco,COST,"$5,779","$1,432","$9,834",-,$272,"$17,317","$18,161",-,-,$869,"$19,030","$36,347","$17,495","$6,573","$1,200","$7,773","$25,268",$4,"$5,988","$-1,014",-,"$11,079","$36,347",2017
Costco,COST,"$4,729","$1,252","$8,969",-,$268,"$15,218","$17,043",-,-,$902,"$17,945","$33,163","$15,575","$4,061","$1,195","$5,256","$20,831",$2,"$7,686","$-1,099",-,"$12,332","$33,163",2016
Costco,COST,"$6,419","$1,224","$8,908",-,$228,"$16,779","$15,401",-,-,$837,"$16,238","$33,017","$16,539","$4,852",$783,"$5,635","$22,174",$2,"$6,518","$-1,121",-,"$10,843","$33,017",2015
Costco,COST,"$7,315","$1,148","$8,456",-,-,"$17,588","$14,830",-,-,$606,"$15,436","$33,024","$14,412","$5,093",-,"$6,097","$20,509",$2,"$7,458",$-76,-,"$12,515","$33,024",2014
Johnson & Johnson,JNJ,"$22,927","$14,873","$11,181","$4,514",-,"$53,495","$19,898",-,"$70,733","$14,153","$114,063","$167,558","$46,282","$25,881","$16,279","$52,502","$98,784","$3,120","$153,843","$-12,527",-,"$68,774","$167,558",2023
Johnson & Johnson,JNJ,"$22,281","$14,039","$10,268","$2,876",-,"$55,294","$17,982",-,"$74,536","$9,212","$132,084","$187,378","$55,802","$26,886","$14,452","$54,772","$110,574","$3,120","$128,345","$-12,967",-,"$76,804","$187,378",2022
Johnson & Johnson,JNJ,"$31,608","$15,283","$10,387","$3,701",-,"$60,979","$18,962",-,"$81,638","$10,216","$121,039","$182,018","$45,226","$29,985","$16,399","$62,769","$107,995","$3,120","$123,060","$-13,058",-,"$74,023","$182,018",2021
Johnson & Johnson,JNJ,"$25,185","$13,576","$9,344","$3,132",-,"$51,237","$18,766",-,"$89,795","$6,562","$123,657","$174,894","$42,493","$32,635","$18,503","$69,123","$111,616","$3,120","$113,890","$-15,242",-,"$63,278","$174,894",2020
Johnson & Johnson,JNJ,"$19,287","$14,481","$9,020","$2,392",$94,"$45,274","$17,658",-,"$81,282","$5,695","$112,454","$157,728","$35,964","$26,494","$19,178","$62,293","$98,257","$3,120","$110,659","$-15,891",-,"$59,471","$157,728",2019
Johnson & Johnson,JNJ,"$19,687","$14,098","$8,599","$2,699",$950,"$46,033","$17,035",-,"$78,064","$4,182","$106,921","$152,954","$31,230","$27,684","$16,831","$61,972","$93,202","$3,120","$106,216","$-15,222",-,"$59,752","$152,954",2018
Johnson & Johnson,JNJ,"$18,296","$13,490","$8,765","$2,537",-,"$43,088","$17,005",-,"$85,134","$4,971","$114,215","$157,303","$30,537","$30,675","$17,489","$66,606","$97,143","$3,120","$101,793","$-13,199",-,"$60,160","$157,303",2017
Johnson & Johnson,JNJ,"$41,907","$11,699","$8,144","$3,282",-,"$65,032","$15,912",-,"$49,681","$4,435","$76,176","$141,208","$26,287","$22,442","$9,536","$44,503","$70,790","$3,120","$110,551","$-14,901",-,"$70,418","$141,208",2016
Johnson & Johnson,JNJ,"$38,376","$10,734","$8,053","$3,047",-,"$60,210","$15,905",-,"$47,393","$4,413","$73,201","$133,411","$27,747","$12,857","$10,241","$34,514","$62,261","$3,120","$103,879","$-13,165",-,"$71,150","$133,411",2015
Johnson & Johnson,JNJ,"$33,089","$10,985","$8,184","$3,486",-,"$55,744","$16,126",-,"$49,054","$3,232","$74,614","$130,358","$25,031","$15,122","$8,034","$35,575","$60,606","$3,120","$97,245","$-10,722",-,"$69,752","$130,358",2014
Home Depot,HD,"$3,760","$3,328","$20,976",-,"$1,711","$29,775","$26,154",-,"$8,455","$4,262","$46,755","$76,530","$22,015","$42,743","$2,783","$53,471","$75,486",$90,"$83,656",$-477,-,"$1,044","$76,530",2023
Home Depot,HD,"$2,757","$3,317","$24,886",-,"$1,511","$32,471","$25,631",-,"$7,444","$3,958","$43,974","$76,445","$23,110","$41,962","$2,566","$51,773","$74,883",$90,"$76,896",$-718,-,"$1,562","$76,445",2022
Home Depot,HD,"$2,343","$3,426","$22,068",-,"$1,218","$29,055","$25,199",-,"$7,449","$4,205","$42,821","$71,876","$28,693","$36,604","$2,013","$44,879","$73,572",$90,"$67,580",$-704,-,"$-1,696","$71,876",2021
Home Depot,HD,"$7,895","$2,992","$16,627",-,$963,"$28,477","$24,705",-,"$7,126","$4,311","$42,104","$70,581","$23,166","$35,822","$1,807","$44,116","$67,282",$89,"$58,134",$-671,-,"$3,299","$70,581",2020
Home Depot,HD,"$2,133","$2,106","$14,531",-,"$1,040","$19,810","$22,770",-,"$2,254",$807,"$31,426","$51,236","$18,375","$28,670","$1,535","$35,977","$54,352",$89,"$51,729",$-739,-,"$-3,116","$51,236",2019
Home Depot,HD,"$1,778","$1,936","$13,925",-,$890,"$18,529","$22,375",-,"$2,252",$847,"$25,474","$44,003","$16,716","$26,807","$1,867","$29,165","$45,881",$89,"$46,423",$-772,-,"$-1,878","$44,003",2018
Home Depot,HD,"$3,595","$1,952","$12,748",-,$638,"$18,933","$22,075",-,"$2,275","$1,246","$25,596","$44,529","$16,194","$24,267","$2,174","$26,881","$43,075",$89,"$39,935",$-566,-,"$1,454","$44,529",2017
Home Depot,HD,"$2,538","$2,029","$12,549",-,$608,"$17,724","$21,914",-,"$2,093","$1,235","$25,242","$42,966","$14,133","$22,349","$1,855","$24,500","$38,633",$88,"$35,519",$-867,-,"$4,333","$42,966",2016
Home Depot,HD,"$2,216","$1,890","$11,809",-,$569,"$16,484","$22,191",-,"$2,102","$1,196","$25,489","$41,973","$12,524","$20,789","$1,965","$23,133","$35,657",$88,"$30,973",$-898,-,"$6,316","$41,973",2015
Home Depot,HD,"$1,723","$1,484","$11,079",-,"$1,016","$15,302","$22,720",-,"$1,353",$571,"$24,644","$39,946","$11,269","$16,869","$1,844","$19,355","$30,624",$88,"$26,995",$-452,-,"$9,322","$39,946",2014
Merck,MRK,"$7,093","$10,349","$6,358",-,"$8,368","$32,168","$23,051",$252,"$39,208","$11,996","$74,507","$106,675","$25,694","$33,683","$8,792","$43,346","$69,040","$1,788","$53,895","$-5,161",-,"$37,635","$106,675",2023
Merck,MRK,"$13,192","$9,450","$5,911",-,"$7,169","$35,722","$21,422","$1,015","$41,473","$9,528","$73,438","$109,160","$24,239","$28,745","$8,323","$38,863","$63,102","$1,788","$61,081","$-4,768",-,"$46,058","$109,160",2022
Merck,MRK,"$8,096","$9,230","$5,953",-,"$6,987","$30,266","$19,279",$370,"$44,197","$11,582","$75,428","$105,694","$23,872","$30,690","$9,434","$43,565","$67,437","$1,788","$53,696","$-4,429",-,"$38,257","$105,694",2021
Merck,MRK,"$8,050","$6,803","$5,554",-,"$4,674","$27,764","$17,000",$785,"$32,983","$9,881","$63,824","$91,588","$27,327","$25,360","$12,306","$38,857","$66,184","$1,788","$47,362","$-6,634",-,"$25,404","$91,588",2020
Merck,MRK,"$10,450","$6,778","$5,978",-,"$4,277","$27,483","$15,053","$1,469","$33,621","$6,771","$56,914","$84,397","$22,220","$22,736","$11,970","$36,176","$58,396","$1,788","$46,602","$-6,193",-,"$26,001","$84,397",2019
Merck,MRK,"$8,864","$7,071","$5,440",-,"$4,500","$25,875","$13,291","$6,233","$31,357","$5,881","$56,762","$82,637","$22,206","$19,806","$12,041","$33,549","$55,755","$1,788","$42,579","$-5,545",-,"$26,882","$82,637",2018
Merck,MRK,"$8,498","$6,873","$5,096",-,"$4,299","$24,766","$12,439","$12,125","$32,467","$6,075","$63,106","$87,872","$18,614","$21,353","$11,117","$34,689","$53,303","$1,788","$41,350","$-4,910",-,"$34,569","$87,872",2017
Merck,MRK,"$14,341","$7,018","$4,866",-,-,"$30,614","$12,026","$11,416","$35,467","$5,854","$64,763","$95,377","$17,204","$24,274","$8,514","$37,865","$55,069","$1,788","$44,133","$-5,226",-,"$40,308","$95,377",2016
Merck,MRK,"$13,427","$6,484","$4,700",-,-,"$29,751","$12,507","$13,039","$40,325","$6,055","$71,926","$101,677","$19,201","$23,829","$7,345","$37,709","$56,910","$1,788","$45,348","$-4,148",-,"$44,767","$101,677",2015
Merck,MRK,"$15,719","$6,626","$5,571",-,-,"$32,605","$13,136","$13,515","$33,378","$5,533","$65,562","$98,167","$18,397","$18,699","$7,813","$30,979","$49,376","$1,788","$46,021","$-4,323",-,"$48,791","$98,167",2014
Bank Of America,BAC,"$899,397",-,-,-,-,"$2,027,670","$11,855","$871,407","$69,021","$200,198","$1,152,481","$3,180,151","$2,542,869","$302,204","$43,432","$345,636","$2,888,505","$56,365","$224,672","$-17,788",-,"$291,646","$3,180,151",2023
Bank Of America,BAC,"$801,144",-,-,-,-,"$1,908,623","$11,510","$862,819","$69,022","$199,401","$1,142,752","$3,051,375","$2,457,380","$275,982","$44,816","$320,798","$2,778,178","$58,953","$207,003","$-21,156",-,"$273,197","$3,051,375",2022
Bank Of America,BAC,"$853,165",-,-,-,-,"$1,907,800","$10,833","$982,627","$69,022","$199,213","$1,261,695","$3,169,495","$2,581,637","$280,117","$37,675","$317,792","$2,899,429","$62,398","$188,064","$-5,104",-,"$270,066","$3,169,495",2021
Bank Of America,BAC,"$889,921",-,-,-,-,"$1,872,444","$11,000","$684,850","$68,951","$182,382","$947,183","$2,819,627","$2,238,243","$262,934","$45,526","$308,460","$2,546,703","$85,982","$164,088","$-1,656",-,"$272,924","$2,819,627",2020
Bank Of America,BAC,"$673,090",-,-,-,-,"$1,712,195","$10,561","$472,197","$68,951","$170,175","$721,884","$2,434,079","$1,890,184","$240,856","$38,229","$279,085","$2,169,269","$91,723","$156,319","$-6,633",-,"$264,810","$2,434,079",2019
Bank Of America,BAC,"$660,377",-,-,-,-,"$1,673,852","$9,906","$441,753","$68,951","$160,045","$680,655","$2,354,507","$1,821,899","$229,392","$37,891","$267,283","$2,089,182","$118,896","$136,314","$-12,211",-,"$265,325","$2,354,507",2018
Bank Of America,BAC,"$590,692",-,-,-,-,"$1,590,101","$9,247","$440,130","$68,951","$172,805","$691,133","$2,281,234","$1,752,386","$227,402","$34,300","$261,702","$2,014,088","$138,089","$113,816","$-7,082",-,"$267,146","$2,281,234",2017
Bank Of America,BAC,"$536,032",-,-,-,-,"$1,499,303","$9,139","$430,731","$71,716","$177,178","$688,764","$2,188,067","$1,665,569","$216,823","$39,480","$256,303","$1,921,872","$147,038","$101,225","$-7,288",-,"$266,195","$2,188,067",2016
Bank Of America,BAC,"$536,106",-,-,-,-,"$1,486,620","$9,485","$406,888","$76,616","$164,678","$657,667","$2,144,287","$1,612,897","$236,764","$38,450","$275,214","$1,888,111","$151,042","$88,219","$-5,358",-,"$256,176","$2,144,287",2015
Bank Of America,BAC,"$529,707",-,-,-,-,"$1,471,360","$10,049","$380,461","$77,919","$164,745","$633,174","$2,104,534","$1,571,015","$243,139","$46,909","$290,048","$1,861,063","$153,458","$75,024","$-4,320",-,"$243,471","$2,104,534",2014
AbbVie,ABBV,"$12,816","$11,155","$4,099","$4,932",-,"$33,002","$4,989",$304,"$87,903","$8,513","$101,709","$134,711","$37,841","$52,194","$32,327","$86,473","$124,314",$18,"$-1,000","$-2,305",-,"$10,397","$134,711",2023
AbbVie,ABBV,"$9,229","$11,254","$3,579","$4,401",-,"$28,463","$4,935",$241,"$99,595","$5,571","$110,342","$138,805","$29,538","$59,135","$30,655","$91,980","$121,518",$18,"$4,784","$-2,199",-,"$17,287","$138,805",2022
AbbVie,ABBV,"$9,830","$9,977","$3,128","$4,993",-,"$27,928","$5,110",$277,"$108,330","$4,884","$118,601","$146,529","$35,194","$64,189","$28,701","$95,899","$131,093",$18,"$3,127","$-2,899",-,"$15,436","$146,529",2021
AbbVie,ABBV,"$8,479","$8,822","$3,310","$3,562",-,"$24,173","$5,248",$293,"$116,000","$4,851","$126,392","$150,565","$28,661","$77,554","$27,607","$108,807","$137,468",$18,"$1,055","$-3,117",-,"$13,097","$150,565",2020
AbbVie,ABBV,"$39,924","$5,428","$1,813","$2,354",-,"$49,519","$2,962",$93,"$34,253","$2,288","$39,596","$89,115","$15,585","$62,975","$17,597","$81,702","$97,287",$18,"$4,717","$-3,596",-,"$-8,172","$89,115",2019
AbbVie,ABBV,"$8,061","$5,384","$1,605","$1,895",-,"$16,945","$2,883","$1,420","$36,896","$1,208","$42,407","$59,352","$17,239","$35,002","$14,490","$50,559","$67,798",$18,"$3,368","$-2,480",-,"$-8,446","$59,352",2018
AbbVie,ABBV,"$9,789","$5,088","$1,605","$4,741",-,"$21,223","$2,803","$2,090","$43,344","$1,326","$49,563","$70,786","$16,641","$30,953","$15,605","$49,048","$65,689",$18,"$5,459","$-2,727",-,"$5,097","$70,786",2017
AbbVie,ABBV,"$6,423","$4,758","$1,444","$3,562",-,"$16,187","$2,604","$1,783","$44,313","$1,212","$49,912","$66,099","$9,781","$36,440","$8,352","$51,682","$61,463",$18,"$4,378","$-2,586",-,"$4,636","$66,099",2016
AbbVie,ABBV,"$8,407","$4,730","$1,719","$1,458",-,"$16,314","$2,565",$145,"$32,877","$1,149","$36,736","$53,050","$10,894","$29,240","$3,695","$38,211","$49,105",$17,"$2,248","$-2,561",-,"$3,945","$53,050",2015
AbbVie,ABBV,"$8,374","$3,735","$1,124","$1,952",-,"$16,081","$2,485",$92,"$7,375","$1,480","$11,432","$27,513","$11,393","$10,538","$3,681","$14,378","$25,771",$16,$535,"$-2,031",-,"$1,742","$27,513",2014
Chevron,CVX,"$8,223","$19,921","$8,612","$4,372",-,"$41,128","$153,619","$46,812","$4,722",$675,"$220,504","$261,632","$32,258","$20,307",-,"$67,445","$99,703","$1,832","$200,025","$-2,960",-,"$161,929","$261,632",2023
Chevron,CVX,"$17,901","$20,456","$8,247","$3,739",-,"$50,343","$143,591","$45,238","$4,722",$436,"$207,366","$257,709","$34,208","$21,375",-,"$63,259","$97,467","$1,832","$190,024","$-2,798",-,"$160,242","$257,709",2022
Chevron,CVX,"$5,675","$18,419","$6,795","$2,849",-,"$33,738","$146,961","$40,696","$4,385",$768,"$205,797","$239,535","$26,791","$31,113",-,"$72,804","$99,595","$1,832","$165,546","$-3,889",-,"$139,940","$239,535",2021
Chevron,CVX,"$5,627","$11,471","$5,676","$3,304",-,"$26,078","$156,618","$39,052","$4,402","$1,101","$213,712","$239,790","$22,183","$42,767",-,"$84,881","$107,064","$1,832","$160,377","$-5,612",-,"$132,726","$239,790",2020
Chevron,CVX,"$5,749","$13,325","$5,848","$3,407",-,"$28,329","$150,494","$38,688","$4,463","$3,411","$209,099","$237,428","$26,530","$23,691",-,"$65,690","$92,220","$1,832","$174,945","$-4,990",-,"$145,208","$237,428",2019
Chevron,CVX,"$10,345","$15,050","$5,704","$2,922",-,"$34,021","$169,207","$35,546","$4,518","$1,863","$219,842","$253,863","$27,171","$28,733",-,"$71,050","$98,221","$1,832","$180,987","$-3,544",-,"$155,642","$253,863",2018
Chevron,CVX,"$4,822","$15,353","$5,585","$2,800",-,"$28,560","$177,712","$32,497","$4,531",$640,"$225,246","$253,806","$27,737","$33,571",-,"$76,750","$104,487","$1,832","$174,106","$-3,589",-,"$149,319","$253,806",2017
Chevron,CVX,"$7,001","$14,092","$5,419","$3,107",-,"$29,619","$182,186","$30,250","$4,581","$4,119","$230,459","$260,078","$31,785","$35,286",-,"$81,571","$113,356","$1,832","$173,046","$-3,843",-,"$146,722","$260,078",2016
Chevron,CVX,"$11,332","$12,860","$6,334","$3,904",-,"$34,430","$188,396","$27,110","$4,588","$1,449","$230,110","$264,540","$25,467","$33,622",-,"$85,187","$110,654","$1,832","$181,578","$-4,291",-,"$153,886","$264,540",2015
Chevron,CVX,"$13,215","$16,736","$6,505","$5,776",-,"$42,232","$183,173","$26,912","$4,593",-,"$223,794","$266,026","$31,926","$24,028",-,"$77,909","$109,835","$1,832","$184,987","$-4,859",-,"$156,191","$266,026",2014
