Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Southern Copper,SCCO,"$3,488.9","$1,446.6",$972.9,$197.7,$33.5,"$6,139.6","$9,464.4",$115.4,$138.1,$110,"$12,158","$18,297.6","$2,250","$6,247.9",$631.2,"$7,839.8","$10,089.8",$8.8,"$7,769.7",$-9.4,-,"$8,207.8","$18,297.6",2021
Southern Copper,SCCO,"$2,594.4","$1,136.6",$950.2,$104.8,$29.2,"$4,815.2","$9,458.7",$114.3,$143,$81.3,"$12,131.3","$16,946.5","$1,384.8","$6,544.2",$673.7,"$8,285.7","$9,670.5",$8.8,"$6,846.4",$-8.4,-,"$7,276","$16,946.5",2020
Southern Copper,SCCO,"$2,005.8",$911.8,"$1,068.5",$172.4,$26.2,"$4,184.7","$9,371",$111.9,$148.4,$71.3,"$12,222.7","$16,407.4","$1,476.5","$6,541",$375.6,"$8,072.7","$9,549.2",$8.8,"$6,435.6",$-10.1,-,"$6,858.2","$16,407.4",2019
Southern Copper,SCCO,"$1,058.4",$972.6,"$1,032.7",$87,$29.3,"$3,180","$9,403.8",$103.6,$147.7,$71.4,"$11,107.6","$14,287.6","$1,216.3","$5,960.1",$285.9,"$6,458.5","$7,674.8",$8.8,"$6,186.9",$-2.4,-,"$6,612.8","$14,287.6",2018
Southern Copper,SCCO,"$1,055.3",$976.4,"$1,041.9",$85.5,$11,"$3,170.1","$9,099.6",$99.7,$152.5,$115.9,"$10,610","$13,780.1","$1,168.3","$5,957.1",$466.8,"$6,462.4","$7,630.7",$8.8,"$5,726.2",$0.5,-,"$6,149.4","$13,780.1",2017
Southern Copper,SCCO,$600.9,$668.5,"$1,010.4",$249.4,$36.9,"$2,566.1","$8,766.5",$87.5,$154.2,$125.8,"$10,668.2","$13,234.3",$999,"$5,954.2",$247.6,"$6,364.4","$7,363.4",$8.8,"$5,455.3",$-2.4,-,"$5,870.9","$13,234.3",2016
Southern Copper,SCCO,$882.3,$551.2,$857.2,$165.8,$27.7,"$2,484.2","$8,262.8",$76.1,$155.1,$137.3,"$10,109","$12,593.2",$920.2,"$5,951.5",$226.3,"$6,373.8","$7,294",$8.8,"$4,812.1",$1.1,-,"$5,299.2","$12,593.2",2015
Southern Copper,SCCO,$722.1,$621.9,$836.4,$144.8,$33.6,"$2,358.8","$7,436.4",$66.7,$123.6,$193.9,"$9,035.101","$11,393.9","$1,137.6","$3,980.9",$172.8,"$4,419.7","$5,557.3",$8.8,"$4,346.8",$4.8,-,"$5,836.6","$11,393.9",2014
Shopify,SHOP,"$5,008","$1,098",-,-,$169,"$6,275",$49,"$4,377",$456,-,"$5,024","$11,299",$898,$916,-,"$1,335","$2,233","$9,201",$-390,$4,-,"$9,066","$11,299",2023
Shopify,SHOP,"$5,053",$853,-,-,$144,"$6,050",$131,"$1,954","$2,226",-,"$4,707","$10,757",$856,$913,-,"$1,662","$2,518","$8,747",$-522,$-16,-,"$8,239","$10,757",2022
Shopify,SHOP,"$7,768.093",$667.954,-,-,$103.273,"$8,539.32",$105.526,"$3,955.545",$495.024,-,"$4,800.852","$13,340.17",$702.733,"$1,157.739",-,"$1,504.098","$2,206.831","$8,040.099","$2,938.142",$-5.974,-,"$11,133.34","$13,340.17",2021
Shopify,SHOP,"$6,387.967",$421.542,-,-,$68.247,"$6,877.756",$92.104,$173.454,$447.541,-,$885.149,"$7,762.905",$438.332,$902.844,-,$923.85,"$1,362.182","$6,115.232",$15.285,$8.77,-,"$6,400.723","$7,762.905",2020
Shopify,SHOP,"$2,455.194",$240.701,-,-,$46.333,"$2,742.228",$111.398,$2.5,$479.147,-,$747.251,"$3,489.479",$316.382,-,-,$157.363,$473.745,"$3,256.284",$-304.224,$1.046,-,"$3,015.734","$3,489.479",2019
Shopify,SHOP,"$1,969.67",$133.22,-,-,$26.192,"$2,129.082",$61.612,-,$64.091,-,$125.703,"$2,254.785",$138.688,-,-,$25.329,$164.017,"$2,215.936",$-187.757,$-12.216,-,"$2,090.768","$2,254.785",2018
Shopify,SHOP,$938.039,$69.04,-,-,$18.598,"$1,025.677",$50.36,-,$37.527,-,$87.887,"$1,113.564",$94.754,$14.97,-,$17.71,$112.464,"$1,077.477",$-123.204,$3.435,-,"$1,001.1","$1,113.564",2017
Shopify,SHOP,$392.414,$21.495,-,-,$8.989,$422.898,$45.719,-,$21.941,-,$67.66,$490.558,$66.532,$12.628,-,$13.55,$80.082,$468.494,$-83.209,$-1.818,-,$410.476,$490.558,2016
Shopify,SHOP,$190.173,$6.089,-,-,$6.203,$202.465,$33.048,-,$8.199,-,$41.247,$243.712,$37.237,$10.497,-,$11.158,$48.395,$231.452,$-47.854,-,-,$195.317,$243.712,2015
Shopify,SHOP,$59.662,$7.227,-,-,$1.495,$68.384,$21.728,-,$5.081,-,$26.809,$95.193,$19.774,$7.293,-,$7.687,$27.461,$4.055,$-29.064,-,-,$67.732,$95.193,2014
Rio Tinto,RIO,"$10,791","$4,060","$6,659",-,-,"$21,510","$66,468","$4,888","$5,186",-,"$82,039","$103,549","$12,743","$13,183","$17,501","$34,465","$47,208","$3,584","$38,350",-,"$8,328","$56,341","$103,549",2023
Rio Tinto,RIO,"$8,935","$3,825","$6,213",-,-,"$18,973","$64,734","$3,704","$4,471",-,"$77,801","$96,774","$11,603","$11,056","$16,905","$32,430","$44,033","$3,537","$35,020",-,"$7,755","$52,741","$96,774",2022
Rio Tinto,RIO,"$15,350","$3,646","$5,436",-,-,"$24,432","$64,927","$4,032","$3,711",-,"$78,464","$102,896","$12,627","$12,395","$15,672","$33,679","$46,306","$3,777","$33,337",-,"$9,998","$56,590","$102,896",2021
Rio Tinto,RIO,"$13,232","$3,706","$3,917",-,-,"$20,855","$62,882","$4,593","$3,701",-,"$76,535","$97,390","$11,607","$13,408","$1,297","$33,880","$45,487","$3,988","$26,792",-,"$11,960","$51,903","$97,390",2020
Rio Tinto,RIO,"$10,697","$3,143","$3,463",-,-,"$17,303","$57,372","$4,606","$3,559",-,"$70,499","$87,802","$11,125","$13,341","$1,170","$31,435","$42,560","$3,655","$23,387",-,"$9,177","$45,242","$87,802",2019
Rio Tinto,RIO,"$13,465","$3,256","$3,447",-,-,"$20,902","$56,361","$5,113","$3,691",-,"$70,047","$90,949","$10,571","$12,847","$1,189","$30,555","$41,126","$3,688","$27,025",-,"$8,661","$49,823","$90,949",2018
Rio Tinto,RIO,"$11,634","$3,572","$3,472",-,-,"$19,172","$62,093","$4,996","$4,156",-,"$76,554","$95,726","$11,225","$15,148","$1,119","$33,386","$44,611","$4,360","$23,761",-,"$12,284","$51,115","$95,726",2017
Rio Tinto,RIO,"$8,560","$3,558","$2,937",-,-,"$15,086","$58,855","$5,841","$4,230",-,"$74,177","$89,263","$9,362","$17,470","$1,063","$34,171","$43,533","$4,139","$21,631",-,"$9,216","$45,730","$89,263",2016
Rio Tinto,RIO,"$9,589","$2,504","$3,168",-,-,"$15,554","$61,057","$5,729","$4,228",-,"$76,010","$91,564","$10,046","$21,140",$977,"$37,390","$47,436","$4,174","$19,736",-,"$9,139","$44,128","$91,564",2015
Rio Tinto,RIO,"$12,694","$3,769","$4,350",-,-,"$21,125","$68,693","$5,590","$7,108",-,"$86,702","$107,827","$12,220","$22,535","$1,241","$41,013","$53,233","$4,765","$26,110",-,"$11,122","$54,594","$107,827",2014
Amphenol,APH,"$1,660.2","$2,618.4","$2,167.1",$389.6,-,"$6,835.3","$1,314.7",-,"$7,927.2",$449.2,"$9,691.1","$16,526.4","$3,152.7","$3,983.5",$453.7,"$4,977.9","$8,130.6",$0.6,"$5,921.1",$-533.6,-,"$8,395.8","$16,526.4",2023
Amphenol,APH,"$1,434.2","$2,631.3","$2,093.6",$320,-,"$6,479.1","$1,204.3",-,"$7,180.2",$462.6,"$8,847.1","$15,326.2","$2,676.1","$4,575",$443.3,"$5,576.6","$8,252.7",$0.6,"$4,979.4",$-535,-,"$7,073.5","$15,326.2",2022
Amphenol,APH,"$1,241.4","$2,454.8","$1,894.1",$367.9,-,"$5,958.2","$1,175.3",-,"$7,133.7",$411.2,"$8,720.2","$14,678.4","$2,447.1","$4,795.9",$438.7,"$5,871.2","$8,318.3",$0.6,"$4,278.9",$-286.5,-,"$6,360.1","$14,678.4",2021
Amphenol,APH,"$1,738.1","$1,951.6","$1,462.2",$338.9,-,"$5,490.8","$1,054.6",-,"$5,429.6",$352.3,"$6,836.5","$12,327.3","$2,304.3","$3,636.2",$407.2,"$4,571.1","$6,875.4",$0.6,"$3,705.4",$-278.1,-,"$5,451.9","$12,327.3",2020
Amphenol,APH,$908.6,"$1,736.4","$1,310.1",$256.1,-,"$4,211.2",$999,-,"$5,309.1",$296.2,"$6,604.3","$10,815.5","$2,132.7","$3,203.4",$424,"$4,086.6","$6,219.3",$0.3,"$3,348.4",$-430.9,-,"$4,596.2","$10,815.5",2019
Amphenol,APH,"$1,291.7","$1,791.8","$1,233.8",$254.3,-,"$4,571.6",$875.8,-,"$4,501.1",$96.4,"$5,473.3","$10,044.9","$2,451.3","$2,806.4",$277.2,"$3,529.4","$5,980.7",$0.3,"$3,028.7",$-390.2,-,"$4,064.2","$10,044.9",2018
Amphenol,APH,"$1,753.7","$1,598.6","$1,106.9",-,$196.8,"$4,656",$816.8,-,"$4,531.1",-,"$5,347.9","$10,003.9","$1,579.4","$3,541.5",$326.4,"$4,381.1","$5,960.5",$0.3,"$2,941.5",$-201,-,"$4,043.4","$10,003.9",2017
Amphenol,APH,"$1,173.2","$1,349.3",$928.9,-,$139.8,"$3,591.2",$711.4,-,"$4,196.1",-,"$4,907.5","$8,498.7","$1,635.2","$2,635.5",$138.8,"$3,140.4","$4,775.6",$0.3,"$3,122.7",$-469,-,"$3,723.1","$8,498.7",2016
Amphenol,APH,"$1,760.4","$1,104.6",$851.8,-,$133.2,"$3,850",$609.5,-,"$2,998.9",-,"$3,608.4","$7,458.4","$1,008.4","$2,813.2",$95.9,"$3,171.6","$4,180",$0.3,"$2,804.4",$-349.5,-,"$3,278.4","$7,458.4",2015
Amphenol,APH,"$1,329.6","$1,123.7",$865.6,-,$133.3,"$3,452.2",$590.7,-,"$2,943",-,"$3,533.7","$6,985.9","$1,045.6","$2,654.6",-,"$3,002.4","$4,048",$0.3,"$2,453.5",$-205.8,-,"$2,937.9","$6,985.9",2014
MercadoLibre,MELI,"$7,328","$6,417",$238,-,$311,"$14,294","$1,250",$162,$198,$68,"$3,352","$17,646","$11,297","$2,203",$220,"$3,278","$14,575",-,"$1,901",$-290,-,"$3,071","$17,646",2023
MercadoLibre,MELI,"$5,702","$4,780",$152,-,$319,"$10,953",$993,$322,$178,$256,"$2,783","$13,736","$8,562","$2,627",$100,"$3,347","$11,909",-,$913,$-464,-,"$1,827","$13,736",2022
MercadoLibre,MELI,"$4,458","$3,136",$253,$40,$288,"$8,175",$807,$89,$193,$134,"$1,926","$10,101","$5,837","$2,233",$66,"$2,733","$8,570",-,$397,$-515,-,"$1,531","$10,101",2021
MercadoLibre,MELI,"$3,749.53","$1,297.8",$118.14,$28.378,$152.959,"$5,346.807",$391.684,$166.111,$99.366,$67.615,"$1,179.525","$6,526.332","$3,635.88",$860.876,$70.043,"$1,238.874","$4,874.754",$0.05,$314.115,$-468.284,-,"$1,651.578","$6,526.332",2020
MercadoLibre,MELI,"$3,048.665",$597.52,$8.626,$45.309,$88.736,"$3,788.856",$244.257,$263.983,$101.884,$58.241,$992.835,"$4,781.691","$1,752.32",$631.353,$39.43,"$1,046.251","$2,798.571",$0.05,$322.592,$-406.671,-,"$1,983.12","$4,781.691",2019
MercadoLibre,MELI,$926.236,$491.229,$4.612,$27.477,$61.569,"$1,511.123",$165.614,$276.136,$107.464,$37.744,$728.396,"$2,239.519","$1,166.224",$602.228,$42.669,$736.595,"$1,902.819",$0.045,$503.432,$-391.577,-,$336.7,"$2,239.519",2018
MercadoLibre,MELI,$597.692,$622.707,$2.549,$5.864,$58.107,"$1,286.919",$114.837,$34.72,$115.453,$63.934,$386.268,"$1,673.187",$968.032,$312.089,$43.468,$379.376,"$1,347.408",$0.044,$537.925,$-282.851,-,$325.779,"$1,673.187",2017
MercadoLibre,MELI,$487.461,$339.622,$1.103,$15.06,$26.215,$869.461,$124.261,$153.803,$118.074,$56.819,$497.974,"$1,367.435",$576.601,$301.94,$25.981,$361.98,$938.581,$0.044,$550.641,$-259.813,-,$428.854,"$1,367.435",2016
MercadoLibre,MELI,$368.993,$160.374,$0.222,$6.007,$9.577,$545.173,$81.633,$187.621,$115.536,$43.955,$458.433,"$1,003.606",$322.475,$294.342,$20.282,$341.673,$664.148,$0.044,$440.77,$-239.279,-,$339.458,"$1,003.606",2015
MercadoLibre,MELI,$371.954,$131.834,-,$3.458,$13.984,$532.75,$91.545,$205.265,$92,$23.734,$434.098,$966.848,$292.623,$282.184,$17.507,$318.437,$611.06,$0.044,$353.173,$-135.074,-,$355.788,$966.848,2014
General Dynamics,GD,"$1,913","$11,001","$8,578",-,"$2,123","$23,615","$6,198",-,"$22,242","$2,755","$31,195","$54,810","$16,432","$8,754","$8,325","$17,079","$33,511",$482,"$39,270","$-1,159",-,"$21,299","$54,810",2023
General Dynamics,GD,"$1,242","$11,803","$6,322",-,"$1,696","$21,063","$5,900",-,"$22,158","$2,464","$30,522","$51,585","$15,341","$9,243","$8,433","$17,676","$33,017",$482,"$37,403","$-2,152",-,"$18,568","$51,585",2022
General Dynamics,GD,"$1,603","$11,539","$5,340",-,"$1,505","$19,987","$5,417",-,"$22,076","$2,593","$30,086","$50,073","$13,978","$10,490","$7,964","$18,454","$32,432",$482,"$35,420","$-1,920",-,"$17,641","$50,073",2021
General Dynamics,GD,"$2,824","$11,185","$5,745",-,"$1,789","$21,543","$5,100",-,"$22,170","$2,495","$29,765","$51,308","$15,964","$9,995","$9,688","$19,683","$35,647",$482,"$33,498","$-3,550",-,"$15,661","$51,308",2020
General Dynamics,GD,$902,"$11,401","$6,306",-,"$1,679","$20,288","$4,475",-,"$21,992","$2,594","$29,061","$49,349","$16,801","$9,010","$9,560","$18,570","$35,371",$482,"$31,633","$-3,818",-,"$13,978","$49,349",2019
General Dynamics,GD,$963,"$10,335","$5,977",-,$914,"$18,189","$3,978",-,"$22,179","$1,062","$27,219","$45,408","$14,739","$11,444","$7,493","$18,937","$33,676",$482,"$29,326","$-3,778",-,"$11,732","$45,408",2018
General Dynamics,GD,"$2,983","$8,857","$5,303",-,"$1,185","$18,328","$3,517",-,"$12,616",$585,"$16,718","$35,046","$13,099","$3,980","$6,532","$10,512","$23,611",$482,"$26,444","$-2,820",-,"$11,435","$35,046",2017
General Dynamics,GD,"$2,334","$7,611","$5,118",-,"$1,471","$16,534","$3,477",-,"$12,123","$1,038","$16,638","$33,172","$13,450","$2,988","$6,433","$9,421","$22,871",$482,"$24,543","$-3,387",-,"$10,301","$33,172",2016
General Dynamics,GD,"$2,785","$7,803","$3,366",-,$617,"$14,571","$3,466",-,"$12,206","$1,754","$17,426","$31,997","$12,445","$2,898","$5,916","$8,814","$21,259",$482,"$23,204","$-3,286",-,"$10,738","$31,997",2015
General Dynamics,GD,"$4,388","$8,641","$3,221",-,"$1,157","$17,407","$3,329",-,"$12,643","$1,958","$17,930","$35,337","$13,751","$3,392","$6,365","$9,757","$23,508",$482,"$21,127","$-2,932",-,"$11,829","$35,337",2014
Waste Management,WM,$458,"$2,870",$173,-,$303,"$3,804","$16,968",$606,"$10,013","$1,432","$29,019","$32,823","$4,226","$15,895","$3,980","$21,701","$25,927",$6,"$14,334",$-37,-,"$6,896","$32,823",2023
Waste Management,WM,$351,"$2,752",$164,-,$284,"$3,551","$15,719",$578,"$10,150","$1,369","$27,816","$31,367","$4,394","$14,570","$3,806","$20,109","$24,503",$6,"$13,167",$-69,-,"$6,864","$31,367",2022
Waste Management,WM,$118,"$2,546",$135,-,$270,"$3,069","$14,419",$432,"$9,926","$1,251","$26,028","$29,097","$4,082","$12,697","$3,498","$17,889","$21,971",$6,"$12,004",$17,-,"$7,126","$29,097",2021
Waste Management,WM,$553,"$2,624",$124,-,$239,"$3,540","$14,148",$426,"$10,018","$1,213","$25,805","$29,345","$3,553","$13,259","$3,273","$18,338","$21,891",$6,"$11,159",$39,-,"$7,454","$29,345",2020
Waste Management,WM,"$3,561","$2,319",$106,-,$223,"$6,209","$12,893",$483,"$7,053","$1,105","$21,534","$27,743","$3,144","$13,280","$2,842","$17,529","$20,673",$6,"$10,592",$-8,-,"$7,070","$27,743",2019
Waste Management,WM,$61,"$2,275",$102,-,$207,"$2,645","$11,942",$406,"$7,002",$655,"$20,005","$22,650","$3,108","$9,594","$2,381","$13,266","$16,374",$6,"$9,797",$-87,-,"$6,276","$22,650",2018
Waste Management,WM,$22,"$2,374",$96,-,$202,"$2,694","$11,559",$269,"$6,794",$513,"$19,135","$21,829","$3,262","$8,752","$2,525","$12,525","$15,787",$6,"$8,588",$8,-,"$6,042","$21,829",2017
Waste Management,WM,$32,"$2,132",$90,-,$122,"$2,376","$10,950",$320,"$6,806",$407,"$18,483","$20,859","$2,794","$8,893","$2,370","$12,745","$15,539",$6,"$7,388",$-80,-,"$5,320","$20,859",2016
Waste Management,WM,$39,"$2,094",$92,-,$120,"$2,345","$10,665",$360,"$6,461",$536,"$18,022","$20,367","$2,510","$8,676","$2,423","$12,490","$15,000",$6,"$6,939",$-127,-,"$5,367","$20,367",2015
Waste Management,WM,"$1,307","$1,937",$106,-,$176,"$3,526","$10,657",$408,"$6,180",$526,"$17,771","$21,297","$3,485","$8,345","$2,240","$11,923","$15,408",$6,"$6,888",$23,-,"$5,889","$21,297",2014
Zoetis,ZTS,"$2,041","$1,304","$2,564",-,$434,"$6,343","$3,204",-,"$4,097",$206,"$7,943","$14,286","$1,889","$6,564",$508,"$7,406","$9,295",$5,"$10,295",$-839,-,"$4,991","$14,286",2023
Zoetis,ZTS,"$3,581","$1,215","$2,345",-,$365,"$7,506","$2,753",-,"$4,126",$147,"$7,419","$14,925","$3,167","$6,552",$475,"$7,355","$10,522",$5,"$8,668",$-817,-,"$4,403","$14,925",2022
Zoetis,ZTS,"$3,485","$1,133","$1,923",-,$389,"$6,930","$2,422",-,"$4,156",$111,"$6,970","$13,900","$1,797","$6,592",$496,"$7,559","$9,356",$5,"$7,186",$-764,-,"$4,544","$13,900",2021
Zoetis,ZTS,"$3,604","$1,013","$1,628",-,$366,"$6,611","$2,202",-,"$4,404",$106,"$6,998","$13,609","$2,170","$6,595",$530,"$7,666","$9,836",$5,"$5,659",$-730,-,"$3,773","$13,609",2020
Zoetis,ZTS,"$1,934","$1,086","$1,410",-,$318,"$4,748","$1,940",-,"$4,482",$98,"$6,797","$11,545","$1,806","$5,947",$486,"$7,031","$8,837",$5,"$4,427",$-726,-,"$2,708","$11,545",2019
Zoetis,ZTS,"$1,701","$1,036","$1,391",-,$271,"$4,399","$1,658",-,"$4,565",$94,"$6,378","$10,777","$1,223","$6,443",$452,"$7,369","$8,592",$5,"$3,270",$-629,-,"$2,185","$10,777",2018
Zoetis,ZTS,"$1,564",$998,"$1,427",-,$228,"$4,217","$1,435",-,"$2,779",$75,"$4,369","$8,586","$1,094","$4,953",$373,"$5,706","$6,800",$5,"$2,109",$-505,-,"$1,786","$8,586",2017
Zoetis,ZTS,$727,$913,"$1,502",-,$248,"$3,390","$1,381",-,"$2,709",$73,"$4,259","$7,649","$1,117","$4,468",$321,"$5,033","$6,150",$5,"$1,477",$-598,-,"$1,499","$7,649",2016
Zoetis,ZTS,"$1,154",$937,"$1,467",-,$201,"$3,830","$1,307",-,"$2,645",$49,"$4,083","$7,913","$1,781","$4,463",$314,"$5,041","$6,822",$5,$876,$-622,-,"$1,091","$7,913",2015
Zoetis,ZTS,$882,$980,"$1,289",-,$205,"$3,465","$1,318",-,"$1,703",$48,"$3,123","$6,588","$1,086","$3,624",$264,"$4,165","$5,251",$5,$709,$-361,-,"$1,337","$6,588",2014
Gilead Sciences,GILD,"$7,264","$4,660","$1,787","$2,374",-,"$16,085","$5,317","$1,163","$34,768","$4,792","$46,040","$62,125","$11,280","$24,469","$2,039","$28,096","$39,376",$1,"$16,304",$28,-,"$22,749","$62,125",2023
Gilead Sciences,GILD,"$6,385","$4,777","$1,507","$1,774",-,"$14,443","$5,475","$1,245","$37,208","$4,800","$48,728","$63,171","$11,237","$24,136","$3,916","$30,725","$41,962",$1,"$15,687",$2,-,"$21,209","$63,171",2022
Gilead Sciences,GILD,"$6,520","$4,493","$1,618","$2,141",-,"$14,772","$5,121","$1,309","$41,787","$4,963","$53,180","$67,952","$11,610","$26,155","$4,767","$35,278","$46,888",$1,"$16,324",$83,-,"$21,064","$67,952",2021
Gilead Sciences,GILD,"$7,408","$4,892","$1,683","$2,013",-,"$15,996","$4,967",$502,"$41,234","$5,708","$52,411","$68,407","$11,397","$29,859","$5,016","$38,789","$50,186",$1,"$14,381",$-60,-,"$18,221","$68,407",2020
Gilead Sciences,GILD,"$24,352","$3,582",$922,"$1,440",-,"$30,296","$4,502","$1,488","$17,903","$7,438","$31,331","$61,627","$9,759","$23,103","$6,115","$29,218","$38,977",$1,"$19,388",$85,-,"$22,650","$61,627",2019
Gilead Sciences,GILD,"$30,089","$3,327",$814,"$1,606",-,"$35,836","$4,006","$1,423","$19,855","$2,555","$27,839","$63,675","$10,605","$25,614","$5,922","$31,536","$42,141",$1,"$19,024",$80,-,"$21,534","$63,675",2018
Gilead Sciences,GILD,"$25,510","$3,851",$801,"$1,661",-,"$31,823","$3,295","$11,184","$21,259","$2,722","$38,460","$70,283","$11,635","$31,353","$6,794","$38,147","$49,782",$1,"$19,012",$165,-,"$20,501","$70,283",2017
Gilead Sciences,GILD,"$11,895","$4,514","$1,587","$1,592",-,"$19,588","$2,865","$20,485","$10,143","$3,896","$37,389","$56,977","$9,218","$26,643","$1,753","$28,396","$37,614",$1,"$18,154",$278,-,"$19,363","$56,977",2016
Gilead Sciences,GILD,"$14,607","$5,854","$1,955","$1,518",-,"$24,762","$2,276","$11,601","$11,419","$1,334","$26,954","$51,716","$9,890","$21,470","$1,243","$22,713","$32,603",$1,"$18,001",$88,-,"$19,113","$51,716",2015
Gilead Sciences,GILD,"$10,128","$4,635","$1,386","$1,057",-,"$17,714","$1,674","$1,598","$12,245","$1,197","$16,950","$34,664","$5,761","$12,522",$562,"$13,084","$18,845",$2,"$12,732",$301,-,"$15,819","$34,664",2014
