Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Amgen,AMGN,"$10,944","$7,268","$9,518",-,"$2,602","$30,332","$5,941",-,"$51,270","$9,611","$66,822","$97,154","$18,392","$63,170","$7,006","$72,530","$90,922","$33,070","$-26,549",$-289,-,"$6,232","$97,154",2023
Amgen,AMGN,"$9,305","$5,563","$4,930",-,"$2,388","$22,186","$5,427",-,"$31,609","$5,899","$42,935","$65,121","$15,687","$37,354","$8,408","$45,773","$61,460","$32,514","$-28,622",$-231,-,"$3,661","$65,121",2022
Amgen,AMGN,"$8,037","$4,895","$4,086",-,"$2,367","$19,385","$5,184",-,"$30,072","$6,524","$41,780","$61,165","$12,184","$33,222","$9,059","$42,281","$54,465","$32,096","$-24,600",$-796,-,"$6,700","$61,165",2021
Amgen,AMGN,"$10,647","$4,525","$3,893",-,"$2,079","$21,144","$4,889",-,"$31,276","$5,639","$41,804","$62,948","$11,653","$32,895","$8,991","$41,886","$53,539","$31,802","$-21,408",$-985,-,"$9,409","$62,948",2020
Amgen,AMGN,"$8,911","$4,057","$3,584",-,"$1,888","$18,440","$4,928",-,"$34,116","$2,223","$41,267","$59,707","$12,835","$26,950","$10,249","$37,199","$50,034","$31,531","$-21,330",$-528,-,"$9,673","$59,707",2019
Amgen,AMGN,"$29,304","$3,580","$2,940",-,"$1,794","$37,618","$4,958",-,"$22,142","$1,698","$28,798","$66,416","$13,488","$29,510","$10,054","$40,428","$53,916","$31,246","$-17,977",$-769,-,"$12,500","$66,416",2018
Amgen,AMGN,"$41,678","$3,237","$2,834",-,"$1,727","$49,476","$4,989",-,"$23,370","$2,119","$30,478","$79,954","$9,020","$34,190","$10,337","$45,693","$54,713","$30,992","$-5,072",$-679,-,"$25,241","$79,954",2017
Amgen,AMGN,"$38,085","$3,165","$2,745",-,"$2,015","$46,010","$4,961",-,"$25,030","$1,625","$31,616","$77,626","$11,204","$30,193","$3,918","$36,547","$47,751","$30,784",$-438,$-471,-,"$29,875","$77,626",2016
Amgen,AMGN,"$31,382","$2,995","$2,435",-,"$1,703","$38,515","$4,907",-,"$26,428","$1,599","$32,934","$71,449","$8,664","$29,182","$3,281","$34,702","$43,366","$30,649","$-2,086",$-480,-,"$28,083","$71,449",2015
Amgen,AMGN,"$27,026","$2,546","$2,647",-,"$2,494","$34,713","$5,223",-,"$27,481","$1,592","$34,296","$69,009","$7,008","$30,215","$2,547","$36,223","$43,231","$30,410","$-4,624",$-8,-,"$25,778","$69,009",2014
American Express,AXP,"$46,596",-,-,-,-,"$234,670","$5,138","$2,186",-,"$19,114","$26,438","$261,108","$143,546","$47,866","$41,639","$89,505","$233,051",$145,"$19,612","$-3,072",-,"$28,057","$261,108",2023
American Express,AXP,"$33,914",-,-,-,-,"$200,872","$5,215","$4,578",-,"$17,689","$27,482","$228,354","$123,720","$42,573","$37,350","$79,923","$203,643",$149,"$16,279","$-3,210",-,"$24,711","$228,354",2022
American Express,AXP,"$22,028",-,-,-,-,"$163,725","$4,988","$2,591",-,"$17,244","$24,823","$188,548","$97,199","$38,675","$30,497","$69,172","$166,371",$153,"$13,474","$-2,945",-,"$22,177","$188,548",2021
American Express,AXP,"$32,965",-,-,-,-,"$147,042","$5,015","$21,631",-,"$17,679","$44,325","$191,367","$98,197","$42,952","$27,234","$70,186","$168,383",$161,"$13,837","$-2,895",-,"$22,984","$191,367",2020
American Express,AXP,"$24,446",-,-,-,-,"$170,864","$4,834","$8,406",-,"$14,217","$27,457","$198,321","$92,467","$57,835","$24,948","$82,783","$175,250",$163,"$13,871","$-2,737",-,"$23,071","$198,321",2019
American Express,AXP,"$27,445",-,-,-,-,"$166,161","$4,416","$4,647",-,"$13,378","$22,441","$188,602","$85,315","$58,423","$22,574","$80,997","$166,312",$170,"$12,499","$-2,597",-,"$22,290","$188,602",2018
American Express,AXP,"$32,927",-,-,-,-,"$163,962","$4,329","$3,159",-,"$9,746","$17,234","$181,196","$84,942","$55,804","$22,189","$77,993","$162,935",$172,"$8,307","$-2,428",-,"$18,261","$181,196",2017
American Express,AXP,"$25,208",-,-,-,-,"$140,742","$4,433","$3,157",-,"$10,561","$18,151","$158,893","$72,625","$46,990","$18,777","$65,767","$138,392",$181,"$10,371","$-2,784",-,"$20,501","$158,893",2016
American Express,AXP,"$22,762",-,-,-,-,"$143,248","$4,108","$3,759",-,"$10,069","$17,936","$161,184","$74,878","$48,061","$17,572","$65,633","$140,511",$194,"$9,665","$-2,534",-,"$20,673","$161,184",2015
American Express,AXP,"$22,288",-,-,-,-,"$139,392","$3,938","$4,431",-,"$11,342","$19,711","$159,103","$62,624","$57,955","$17,851","$75,806","$138,430",$205,"$9,513","$-1,919",-,"$20,673","$159,103",2014
Caterpillar,CAT,"$6,978","$18,820","$16,565","$4,586",-,"$46,949","$12,680",-,"$5,872","$5,257","$40,527","$87,476","$34,728","$24,472","$4,675","$33,245","$67,973","$6,403","$51,250","$-1,820",-,"$19,503","$87,476",2023
Caterpillar,CAT,"$7,004","$17,869","$16,270","$2,642",-,"$43,785","$12,028",-,"$6,046","$4,593","$38,158","$81,943","$31,531","$25,714","$4,604","$34,521","$66,052","$6,560","$43,514","$-2,457",-,"$15,891","$81,943",2022
Caterpillar,CAT,"$9,254","$17,375","$14,038","$2,788",-,"$43,455","$12,090",-,"$7,366","$4,131","$39,338","$82,793","$29,847","$26,033","$4,805","$36,430","$66,277","$6,398","$39,282","$-1,553",-,"$16,516","$82,793",2021
Caterpillar,CAT,"$9,352","$16,780","$11,402","$1,930",-,"$39,464","$12,401",-,"$7,702","$3,827","$38,860","$78,324","$25,717","$25,999","$4,358","$37,229","$62,946","$6,230","$35,167",$-888,-,"$15,378","$78,324",2020
Caterpillar,CAT,"$8,284","$17,904","$11,266","$1,739",-,"$39,193","$12,904",-,"$7,761","$3,340","$39,260","$78,453","$26,621","$26,281","$4,323","$37,203","$63,824","$5,935","$34,437","$-1,567",-,"$14,629","$78,453",2019
Caterpillar,CAT,"$7,857","$17,452","$11,529","$1,765",-,"$38,603","$13,574",-,"$8,114","$2,332","$39,906","$78,509","$28,218","$25,000","$3,756","$36,211","$64,429","$5,827","$30,427","$-1,684",-,"$14,080","$78,509",2018
Caterpillar,CAT,"$8,261","$16,193","$10,018","$1,772",-,"$36,244","$14,155",-,"$8,311","$2,027","$40,718","$76,962","$26,931","$23,847","$4,053","$36,265","$63,196","$5,593","$26,301","$-1,192",-,"$13,766","$76,962",2017
Caterpillar,CAT,"$7,168","$14,503","$8,614","$1,682",-,"$31,967","$15,322",-,"$8,369","$1,671","$42,737","$74,704","$26,132","$22,818","$3,184","$35,359","$61,491","$5,277","$27,377","$-2,039",-,"$13,213","$74,704",2016
Caterpillar,CAT,"$6,460","$15,686","$9,700","$1,662",-,"$33,508","$16,090",-,"$9,436","$1,998","$44,834","$78,342","$26,242","$25,169","$3,203","$37,215","$63,457","$5,238","$29,246","$-2,035",-,"$14,885","$78,342",2015
Caterpillar,CAT,"$7,341","$16,764","$12,205",$818,-,"$38,867","$16,577",$257,"$9,770","$1,798","$45,814","$84,681","$27,877","$27,784","$3,231","$39,978","$67,855","$5,016","$33,887","$-6,431",-,"$16,826","$84,681",2014
Philip Morris,PM,"$3,060","$4,391","$10,774",-,"$1,530","$19,755","$7,516","$4,929","$26,643","$5,647","$45,549","$65,304","$26,383","$41,243","$4,789","$48,367","$74,750",-,"$34,090","$-11,815",-,"$-9,446","$65,304",2023
Philip Morris,PM,"$3,207","$4,756","$9,886",-,"$1,770","$19,619","$6,710","$4,431","$26,387","$3,931","$42,062","$61,681","$27,336","$34,875","$3,825","$40,656","$67,992",-,"$34,289","$-9,559",-,"$-6,311","$61,681",2022
Philip Morris,PM,"$4,496","$3,940","$8,720",-,$561,"$17,717","$6,168","$4,463","$9,498","$2,549","$23,573","$41,290","$19,255","$24,783","$4,734","$30,243","$49,498",-,"$33,082","$-9,577",-,"$-8,208","$41,290",2021
Philip Morris,PM,"$7,280","$3,761","$9,591",-,$860,"$21,492","$6,365","$4,798","$7,983","$2,767","$23,323","$44,815","$19,615","$28,168","$6,979","$35,831","$55,446",-,"$31,638","$-11,181",-,"$-10,631","$44,815",2020
Philip Morris,PM,"$6,861","$3,717","$9,235",-,$701,"$20,514","$6,631","$4,635","$7,971","$1,971","$22,361","$42,875","$18,833","$26,656","$6,077","$33,641","$52,474",-,"$30,987","$-9,363",-,"$-9,599","$42,875",2019
Philip Morris,PM,"$6,593","$3,564","$8,804",-,$481,"$19,442","$7,201","$1,269","$9,467","$1,445","$20,359","$39,801","$17,191","$26,975","$5,476","$33,349","$50,540",-,"$31,014","$-10,111",-,"$-10,739","$39,801",2018
Philip Morris,PM,"$8,447","$3,738","$8,806",-,$603,"$21,594","$7,271","$1,074","$10,098","$1,924","$21,374","$42,968","$15,962","$31,334","$5,103","$37,236","$53,198",-,"$29,859","$-8,535",-,"$-10,230","$42,968",2017
Philip Morris,PM,"$4,239","$3,499","$9,017",-,$853,"$17,608","$6,064","$1,011","$9,794","$1,515","$19,243","$36,851","$16,467","$25,851","$3,536","$31,284","$47,751",-,"$30,397","$-9,559",-,"$-10,900","$36,851",2016
Philip Morris,PM,"$3,417","$2,778","$8,473",-,$648,"$15,804","$5,721",$890,"$10,038","$1,143","$18,152","$33,956","$15,386","$25,250","$3,253","$30,046","$45,432",-,"$29,842","$-9,402",-,"$-11,476","$33,956",2015
Philip Morris,PM,"$1,682","$4,004","$8,592",-,$673,"$15,484","$6,071","$1,083","$11,373","$1,176","$19,703","$35,187","$15,112","$26,929","$2,800","$31,278","$46,390",-,"$29,249","$-6,826",-,"$-11,203","$35,187",2014
Pfizer,PFE,"$12,690","$11,177","$10,189",-,"$9,277","$43,333","$18,940","$15,368","$132,683","$12,471","$183,168","$226,501","$47,794","$61,538","$25,073","$89,418","$137,213",$478,"$118,353","$-7,961",-,"$89,288","$226,501",2023
Pfizer,PFE,"$22,732","$10,952","$8,981",-,"$8,594","$51,259","$16,274","$15,069","$94,745","$13,163","$145,944","$197,205","$42,138","$32,884","$22,992","$59,149","$101,288",$476,"$125,656","$-8,304",-,"$95,916","$197,205",2022
Pfizer,PFE,"$31,069","$11,479","$9,059",-,"$3,820","$59,693","$14,882","$21,526","$74,354","$7,679","$121,782","$181,476","$42,671","$36,195","$21,074","$61,342","$104,013",$473,"$103,394","$-5,897",-,"$77,462","$181,476",2021
Pfizer,PFE,"$12,223","$7,913","$8,020",-,"$3,646","$35,067","$13,745","$20,262","$77,893","$4,879","$119,162","$154,229","$25,920","$37,133","$18,229","$64,836","$90,756",$470,"$90,392","$-5,310",-,"$63,473","$154,229",2020
Pfizer,PFE,"$9,646","$6,772","$7,068",-,"$2,357","$32,803","$12,969","$20,147","$82,138","$4,199","$134,791","$167,594","$37,304","$35,955","$19,020","$66,844","$104,148",$468,"$97,670","$-11,640",-,"$63,447","$167,594",2019
Pfizer,PFE,"$18,833","$8,025","$7,508",-,"$12,186","$49,926","$13,385","$2,767","$88,622","$2,799","$109,497","$159,422","$31,858","$32,909","$20,587","$63,806","$95,664",$467,"$89,554","$-11,275",-,"$63,758","$159,422",2018
Pfizer,PFE,"$19,992","$8,221","$7,578",-,"$5,351","$41,141","$13,865","$7,015","$104,693","$3,227","$130,655","$171,797","$30,427","$33,538","$24,846","$69,714","$100,141",$464,"$85,291","$-9,321",-,"$71,656","$171,797",2017
Pfizer,PFE,"$17,850","$8,225","$6,783",-,"$6,091","$38,949","$13,318","$7,116","$107,097","$3,323","$132,666","$171,615","$31,115","$31,398","$10,337","$80,660","$111,776",$461,"$71,774","$-11,036",-,"$59,840","$171,615",2016
Pfizer,PFE,"$23,290","$8,176","$7,513",-,"$4,825","$43,804","$13,766","$15,999","$88,598","$3,420","$123,577","$167,381","$29,399","$28,740","$9,249","$72,985","$102,384",$459,"$71,993","$-9,522",-,"$64,998","$167,381",2015
Pfizer,PFE,"$36,122","$8,401","$5,663",-,"$2,843","$55,595","$11,762","$17,518","$77,235","$3,513","$111,972","$167,566","$21,587","$31,541","$9,236","$74,358","$95,944",$455,"$72,176","$-7,316",-,"$71,622","$167,566",2014
Micron Technology,MU,"$9,594","$2,443","$8,387",-,$820,"$21,244","$37,928",$844,"$1,554","$1,262","$43,010","$64,254","$4,765","$13,052","$1,714","$15,369","$20,134",$124,"$40,824",$-312,-,"$44,120","$64,254",2023
Micron Technology,MU,"$9,331","$5,130","$6,663",-,$657,"$21,781","$38,549","$1,647","$1,649","$1,277","$44,502","$66,283","$7,539","$6,803","$1,424","$8,837","$16,376",$123,"$47,274",$-560,-,"$49,907","$66,283",2022
Micron Technology,MU,"$8,633","$5,311","$4,487",-,"$1,476","$19,907","$33,213","$1,765","$1,577","$1,054","$38,942","$58,849","$6,424","$6,621","$1,367","$8,492","$14,916",$122,"$39,051",$2,-,"$43,933","$58,849",2021
Micron Technology,MU,"$8,142","$3,912","$5,373",-,$538,"$17,965","$31,031","$1,048","$1,562",$781,"$35,713","$53,678","$6,635","$6,373","$1,141","$8,047","$14,682",$119,"$33,384",$71,-,"$38,996","$53,678",2020
Micron Technology,MU,"$7,955","$3,195","$5,118",-,$235,"$16,503","$28,240","$1,164","$1,568",$575,"$32,384","$48,887","$6,390","$4,541","$1,088","$5,727","$12,117",$118,"$30,761",$9,-,"$36,770","$48,887",2019
Micron Technology,MU,"$6,802","$5,478","$3,595",-,$164,"$16,039","$23,672",$473,"$1,559",$611,"$27,337","$43,376","$5,754","$3,780",$581,"$4,458","$10,212",$117,"$24,395",$10,-,"$33,164","$43,376",2018
Micron Technology,MU,"$5,428","$3,759","$3,123",-,$147,"$12,457","$19,431",$617,"$1,615",$450,"$22,879","$35,336","$5,334","$9,893",$639,"$10,532","$15,866",$112,"$10,260",$29,-,"$19,470","$35,336",2017
Micron Technology,MU,"$4,398","$2,068","$2,889",-,$140,"$9,495","$14,686","$1,778",$568,$356,"$18,045","$27,540","$4,835","$9,154",$623,"$9,777","$14,612",$109,"$5,299",$-35,-,"$12,928","$27,540",2016
Micron Technology,MU,"$3,521","$2,507","$2,340",-,$228,"$8,596","$10,554","$3,492",$449,$455,"$15,547","$24,143","$3,905","$6,301",$698,"$6,999","$10,904",$108,"$5,588",$13,-,"$13,239","$24,143",2015
Micron Technology,MU,"$4,534","$2,906","$2,455",-,$350,"$10,245","$8,682","$1,790",$468,$415,"$12,171","$22,416","$4,791","$4,961","$1,102","$6,063","$10,854",$107,"$2,729",$56,-,"$11,562","$22,416",2014
Morgan Stanley,MS,"$321,063","$298,745",-,-,-,"$619,808",-,"$521,881","$23,762","$28,242","$573,885","$1,193,693","$829,979","$263,732",-,"$263,732","$1,093,711",$20,"$97,996","$-6,421",-,"$99,982","$1,193,693",2023
Morgan Stanley,MS,"$375,408","$292,325",-,-,-,"$667,733",-,"$461,246","$24,270","$26,982","$512,498","$1,180,231","$840,942","$238,058",-,"$238,058","$1,079,000",$20,"$94,862","$-6,253",-,"$101,231","$1,180,231",2022
Morgan Stanley,MS,"$377,437","$284,152",-,-,-,"$661,589",-,"$477,867","$25,193","$23,491","$526,551","$1,188,140","$848,415","$233,127",-,"$233,127","$1,081,542",$20,"$89,432","$-3,102",-,"$106,598","$1,188,140",2021
Morgan Stanley,MS,"$334,279","$248,334",-,-,-,"$582,613",-,"$494,892","$16,615","$21,742","$533,249","$1,115,862","$795,634","$217,079",-,"$217,079","$1,012,713",$20,"$78,694","$-1,962",-,"$103,149","$1,115,862",2020
Morgan Stanley,MS,"$276,944","$186,283",-,-,-,"$463,227",-,"$402,835","$9,250","$20,117","$432,202","$895,429","$620,105","$192,627",-,"$192,627","$812,732",$20,"$70,589","$-2,788",-,"$82,697","$895,429",2019
Morgan Stanley,MS,"$302,031","$168,877",-,-,-,"$470,908",-,"$358,131","$8,851","$15,641","$382,623","$853,531","$582,463","$189,662",-,"$189,662","$772,125",$20,"$64,175","$-2,292",-,"$81,406","$853,531",2018
Morgan Stanley,MS,"$288,663","$160,313",-,-,-,"$448,976",-,"$377,084","$9,045","$16,628","$402,757","$851,733","$580,685","$192,582",-,"$192,582","$773,267",$20,"$57,577","$-3,060",-,"$78,466","$851,733",2017
Morgan Stanley,MS,"$304,551","$140,708",-,-,-,"$445,259",-,"$342,246","$9,298","$18,146","$369,690","$814,949","$572,056","$165,716",-,"$165,716","$737,772",$20,"$53,679","$-2,643",-,"$77,177","$814,949",2016
Morgan Stanley,MS,"$284,156","$131,166",-,-,-,"$415,322",-,"$311,488","$9,568","$51,087","$372,143","$787,465","$557,513","$153,768",-,"$153,768","$711,281",$20,"$49,204","$-1,656",-,"$76,184","$787,465",2015
Morgan Stanley,MS,"$328,903","$115,538",-,-,-,"$444,441","$6,108","$330,472","$9,747","$10,742","$357,069","$801,510","$576,634","$152,772",-,"$152,772","$729,406",$20,"$44,625","$-1,248",-,"$72,104","$801,510",2014
IBM,IBM,"$13,462","$7,854","$1,161","$2,639",-,"$32,908","$5,501","$1,626","$71,214",-,"$102,331","$135,241","$34,122","$50,121","$11,475","$78,505","$112,628","$59,643","$151,276","$-18,761",-,"$22,613","$135,241",2023
IBM,IBM,"$8,841","$7,358","$1,552","$2,611",-,"$29,118","$5,334","$1,617","$67,133",-,"$98,126","$127,243","$31,505","$46,189","$12,243","$73,717","$105,222","$58,343","$149,825","$-16,740",-,"$22,021","$127,243",2022
IBM,IBM,"$7,557","$7,756","$1,649","$3,466",-,"$29,539","$5,694","$1,823","$68,154",-,"$102,462","$132,001","$33,619","$44,917","$13,996","$79,387","$113,005","$57,319","$154,209","$-23,234",-,"$18,996","$132,001",2021
IBM,IBM,"$14,251","$6,485","$1,812","$2,089",-,"$39,165","$6,205","$2,187","$67,504",-,"$116,806","$155,971","$39,869","$54,217","$14,180","$95,376","$135,244","$56,556","$162,717","$-29,337",-,"$20,727","$155,971",2020
IBM,IBM,"$9,009","$9,603","$1,619","$2,101",-,"$38,420","$10,010","$2,074","$73,457",-,"$113,768","$152,186","$37,701","$54,102","$14,526","$93,500","$131,202","$55,895","$162,954","$-28,597",-,"$20,985","$152,186",2019
IBM,IBM,"$12,222","$8,175","$1,682","$2,378",-,"$49,146","$10,792","$2,386","$39,352",-,"$74,236","$123,382","$38,227","$35,605","$12,174","$68,226","$106,452","$55,151","$159,206","$-29,490",-,"$16,929","$123,382",2018
IBM,IBM,"$12,842","$9,909","$1,583","$1,860",-,"$49,735","$11,116","$2,783","$40,530",-,"$75,620","$125,356","$37,363","$39,837","$9,965","$70,268","$107,631","$54,566","$153,126","$-26,592",-,"$17,725","$125,356",2017
IBM,IBM,"$8,527","$10,239","$1,553","$4,564",-,"$43,888","$10,830","$4,585","$40,887",-,"$73,581","$117,470","$36,275","$34,655","$7,477","$62,802","$99,078","$53,935","$152,759","$-29,398",-,"$18,392","$117,470",2016
IBM,IBM,"$8,194","$9,534","$1,551","$4,205",-,"$42,504","$10,727","$5,187","$35,508",-,"$67,991","$110,495","$34,269","$33,428","$8,099","$61,802","$96,071","$53,262","$146,124","$-29,607",-,"$14,424","$110,495",2015
IBM,IBM,"$8,476","$11,996","$2,103","$4,967",-,"$47,377","$10,771","$5,520","$33,660",-,"$69,895","$117,271","$39,581","$34,991","$8,733","$65,676","$105,257","$52,666","$137,793","$-27,875",-,"$12,014","$117,271",2014
Uber Technologies,UBER,"$6,212","$3,404",-,"$1,681",-,"$11,297","$2,073","$11,233","$9,576","$3,279","$27,402","$38,699","$9,454","$9,459","$5,554","$17,217","$26,671",-,"$-30,594",$-421,-,"$12,028","$38,699",2023
Uber Technologies,UBER,"$4,991","$2,779",-,"$1,479",-,"$9,249","$2,082","$6,885","$10,137","$2,307","$22,860","$32,109","$8,853","$9,265","$3,814","$15,182","$24,035",-,"$-32,767",$-443,-,"$8,074","$32,109",2022
Uber Technologies,UBER,"$4,926","$2,439",-,"$1,454",-,"$8,819","$1,853","$12,606","$10,832","$3,276","$29,955","$38,774","$9,024","$9,276","$3,481","$14,605","$23,629",-,"$-23,626",$-524,-,"$15,145","$38,774",2021
Uber Technologies,UBER,"$7,077","$1,073",-,"$1,215",$517,"$9,882","$1,814","$10,131","$7,673","$2,478","$23,370","$33,252","$6,865","$7,560","$3,529","$13,420","$20,285",-,"$-23,130",$-535,-,"$12,967","$33,252",2020
Uber Technologies,UBER,"$11,412","$1,214",-,"$1,299",-,"$13,925","$1,731","$11,891",$238,"$2,382","$17,836","$31,761","$5,639","$5,707","$3,709","$11,250","$16,889",-,"$-16,362",$-187,-,"$14,872","$31,761",2019
Uber Technologies,UBER,"$6,473",$919,-,$860,$406,"$8,658","$1,641","$11,667",$235,"$1,787","$15,330","$23,988","$4,259","$6,869","$6,068","$27,114","$31,373",-,"$-7,865",$-188,-,"$-7,385","$23,988",2018
Uber Technologies,UBER,"$4,535",$739,-,$425,"$1,138","$6,837","$1,192","$5,969",$93,"$1,335","$8,589","$15,426","$3,847","$3,048","$4,878","$20,136","$23,983",-,"$-8,874",$-3,-,"$-8,557","$15,426",2017
Uber Technologies,UBER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2016
Uber Technologies,UBER,,,,,,,,,,,,,,,,,,,,,,,,2015
Uber Technologies,UBER,,,,,,,,,,,,,,,,,,,,,,,,2014
