Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Regeneron Pharmaceuticals,REGN,"$3,587","$4,114.7","$1,916.6",$160.8,-,"$9,779.1","$3,221.6","$3,135.6",-,$168.1,"$7,384.2","$17,163.3","$2,697.4","$2,695.7",$687.1,"$3,440.6","$6,138",$0.1,"$10,893",$29.3,-,"$11,025.3","$17,163.3",2020
Regeneron Pharmaceuticals,REGN,"$3,214.3","$2,785.6","$1,415.5",$273.7,-,"$7,689.1","$2,890.4","$3,256.8",-,$144.7,"$7,116.101","$14,805.2","$2,096.6",$713.9,$799.7,"$1,618.9","$3,715.5",$0.1,"$7,379.8",$21.1,-,"$11,089.7","$14,805.2",2019
Regeneron Pharmaceuticals,REGN,"$2,809.9","$2,243.2","$1,151.2",$243.3,-,"$6,447.6","$2,575.8","$1,755",-,$127.4,"$5,286.9","$11,734.5","$1,442.8",$708.5,$361.7,"$1,534.4","$2,977.2",$0.1,"$5,254.3",$-12.3,-,"$8,757.3","$11,734.5",2018
Regeneron Pharmaceuticals,REGN,"$1,409.5","$1,974.3",$726.1,$225.1,-,"$4,335","$2,358.6","$1,486.5",-,$77.9,"$4,429.3","$8,764.3","$1,135.5",$703.5,$152,"$1,484.7","$2,620.2",$0.1,"$2,946.7",$0.6,-,"$6,144.1","$8,764.3",2017
Regeneron Pharmaceuticals,REGN,"$1,038.684","$1,611.62",$399.356,$130.528,-,"$3,180.188","$2,083.421",$864.26,-,$20.294,"$3,793.278","$6,973.466","$1,241.495",$351.569,$100.385,"$1,282.726","$2,524.221",$0.11,"$1,748.222",$-12.84,-,"$4,449.245","$6,973.466",2016
Regeneron Pharmaceuticals,REGN,"$1,045.223","$1,467.793",$238.578,$163.501,-,"$2,915.095","$1,594.12",$632.162,-,$5.81,"$2,694.037","$5,609.132",$811.162,$362.919,$115.535,"$1,143.133","$1,954.295",$0.108,$852.7,$8.572,-,"$3,654.837","$5,609.132",2015
Regeneron Pharmaceuticals,REGN,$900.48,$976.372,$128.861,$79.046,-,"$2,084.759",$974.309,$460.154,-,$3.034,"$1,752.913","$3,837.672",$654.66,$457.711,$39.801,$632.761,"$1,287.421",$0.104,$216.644,$52.251,-,"$2,550.251","$3,837.672",2014
HDFC Bank,HDB,"$24,072.2",-,-,-,-,"$233,818.1","$1,065.6","$59,360.6",$911.8,"$18,210.8","$79,548.8","$313,366.9","$252,869.6","$24,996.2",-,"$24,996.2","$277,865.8",$67.9,"$17,615.1",$-830.7,"$7,832.3","$35,501.1","$313,366.9",2023
HDFC Bank,HDB,"$20,407.1",-,-,-,-,"$207,191.6",$867.6,"$57,843.2",$987.7,"$11,397.8","$71,096.3","$278,287.9","$224,725.4","$20,486.8",-,"$20,486.8","$245,212.2",$73.1,"$15,199.6",$-234.5,"$6,976.1","$33,075.7","$278,287.9",2022
HDFC Bank,HDB,"$17,779.2",-,-,-,-,"$179,372.8",$725.9,"$58,455.7","$1,024.6","$6,247.9","$66,454.1","$245,826.9","$200,186.2","$16,061.8",-,"$16,061.8","$216,248",$75.4,"$12,276.1",$371.7,"$5,945.2","$29,578.9","$245,826.9",2021
HDFC Bank,HDB,"$15,478.5",-,-,-,-,"$155,126.4",$641,"$45,182.2",$994,"$9,780.5","$56,597.7","$211,724.1","$172,952.3","$13,616.1",-,"$13,616.1","$186,568.4",$72.7,"$9,462",$694.1,"$4,722.6","$25,155.7","$211,724.1",2020
HDFC Bank,HDB,"$15,566.9",-,-,-,-,"$146,513.4",$624.5,"$38,076.2","$1,083.5","$5,722.1","$45,506.3","$192,019.7","$153,266.4","$15,103.4",-,"$15,103.4","$168,369.8",$78.8,"$8,491",$170.7,"$4,168.9","$23,649.9","$192,019.7",2019
HDFC Bank,HDB,"$23,522.7",-,-,-,-,"$136,279.1",$598.5,"$34,137.8","$1,150.9","$2,420","$38,307.2","$174,586.3","$142,188.7","$14,328.2",-,"$14,328.2","$156,516.9",$79.7,"$7,109.2",$-58.3,"$3,583.5","$18,069.4","$174,586.3",2018
HDFC Bank,HDB,"$9,979",-,-,-,-,"$102,157.4",$600.9,"$32,558","$1,155.6","$3,342.8","$37,657.3","$139,814.7","$112,693.3","$11,270.9",-,"$11,270.9","$123,964.2",$79,"$5,620.3",$401.4,"$2,894.4","$15,850.5","$139,814.7",2017
HDFC Bank,HDB,"$9,048.301",-,-,-,-,"$84,425.61",$538.6,"$28,357.5","$1,131.2","$2,327.8","$32,355.1","$116,780.7","$95,752.6","$7,884",-,"$7,884","$103,636.6",$76.3,"$4,385.6",$173.8,"$2,263.1","$13,144.1","$116,780.7",2016
HDFC Bank,HDB,"$9,212",-,-,-,-,"$72,473.4",$535.3,"$24,144.1","$1,202.9","$2,094","$27,976.3","$100,449.7","$81,038.6","$7,349.3",-,"$7,349.3","$88,387.9",$80.5,"$3,672",$173.8,"$1,895.7","$12,061.8","$100,449.7",2015
HDFC Bank,HDB,"$11,162",-,-,-,-,"$64,929.2",$522.8,"$15,147.1","$1,252.9","$3,571.5","$20,494.3","$85,423.5","$69,953.4","$6,586.8",-,"$6,586.8","$76,540.2",$80,"$2,918.4",$-193.2,"$1,531.4","$8,883.3","$85,423.5",2014
Boeing,BA,"$15,965","$11,065","$79,741",-,"$2,504","$109,275","$10,661","$1,035","$10,187","$5,795","$27,737","$137,012","$95,827","$47,103","$2,332","$58,413","$154,240","$5,061","$27,251","$-10,305",-,"$-17,228","$137,012",2023
Boeing,BA,"$17,220","$11,305","$78,151",-,"$2,847","$109,523","$10,550",$983,"$10,368","$5,613","$27,577","$137,100","$90,052","$51,811","$2,211","$62,896","$152,948","$5,061","$29,473","$-9,550",-,"$-15,848","$137,100",2022
Boeing,BA,"$16,244","$11,378","$78,823",-,"$2,221","$108,666","$10,918",$975,"$10,630","$7,286","$29,886","$138,552","$81,992","$56,806","$1,750","$71,406","$153,398","$5,061","$34,408","$-11,659",-,"$-14,846","$138,552",2021
Boeing,BA,"$25,590","$10,051","$81,715",-,"$4,286","$121,642","$11,820","$1,016","$10,924","$6,648","$30,494","$152,136","$87,280","$61,890","$1,486","$82,931","$170,211","$5,061","$38,610","$-17,133",-,"$-18,075","$152,136",2020
Boeing,BA,"$10,030","$12,471","$76,622",-,"$3,106","$102,229","$12,502","$1,092","$11,398","$5,721","$31,396","$133,625","$97,312","$19,962","$3,422","$44,613","$141,925","$5,061","$50,644","$-16,153",-,"$-8,300","$133,625",2019
Boeing,BA,"$8,564","$14,364","$62,567",-,"$2,335","$87,830","$12,645","$1,087","$11,269","$4,244","$29,529","$117,359","$81,590","$10,657","$3,059","$35,359","$116,949","$5,061","$55,941","$-15,083",-,$410,"$117,359",2018
Boeing,BA,"$9,992","$11,397","$61,388",-,"$2,417","$85,194","$12,672","$1,260","$8,132","$4,783","$27,168","$112,362","$74,648","$9,782","$2,015","$36,001","$110,649","$5,061","$49,618","$-16,373",-,"$1,713","$112,362",2017
Boeing,BA,"$10,029","$9,260","$43,199",-,-,"$62,488","$12,807","$1,317","$7,864","$5,189","$27,509","$89,997","$50,134","$9,568","$2,221","$38,986","$89,120","$5,061","$40,714","$-13,623",-,$877,"$89,997",2016
Boeing,BA,"$12,052","$8,925","$47,257",-,-,"$68,234","$12,076","$1,284","$7,783","$4,766","$26,174","$94,408","$50,412","$8,730","$2,078","$37,599","$88,011","$5,061","$38,756","$-12,748",-,"$6,397","$94,408",2015
Boeing,BA,"$13,092","$7,919","$46,756",-,-,"$67,767","$11,007","$1,154","$7,988","$4,688","$25,154","$92,921","$48,233","$8,141","$1,566","$35,898","$84,131","$5,061","$36,180","$-13,903",-,"$8,790","$92,921",2014
KLA,KLAC,"$3,243.159","$1,753.361","$2,876.784",-,$498.728,"$8,372.032","$1,031.841",-,"$3,214.123",$637.462,"$5,700.325","$14,072.36","$3,742.842","$5,890.736",$813.058,"$7,409.762","$11,152.6",$0.137,$848.431,$-36.341,-,"$2,919.753","$14,072.36",2023
KLA,KLAC,"$2,708.008","$1,811.877","$2,146.889",-,$502.137,"$7,168.911",$849.929,-,"$3,514.463",$484.612,"$5,428.177","$12,597.09","$2,871.083","$6,660.718",$882.642,"$8,326.915","$11,198",$0.142,$366.882,$-27.471,-,"$1,399.09","$12,597.09",2022
KLA,KLAC,"$2,494.522","$1,305.479","$1,575.38",-,$320.867,"$5,696.248",$663.027,-,"$3,196.483",$444.905,"$4,574.875","$10,271.12","$2,103.227","$3,422.767",$631.29,"$4,792.255","$6,895.482",$0.153,"$1,277.123",$-75.557,-,"$3,375.642","$10,271.12",2021
KLA,KLAC,"$1,980.472","$1,107.413","$1,310.985",-,$324.675,"$4,723.545",$519.824,-,"$3,436.815",$362.979,"$4,556.415","$9,279.96","$1,699.786","$3,469.67",$672.284,"$4,899.164","$6,598.95",$0.155,$654.93,$-79.774,-,"$2,681.01","$9,279.96",2020
KLA,KLAC,"$1,739.385",$990.113,"$1,262.5",-,$323.077,"$4,315.075",$448.799,-,"$3,772.528",$265.973,"$4,693.441","$9,008.516","$1,768.486","$3,173.383",$587.897,"$4,562.337","$6,330.823",$0.159,$714.825,$-73.029,-,"$2,677.693","$9,008.516",2019
KLA,KLAC,"$2,880.318",$651.678,$931.845,-,$85.159,"$4,549",$286.306,-,$374.031,$236.082,"$1,089.619","$5,638.619","$1,214.27","$2,237.402",$493.242,"$2,803.838","$4,018.108",$0.156,"$1,056.445",$-53.933,-,"$1,620.511","$5,638.619",2018
KLA,KLAC,"$3,016.74",$571.117,$732.988,-,$71.221,"$4,392.066",$283.975,-,$368.489,$195.676,"$1,140.107","$5,532.173","$1,293.162","$2,680.474",$172.407,"$2,912.594","$4,205.756",$0.157,$848.457,$-51.323,-,"$1,326.417","$5,532.173",2017
KLA,KLAC,"$2,491.294",$613.233,$698.635,-,$64.87,"$3,868.032",$278.014,-,$339.508,$174.659,"$1,094.4","$4,962.432","$1,002.423","$3,057.936",$156.623,"$3,270.895","$4,273.318",$0.156,$284.825,$-48.685,-,$689.114,"$4,962.432",2016
KLA,KLAC,"$2,387.111",$585.494,$617.904,-,$77.814,"$3,904.576",$314.591,-,$347.158,$181.039,$921.436,"$4,826.012","$1,001.763","$3,173.435",$182.23,"$3,402.81","$4,404.573",$0.158,$-12.362,$-40.573,-,$421.439,"$4,826.012",2015
KLA,KLAC,"$3,152.637",$492.863,$656.457,-,$68.462,"$4,586.095",$330.263,-,$363.052,$256.436,$949.751,"$5,535.846",$895.611,$745.101,$168.288,$970.889,"$1,866.5",$0.165,"$2,479.113",$-30.271,-,"$3,669.346","$5,535.846",2014
Lockheed Martin,LMT,"$1,442","$2,132","$3,132",-,"$13,815","$20,521","$8,370",-,"$13,011","$7,601","$31,935","$52,456","$16,937","$17,291","$5,231","$28,684","$45,621",$240,"$15,398","$-8,803",-,"$6,835","$52,456",2023
Lockheed Martin,LMT,"$2,547","$2,505","$3,088",-,"$12,851","$20,991","$7,975",-,"$13,239","$6,931","$31,889","$52,880","$15,887","$15,429","$6,826","$27,727","$43,614",$254,"$16,943","$-8,023",-,"$9,266","$52,880",2022
Lockheed Martin,LMT,"$3,604","$1,963","$2,981",-,"$11,267","$19,815","$7,597",-,"$13,519","$7,652","$31,058","$50,873","$13,997","$11,670","$5,928","$25,917","$39,914",$271,"$21,600","$-11,006",-,"$10,959","$50,873",2021
Lockheed Martin,LMT,"$3,160","$1,978","$3,545",-,"$10,695","$19,378","$7,213",-,"$13,818","$6,826","$31,332","$50,710","$13,933","$11,669","$6,196","$30,739","$44,672",$279,"$21,636","$-16,121",-,"$6,038","$50,710",2020
Lockheed Martin,LMT,"$1,514","$2,337","$3,619",-,"$9,625","$17,095","$6,591",-,"$13,817","$6,706","$30,433","$47,528","$13,972","$11,404","$5,747","$30,385","$44,357",$280,"$18,401","$-15,554",-,"$3,171","$47,528",2019
Lockheed Martin,LMT,$772,"$2,444","$2,997",-,"$9,890","$16,103","$6,124",-,"$14,263","$5,178","$28,773","$44,876","$14,398","$12,604","$4,311","$29,029","$43,427",$281,"$15,434","$-14,321",-,"$1,449","$44,876",2018
Lockheed Martin,LMT,"$2,861","$2,265","$2,878",-,"$9,501","$17,505","$5,775",-,"$14,604","$5,580","$29,115","$46,620","$12,913","$13,513","$4,548","$34,483","$47,396",$284,"$11,405","$-12,539",-,$-776,"$46,620",2017
Lockheed Martin,LMT,"$1,837","$8,202","$4,670",-,$399,"$15,108","$5,549",-,"$14,857","$5,667","$32,698","$47,806","$12,542","$14,282","$4,659","$33,658","$46,200",$289,"$13,324","$-12,102",-,"$1,606","$47,806",2016
Lockheed Martin,LMT,"$1,090","$7,254","$4,819",-,$441,"$14,573","$5,389",-,"$14,717","$5,396","$34,731","$49,304","$13,918","$14,305","$4,902","$32,289","$46,207",$303,"$14,238","$-11,444",-,"$3,097","$49,304",2015
Lockheed Martin,LMT,"$1,446","$5,877","$2,804",-,$744,"$12,322","$4,751",-,"$11,186","$4,774","$24,724","$37,046","$11,112","$6,142","$3,877","$22,534","$33,646",$314,"$14,956","$-11,870",-,"$3,400","$37,046",2014
Medtronic,MDT,"$8,005","$6,128","$5,217",-,"$2,584","$21,935","$6,131",-,"$54,211","$4,047","$68,046","$89,981","$10,789","$23,932","$4,325","$28,772","$39,561",-,"$30,403","$-3,318",-,"$50,420","$89,981",2023
Medtronic,MDT,"$7,959","$5,998","$5,293",-,"$2,425","$21,675","$5,569",-,"$56,269","$3,959","$69,274","$90,948","$9,051","$24,344","$5,180","$30,232","$39,283",-,"$30,392","$-3,499",-,"$51,665","$90,948",2022
Medtronic,MDT,"$10,573","$5,551","$4,616",-,"$2,318","$23,059","$5,413",-,"$56,097","$3,008","$67,921","$90,981","$12,394","$20,372","$4,610","$25,866","$38,260",-,"$30,250","$-2,265",-,"$52,722","$90,981",2021
Medtronic,MDT,"$10,817","$5,462","$4,313",-,"$1,955","$22,548","$5,221",-,"$59,701","$2,443","$70,534","$93,083","$8,509","$26,378","$5,564","$32,970","$41,481",-,"$28,594","$-3,485",-,"$51,602","$93,083",2020
Medtronic,MDT,"$10,948","$4,645","$4,229",-,"$2,209","$22,031","$4,828",-,"$58,904","$2,094","$68,658","$90,689","$10,366","$22,021","$6,256","$29,451","$39,817",-,"$28,132","$-3,560",-,"$50,872","$90,689",2019
Medtronic,MDT,"$9,848","$6,222","$3,753",-,"$2,144","$21,967","$4,675",-,"$60,519","$1,014","$67,727","$89,694","$8,472","$24,486","$5,246","$31,010","$39,482",-,"$26,270","$-2,711",-,"$50,212","$89,694",2018
Medtronic,MDT,"$11,227","$5,987","$3,579",-,"$2,187","$22,980","$4,604",-,"$61,266","$1,078","$68,413","$91,393","$10,084","$23,699","$5,365","$30,487","$40,571",-,"$24,379","$-1,786",-,"$50,822","$91,393",2017
Medtronic,MDT,"$13,708","$5,591","$3,338",-,"$2,236","$24,873","$4,361",-,"$61,922","$7,151","$74,984","$99,857","$14,264","$25,921","$6,364","$35,263","$49,527",-,"$23,270","$-2,613",-,"$50,330","$99,857",2016
Medtronic,MDT,"$12,634","$5,562","$3,473","$1,931",-,"$23,600","$4,841",-,"$68,399","$1,421","$76,044","$99,644","$7,165","$30,109","$6,578","$40,416","$47,581",-,"$21,704","$-1,868",-,"$52,063","$99,644",2015
Medtronic,MDT,"$19,480","$6,447","$3,463","$1,454",-,"$30,844","$4,699",-,"$68,631","$1,737","$75,841","$106,685","$9,173","$33,752","$5,830","$44,282","$53,455",-,"$54,414","$-1,184",-,"$53,230","$106,685",2014
Chubb,CB,"$2,621","$33,611",-,-,-,"$36,232",-,"$138,012","$26,461","$21,084","$194,450","$230,682","$145,221","$13,035","$6,872","$21,770","$166,991",$241,"$54,810","$-6,809",-,"$63,691","$230,682",2023
Chubb,CB,"$2,127","$31,094",-,-,-,"$33,221",-,"$116,999","$21,669","$21,097","$165,796","$199,017","$126,698","$14,402","$6,713","$21,800","$148,498","$10,346","$48,305","$-10,185",-,"$50,519","$199,017",2022
Chubb,CB,"$1,811","$28,901",-,-,-,"$30,712",-,"$126,510","$20,668","$16,651","$169,342","$200,054","$122,643","$15,169","$1,831","$17,697","$140,340","$10,985","$47,365",$350,-,"$59,714","$200,054",2021
Chubb,CB,"$1,836","$26,278",-,-,-,"$28,114",-,"$122,612","$21,211","$13,435","$162,660","$190,774","$113,341","$14,948","$1,844","$17,992","$131,333","$11,064","$39,337","$2,869",-,"$59,441","$190,774",2020
Chubb,CB,"$1,646","$25,735",-,-,-,"$27,381",-,"$111,739","$21,359","$11,222","$149,562","$176,943","$105,947","$13,559",$994,"$15,665","$121,612","$11,121","$36,142",$619,-,"$55,331","$176,943",2019
Chubb,CB,"$1,340","$26,270",-,-,-,"$27,610",-,"$102,824","$21,414","$11,001","$140,161","$167,771","$102,834","$12,087","$1,926","$14,625","$117,459","$11,121","$31,700","$-2,448",-,"$50,312","$167,771",2018
Chubb,CB,$851,"$24,552",-,-,-,"$25,403",-,"$104,341","$22,054","$10,501","$141,619","$167,022","$101,550","$11,556","$1,737","$14,300","$115,850","$11,121","$27,474",$543,-,"$51,172","$167,022",2017
Chubb,CB,$985,"$22,729",-,-,-,"$23,714",-,"$101,033","$22,095","$8,630","$136,072","$159,786","$96,512","$12,610","$1,093","$14,999","$111,511","$11,121","$23,613",$-314,-,"$48,275","$159,786",2016
Chubb,CB,"$1,775","$16,896",-,-,-,"$18,671",-,"$67,812","$5,683","$6,949","$83,635","$102,306","$62,428","$9,389","$1,047","$10,743","$73,171","$7,833","$19,478",$-735,-,"$29,135","$102,306",2015
Chubb,CB,$655,"$17,635",-,-,-,"$18,290",-,"$64,426","$5,724","$6,912","$79,958","$98,248","$63,664","$3,357","$1,331","$4,997","$68,661","$8,055","$16,644","$1,191",-,"$29,587","$98,248",2014
