Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Palantir Technologies,PLTR,"$1,131.253",$50.315,-,$32.585,-,"$1,214.153",$31.589,-,-,$348.283,$379.872,"$1,594.025",$728.598,$396.065,$245.743,"$2,846.069","$3,574.667",$0.588,"$-3,798.963",$-0.703,-,"$-1,980.642","$1,594.025",2019
Palantir Technologies,PLTR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2018
Palantir Technologies,PLTR,,,,,,,,,,,,,,,,,,,,,,,,2017
Palantir Technologies,PLTR,,,,,,,,,,,,,,,,,,,,,,,,2016
Palantir Technologies,PLTR,,,,,,,,,,,,,,,,,,,,,,,,2015
Palantir Technologies,PLTR,,,,,,,,,,,,,,,,,,,,,,,,2014
Edwards Lifesciences,EW,"$1,644.5",$836.9,"$1,168.2",$146.8,$239.3,"$4,035.7","$1,749.4",$583.9,"$1,681.9",$463.7,"$5,327.5","$9,363.2","$1,195.4",$597,$778.4,"$1,448.4","$2,643.8",$650.5,"$8,992.4",$-242.8,-,"$6,719.4","$9,363.2",2023
Edwards Lifesciences,EW,"$1,215.3",$699.1,$875.5,$110,$195.9,"$3,095.8","$1,632.8","$1,239","$1,449.5",$299.1,"$5,196.7","$8,292.5","$1,022.4",$596.3,$797.6,"$1,463.4","$2,485.8",$646.3,"$7,590",$-254.9,-,"$5,806.7","$8,292.5",2022
Edwards Lifesciences,EW,"$1,466.8",$664.9,$726.7,$85.2,$237.1,"$3,180.7","$1,546.6","$1,834.2","$1,491.5",$110.8,"$5,321.9","$8,502.6","$1,032.3",$595.7,$969.6,"$1,634.4","$2,666.7",$642,"$6,068.1",$-157.7,-,"$5,835.9","$8,502.6",2021
Edwards Lifesciences,EW,"$1,402.6",$602.8,$802.3,$75.1,$208.2,"$3,091","$1,395.2",$801.6,"$1,504.6",$119.6,"$4,146.1","$7,237.1",$893.9,$595,"$1,101.2","$1,768.9","$2,662.8",$636.4,"$4,565",$-161.1,-,"$4,574.3","$7,237.1",2020
Edwards Lifesciences,EW,"$1,516.9",$599.1,$640.9,$59.1,$168,"$2,984","$1,060.3",$585.5,"$1,504.2",$101.8,"$3,504.1","$6,488.1",$902.4,$594.4,$784.1,"$1,437.4","$2,339.8",$218.1,"$3,741.6",$-156,-,"$4,148.3","$6,488.1",2019
Edwards Lifesciences,EW,$956.5,$537.3,$607,$54.3,$131.8,"$2,286.9",$867.5,-,"$1,455.4",$33.6,"$3,036.8","$5,323.7",$876.6,$593.8,$712.9,"$1,306.7","$2,183.3",$215.2,"$2,694.7",$-138.5,-,"$3,140.4","$5,323.7",2018
Edwards Lifesciences,EW,"$1,337.5",$479.3,$554.9,$60.6,$116.9,"$2,549.2",$679.7,$567,"$1,594.5",$108.9,"$3,117.2","$5,666.4","$1,420",$438.4,$851.8,"$1,290.2","$2,710.2",$212,"$1,962.1",$-132.7,-,"$2,956.2","$5,666.4",2017
Edwards Lifesciences,EW,"$1,271.1",$414.6,$396.6,$45.9,$111.8,"$2,240",$580,$532.1,$830.9,$123.2,"$2,270","$4,510",$532.5,$822.3,$536.2,"$1,358.5","$1,891",$242.6,"$3,906.3",$-198.4,-,"$2,619","$4,510",2016
Edwards Lifesciences,EW,"$1,224.7",$371.8,$339.9,$45.1,$66.4,"$2,047.9",$482.5,$379.9,$833.7,$131.8,"$2,008.4","$4,056.3",$476.2,$596.9,$480.1,"$1,077","$1,553.2",$239.1,"$3,336.8",$-182.6,-,"$2,503.1","$4,056.3",2015
Edwards Lifesciences,EW,"$1,438.8",$325,$296.8,$48.8,$121.7,"$2,231.1",$442.9,$240.9,$399.4,$49.2,"$1,291.9","$3,523",$426.1,$598.1,$307.4,$905.5,"$1,331.6",$128.9,"$2,841.9",$-100.9,-,"$2,191.4","$3,523",2014
Hilton Worldwide Holdings,HLT,$875,"$1,487",-,$131,$121,"$2,614",$382,-,"$10,071","$1,576","$12,787","$15,401","$3,722","$9,157","$2,528","$14,026","$17,748",$3,"$-4,207",$-731,-,"$-2,347","$15,401",2023
Hilton Worldwide Holdings,HLT,"$1,286","$1,327",-,$105,$152,"$2,870",$280,-,"$10,033","$1,463","$12,642","$15,512","$3,372","$8,708","$1,977","$13,238","$16,610",$3,"$-5,190",$-706,-,"$-1,098","$15,512",2022
Hilton Worldwide Holdings,HLT,"$1,512","$1,068",-,$89,$202,"$2,871",$305,-,"$10,148","$1,210","$12,570","$15,441","$3,019","$8,712","$2,063","$13,241","$16,260",$3,"$-6,322",$-779,-,$-819,"$15,441",2021
Hilton Worldwide Holdings,HLT,"$3,263",$771,-,$70,$98,"$4,202",$346,-,"$10,265",$976,"$12,553","$16,755","$2,431","$10,431","$2,755","$15,810","$18,241",$3,"$-6,732",$-860,-,"$-1,486","$16,755",2020
Hilton Worldwide Holdings,HLT,$630,"$1,261",-,$130,$72,"$2,093",$380,-,"$10,457","$1,060","$12,864","$14,957","$2,871","$7,956","$1,943","$12,558","$15,429",$3,"$-5,965",$-840,-,$-472,"$14,957",2019
Hilton Worldwide Holdings,HLT,$484,"$1,150",-,$160,$189,"$1,983",$367,-,"$10,444","$1,111","$12,012","$13,995","$2,615","$7,266","$1,832","$10,822","$13,437",$3,"$-6,417",$-782,-,$558,"$13,995",2018
Hilton Worldwide Holdings,HLT,$670,"$1,041",-,$127,$169,"$2,007",$353,-,"$10,513","$1,244","$12,221","$14,228","$2,462","$6,556","$1,759","$10,075","$12,537",$3,"$-6,981",$-741,-,"$1,691","$14,228",2017
Hilton Worldwide Holdings,HLT,"$1,183",$768,-,$89,$39,"$3,557",$341,-,"$10,513","$1,371","$22,654","$26,211","$2,684","$6,583","$2,381","$17,678","$20,362",$3,"$-3,323","$-1,001",-,"$5,849","$26,211",2016
Hilton Worldwide Holdings,HLT,$856,"$1,102",$442,$147,$38,"$2,585","$9,119",$138,"$11,392","$1,423","$23,037","$25,622","$2,443","$10,249","$2,066","$17,228","$19,671",$10,"$-3,392",$-784,-,"$5,951","$25,622",2015
Hilton Worldwide Holdings,HLT,$768,"$1,104",$404,$133,$90,"$2,499","$7,483",$170,"$11,791","$3,205","$23,626","$26,125","$2,257","$10,803","$2,640","$19,154","$21,411",$10,"$-4,658",$-628,-,"$4,714","$26,125",2014
Pacific Gas & Electric,PCG,$932,"$3,542",$870,-,"$9,039","$14,383","$82,321",-,-,"$7,609","$110,717","$125,698","$17,314","$51,529","$28,589","$83,092","$100,406","$30,374","$-5,321",$-13,-,"$25,292","$125,698",2023
Pacific Gas & Electric,PCG,$947,"$4,269",$842,-,"$6,757","$12,815","$76,208",-,-,"$8,561","$104,518","$118,644","$15,788","$47,742","$27,833","$79,781","$95,569","$32,887","$-7,542",$-5,-,"$23,075","$118,644",2022
Pacific Gas & Electric,PCG,$307,"$4,129",$596,-,"$6,045","$11,077","$69,826",-,-,"$8,176","$91,016","$103,327","$17,427","$38,225","$21,605","$64,677","$82,104","$35,129","$-9,284",$-20,-,"$21,223","$103,327",2021
Pacific Gas & Electric,PCG,$627,"$3,055",$628,-,"$5,292","$9,602","$66,136",-,-,"$7,794","$86,513","$97,856","$13,581","$37,288","$20,684","$63,022","$76,603","$30,224","$-9,196",$-27,-,"$21,253","$97,856",2020
Pacific Gas & Electric,PCG,"$1,577","$3,904",$647,-,"$4,037","$10,165","$61,635",-,-,"$1,804","$72,745","$85,196","$7,631",-,"$68,243","$72,177","$79,808","$13,038","$-7,892",$-10,-,"$5,388","$85,196",2019
Pacific Gas & Electric,PCG,"$1,668","$3,857",$554,-,"$3,116","$9,195","$58,557",-,-,"$1,480","$67,800","$76,995","$41,695",-,"$16,997","$22,397","$64,092","$12,910",$-250,$-9,-,"$12,903","$76,995",2018
Pacific Gas & Electric,PCG,$449,"$2,104",$481,-,"$3,247","$6,281","$53,789",-,-,"$1,221","$61,731","$68,012","$7,129","$17,753","$15,708","$41,411","$48,540","$12,632","$6,596",$-8,-,"$19,472","$68,012",2017
Pacific Gas & Electric,PCG,$177,"$2,213",$463,-,"$3,311","$6,164","$50,581",-,-,"$1,226","$62,434","$68,598","$7,564","$16,220","$13,768","$42,842","$50,406","$12,198","$5,751",$-9,-,"$18,192","$68,598",2016
Pacific Gas & Electric,PCG,$357,"$1,547",$439,-,"$3,470","$5,813","$46,723",-,-,"$1,064","$57,421","$63,234","$6,363","$15,925","$12,290","$40,043","$46,406","$11,282","$5,301",$-7,-,"$16,828","$63,234",2015
Pacific Gas & Electric,PCG,$449,"$1,535",$476,-,"$3,929","$6,389","$43,941",-,-,$963,"$53,738","$60,127","$5,920","$15,050","$12,083","$38,207","$44,127","$10,421","$5,316",$11,-,"$16,000","$60,127",2014
"America Movil, S.A.B De C.V",AMX,"$6,026","$12,305","$1,141",-,$664,"$20,136","$37,213","$1,734","$15,839","$2,228","$72,455","$92,591","$31,042","$20,109",$599,"$36,587","$67,629","$5,645","$32,299","$-16,237",-,"$24,962","$92,591",2023
"America Movil, S.A.B De C.V",AMX,"$6,425","$10,390","$1,236",-,$544,"$18,595","$33,853","$1,595","$13,908","$2,039","$64,752","$83,347","$25,181","$21,045",$556,"$35,613","$60,794","$4,912","$26,037","$-11,694",-,"$22,553","$83,347",2022
"America Movil, S.A.B De C.V",AMX,"$8,089","$9,911","$1,175",-,$459,"$19,634","$35,523",$483,"$13,593","$1,941","$62,452","$82,086","$25,944","$20,347",$814,"$34,085","$60,029","$4,680","$21,750","$-7,502",-,"$22,057","$82,086",2021
"America Movil, S.A.B De C.V",AMX,"$5,589","$10,496","$1,523",-,$451,"$18,059","$36,239",$92,"$13,861","$1,926","$63,404","$81,463","$25,431","$24,077",$897,"$40,235","$65,666","$4,829","$15,777","$-8,049",-,"$15,797","$81,463",2020
"America Movil, S.A.B De C.V",AMX,"$3,942","$10,931","$2,181",-,$503,"$17,557","$33,926",$131,"$14,755","$2,223","$63,734","$81,291","$27,879","$26,271",$839,"$41,370","$69,249","$5,112","$14,935","$-10,605",-,"$12,042","$81,291",2019
"America Movil, S.A.B De C.V",AMX,"$3,859","$11,050","$2,048",-,$777,"$17,734","$32,516",$159,"$13,601","$2,157","$54,879","$72,613","$23,731","$27,572","$1,393","$36,390","$60,121","$4,895","$12,053","$-6,990",-,"$12,492","$72,613",2018
"America Movil, S.A.B De C.V",AMX,"$4,621","$9,837","$1,961",-,$877,"$17,296","$34,182",$189,"$14,909","$2,150","$57,816","$75,112","$20,891","$32,655","$1,548","$41,050","$61,941","$4,869","$8,646","$-3,703",-,"$13,171","$75,112",2017
"America Movil, S.A.B De C.V",AMX,"$3,810","$9,962","$1,779",-,$942,"$16,493","$33,823",$174,"$14,712","$1,905","$56,588","$73,081","$22,671","$30,157","$1,065","$37,335","$60,006","$4,647","$7,607","$-2,175",-,"$13,075","$73,081",2016
"America Movil, S.A.B De C.V",AMX,"$8,276","$9,071","$2,068",-,"$1,004","$20,419","$33,332",$181,"$15,219","$1,467","$54,930","$75,349","$24,731","$32,757",$865,"$41,270","$66,001","$5,599","$10,015","$-9,089",-,"$9,348","$75,349",2015
"America Movil, S.A.B De C.V",AMX,"$6,047","$9,982","$2,441",-,"$1,125","$19,595","$40,467","$3,347","$17,036","$1,893","$67,261","$86,856","$25,744","$37,094",$913,"$45,169","$70,913","$6,549","$13,068","$-7,089",-,"$15,943","$86,856",2014
Energy Transfer LP,ET,$161,"$9,215","$2,478",-,$579,"$12,433","$85,351","$3,097","$10,258","$1,733","$101,265","$113,698","$11,277","$51,380","$1,615","$58,482","$69,759","$30,197",-,$28,-,"$43,939","$113,698",2023
Energy Transfer LP,ET,$257,"$8,627","$2,461",-,$736,"$12,081","$80,311","$2,893","$7,981","$1,558","$93,562","$105,643","$10,368","$48,260","$1,364","$54,616","$64,984","$26,960",-,$16,-,"$40,659","$105,643",2022
Energy Transfer LP,ET,$336,"$7,740","$2,014",-,$447,"$10,537","$81,607","$2,947","$8,389","$1,645","$95,426","$105,963","$10,835","$49,022","$1,516","$55,783","$66,618","$25,230",-,$23,-,"$39,345","$105,963",2021
Energy Transfer LP,ET,$367,"$3,989","$1,739",-,$222,"$6,317","$75,107","$3,060","$8,137","$1,657","$88,827","$95,144","$5,923","$51,417","$1,389","$57,833","$63,756","$18,531",-,$6,-,"$31,388","$95,144",2020
Energy Transfer LP,ET,$291,"$5,343","$1,532",-,$298,"$7,464","$74,193","$3,460","$11,321","$1,571","$91,509","$98,973","$7,724","$51,028","$1,435","$57,311","$65,035","$21,935",-,$-11,-,"$33,938","$98,973",2019
Energy Transfer LP,ET,$419,"$4,193","$1,677",-,$461,"$6,750","$66,963","$2,642","$10,885","$1,006","$81,496","$88,246","$9,310","$43,373","$1,288","$48,086","$57,396","$20,606",-,$-42,-,"$30,850","$88,246",2018
Energy Transfer LP,ET,$336,"$4,693","$2,022",-,"$3,632","$10,683","$61,088","$2,705","$10,884",$886,"$75,563","$86,246","$7,897","$43,671","$1,362","$48,369","$56,266","$-1,643",-,-,-,"$29,980","$86,246",2017
Energy Transfer LP,ET,$467,"$3,732","$2,055",-,$645,"$6,899","$53,578","$3,040","$11,182","$4,226","$72,026","$78,925","$7,277","$42,858","$1,199","$49,217","$56,494","$-1,871",-,-,-,"$22,431","$78,925",2016
Energy Transfer LP,ET,$606,"$2,519","$1,636",-,$649,"$5,410","$48,683","$3,462","$12,904",$730,"$65,779","$71,189","$4,910","$36,837","$1,206","$42,681","$47,591",$-930,-,-,-,"$23,598","$71,189",2015
Energy Transfer LP,ET,$847,"$3,457","$1,467",-,$368,"$6,139","$40,292","$3,659","$13,447",$742,"$58,140","$64,279","$6,683","$29,477","$1,347","$35,282","$41,965",$670,-,$-5,-,"$22,314","$64,279",2014
Capital One Financial,COF,"$43,755",-,-,-,-,"$352,263","$4,375","$79,117","$15,065","$27,644","$126,201","$478,464","$349,600","$49,318","$21,457","$70,775","$420,375",$7,"$60,945","$-8,268",-,"$58,089","$478,464",2023
Capital One Financial,COF,"$31,256",-,-,-,-,"$332,654","$4,351","$76,919","$14,777","$26,548","$122,595","$455,249","$334,402","$47,832","$20,433","$68,265","$402,667",$7,"$57,184","$-9,916",-,"$52,582","$455,249",2022
Capital One Financial,COF,"$22,054",-,-,-,-,"$295,312","$4,210","$95,261","$14,782","$22,816","$137,069","$432,381","$312,081","$42,266","$17,005","$59,271","$371,352",$7,"$51,006",$374,-,"$61,029","$432,381",2021
Capital One Financial,COF,"$40,771",-,-,-,-,"$281,012","$4,287","$100,445","$14,653","$21,205","$140,590","$421,602","$306,462","$39,871","$15,065","$54,936","$361,398",$7,"$40,088","$3,494",-,"$60,204","$421,602",2020
Capital One Financial,COF,"$13,749",-,-,-,-,"$274,508","$4,378","$79,213","$14,653","$17,613","$115,857","$390,365","$263,450","$55,383","$13,521","$68,904","$332,354",$7,"$40,340","$1,156",-,"$58,011","$390,365",2019
Capital One Financial,COF,"$13,489",-,-,-,-,"$254,974","$4,191","$82,921","$14,544","$15,908","$117,564","$372,538","$250,574","$58,553","$11,743","$70,296","$320,870",$7,"$35,875","$-1,263",-,"$51,668","$372,538",2018
Capital One Financial,COF,"$14,352",-,-,-,-,"$263,830","$4,033","$66,639","$14,533","$16,658","$101,863","$365,693","$244,691","$59,705","$12,567","$72,272","$316,963",$7,"$30,700",$-926,-,"$48,730","$365,693",2017
Capital One Financial,COF,"$12,493",-,-,-,-,"$253,970","$3,675","$66,449","$14,519","$18,420","$103,063","$357,033","$238,087","$59,468","$11,964","$71,432","$309,519",$7,"$29,766",$-949,-,"$47,514","$357,033",2016
Capital One Financial,COF,"$9,040",-,-,-,-,"$235,854","$3,584","$63,680","$14,480","$16,450","$98,194","$334,048","$219,001","$58,134","$9,629","$67,763","$286,764",$6,"$27,045",$-616,-,"$47,284","$334,048",2015
Capital One Financial,COF,"$7,476",-,-,-,-,"$213,114","$3,685","$62,008","$13,978","$15,382","$95,053","$308,167","$206,682","$47,577","$8,855","$56,432","$263,114",$6,"$23,973",$-430,-,"$45,053","$308,167",2014
Copart,CPRT,"$2,363.984",$708.612,$39.973,$26.31,$123.725,"$3,262.604","$2,844.339",-,$456.991,$65.806,"$3,475.275","$6,737.879",$492.769,$10.903,-,$257.67,$750.439,$0.096,"$5,189.44",$-141.006,-,"$5,987.44","$6,737.879",2023
Copart,CPRT,"$1,384.236",$628.455,$58.791,$18.731,$112.242,"$2,202.455","$2,485.764",-,$456.634,$47.708,"$3,106.409","$5,308.864",$440.889,$1.996,-,$242.376,$683.265,$0.096,"$3,956.408",$-169.365,-,"$4,625.599","$5,308.864",2022
Copart,CPRT,"$1,048.26",$500.64,$44.968,$14.294,$94.449,"$1,702.611","$2,296.624",-,$401.59,$41.831,"$2,859.532","$4,562.143",$421.031,$397.636,-,$611.911,"$1,032.942",$0.024,"$2,868.203",$-100.86,-,"$3,529.201","$4,562.143",2021
Copart,CPRT,$477.718,$376.947,$20.08,$15.33,$73.684,$963.759,"$1,941.719",-,$391.394,$39.934,"$2,491.502","$3,455.261",$356.044,$396.9,-,$609.701,$965.745,$0.024,"$1,937.853",$-121.088,-,"$2,489.516","$3,455.261",2020
Copart,CPRT,$186.319,$386.791,$20.941,$16.568,$76.548,$687.167,"$1,427.726",-,$388.477,$43.836,"$1,860.45","$2,547.617",$282.004,$400.091,$3.342,$487.232,$769.236,$0.023,"$1,338.328",$-132.529,-,"$1,778.381","$2,547.617",2019
Copart,CPRT,$274.52,$366.913,$16.734,$16.665,$34.284,$709.116,"$1,163.425",-,$402.127,$32.56,"$1,598.582","$2,307.698",$277.256,$398.747,$3.586,$449.343,$726.599,$0.023,"$1,162.146",$-107.928,-,"$1,581.099","$2,307.698",2018
Copart,CPRT,$210.1,$318.264,$10.163,$17.616,$31.118,$587.261,$944.056,-,$416.181,$33.716,"$1,395.24","$1,982.501",$302.153,$550.883,$3.1,$581.748,$883.901,$0.023,$745.37,$-100.676,-,"$1,098.6","$1,982.501",2017
Copart,CPRT,$155.849,$285.021,$10.388,$18.005,$28.599,$499.306,$816.791,-,$271.959,$38.258,"$1,150.514","$1,649.82",$278.783,$564.341,$2.783,$596.581,$875.364,$0.022,$491.194,$-109.194,-,$774.456,"$1,649.82",2016
Copart,CPRT,$456.012,$221.788,$8.613,$19.824,$24.949,$734.582,$700.402,-,$289.707,$45.129,"$1,064.078","$1,798.66",$213.126,$590.843,$3.748,$621.07,$834.196,$0.012,$625.437,$-68.793,-,$964.464,"$1,798.66",2015
Copart,CPRT,$158.668,$199.273,$7.259,$20.85,$24.438,$412.291,$692.383,-,$309.022,$56.387,"$1,094.513","$1,506.804",$244.284,$223.227,$4.651,$259.021,$503.305,$0.013,$619.004,$-20.06,-,"$1,003.499","$1,506.804",2014
Monster Beverage,MNST,"$3,253.28","$1,193.964",$971.406,$116.195,-,"$5,588.996",$890.796,$76.431,"$2,845.08",$110.216,"$4,097.526","$9,686.522","$1,161.689",-,$91.838,$296.089,"$1,457.778",$5.613,"$5,939.736",$-125.337,-,"$8,228.744","$9,686.522",2023
Monster Beverage,MNST,"$2,669.455","$1,016.203",$935.631,$109.823,-,"$4,764.897",$516.897,$61.443,"$2,638.351",$134.478,"$3,528.208","$8,293.105","$1,001.978",-,$42.286,$266.086,"$1,268.064",$6.418,"$9,001.173",$-159.073,-,"$7,025.041","$8,293.105",2022
Monster Beverage,MNST,"$3,076.189",$896.658,$593.357,$82.668,-,"$4,682.11",$313.753,$99.419,"$2,404.029",$80.252,"$3,122.674","$7,804.784",$965.076,-,$29.508,$272.757,"$1,237.833",$3.2,"$7,809.549",$-69.165,-,"$6,566.951","$7,804.784",2021
Monster Beverage,MNST,"$2,061.767",$666.012,$333.085,$55.358,-,"$3,140.955",$314.656,$44.291,"$2,390.689",$70.475,"$3,061.761","$6,202.716",$749.988,-,$27.432,$291.868,"$1,041.856",$3.193,"$6,432.074",$3.034,-,"$5,160.86","$6,202.716",2020
Monster Beverage,MNST,"$1,331.02",$540.33,$360.731,$54.868,-,"$2,316.309",$298.64,$12.905,"$2,383.748",$53.973,"$2,834.043","$5,150.352",$661.097,-,$30.505,$317.974,$979.071,$3.182,"$5,022.48",$-32.387,-,"$4,171.281","$5,150.352",2019
Monster Beverage,MNST,$958.163,$484.562,$277.705,$44.909,-,"$1,804.17",$243.051,-,"$2,377.521",$16.462,"$2,722.721","$4,526.891",$601.145,-,$2.621,$314.845,$915.99,$3.155,"$3,914.645",$-32.864,-,"$3,610.901","$4,526.891",2018
Monster Beverage,MNST,"$1,201.555",$449.476,$255.745,$40.877,-,"$2,086.377",$230.276,$2.366,"$2,365.728",$13.932,"$2,704.635","$4,791.012",$560.351,-,$1.095,$335.449,$895.8,$3.146,"$2,928.226",$-16.659,-,"$3,895.212","$4,791.012",2017
Monster Beverage,MNST,$598.136,$573.051,$161.971,$32.562,-,"$1,432.27",$173.343,$2.394,"$2,364.278",$21.63,"$2,721.201","$4,153.471",$470.589,-,-,$353.173,$823.762,$3.116,"$2,107.548",$-23.249,-,"$3,329.709","$4,153.471",2016
Monster Beverage,MNST,"$2,920.027",$477.955,$156.121,$26.967,-,"$3,599.532",$97.354,$15.348,"$1,707.701",$10.874,"$1,971.745","$5,571.277",$410.277,-,-,$351.59,$761.867,$3.105,"$1,394.863",$-21.878,-,"$4,809.41","$5,571.277",2015
Monster Beverage,MNST,"$1,151.457",$280.755,$174.573,$19.673,$18.079,"$1,653.154",$90.156,$42.94,$50.748,$7.496,$285.721,"$1,938.875",$355.716,-,-,$68.009,$423.725,$1.035,"$2,330.51",$-11.453,-,"$1,515.15","$1,938.875",2014
