Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Disney,DIS,"$5,418","$15,481","$1,649",-,$979,"$28,124","$26,174","$3,224","$103,508","$4,715","$165,860","$193,984","$31,341","$38,129","$13,760","$68,754","$100,095","$53,907","$42,494","$-6,617",-,"$93,889","$193,984",2019
Disney,DIS,"$4,150","$9,334","$1,392",-,$635,"$16,825","$24,474","$2,899","$38,081","$3,365","$81,773","$98,598","$17,860","$17,084","$6,590","$27,906","$45,766","$36,779","$82,679","$-3,097",-,"$52,832","$98,598",2018
Disney,DIS,"$4,017","$8,633","$1,373",-,$588,"$15,889","$25,006","$3,202","$38,421","$2,390","$79,900","$95,789","$19,595","$19,119","$6,443","$31,190","$50,785","$36,248","$72,606","$-3,528",-,"$45,004","$95,789",2017
Disney,DIS,"$4,610","$9,065","$1,390",-,$693,"$16,966","$23,421","$4,280","$34,759","$2,340","$75,067","$92,033","$16,842","$16,483","$7,706","$27,868","$44,710","$35,859","$66,088","$-3,979",-,"$47,323","$92,033",2016
Disney,DIS,"$4,269","$8,019","$1,571",-,$962,"$16,758","$17,901","$2,643","$34,998","$2,421","$71,424","$88,182","$16,334","$12,773","$6,369","$23,193","$39,527","$35,122","$59,028","$-2,421",-,"$48,655","$88,182",2015
Disney,DIS,"$3,421","$7,822","$1,574",-,$794,"$15,169","$18,541","$2,696","$35,315","$2,304","$68,972","$84,141","$13,292","$12,631","$5,942","$22,671","$35,963","$34,301","$53,734","$-1,968",-,"$48,178","$84,141",2014
McDonald's,MCD,"$4,579.3","$2,488",$52.8,$866.3,-,"$7,986.4","$24,907.6","$1,080.2","$3,040.4","$5,617.8","$48,160.4","$56,146.8","$6,859","$37,152.9","$1,312.9","$53,994.5","$60,853.5",$16.6,"$63,479.9","$-2,456",-,"$-4,706.7","$56,146.8",2023
McDonald's,MCD,"$2,583.8","$2,115",$52,$673.4,-,"$5,424.2","$23,773.6","$1,064.5","$2,900.4","$4,707.2","$45,011.4","$50,435.6","$3,802.1","$35,903.5","$1,843.7","$52,636.9","$56,439",$16.6,"$59,543.9","$-2,486.6",-,"$-6,003.4","$50,435.6",2022
McDonald's,MCD,"$4,709.2","$1,872.4",$55.6,$511.3,-,"$7,148.5","$24,720.6","$1,201.2","$2,782.5","$4,449.5","$46,705.8","$53,854.3","$4,020","$35,622.7","$2,977.8","$54,435.3","$58,455.3",$16.6,"$57,534.7","$-2,573.7",-,"$-4,601","$53,854.3",2021
McDonald's,MCD,"$3,449.1","$2,110.3",$51.1,$632.7,-,"$6,243.2","$24,958.2","$1,297.2","$2,773.1","$3,527.4","$46,383.6","$52,626.8","$6,181.2","$35,196.8","$3,024.8","$54,270.5","$60,451.7",$16.6,"$53,908.1","$-2,586.8",-,"$-7,824.9","$52,626.8",2020
McDonald's,MCD,$898.5,"$2,224.2",$50.2,$385,-,"$3,557.9","$24,160","$1,270.3","$2,677.4","$2,584","$43,952.9","$47,510.8","$3,621","$34,118.1","$3,245.5","$52,100.11","$55,721.1",$16.6,"$52,930.5","$-2,482.7",-,"$-8,210.3","$47,510.8",2019
McDonald's,MCD,$866,"$2,441.5",$51.1,$694.6,-,"$4,053.2","$22,842.7","$1,202.8","$2,331.5","$2,381","$28,758","$32,811.2","$2,973.5","$31,075.3","$3,177.5","$36,096.1","$39,069.6",$16.6,"$50,487","$-2,609.5",-,"$-6,258.4","$32,811.2",2018
McDonald's,MCD,"$2,463.8","$1,976.2",$58.8,$828.4,-,"$5,327.2","$22,448.3","$1,085.7","$2,379.7","$2,562.8","$28,476.5","$33,803.7","$2,890.6","$29,536.4","$3,525.3","$34,181.1","$37,071.7",$16.6,"$48,325.8","$-2,178.4",-,"$-3,268","$33,803.7",2017
McDonald's,MCD,"$1,223.4","$1,474.1",$58.9,$565.2,"$1,527","$4,848.6","$21,257.6",$725.9,"$2,336.5","$1,855.3","$26,175.3","$31,023.9","$3,468.3","$25,878.5","$2,064.3","$29,759.9","$33,228.2",$16.6,"$46,222.7","$-3,092.9",-,"$-2,204.3","$31,023.9",2016
McDonald's,MCD,"$7,685.5","$1,298.7",$100.1,$558.7,-,"$9,643","$23,117.6",$792.7,"$2,516.3","$1,869.1","$28,295.7","$37,938.7","$2,950.4","$24,122.1","$2,074","$27,900.4","$30,850.8",$16.6,"$44,594.5","$-2,879.8",-,"$7,087.9","$37,938.7",2015
McDonald's,MCD,"$2,077.9","$1,214.4",$110,$783.2,-,"$4,185.5","$24,557.5","$1,004.5","$2,735.3","$1,744.6","$30,041.9","$34,227.4","$2,747.9","$14,935.7","$2,065.9","$18,626.1","$21,374",$16.6,"$43,294.5","$-1,519.7",-,"$12,853.4","$34,227.4",2014
Abbott Laboratories,ABT,"$7,279","$6,565","$6,570","$2,256",-,"$22,670","$10,154",$799,"$32,494",-,"$50,544","$73,214","$13,841","$13,599",-,"$20,546","$34,387","$24,869","$37,554","$-7,839",-,"$38,827","$73,214",2023
Abbott Laboratories,ABT,"$10,170","$6,218","$6,173","$2,663",-,"$25,224","$9,162",$766,"$33,253",-,"$49,214","$74,438","$15,489","$14,522",-,"$22,044","$37,533","$24,709","$35,257","$-8,051",-,"$36,905","$74,438",2022
Abbott Laboratories,ABT,"$10,249","$6,487","$5,157","$2,346",-,"$24,239","$8,959",$816,"$35,970",-,"$50,957","$75,196","$13,105","$17,296",-,"$26,067","$39,172","$24,470","$31,528","$-8,374",-,"$36,024","$75,196",2021
Abbott Laboratories,ABT,"$7,148","$6,414","$5,012","$1,867",-,"$20,441","$9,029",$821,"$38,528",-,"$52,107","$72,548","$11,907","$18,527",-,"$27,638","$39,545","$24,145","$27,627","$-8,946",-,"$33,003","$72,548",2020
Abbott Laboratories,ABT,"$4,140","$5,425","$4,316","$1,786",-,"$15,667","$8,038",$883,"$40,220",-,"$52,220","$67,887","$10,863","$16,661",-,"$25,723","$36,586","$23,853","$25,847","$-8,465",-,"$31,301","$67,887",2019
Abbott Laboratories,ABT,"$4,086","$5,182","$3,796","$1,568",-,"$14,632","$7,563",$897,"$42,196",-,"$52,541","$67,173","$9,012","$19,359",-,"$27,439","$36,451","$23,512","$24,560","$-7,586",-,"$30,722","$67,173",2018
Abbott Laboratories,ABT,"$9,610","$5,249","$3,601","$1,667",$20,"$20,147","$7,607",$883,"$45,493",$176,"$56,103","$76,250","$8,912","$27,210",-,"$36,240","$45,152","$23,206","$23,978","$-6,062",-,"$31,098","$76,250",2017
Abbott Laboratories,ABT,"$18,775","$3,248","$2,434","$1,806",$513,"$26,776","$5,705","$2,947","$12,222","$2,753","$25,890","$52,666","$6,660","$20,681",$59,"$25,289","$31,949","$13,027","$25,565","$-7,263",-,"$20,717","$52,666",2016
Abbott Laboratories,ABT,"$6,125","$3,418","$2,599","$1,908",$105,"$14,155","$5,730","$4,041","$15,200",$2,"$27,092","$41,247","$9,186","$5,871",-,"$10,735","$19,921","$12,734","$25,757","$-6,658",-,"$21,326","$41,247",2015
Abbott Laboratories,ABT,"$4,460","$3,586","$2,643","$1,975",$892,"$13,556","$5,935",$229,"$16,265","$1,934","$27,651","$41,207","$10,467","$3,393",$108,"$9,101","$19,568","$12,383","$22,874","$-5,053",-,"$21,639","$41,207",2014
Texas Instruments,TXN,"$8,575","$1,787","$3,999",$761,-,"$15,122","$9,999",-,"$4,362","$1,712","$17,226","$32,348","$3,320","$10,624","$1,336","$12,131","$15,451","$1,741","$52,283",$-205,-,"$16,897","$32,348",2023
Texas Instruments,TXN,"$9,067","$1,895","$2,757",$302,-,"$14,021","$6,876",-,"$4,362","$1,135","$13,186","$27,207","$2,985","$8,235","$1,226","$9,645","$12,630","$1,741","$50,353",$-254,-,"$14,577","$27,207",2022
Texas Instruments,TXN,"$9,739","$1,701","$1,910",$335,-,"$13,685","$5,141",-,"$4,362",$748,"$10,991","$24,676","$2,569","$7,241","$1,367","$8,774","$11,343","$1,741","$45,919",$-157,-,"$13,333","$24,676",2021
Texas Instruments,TXN,"$6,568","$1,414","$1,955",$302,-,"$10,239","$3,269",-,"$4,362",$770,"$9,112","$19,351","$2,390","$6,248","$1,305","$7,774","$10,164","$1,741","$42,051",$-360,-,"$9,187","$19,351",2020
Texas Instruments,TXN,"$5,387","$1,074","$2,001",$299,-,"$8,761","$3,303",$300,"$4,702",$468,"$9,257","$18,018","$2,123","$5,303","$1,514","$6,988","$9,111","$1,741","$39,898",$-347,-,"$8,907","$18,018",2019
Texas Instruments,TXN,"$4,233","$1,207","$2,217",$440,-,"$8,097","$3,183",$251,"$4,990",$140,"$9,040","$17,137","$2,474","$4,319","$1,190","$5,669","$8,143","$1,741","$37,906",$-473,-,"$8,994","$17,137",2018
Texas Instruments,TXN,"$4,469","$1,278","$1,957","$1,030",-,"$8,734","$2,664",$268,"$5,308",$86,"$8,908","$17,642","$2,258","$3,577","$1,303","$5,047","$7,305","$1,741","$34,662",$-384,-,"$10,337","$17,642",2017
Texas Instruments,TXN,"$3,490","$1,267","$1,790",$910,-,"$7,457","$2,512",$235,"$5,626",$79,"$8,974","$16,431","$2,264","$2,978",-,"$3,694","$5,958","$1,741","$33,107",$-526,-,"$10,473","$16,431",2016
Texas Instruments,TXN,"$3,218","$1,165","$1,691","$1,000",-,"$7,074","$2,596",$221,"$5,945",$62,"$9,156","$16,230","$2,555","$3,120",-,"$3,729","$6,284","$1,741","$31,176",$-532,-,"$9,946","$16,230",2015
Texas Instruments,TXN,"$3,541","$1,246","$1,784",$850,-,"$7,421","$2,840",$224,"$6,264",$233,"$9,951","$17,372","$2,658","$3,630",-,"$4,324","$6,982","$1,741","$29,653",$-532,-,"$10,390","$17,372",2014
GE Aerospace,GE,"$22,673","$15,466","$16,528",-,"$5,132","$59,799","$12,494","$38,000","$19,080","$21,403","$103,247","$163,045","$50,876","$19,711","$61,346","$83,589","$134,466",$15,"$86,527","$-6,150","$26,962","$28,579","$163,045",2023
GE Aerospace,GE,"$23,419","$14,831","$14,891",-,"$5,241","$58,384","$12,192","$36,027","$19,104","$21,253","$130,467","$188,851","$49,428","$20,320","$58,308","$104,511","$153,938",$15,"$82,983","$-2,272","$34,173","$34,912","$188,851",2022
GE Aerospace,GE,"$28,067","$15,620","$15,847",-,"$6,814","$66,348","$15,609","$42,209","$35,512","$25,164","$132,526","$198,874","$51,953","$30,824","$71,608","$105,308","$157,262",$15,"$85,110","$1,582","$34,691","$41,612","$198,874",2021
GE Aerospace,GE,"$43,849","$16,691","$15,890",-,"$8,423","$84,853","$16,699","$42,549","$35,195","$21,913","$171,358","$256,211","$54,613","$70,189","$86,649","$164,525","$219,138",$702,"$92,247","$-9,749","$34,307","$37,073","$256,211",2020
GE Aerospace,GE,"$45,699","$20,280","$17,215",-,"$19,901","$103,096","$45,879","$38,632","$37,387","$19,619","$162,081","$265,177","$78,865","$67,241","$87,451","$156,450","$235,316",$702,"$87,732","$-11,732","$34,405","$29,861","$265,177",2019
GE Aerospace,GE,"$64,632","$29,487","$13,803",-,-,"$107,922","$43,611",-,"$46,152","$37,417","$203,150","$311,072","$60,451","$88,949","$90,912","$199,142","$259,591",$702,"$93,109","$-14,414","$35,504","$51,481","$311,072",2018
GE Aerospace,GE,"$82,663","$40,846","$19,419",-,-,"$142,928","$53,874",-,"$104,241","$53,469","$226,315","$369,245","$79,296","$108,575","$103,778","$216,450","$295,747",$702,"$117,245","$-14,403","$37,384","$73,498","$369,245",2017
GE Aerospace,GE,"$92,442","$42,262","$22,354",-,-,"$157,058","$50,518",-,"$86,874","$54,083","$208,123","$365,183","$81,580","$105,080","$93,851","$206,114","$287,692",$702,"$139,532","$-18,599","$37,224","$77,491","$365,183",2016
GE Aerospace,GE,"$102,456","$45,856","$22,515",-,-,"$170,827","$54,095",-,"$83,323","$60,771","$322,245","$493,071","$105,080","$144,659","$93,734","$287,852","$392,933",$702,"$140,020","$-16,529","$37,613","$100,138","$493,071",2015
GE Aerospace,GE,"$105,530","$42,943","$17,689",-,-,"$166,162","$48,070",-,"$66,389","$44,622","$488,793","$654,954","$111,669","$186,596","$91,525","$406,452","$518,121",$702,"$155,333","$-18,173","$32,889","$136,833","$654,954",2014
Verizon,VZ,"$2,065","$25,085","$2,057","$7,607",-,"$36,814","$108,310",$953,"$189,567","$19,885","$318,715","$380,255","$53,223","$137,701","$16,560","$233,233","$286,456",$429,"$82,915","$-1,380",-,"$93,799","$380,255",2023
Verizon,VZ,"$2,605","$24,506","$2,388","$8,358",-,"$37,857","$107,434","$1,071","$189,928","$17,260","$315,693","$379,680","$50,171","$140,676","$18,397","$237,046","$287,217",$429,"$82,380","$-1,865",-,"$92,463","$379,680",2022
Verizon,VZ,"$2,921","$23,846","$3,055","$6,906",-,"$36,728","$99,696","$1,061","$187,899","$13,329","$301,985","$366,596","$47,160","$143,425","$13,513","$236,236","$283,396",$429,"$71,993",$-927,-,"$83,200","$366,596",2021
Verizon,VZ,"$22,171","$23,917","$1,796","$6,710",-,"$54,594","$94,833",$589,"$133,055","$10,879","$239,356","$316,481","$39,660","$123,173","$12,008","$207,549","$247,209",$429,"$60,464",$-71,-,"$69,272","$316,481",2020
Verizon,VZ,"$2,594","$25,429","$1,422","$8,028",-,"$37,473","$91,915",$558,"$128,946","$10,141","$231,560","$291,727","$44,868","$100,712","$12,264","$184,024","$228,892",$429,"$53,147",$998,-,"$62,835","$291,727",2019
Verizon,VZ,"$2,745","$25,102","$1,336","$5,453",-,"$34,636","$89,286",$671,"$128,519","$11,717","$230,193","$264,829","$37,930","$86,670","$13,922","$172,189","$210,119",$429,"$43,542","$2,370",-,"$54,710","$264,829",2018
Verizon,VZ,"$2,079","$23,493","$1,034","$3,307",-,"$29,913","$88,568","$1,039","$127,836","$9,787","$227,230","$257,143","$33,037","$113,642","$12,433","$179,419","$212,456",$424,"$35,635","$2,659",-,"$44,687","$257,143",2017
Verizon,VZ,"$2,880","$17,513","$1,202","$3,918",$882,"$26,395","$84,751","$1,110","$122,775","$9,149","$217,785","$244,180","$30,340","$105,433","$12,245","$189,808","$220,148",$424,"$15,059","$2,673",-,"$24,032","$244,180",2016
Verizon,VZ,"$4,820","$13,457","$1,252","$2,034",$792,"$22,355","$83,541",$796,"$119,498","$17,985","$221,820","$244,175","$35,052","$103,240","$12,600","$191,281","$226,333",$424,"$11,246",$550,-,"$17,842","$244,175",2015
Verizon,VZ,"$11,153","$13,993","$1,153","$2,648",$552,"$29,499","$89,947",$802,"$106,629","$5,739","$203,117","$232,616","$27,987","$110,536","$5,574","$190,953","$218,940",$424,"$2,447","$1,111",-,"$13,676","$232,616",2014
Intuit,INTU,"$3,662",$434,-,$354,$420,"$5,557",$969,$105,"$20,199",$417,"$22,223","$27,780","$3,790","$6,120",$117,"$6,721","$10,511",$3,"$15,067",$-55,-,"$17,269","$27,780",2023
Intuit,INTU,"$3,281",$539,-,$287,$431,"$5,047",$888,$98,"$20,797",$344,"$22,687","$27,734","$3,630","$6,415",$87,"$7,663","$11,293",$3,"$13,581",$-60,-,"$16,441","$27,734",2022
Intuit,INTU,"$3,870",$514,-,$184,$457,"$5,157",$780,$43,"$8,865",$283,"$10,359","$15,516","$2,655","$2,034",$53,"$2,992","$5,647",$3,"$12,296",$-24,-,"$9,869","$15,516",2021
Intuit,INTU,"$7,050",$161,-,$314,$455,"$7,980",$734,$19,"$1,682",$225,"$2,951","$10,931","$3,529","$2,031",$42,"$2,296","$5,825",$3,"$10,885",$-32,-,"$5,106","$10,931",2020
Intuit,INTU,"$2,740",$152,-,$266,$436,"$3,594",$780,$13,"$1,709",$186,"$2,689","$6,283","$1,966",$386,$145,$568,"$2,534",$3,"$9,621",$-36,-,"$3,749","$6,283",2019
Intuit,INTU,"$1,716",$137,-,$202,$367,"$2,422",$812,$13,"$1,672",$215,"$2,712","$5,134","$1,743",$388,$119,$575,"$2,318",$3,"$8,564",$-36,-,"$2,816","$5,134",2018
Intuit,INTU,$777,$166,-,$100,$372,"$1,415","$1,030",$31,"$1,317",$143,"$2,653","$4,068","$1,944",$438,$130,$770,"$2,714",$3,"$7,297",$-22,-,"$1,354","$4,068",2017
Intuit,INTU,"$1,080",$128,-,$102,$304,"$1,614","$1,031",$28,"$1,326",$112,"$2,636","$4,250","$2,251",$488,$146,$838,"$3,089",$3,"$6,687",$-32,-,"$1,161","$4,250",2016
Intuit,INTU,"$1,697",$175,-,$94,$337,"$2,560",$682,$27,"$1,353",$106,"$2,408","$4,968","$1,744",$500,$172,$892,"$2,636",$3,"$6,027",$-30,-,"$2,332","$4,968",2015
Intuit,INTU,"$1,914",$150,-,$115,$289,"$2,621",$589,$31,"$1,456",$108,"$2,580","$5,201","$1,421",$499,$166,$702,"$2,123",$3,"$5,949",$-2,-,"$3,078","$5,201",2014
HSBC,HSBC,"$944,229",-,-,-,-,"$1,995,666",-,"$741,845","$12,487","$280,925","$1,043,011","$3,038,677","$2,210,869","$118,871","$515,089","$635,198","$2,846,067","$9,631","$143,241",-,-,"$192,610","$3,038,677",2023
HSBC,HSBC,"$906,247",-,-,-,-,"$1,934,283",-,"$721,926","$11,419","$273,298","$1,015,003","$2,949,286","$2,099,894","$100,439","$562,784","$664,195","$2,764,089","$10,147","$133,276",-,-,"$185,197","$2,949,286",2022
HSBC,HSBC,"$947,448",-,-,-,-,"$2,076,398",-,"$715,343","$20,622","$140,952","$881,541","$2,957,939","$2,284,273","$99,044","$363,172","$466,889","$2,751,162","$10,316","$150,918",-,-,"$206,777","$2,957,939",2021
HSBC,HSBC,"$816,746",-,-,-,-,"$1,936,349",-,"$865,523","$20,443","$157,366","$1,047,815","$2,984,164","$2,198,780","$117,443","$458,633","$580,389","$2,779,169","$10,347","$149,405",-,-,"$204,995","$2,984,164",2020
HSBC,HSBC,"$697,815",-,-,-,-,"$1,803,761",-,"$749,161","$20,163","$137,435","$911,391","$2,715,152","$2,006,423","$129,155","$383,531","$516,061","$2,522,484","$10,319","$138,806",-,-,"$192,668","$2,715,152",2019
HSBC,HSBC,"$690,675",-,-,-,-,"$1,744,538",-,"$673,524","$24,357","$111,255","$813,586","$2,558,124","$1,915,892","$107,779","$337,585","$447,983","$2,363,875","$10,180","$140,097",-,-,"$194,249","$2,558,124",2018
HSBC,HSBC,"$682,958",-,-,-,-,"$1,715,254",-,"$659,305","$23,374","$115,783","$803,176","$2,518,430","$1,880,445","$92,397","$347,750","$441,761","$2,322,206","$10,160","$146,057",-,-,"$196,224","$2,518,430",2017
HSBC,HSBC,"$553,867",-,-,-,-,"$1,503,497",-,"$778,926","$21,346","$65,054","$871,489","$2,374,986","$1,706,816","$86,899","$397,070","$485,592","$2,192,408","$10,096","$135,561",-,-,"$182,578","$2,374,986",2016
HSBC,HSBC,"$499,646",-,-,-,-,"$1,514,501",-,"$764,980","$24,605","$99,519","$895,155","$2,409,656","$1,671,278","$111,651","$427,449","$540,860","$2,212,138","$9,842","$151,085",-,-,"$197,518","$2,409,656",2015
HSBC,HSBC,"$629,827",-,-,-,-,"$1,716,636",-,"$806,330","$27,577","$76,485","$917,503","$2,634,139","$1,849,900","$122,611","$460,126","$584,261","$2,434,161","$9,609","$157,388",-,-,"$199,978","$2,634,139",2014
ARM Holdings,ARM,"$2,923",$781,-,$157,$336,"$4,197",$215,$741,"$1,777",$510,"$3,730","$7,927","$1,505",-,$798,"$1,127","$2,632",$2,"$2,751",$371,-,"$5,295","$7,927",2023
ARM Holdings,ARM,"$2,215",$999,-,$169,$154,"$3,537",$185,$723,"$1,758",$318,"$3,329","$6,866","$1,363",-,$997,"$1,452","$2,815",$2,"$2,457",$376,-,"$4,051","$6,866",2022
ARM Holdings,ARM,"$1,635","$1,124",-,$167,$166,"$3,092",$188,$736,"$1,841",$289,"$3,418","$6,510","$1,395",-,"$1,058","$1,567","$2,962",$2,"$1,933",$399,-,"$3,548","$6,510",2021
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2020
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2019
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2018
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2017
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2016
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2015
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,,2014
