Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Phillips 66,PSX,1.5046,0.2612,0.3918,15.7954,2.2157,2.2157,2.8478,3.5636,2.9539,3.3109,39.9611,22.2208,16.426,18.5642,22.9021,8.4018,13.7144,40.3326,-3.5619,-7.2897,2014
Moderna,MRNA,3.4245,0.0399,0.0415,31.469,-61.9013,-61.9013,-53.7237,-57.5643,-68.8376,0.3716,23.2327,7.6771,47.5438,-34.0263,-34.0263,-25.5834,-32.6703,36.267,-20.1359,-21.0251,2023
Moderna,MRNA,2.7282,0.0455,0.0477,71.8839,48.902,48.902,50.8695,49.7067,43.4097,0.745,5.7071,13.9083,26.2433,43.7275,43.7275,32.3382,41.737,49.6701,-19.6273,-19.93,2022
Moderna,MRNA,1.7606,0.0406,0.0423,85.8319,71.9831,71.9831,73.5315,71.9236,66.0603,0.7488,1.8161,5.8176,62.7402,86.2637,86.2637,49.4629,82.7591,35.0993,26.2807,25.8003,2021
Moderna,MRNA,1.435,0.0412,0.043,99.0037,-95.0187,-95.0187,-89.9128,-92.6526,-93.0262,0.1094,0.1702,0.5773,632.2727,-29.1683,-29.1683,-10.1813,-27.9671,6.4185,6.7069,6.6251,2020
Moderna,MRNA,7.8874,0.0319,0.0329,100,-910.0001,-910.0001,-864.9999,-858.3333,-856.6667,0.0377,-,11.1753,32.6614,-43.7518,-43.7518,-32.3388,-42.3569,3.4909,2.6923,3.8995,2019
Moderna,MRNA,7.0152,-,-,100,-305.9689,-305.9689,-288.9434,-284.6033,-297.522,0.0688,-,10.7325,34.009,-25.1421,-25.1421,-19.6078,-25.1421,4.654,1.0604,0.662,2018
Moderna,MRNA,4.0908,-,-,100,-130.8665,-130.8665,-120.361,-124.3756,-131.1022,0.1898,-,15.3406,23.7931,46.415,46.415,-23.5978,46.415,-8.4556,-6.238,-6.5978,2017
Moderna,MRNA,6.6778,-,-,100,-206.4384,-206.4384,-190.2091,-198.5018,-212.4746,0.0765,-,8.0157,45.5358,64.5772,64.5772,-15.2566,64.5772,-5.2691,1.0986,0.5529,2016
Moderna,MRNA,,,,,,,,,,,,,,,,,,,,,2015
Moderna,MRNA,,,,,,,,,,,,,,,,,,,,,2014
Arthur J Gallagher,AJG,1.0338,0.3931,0.7365,43.5936,14.7122,14.7122,21.6275,11.7664,9.6258,0.1951,-,2.6599,137.2243,8.9318,-18.2485,1.8715,5.4205,49.9091,2.7903,2.7585,2023
Arthur J Gallagher,AJG,1.0444,0.3771,0.6654,43.5981,18.5239,18.5239,25.5362,15.5194,13.0307,0.2229,-,2.9372,124.2663,12.1434,-30.398,2.9094,7.5646,43.3705,-0.2426,-0.4733,2022
Arthur J Gallagher,AJG,1.0559,0.4043,0.7341,37.8676,14.632,14.632,21.5302,11.8779,11.0459,0.2462,-,0.6985,522.5572,11.1564,-23.5216,2.864,6.6457,41.0556,-2.5504,-2.6614,2021
Arthur J Gallagher,AJG,1.0976,0.4063,0.7292,37.9091,15.2393,15.2393,23.2695,12.435,11.6911,0.3136,-,1.0882,335.4189,13.7677,-37.403,3.8426,8.1734,32.1771,3.0016,3.2224,2020
Arthur J Gallagher,AJG,1.022,0.4225,0.8833,34.7839,11.2008,11.2008,17.7943,8.7019,9.2953,0.3664,-,1.3277,274.9143,13.7245,-26.2998,3.6456,7.9255,27.7273,2.1566,2.0946,2019
Arthur J Gallagher,AJG,1.0553,0.4035,0.7901,30.1659,8.9097,8.9097,14.9524,6.9138,9.1361,0.4245,-,1.4275,255.6948,14.7909,-36.9566,4.138,8.8225,24.8353,-0.5818,-0.5404,2018
Arthur J Gallagher,AJG,1.0801,0.385,0.7287,29.856,7.7436,7.7436,13.9174,5.7577,7.702,0.4191,-,1.5306,238.4737,12.0218,-34.2386,3.4669,7.3932,23.7553,1.0495,1.5609,2017
Arthur J Gallagher,AJG,0.9576,0.3697,0.7791,30.5378,7.8056,7.8056,13.9812,5.8727,6.9853,0.4944,-,3.0792,118.5375,11.7703,-24.7398,3.7451,7.4185,20.5036,-0.32,-0.9693,2016
Arthur J Gallagher,AJG,1.0064,0.3597,0.6653,29.8939,7.3529,7.3529,13.5505,5.4428,6.6167,0.4942,-,3.1098,117.3707,10.5499,-23.2507,3.5663,6.7553,20.8491,1.1317,1.0883,2015
Arthur J Gallagher,AJG,1.0463,0.3913,0.724,30.2605,8.2244,8.2244,13.8204,6.3007,6.5579,0.4622,-,3.1634,115.3815,9.9089,-17.0529,3.2717,6.0312,20.0796,-0.0248,0.1642,2014
3M,MMM,1.0707,0.7289,3.294,43.4626,-27.9306,-27.9306,-21.8506,-29.6441,-21.4039,0.6461,3.8318,6.8802,53.0507,-143.3648,56.8091,-13.7979,-38.8672,8.8096,2.2097,2.2379,2023
3M,MMM,1.5424,0.4866,1.0791,43.8137,19.1037,19.1037,24.453,18.6742,16.8775,0.7368,3.58,7.5527,48.3269,39.2079,-212.9827,12.4658,20.1279,26.8915,-2.8852,-2.9625,2022
3M,MMM,1.7048,0.5151,1.1486,46.8392,20.8429,20.8429,26.2594,20.3762,16.7473,0.7511,3.7703,7.5869,48.1092,39.2208,-162.1274,12.5956,19.0197,26.4355,-1.1997,-1.4931,2021
3M,MMM,1.885,0.5818,1.4535,48.406,22.2502,22.2502,28.1879,21.113,16.9308,0.6798,3.9172,6.8404,53.3596,42.17,-81.3152,11.5178,17.6358,22.3817,1.8517,2.187,2020
3M,MMM,1.4065,0.6337,2.006,46.6766,19.2121,19.2121,24.1692,17.5598,14.0559,0.7196,4.1451,6.7076,54.4161,44.7265,-46.7052,10.1413,16.3833,17.6048,1.3874,0.8782,2019
3M,MMM,1.8925,0.5766,1.4848,49.0859,21.996,21.996,26.5375,21.3643,16.3254,0.8977,3.8209,6.5269,55.9225,54.4578,-187.5175,14.6932,23.0577,17.0802,0.5116,0.4881,2018
3M,MMM,1.8573,0.51,1.2002,49.2845,24.2979,24.2979,29.1752,23.8431,15.3457,0.8334,3.9799,6.4461,56.623,41.8947,-266.5024,12.8175,20.5287,19.5366,-0.5833,-0.5428,2017
3M,MMM,1.8855,0.508,1.1264,49.7891,23.3385,23.3385,28.2341,23.4249,16.7724,0.915,4.4662,6.8554,53.2426,48.9026,-442.5197,15.3711,24.0617,17.3329,0.6924,0.732,2016
3M,MMM,1.5434,0.4329,0.9415,49.1874,22.9438,22.9438,27.6838,22.5375,15.9642,0.9207,4.3727,7.2879,50.0829,42.2131,-1267.278,14.7219,23.9405,18.8207,0.0662,-0.1234,2015
3M,MMM,2.0629,0.3378,0.5183,48.314,22.4223,22.4223,26.8471,22.0798,15.5746,1.0196,4.4379,7.5085,48.6116,38.0307,107.3223,16.0146,25.1827,20.6917,1.6224,1.787,2014
PACCAR,PCAR,2.3987,0.352,0.8964,23.4381,18.4423,18.4423,21.0724,16.2785,13.0975,0.8605,10.4375,1.7768,205.423,28.9745,28.9745,11.27,18.7762,30.3436,2.1977,2.3061,2023
PACCAR,PCAR,2.5103,0.374,0.8712,19.1838,13.5338,13.5338,16.2757,13.3544,10.4498,0.8661,10.5926,1.8343,198.9879,22.8722,22.8722,9.0505,14.3179,25.2243,1.5998,1.6512,2022
PACCAR,PCAR,2.5291,0.3808,0.8998,18.8328,10.4565,10.4565,14.2967,10.1874,7.9308,0.7971,9.6621,1.7429,209.4184,16.0902,16.0902,6.3217,9.9638,33.3832,-1.5479,-0.9533,2021
PACCAR,PCAR,2.6084,0.4195,1.0446,19.52,9.571,9.571,15.1721,8.872,6.9477,0.6627,12.3355,1.4386,253.7119,12.5236,12.5236,4.6044,7.2697,19.9846,0.244,0.9036,2020
PACCAR,PCAR,2.322,0.4229,1.1563,19.7038,12.5814,12.5814,16.7897,12.1064,9.3278,0.9026,17.8248,1.9116,190.9443,24.6021,24.6021,8.4196,14.198,18.6853,-0.1831,-0.3705,2019
PACCAR,PCAR,2.3323,0.4272,1.158,19.4533,12.3082,12.3082,16.7946,11.9605,9.3426,0.922,15.9745,1.933,188.8281,25.5455,25.5455,8.6142,14.6315,16.528,0.5401,0.6784,2018
PACCAR,PCAR,2.486,0.4248,1.103,19.6722,11.6337,11.6337,17.3259,11.1701,8.61,0.83,16.8342,1.7974,203.0759,20.8087,20.8087,7.1467,11.9691,15.2558,0.7703,1.0546,2017
PACCAR,PCAR,2.695,0.4707,1.2505,20.5462,7.2887,7.2887,13.119,6.6364,3.0628,0.8253,18.5952,1.7561,207.849,7.6974,7.6974,2.5278,4.0741,12.884,-0.4318,-0.876,2016
PACCAR,PCAR,2.5691,0.455,1.2379,19.9999,12.8589,12.8589,17.6044,12.2265,8.3913,0.9055,19.1991,1.8772,194.4352,23.1111,23.1111,7.5984,12.5948,13.1709,0.8162,-1.8073,2015
PACCAR,PCAR,2.5212,0.4528,1.2188,18.505,11.3171,11.3171,14.6465,10.6206,7.1527,0.9213,16.7242,1.8828,193.8591,20.1208,20.1208,6.5901,11.0097,12.7,-0.4832,2.5655,2014
Workday,WDAY,1.9662,0.2694,0.3687,75.6027,2.521,2.521,7.2875,4.9043,19.0247,0.4412,-,4.4289,82.4129,17.0874,27.6034,8.3941,12.4842,30.6297,1.598,2.1514,2023
Workday,WDAY,1.7519,0.3476,0.5329,72.4099,-3.5714,-3.5714,4.4241,-4.1828,-5.9041,0.4609,-,3.9592,92.1895,-6.5712,-15.0472,-2.7213,-4.2869,21.648,0.0035,-0.37,2022
Workday,WDAY,1.0289,0.1198,0.4057,72.2125,-2.2572,-2.2572,7.1998,0.3113,0.5643,0.4895,-,4.1359,88.2524,0.6395,2.2239,0.2762,0.5628,18.0681,1.1476,1.1773,2021
Workday,WDAY,1.1213,0.1743,0.5476,72.2526,-5.7573,-5.7573,4.8958,-6.3718,-6.5408,0.4953,-,4.1821,87.2758,-8.6164,-23.3495,-3.2395,-7.1146,13.489,1.5459,1.5496,2020
Workday,WDAY,1.0422,0.2905,0.5076,70.6315,-13.8462,-13.8462,-2.2408,-13.3008,-13.2519,0.5321,-,4.1332,88.3093,-19.331,-133.9338,-7.0518,-13.7158,10.7179,1.0073,0.8687,2019
Workday,WDAY,1.111,0.3318,0.6152,70.4147,-16.4158,-16.4158,-4.7467,-15.0151,-14.8204,0.5112,-,4.0049,91.1381,-21.3567,-157.1943,-7.5761,-14.2716,8.8218,0.5569,0.304,2018
Workday,WDAY,1.9219,0.4212,0.9437,70.63,-14.1491,-14.1491,-3.0807,-14.6887,-14.989,0.4332,-,4.0572,89.9633,-20.3258,-23.1636,-6.4927,-11.7655,7.4546,0.4726,0.4009,2017
Workday,WDAY,1.9642,0.2951,0.4186,69.2878,-22.4262,-22.4262,-11.1131,-24.4857,-24.434,0.4817,-,3.8422,94.9987,-30.1345,-35.9711,-11.7707,-21.242,6.2887,0.4078,0.5017,2016
Workday,WDAY,2.5603,0.3088,0.4467,67.6294,-21.5952,-21.5952,-8.8456,-23.691,-23.7789,0.4237,-,3.9423,92.5862,-24.2086,-25.6972,-10.0747,-16.7342,5.8264,0.8058,0.6666,2015
Workday,WDAY,3.2879,0.2997,0.4309,66.3896,-27.3782,-27.3782,-14.3475,-31.2203,-31.4754,0.3352,-,4.1828,87.2621,-22.0238,-22.7257,-10.552,-15.4224,5.9892,0.2852,0.0755,2014
General Motors,GM,1.0759,0.5483,1.7853,11.137,5.4108,5.4108,12.3288,5.7745,5.8321,0.6293,9.2767,3.3397,109.2906,14.4305,15.5384,3.6036,6.5182,56.8242,4.2548,2.3258,2023
General Motors,GM,1.1018,0.5135,1.5947,13.3863,6.5805,6.5805,13.7838,6.8651,5.6879,0.5936,8.8347,3.3379,109.3498,13.4984,14.4949,3.6771,6.5669,51.3764,0.6876,-0.5657,2022
General Motors,GM,1.1034,0.5348,1.6619,14.0767,7.3415,7.3415,16.8302,8.9879,7.7454,0.519,8.4021,3.7307,97.837,15.1105,16.3763,4.0639,7.0296,43.8767,-1.2142,-2.1414,2021
General Motors,GM,1.0127,0.595,2.2122,11.1622,5.4162,5.4162,15.8787,6.0587,5.1002,0.5208,10.6315,3.5768,102.0456,12.7242,14.2214,2.6876,5.1534,35.4836,1.1218,2.7703,2020
General Motors,GM,0.8832,0.5892,2.2483,10.1809,3.9938,3.9938,14.2811,4.4944,4.7954,0.6018,11.8547,4.1091,88.8264,14.507,16.4131,2.9236,5.959,32.8264,-0.2226,2.2758,2019
General Motors,GM,0.9156,0.6307,2.4534,9.5852,3.0228,3.0228,12.3183,4.3428,5.3832,0.6468,13.5446,4.4028,82.9019,18.877,21.7082,3.552,6.971,30.555,-0.9528,1.7138,2018
General Motors,GM,0.8941,0.6501,2.6027,12.5223,5.949,5.949,14.3707,6.6839,-2.6651,0.6852,11.9438,5.0754,71.9154,0.9116,1.0873,0.1553,0.319,25.8571,1.0362,3.5526,2017
General Motors,GM,0.8946,0.538,1.7044,12.7567,5.8223,5.8223,12.4042,6.5195,6.319,0.6729,11.7892,6.0089,60.7428,21.0301,24.4397,4.1811,9.7158,29.3833,3.4015,3.1747,2016
General Motors,GM,0.9746,0.5192,1.5651,12.8392,4.0803,4.0803,9.5966,4.5519,7.1372,0.6984,8.5948,5.1434,70.9642,23.783,27.8974,4.9347,11.4341,26.882,1.2124,1.6131,2015
General Motors,GM,1.2737,0.4682,1.2954,8.8553,0.9812,0.9812,5.6231,1.3801,1.7983,0.8785,10.4179,6.0896,59.9388,11.1537,13.5679,2.2636,5.9311,22.515,-1.572,-0.9456,2014
Nu Holdings,NU,-,0.1507,0.1774,-,-,-,-,41.52,27.8008,0.0852,-,-,-,16.086,18.0384,2.3691,13.6626,1.3442,0.0991,0.0992,2023
Nu Holdings,NU,-,0.1069,0.1197,-,-,-,-,-16.7934,-19.8203,0.0614,-,-,-,-7.4555,-8.4578,-1.2181,-6.6583,1.0417,1.9897,1.9892,2022
Nu Holdings,NU,-,0.0342,0.0354,-,-,-,-,-20.0185,-19.4101,0.0428,-,-,-,-3.7216,-4.1663,-0.8326,-3.5944,0.9637,-2.5689,-2.5703,2021
Nu Holdings,NU,-,0.288,0.4045,-,-,-,-,-42.5761,-37.7963,0.0447,-,-,-,-39.1433,-40.3595,-1.6889,-27.8708,0.1104,0.7408,0.7384,2020
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,2019
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,2018
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,2017
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,2016
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,2015
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,2014
CRH,CRH,1.6863,0.3147,0.5469,34.2299,12.8101,12.8101,17.4826,11.4853,9.0933,0.7362,5.3568,7.7544,47.0702,14.4313,27.7031,6.4716,9.8893,30.7586,1.9069,1.4084,2023
CRH,CRH,1.8447,0.2638,0.4239,33.0502,11.4873,11.4873,16.3066,10.5767,11.8021,0.7221,5.2237,7.61,47.9632,11.8737,21.6874,5.9556,8.7411,30.5362,-0.3776,-0.8876,2022
CRH,CRH,1.8525,0.3221,0.5014,33.7465,11.8024,11.8024,17.8457,10.6245,8.7824,0.6538,5.3586,6.334,57.6257,11.677,22.0676,5.4668,7.9152,27.1469,0.3729,-0.0839,2021
CRH,CRH,2.0063,0.35,0.6003,33.2113,8.2358,8.2358,14.3763,6.0318,4.0671,0.6138,5.9111,6.6926,54.5376,5.7257,10.615,2.5921,3.7213,25.9276,0.1729,-2.0532,2020
CRH,CRH,1.3414,0.3193,0.8061,32.9625,9.2564,9.2564,15.6086,7.7527,6.1034,0.5909,6.1231,6.6146,55.1808,8.3885,16.2106,3.4592,5.7096,24.8733,2.1242,0.6587,2019
CRH,CRH,1.5646,0.3444,0.5628,32.2434,8.0366,8.0366,12.262,6.9504,9.3953,0.7617,5.9301,6.5517,55.7105,8.6752,17.6826,4.0827,5.6867,23.1913,-0.2619,3.5083,2018
CRH,CRH,1.6201,0.3384,0.5325,32.9778,8.5289,8.5289,12.7795,7.4029,7.5139,0.7973,6.2258,6.6456,54.9237,12.0994,23.3415,5.7282,8.0046,20.177,-0.1625,-0.5111,2017
CRH,CRH,1.5927,0.3422,0.5394,32.6041,7.4786,7.4786,11.4633,6.4234,4.586,0.8579,6.2154,6.8049,53.6377,8.7938,19.0063,4.0198,5.7838,19.1868,0.0471,-0.7188,2016
CRH,CRH,1.4754,0.3846,0.6808,30.6368,5.403,5.403,9.2025,4.3706,3.0633,0.7384,5.7062,5.9355,61.4948,5.3829,12.7359,2.2776,3.3123,18.2537,0.8309,0.2192,2015
CRH,CRH,2.2568,0.347,0.5752,33.9626,-11.4234,-11.4234,-7.5163,4.712,3.0774,0.7335,5.9412,6.0738,60.0945,4.874,8.249,2.2574,3.1825,-,0.238,1.5423,2014
