Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Suncor Energy,SU,0.9401,0.2346,0.3577,64.0822,8.1202,8.1202,35.2356,6.4967,7.4354,0.4359,3.7235,9.3164,39.1784,6.8955,7.4364,3.2415,5.278,20.6824,0.0202,-0.0102,2019
Suncor Energy,SU,0.8439,0.2399,0.3943,60.3653,12.7815,12.7815,27.4996,12.7815,8.4466,0.4352,4.8914,11.7428,31.083,7.4832,8.0427,3.6761,5.6879,21.4265,0.8567,0.6249,2018
Suncor Energy,SU,1.0021,0.2276,0.3433,62.2141,18.3864,18.3864,35.7938,18.3864,13.8551,0.3595,3.5058,9.3617,38.9888,9.8231,10.5335,4.9813,7.5874,21.3338,1.493,2.1806,2017
Suncor Energy,SU,1.3575,0.2651,0.3905,59.4,1.969,1.969,24.6514,0.3189,1.6093,0.304,3.3793,7.5795,48.156,0.9971,1.0709,0.5017,0.7327,20.2076,-1.0669,-0.5828,2016
Suncor Energy,SU,1.4613,0.2706,0.392,57.2945,1.4151,1.4151,26.6846,-6.8295,-6.7217,0.3828,4.1019,9.024,40.4476,-5.1103,-5.5478,-2.5733,-3.7272,21.1554,-1.799,-1.0926,2015
Suncor Energy,SU,1.6658,0.2309,0.3204,54.7913,14.6432,14.6432,29.8074,11.3361,6.6658,0.5082,5.2813,8.1716,44.6672,9.767,10.5487,5.1002,7.512,-,-1.0052,-1.3989,2014
GE Vernova,GEV,0.9359,-,-,14.495,-2.7769,-2.7769,0.1233,-0.3911,-1.3177,0.7207,3.4437,4.4384,82.2373,-5.6563,-16.3392,-1.0277,-5.6563,-,-,-,2023
GE Vernova,GEV,0.9946,-,-,11.6612,-9.7154,-9.7154,-3.6555,-8.3429,-9.2264,0.6668,3.3189,4.4835,81.4093,-23.4514,-43.42,-6.1208,-23.4514,-,-,-,2022
GE Vernova,GEV,-,-,-,14.9821,-2.6783,-2.6783,0.8847,-2.6177,-1.9178,-,-,-,-,-,-,-,-,-,-,-,2021
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2020
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2019
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2018
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2017
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2016
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2015
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,2014
Ross Stores,ROST,1.7674,0.3122,0.5051,27.361,11.3249,11.3249,13.3833,12.1303,9.1992,1.425,6.7519,155.8275,2.3423,38.4807,38.4807,13.1084,26.4675,14.5338,2.5582,2.1923,2023
Ross Stores,ROST,1.8989,0.3642,0.5728,25.4046,10.6459,10.6459,12.7568,10.6307,8.0876,1.3935,6.8922,128.3226,2.8444,35.2574,35.2574,11.27,22.4169,12.5122,-0.0221,-0.3398,2022
Ross Stores,ROST,1.773,0.3766,0.604,27.5284,12.3326,12.3326,14.2393,11.9397,9.1064,1.3868,6.0598,158.6308,2.3009,42.4278,42.4278,12.6287,26.451,11.5434,-1.4177,-1.8514,2021
Ross Stores,ROST,1.687,0.4266,0.7637,21.4897,1.5139,1.5139,4.4205,0.8482,0.6813,0.9854,6.52,108.9067,3.3515,2.5947,2.5947,0.6714,1.4878,9.2303,0.3211,0.7157,2020
Ross Stores,ROST,1.2705,0.0852,0.0931,28.0745,13.381,13.381,15.5687,13.4939,10.3555,1.7157,6.2959,156.8828,2.3266,49.4434,49.4434,17.767,45.2305,9.4156,0.4668,0.0395,2019
Ross Stores,ROST,1.694,0.0864,0.0945,28.4129,13.6197,13.6197,15.8245,13.6875,10.5947,2.467,6.1278,154.9311,2.3559,48.0211,48.0211,26.1366,43.8744,8.9771,1.1708,0.985,2018
Ross Stores,ROST,1.6358,0.0928,0.1302,28.9506,14.4919,14.4919,16.7075,14.4376,9.6412,2.4702,6.1171,160.8633,2.269,44.6906,44.6906,23.8158,40.5424,8.0326,0.4277,0.2571,2017
Ross Stores,ROST,1.6052,0.1261,0.1443,28.7023,14.0101,14.0101,16.3612,13.8819,8.6864,2.4234,6.0637,171.2052,2.1319,40.6713,40.6713,21.0507,35.543,7.0122,0.6836,0.8324,2016
Ross Stores,ROST,1.48,0.1381,0.1602,28.1669,13.6045,13.6045,15.9062,13.4988,8.5483,2.4522,6.0439,162.1688,2.2507,41.289,41.289,20.9619,35.5877,6.1441,-0.0204,0.6235,2015
Ross Stores,ROST,1.3558,0.1479,0.1736,28.1092,13.4794,13.4794,15.5892,13.4524,8.3749,2.3556,5.7828,150.682,2.4223,40.5721,40.5721,19.728,34.5721,5.4929,0.9159,0.6445,2014
Valero Energy,VLO,1.5606,0.2618,0.404,8.933,8.1912,8.1912,10.0569,8.129,6.103,2.2958,17.3855,11.5582,31.5794,32.0748,32.0748,14.5093,23.6763,85.5801,-5.608,-4.1035,2023
Valero Energy,VLO,1.3821,0.2924,0.4568,9.5225,8.8954,8.8954,10.2975,8.6783,6.5358,2.8924,23.6355,14.7985,24.6647,46.6429,46.6429,19.4795,33.0027,68.4386,17.3569,15.953,2022
Valero Energy,VLO,1.256,0.3888,0.6999,2.7453,1.8688,1.8688,3.9789,1.3538,0.816,1.9689,17.6932,10.9826,33.2345,6.4995,6.4995,2.225,3.9725,48.4291,12.0664,12.629,2021
Valero Energy,VLO,1.7068,0.4153,0.7472,-1.14,-2.4325,-2.4325,1.1893,-3.0965,-2.1891,1.2538,10.8731,10.6256,34.3509,-5.6359,-5.6359,-2.1381,-3.295,48.0944,-11.0307,-12.1381,2020
Valero Energy,VLO,1.4414,0.2894,0.4292,4.4108,3.5412,3.5412,5.6229,3.2181,2.2359,2.0111,14.7649,12.0521,30.2853,12.3536,12.3536,5.1686,8.7785,55.0609,3.1473,2.4243,2019
Valero Energy,VLO,1.6482,0.2807,0.4007,4.7798,3.9066,3.9066,5.6745,3.6161,2.6676,2.3334,17.0605,15.9337,22.9074,14.7508,14.7508,6.6853,10.6101,54.4329,-2.1343,-1.9529,2018
Valero Energy,VLO,1.7444,0.2765,0.3874,4.7936,3.7912,3.7912,5.9044,3.4124,4.3254,1.8737,14.0155,13.577,26.8837,18.1485,18.1485,8.2858,13.1311,52.7774,1.959,0.4385,2017
Valero Energy,VLO,2.0173,0.2744,0.3837,13.804,4.671,4.671,7.1743,4.2057,3.0254,1.6386,11.4232,12.8214,28.4681,11.5901,11.5901,5.2347,8.4099,46.1881,-0.8341,-0.3524,2016
Valero Energy,VLO,2.1301,0.2524,0.3435,14.98,7.2411,7.2411,9.339,6.8004,4.5442,1.9853,12.657,18.7535,19.463,19.2048,19.2048,9.2726,14.3582,45.1422,3.2201,4.0464,2015
Valero Energy,VLO,1.6647,0.2139,0.3006,9.7085,4.5107,4.5107,5.8023,4.2432,2.7743,2.8725,17.838,21.8949,16.6705,17.7697,17.7697,8.2876,13.9691,41.3067,-2.1514,-2.3432,2014
Public Storage,PSA,-,0.4739,0.9007,-,50.7473,50.7473,72.2197,48.0542,43.1358,0.2281,-,-,-,37.522,22.2242,10.9046,11.2446,57.5334,0.749,0.4487,2023
Public Storage,PSA,-,0.4033,0.6758,-,51.1863,51.1863,72.4228,104.7448,99.0466,0.2383,-,-,-,75.0632,43.9516,24.8758,25.6272,58.0078,3.1953,1.9539,2022
Public Storage,PSA,-,0.4441,0.799,-,49.5608,49.5608,70.4468,57.7314,50.7182,0.1965,-,-,-,37.2889,21.6477,11.2747,11.6433,53.4179,2.7899,1.7026,2021
Public Storage,PSA,-,0.2288,0.2967,-,48.4088,48.4088,67.388,47.2438,37.6779,0.2467,-,-,-,28.4514,16.2588,11.5197,12.2392,49.1282,-0.1492,0.4972,2020
Public Storage,PSA,-,0.1732,0.2095,-,51.3778,51.3778,69.3427,50.7138,44.5786,0.2512,-,-,-,30.4238,17.1929,13.4236,13.8921,52.0566,0.0071,0.0624,2019
Public Storage,PSA,-,0.1338,0.1544,-,51.2437,51.2437,68.7702,50.9542,53.955,0.2525,-,-,-,33.5413,19.2193,15.7136,16.2662,52.5164,0.5112,0.3807,2018
Public Storage,PSA,-,0.1377,0.1597,-,53.3306,53.3306,70.3634,53.5585,43.9047,0.2486,-,-,-,29.3249,16.555,13.4956,13.9333,51.5629,0.1407,-0.4679,2017
Public Storage,PSA,-,0.0397,0.0414,-,53.6797,53.6797,70.6024,54.1065,46.2354,0.2528,-,-,-,28.7819,15.8246,14.4165,14.8533,54.485,1.1119,0.7862,2016
Public Storage,PSA,-,0.0335,0.0347,-,51.7282,51.7282,69.615,52.3972,44.2143,0.2436,-,-,-,25.6228,14.6635,13.4757,13.8461,53.1898,0.8144,0.4047,2015
Public Storage,PSA,-,0.0067,0.0068,-,48.4729,48.4729,68.5489,49.0854,41.7112,0.2218,-,-,-,22.1906,12.3937,11.7119,12.0143,55.1313,0.9788,0.6196,2014
Ford Motor,F,1.1965,0.6994,3.4869,14.553,3.0978,3.0978,6.8,2.2515,2.4672,0.6447,9.6192,11.2936,32.3193,10.115,10.115,1.5839,3.0409,10.2954,1.9844,1.6568,2023
Ford Motor,F,1.2024,0.6729,3.2193,14.9693,3.9707,3.9707,8.0787,-1.9082,-1.2533,0.6177,9.5452,10.0488,36.3229,-4.9853,-4.9853,-0.841,-1.6306,10.3842,-2.2062,-2.3731,2022
Ford Motor,F,1.2014,0.6452,2.8401,15.9086,3.3174,3.3174,7.6888,13.0408,13.156,0.5304,9.5028,11.9913,30.4388,36.8352,36.8352,6.9679,13.0709,11.7473,-2.195,-2.2933,2021
Ford Motor,F,1.2012,0.7817,5.2476,11.3195,-3.4669,-3.4669,2.3981,-0.8777,-1.0059,0.4757,10.4323,12.7233,28.6875,-4.1414,-4.1414,-0.4774,-0.904,7.4766,1.7032,2.1639,2020
Ford Motor,F,1.1622,0.7531,4.6737,13.603,0.3682,0.3682,5.814,-0.4105,0.0301,0.603,12.4878,16.8778,21.6261,0.2528,0.2528,0.0325,0.0624,8.1128,0.6479,0.6891,2019
Ford Motor,F,1.1996,0.7369,4.2877,15.0114,1.9977,1.9977,7.2447,2.7099,2.2933,0.625,12.1452,14.3223,25.4848,10.2736,10.2736,1.4403,2.7033,8.8109,-0.7689,-0.9529,2018
Ford Motor,F,1.2347,0.7425,4.3332,16.2365,3.1134,3.1134,8.581,5.2042,4.9312,0.6065,11.7503,14.7916,24.6762,21.7857,21.7857,3.0008,5.61,8.7463,-0.4374,-0.4522,2017
Ford Motor,F,1.2014,0.7617,4.8984,16.8676,3.8116,3.8116,9.554,4.469,3.0231,0.6379,14.1824,13.6732,26.6945,15.7604,15.7604,1.9332,3.7555,7.1925,0.9092,0.9589,2016
Ford Motor,F,1.246,0.7582,4.636,16.7908,9.5943,9.5943,14.9206,6.8549,4.9299,0.6649,14.9593,13.5445,26.9483,25.7215,25.7215,3.2771,6.2184,7.081,0.3893,0.4767,2015
Ford Motor,F,6.5804,0.8297,4.8711,13.2235,5.0043,5.0043,10.1564,0.8565,0.8544,0.6906,15.8863,12.3059,29.6607,5.0276,5.0276,0.5896,0.8563,6.1843,1.1098,0.8384,2014
Autodesk,ADSK,0.8226,0.5518,1.2313,90.704,20.5203,20.5203,23.0489,20.6658,16.4817,0.5546,-,6.2751,58.1663,48.841,-41.1071,9.1404,21.8894,8.6682,-3.4213,-3.3813,2023
Autodesk,ADSK,0.8353,0.6658,1.9921,90.4096,19.7602,19.7602,22.7572,18.9011,16.4436,0.5303,-,5.2081,70.0829,71.8777,-28.5071,8.7201,24.0222,5.3256,2.6036,2.6724,2022
Autodesk,ADSK,0.6894,0.7285,3.0954,90.4697,14.0903,14.0903,17.4647,12.8819,11.3315,0.5096,-,6.1257,59.585,58.5395,-15.297,5.7744,15.8938,3.8945,0.4234,0.581,2021
Autodesk,ADSK,0.8067,0.629,1.6957,91.1082,16.5963,16.5963,19.8681,14.4327,31.8734,0.5206,-,5.8933,61.9344,125.1165,-62.2584,16.5939,46.4133,4.3966,0.113,-0.0578,2020
Autodesk,ADSK,0.8261,1.093,-14.9878,90.0773,10.4755,10.4755,14.3634,9.0035,6.551,0.5299,-,5.0196,72.7146,-154.2055,-8.0791,3.4713,14.3382,-0.634,4.6373,4.7043,2019
Autodesk,ADSK,0.704,1.1124,-9.899,88.8746,-0.9728,-0.9728,2.7317,-1.6616,-3.1442,0.5434,-,5.4181,67.3669,38.312,2.9198,-1.7085,-4.3052,-0.9613,1.7186,1.6435,2018
Autodesk,ADSK,0.8845,1.1925,-6.1953,85.2475,-24.7545,-24.7545,-19.4836,-27.0981,-27.5649,0.5,-,4.6933,77.7706,221.4453,29.7851,-13.7811,-42.6241,-1.1727,-0.7579,-0.6476,2017
Autodesk,ADSK,1.1259,0.5982,2.032,83.1659,-24.5987,-24.5987,-17.745,-25.7903,-28.6608,0.4233,-,4.4904,81.2848,-79.3484,66.6629,-12.1319,-31.8854,3.33,-1.0699,-1.0908,2016
Autodesk,ADSK,1.8813,0.4788,0.9186,85.1963,0.0519,0.0519,5.8744,-0.8107,-13.1984,0.454,-,3.8312,95.2694,-20.4063,-2394.961,-5.9924,-10.6362,7.2175,-1.2172,-1.2127,2015
Autodesk,ADSK,1.9079,0.2509,0.3349,86.3825,4.8046,4.8046,10.6122,3.3039,3.2561,0.5117,-,5.4744,66.674,3.686,12.0916,1.6661,2.7614,9.7762,0.5948,0.5495,2014
AutoZone,AZO,0.7965,2.3107,-1.7629,51.958,19.9,19.9,22.8033,18.145,14.4836,1.092,1.455,33.5467,10.8804,-58.1262,-54.3451,15.8166,76.1883,-243.596,-0.9366,-11.5902,2023
AutoZone,AZO,0.7717,2.37,-1.7299,52.1322,20.1248,20.1248,22.9152,18.9457,14.9494,1.064,1.3798,32.1899,11.339,-68.654,-63.2453,15.9057,94.0548,-185.0315,0.5516,-3.126,2022
AutoZone,AZO,0.8705,1.5177,-2.9317,52.7546,20.1272,20.1272,23.0018,18.792,14.8351,1.0078,1.4897,38.6625,9.4407,-120.7383,-103.3394,14.951,62.5039,-85.0381,41.4285,33.9824,2021
AutoZone,AZO,1.0842,1.1894,-6.2796,53.6002,19.1394,19.1394,22.3708,17.5469,13.7189,0.8758,1.3103,34.6296,10.5401,-197.3824,-146.7847,12.0146,37.3857,-37.5589,29.4226,30.1078,2020
AutoZone,AZO,0.9123,1.4907,-3.0378,53.6509,18.6799,18.6799,21.8671,17.1222,13.6316,1.1989,1.2731,38.3946,9.5065,-94.3618,-80.1996,16.3423,46.3056,-71.2976,7.6211,7.4689,2019
AutoZone,AZO,0.9219,1.4362,-3.2926,53.2368,16.138,16.138,19.2881,14.5826,11.9199,1.2005,1.3306,43.4696,8.3967,-87.9752,-73.3701,14.3098,38.3735,-59.0613,21.8187,21.7287,2018
AutoZone,AZO,0.9675,1.391,-3.5574,52.7118,19.103,19.103,22.1468,17.6834,11.7633,1.1759,1.3264,38.7866,9.4105,-89.673,-70.3672,13.8326,35.0648,-51.3196,0.2115,-2.7967,2017
AutoZone,AZO,0.9039,1.5699,-2.7547,52.7351,19.3725,19.3725,22.2437,17.9839,11.6683,1.2367,1.3841,36.9705,9.8727,-69.4255,-56.942,14.4307,39.5656,-61.3895,4.984,3.9068,2016
AutoZone,AZO,0.8424,1.582,-2.7183,52.2907,19.1714,19.1714,21.8821,17.6946,11.3891,1.2573,1.4205,41.0992,8.881,-68.1937,-55.427,14.3198,39.6869,-55.494,9.2569,7.1956,2015
AutoZone,AZO,0.7885,1.6435,-2.6655,52.0817,19.3157,19.3157,22.0399,17.5479,11.2898,1.2639,1.4459,47.1646,7.7389,-65.958,-53.7645,14.2687,42.4445,-50.2061,0.9039,-0.84,2014
Johnson Controls,JCI,0.9687,0.3064,0.5001,33.4826,6.442,6.442,9.607,6.3823,6.9011,0.6343,6.42,4.461,81.8195,11.4898,-39.6296,4.8127,7.9688,26.0064,0.3865,0.3137,2023
Johnson Controls,JCI,1.0397,0.2991,0.5149,32.9776,6.6287,6.6287,9.9095,6.7592,6.0556,0.6001,6.3625,4.4175,82.626,9.9012,-33.7645,4.087,6.9397,25.268,-0.6932,-0.7643,2022
Johnson Controls,JCI,1.0989,0.2858,0.4127,34.0502,10.8121,10.8121,14.3823,11.0445,6.9165,0.565,7.5882,4.2166,86.5618,9.3105,-34.0285,4.1681,6.6491,26.4599,0.2482,0.0739,2021
Johnson Controls,JCI,1.2188,0.2888,0.4219,33.2079,4.3151,4.3151,7.9984,4.0462,2.8274,0.5468,8.4072,4.2155,86.5847,4.2896,-16.7192,1.9478,3.0508,25.5197,1.2959,1.516,2020
Johnson Controls,JCI,1.3664,0.2436,0.3466,32.097,5.0651,5.0651,8.5072,4.4059,23.6732,0.5668,8.9719,4.1539,87.8692,6.1885,-43.2405,3.0482,4.681,26.7852,0.3622,0.3635,2019
Johnson Controls,JCI,1.0509,0.3,0.4867,32.765,7.5641,7.5641,11.0855,6.6068,9.2393,0.4795,8.6493,4.1622,87.6936,6.0068,-63.9337,2.7645,4.205,24.2787,1.2386,1.3718,2018
Johnson Controls,JCI,1.037,0.3589,0.6352,32.9757,6.3937,6.3937,10.4182,5.0405,7.055,0.4401,4.7694,3.4256,106.5509,3.8798,-16.3769,1.5978,2.4872,23.0254,-2.444,-1.4085,2017
Johnson Controls,JCI,1.0476,0.3058,0.5085,27.1344,5.6438,5.6438,10.2174,5.0919,-4.1657,0.3298,5.2573,3.2588,112.0032,3.4436,-24.8705,1.3675,2.3905,26.8114,0.4181,0.2685,2016
Johnson Controls,JCI,1.0022,0.3537,0.6296,26.4971,6.5789,6.5789,11.6082,5.4444,9.1404,0.5773,5.2878,2.9734,122.7553,8.192,39.8517,2.9032,5.2946,16.2165,-1.1305,-1.1305,2015
Johnson Controls,JCI,1.3765,0.2361,0.3133,16.2714,4.555,4.555,7.0195,4.9446,3.1356,3.2813,51.9104,22.3466,16.3336,32.3126,-920.1219,12.7784,24.6851,11.4547,1.6635,0.5894,2014
