Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
Marsh & McLennan,MMC,1.305,0.4125,0.7373,100,18.9318,18.9318,22.3617,18.8463,10.6389,0.6865,-,3.3932,107.5688,20.2903,-51.6946,7.3915,11.9207,14.6291,-0.1828,-0.2741,2017
Marsh & McLennan,MMC,1.1965,0.4175,0.7664,100,18.4013,18.4013,21.7168,18.7722,13.3828,0.7263,-,3.6264,100.6506,28.6193,-55.6935,9.8681,16.6713,12.2023,0.3078,0.4352,2016
Marsh & McLennan,MMC,1.3603,0.4,0.6686,100,18.7621,18.7621,22.043,17.8934,12.4021,0.7078,-,3.7145,98.2638,24.7804,-70.4262,8.9811,14.8673,12.65,-0.3094,-0.252,2015
Marsh & McLennan,MMC,1.5048,0.3207,0.4737,100,17.767,17.767,20.7629,15.8829,11.3119,0.7279,-,3.8351,95.1745,20.6225,-183.875,8.2673,14.0082,13.2058,1.4286,1.4783,2014
Sony,SONY,0.6649,0.2097,0.5271,37.8737,9.2839,9.2839,18.0774,9.7434,7.454,0.3818,5.3267,-,-,12.6416,17.3434,2.8747,9.9905,43.8145,5.7942,5.9626,2023
Sony,SONY,0.6205,0.1952,0.5311,37.8265,10.4699,10.4699,19.9077,10.2282,8.1208,0.3602,4.8873,-,-,12.947,17.3162,2.945,10.4198,43.6887,-6.8988,-7.4313,2022
Sony,SONY,0.6319,0.1433,0.4657,41.0795,12.1185,12.1185,21.2348,11.2634,8.8916,0.3255,6.6885,-,-,12.3437,15.3326,2.9146,10.5751,51.7828,-1.3728,-0.6981,2021
Sony,SONY,0.9237,0.1209,0.479,43.6338,10.7993,10.7993,15.1406,13.2495,13.0207,0.3415,7.9584,31.7439,11.4983,21.1933,31.3683,4.5205,18.6305,42.641,0.3098,-0.3527,2020
Sony,SONY,0.919,0.1171,0.3875,42.4547,10.2357,10.2357,15.2799,9.6787,7.0484,0.3585,8.0567,43.9108,8.3123,12.9921,20.0772,2.7009,11.4713,36.1131,1.0873,0.07,2019
Sony,SONY,0.863,0.1136,0.4173,40.5616,10.3193,10.3193,14.6354,11.6742,10.5736,0.413,7.8845,38.7518,9.4189,21.7854,35.1451,4.6067,19.3115,31.9251,0.0112,-0.6306,2018
Sony,SONY,0.9209,0.146,0.4973,39.2759,8.6009,8.6009,12.8313,8.1818,5.7443,0.4481,7.4873,44.8019,8.147,15.0056,21.1346,2.8705,12.815,25.9394,2.8975,3.801,2017
Sony,SONY,0.8342,0.1785,0.5548,37.4871,3.7971,3.7971,8.0985,3.3094,0.9639,0.4305,7.4169,33.9989,10.7356,4.0684,6.2878,0.7223,3.342,23.0735,0.8989,0.8885,2016
Sony,SONY,0.8688,0.1512,0.4623,36.2561,3.6295,3.6295,8.5284,3.7567,1.8233,0.4861,7.5634,39.337,9.2788,6.7121,11.0239,1.2578,5.6972,20.5578,-1.2193,-2.059,2015
Sony,SONY,0.8846,0.1956,0.5313,35.7933,0.8343,0.8343,5.1507,0.4836,-1.5334,0.5189,7.9274,35.4214,10.3045,-1.6734,-2.8411,-0.3095,-1.3461,22.8015,-0.3042,0.0222,2014
Palo Alto Networks,PANW,0.7816,-,1.139,72.2939,5.619,5.619,15.7747,8.2159,6.3792,0.4753,-,2.4168,151.0264,25.1487,-29.435,3.0322,25.1487,5.6711,1.4001,1.6249,2023
Palo Alto Networks,PANW,0.7723,-,17.5086,68.7594,-3.4318,-3.4318,9.6519,-3.7662,-4.8532,0.449,-,2.441,149.5296,-127.1429,9.137,-2.179,-127.1429,0.7028,1.5152,1.2643,2022
Palo Alto Networks,PANW,0.9083,0.7244,5.0843,70.0454,-7.145,-7.145,10.6858,-10.9255,-11.722,0.4156,-,3.4312,106.3758,-78.6289,19.3808,-4.8713,-21.6668,2.1737,1.6361,1.9724,2021
Palo Alto Networks,PANW,1.9056,0.7368,2.7991,70.6754,-5.2517,-5.2517,11.636,-6.8008,-7.8336,0.376,-,3.2865,111.0613,-24.2331,24.9696,-2.9453,-6.3786,3.8138,-0.1607,-0.4355,2020
Palo Alto Networks,PANW,1.7848,0.4741,0.9015,72.1203,-1.8658,-1.8658,12.9742,-2.5728,-2.8245,0.4399,-,4.9787,73.3122,-5.163,175.7521,-1.2424,-2.7152,5.4625,-0.05,-0.1057,2019
Palo Alto Networks,PANW,1.9691,0.5414,1.6548,71.6265,-4.583,-4.583,7.5343,-4.6314,-5.3747,0.3822,-,4.8685,74.9714,-10.5318,-24.6024,-2.0542,-4.83,4.1321,0.577,0.7711,2018
Palo Alto Networks,PANW,1.6451,0.4085,0.6908,72.8563,-9.4468,-9.4468,1.6295,-10.2615,-11.5663,0.5105,-,4.0618,89.8618,-26.7246,-43.4596,-5.9041,-15.8063,2.7672,0.676,0.3523,2017
Palo Alto Networks,PANW,2.0949,0.3585,0.5589,73.1592,-11.411,-11.411,-6.391,-12.4991,-13.979,0.4823,-,3.9533,92.329,-21.5331,-28.0332,-6.742,-13.8126,3.2961,1.0793,0.9399,2016
Palo Alto Networks,PANW,1.0405,-,0.9984,72.9016,-10.7531,-10.7531,-4.8917,-13.1344,-14.1472,0.4723,-,4.3696,83.532,-26.9113,-48.3254,-6.6813,-26.9113,1.9178,1.0446,1.0685,2015
Palo Alto Networks,PANW,2.7525,0.4991,0.9964,73.32,-35.9913,-35.9913,-32.1966,-37.1448,-37.8636,0.4046,-,4.4142,82.6882,-48.3372,-85.2802,-15.3199,-24.2127,1.9642,-0.1592,-0.2123,2014
Deere,DE,1.8979,0.6385,2.9102,38.4255,21.2552,25.26,28.5318,21.2552,16.5973,0.5885,4.6219,5.9111,61.7481,46.6061,60.6052,9.7563,16.8503,77.3801,13.9129,12.4271,2023
Deere,DE,1.9766,0.6238,2.561,32.7881,17.3593,19.3792,22.9834,17.3593,13.563,0.584,4.1599,5.9062,61.7995,35.1838,46.4193,7.9196,13.2378,67.8276,-9.2639,-10.1012,2022
Deere,DE,2.1512,0.6408,2.6262,33.8634,17.2679,19.5234,24.18,17.2679,13.5449,0.5234,4.2938,7.3705,49.5217,32.3587,43.0127,7.0916,11.6227,59.838,0.9696,1.8961,2021
Deere,DE,2.2393,0.7166,3.5536,33.3793,10.9257,14.4344,20.3939,10.9257,7.7406,0.4733,4.7363,6.5548,55.6846,21.2685,32.2516,3.6662,6.027,41.2681,12.993,14.3877,2020
Deere,DE,2.0381,0.7259,3.9707,31.754,10.4132,14.1474,19.2903,10.4132,8.2862,0.5377,4.484,5.8048,62.8788,28.5276,45.7444,4.461,7.8207,36.4597,5.0757,4.9293,2019
Deere,DE,1.9154,0.7069,3.7425,31.5515,10.8973,14.1201,19.2783,10.8973,6.3387,0.5329,4.1586,5.5247,66.067,20.999,35.7725,3.3819,6.154,35.4556,-1.2257,-2.049,2018
Deere,DE,2.1202,0.7303,4.1886,33.1966,10.606,13.629,19.3994,10.606,7.2601,0.452,5.0885,5.7623,63.3429,22.5825,25.9833,3.2818,6.09,29.7057,-5.1143,-4.43,2017
Deere,DE,2.1323,0.784,5.4529,31.7066,8.3471,11.2134,17.0676,8.3471,5.7195,0.46,5.4471,6.5848,55.4309,23.2973,27.1164,2.627,5.0324,20.748,0.7199,1.5946,2016
Deere,DE,2.0646,0.7791,5.453,30.2105,9.6321,11.9881,16.7777,9.6321,6.7215,0.4981,5.2772,7.0819,51.5402,28.7217,32.5218,3.3494,6.3448,21.3384,1.5559,2.4956,2015
Deere,DE,2.1686,0.729,4.0768,31.306,13.3014,15.1424,18.7648,13.3014,8.7662,0.588,5.8854,7.5013,48.6584,34.8938,38.551,5.1573,9.4579,26.2385,1.2695,1.9571,2014
ADP,ADP,1.0103,0.3968,0.6578,45.4412,25.7621,25.7621,34.0261,25.3731,19.539,0.3532,-,5.6014,65.1627,82.505,437.2972,6.9018,49.7685,11.1434,-0.0353,0.0239,2023
ADP,ADP,0.986,0.46,0.8518,44.7408,25.0241,25.0241,33.7138,24.6366,18.9427,0.3534,-,5.9849,60.9867,97.233,-1962.065,6.694,52.5077,8.5152,2.7612,2.598,2022
ADP,ADP,0.9936,0.4808,0.9261,42.6493,23.0521,23.0521,32.5761,23.0575,17.874,0.2616,-,5.2035,70.1447,91.4303,-722.2398,4.6757,47.468,7.7513,0.1349,0.1751,2021
ADP,ADP,1.0695,0.3449,0.5264,42.4187,22.156,22.156,32.2557,22.3999,17.3171,0.3077,-,5.5017,66.3428,45.8281,122.4782,5.3278,30.0228,13.3824,0.2318,0.1898,2020
ADP,ADP,1.0477,0.1485,0.3485,42.1164,21.5335,21.5335,31.4391,21.8139,16.9057,0.3725,-,5.9762,61.0752,42.8793,110.7544,6.2976,36.5137,13.3803,0.8505,0.8715,2019
ADP,ADP,1.0526,0.2705,0.3708,43.1504,21.4341,21.4341,30.8819,21.3009,16.2492,0.3369,-,5.7845,63.0994,42.4601,114.3314,5.4737,30.975,12.4364,0.4695,0.5813,2018
ADP,ADP,1.0464,0.2972,0.4228,41.5603,19.266,19.266,28.9577,17.1958,14.1997,0.3417,-,6.69,54.5594,39.8003,117.366,4.8519,27.9729,10.7928,0.9527,1.0221,2017
ADP,ADP,1.0953,0.3349,0.5035,41.4444,19.0244,19.0244,28.6421,21.1518,14.4504,0.3328,-,7.2623,50.2598,44.9535,110.6449,4.8085,29.8993,8.9371,0.5884,0.3879,2016
ADP,ADP,1.1019,0.3094,0.448,41.3746,18.7739,18.7739,22.0539,19.1527,12.7916,0.2672,-,6.6949,54.5195,33.3229,65.9221,3.4197,23.0133,9.8345,-0.0161,-0.0648,2015
ADP,ADP,1.0625,0.0019,0.0019,41.2388,18.412,18.412,21.8695,18.9304,13.2788,0.3304,-,7.0712,51.6176,28.6264,54.8013,4.1573,28.5717,10.3098,0.3786,0.4243,2014
BP,BP,1.2099,0.3628,0.6077,31.4047,12.8375,12.8375,20.3143,11.1481,7.1529,0.76,6.4039,6.6656,54.7589,18.5746,25.1944,5.6655,11.8364,28.6556,-2.1041,-3.2982,2023
BP,BP,1.0876,0.3452,0.5657,30.9023,7.2478,7.2478,13.0005,6.1895,-0.9996,0.8638,6.1244,7.1869,50.7866,-1.6351,-2.2308,-0.471,-1.0707,26.0732,5.9415,5.237,2022
BP,BP,1.1532,0.3808,0.6764,26.8711,11.0125,11.0125,20.0292,9.2737,4.6061,0.5716,5.0641,5.9317,61.5339,9.3842,11.8509,2.9543,5.8107,26.1157,3.384,4.0045,2021
BP,BP,1.2205,0.4252,0.8492,25.8595,-19.9307,-19.9307,-6.2808,-22.8167,-18.616,0.4075,4.7929,5.8581,62.3068,-24.2252,-30.9411,-7.7447,-13.924,23.9734,-3.9709,-3.0888,2020
BP,BP,1.115,0.3624,0.6725,17.544,4.142,4.142,10.4332,2.8852,1.4242,0.9574,11.1606,10.9865,33.2227,4.1605,5.7162,1.4194,2.6528,28.0578,0.7526,1.0709,2019
BP,BP,1.045,0.3546,0.6414,16.2374,6.3798,6.3798,11.4688,5.5057,3.0888,1.0764,14.1438,11.9127,30.6396,9.432,13.2917,3.3943,6.087,30.314,1.095,0.5147,2018
BP,BP,1.1582,0.356,0.6298,15.8892,3.8735,3.8735,10.2452,2.9356,1.3852,0.8845,10.8211,9.5503,38.2189,3.454,4.9193,1.2542,2.2246,30.4161,2.3299,3.0821,2017
BP,BP,1.1621,0.3479,0.602,13.1973,-0.2304,-0.2304,7.5426,-1.2299,0.0611,0.7087,9.1747,8.5329,42.7756,0.1776,0.2549,0.0653,0.1158,29.8975,-2.863,-1.9838,2016
BP,BP,1.2901,0.3196,0.5404,10.2291,-3.5038,-3.5038,3.2308,-4.2353,-2.8693,0.8631,14.3449,9.8587,37.023,-6.5049,-9.3979,-2.4443,-4.4257,32.1659,-4.3595,-3.3936,2015
BP,BP,1.3717,0.2899,0.4692,12.947,1.7877,1.7877,6.0151,1.3801,1.0533,1.2616,16.9945,11.2526,32.4368,3.5537,5.0121,1.408,2.5237,37.1456,3.9775,-0.7278,2014
KKR,KKR,0.1073,0.4511,0.8219,50.4235,15.9634,15.9634,16.4345,45.2064,25.3841,0.0457,-,10.0213,36.4225,9.2742,10.0484,1.6884,5.0904,65.269,5.4054,5.3999,2023
KKR,KKR,0.0869,0.4362,0.7738,48.795,-3.6193,-3.6193,2.7648,-5.1229,-10.3549,0.0207,-,3.4294,106.4317,-0.7719,-0.7896,-0.1517,-0.4264,64.1249,4.2923,4.34,2022
KKR,KKR,0.0725,0.3992,0.6645,68.1022,31.2672,31.2672,33.6515,85.3357,28.5144,0.0614,-,13.2535,27.5399,21.8688,21.9803,4.7115,12.8854,97.4656,-1.1358,-1.0341,2021
KKR,KKR,1.409,0.4503,0.8192,100,30.6734,30.6734,29.1571,135.3543,45.994,0.053,-,4.8464,75.3134,13.0555,12.5432,6.4125,6.8948,71.2172,-0.0114,0.0976,2020
KKR,KKR,1.1688,0.4697,0.8856,100,31.0945,31.0945,30.2773,122.4452,46.7124,0.0693,-,5.8836,62.0367,15.4564,15.2104,7.6184,8.0666,54.4678,4.0634,3.8388,2019
KKR,KKR,1.0924,0.4794,0.9209,100,12.7871,12.7871,12.7871,94.1988,45.817,0.0472,-,3.6456,100.1212,10.3079,10.1028,4.8301,5.2594,29.0909,-7.2756,-7.229,2018
KKR,KKR,1.0783,0.5138,1.0569,100,34.3124,34.3124,34.3124,78.2724,27.688,0.0776,-,6.417,56.8798,13.0817,12.7669,5.5854,6.2067,41.2449,-3.9954,-4.0569,2017
KKR,KKR,1.3758,0.5294,1.1249,100,16.8893,16.8893,16.8893,47.8047,14.072,0.0523,-,8.1453,44.8109,5.9405,5.7666,2.4374,2.7139,36.4422,-3.7796,-3.3722,2016
KKR,KKR,1.0235,0.2752,0.3798,100,-79.276,-79.276,-79.276,511.7678,46.7999,0.0147,-,7.4671,48.8814,10.7044,10.7044,7.4252,7.7581,107.6348,-2.8144,-2.9573,2015
KKR,KKR,0.7628,0.1741,0.2108,100,-97.8424,-97.8424,-97.8424,491.7702,43.0277,0.0169,-,7.5482,48.3559,10.4953,10.4953,8.1901,8.6678,118.6252,-4.9724,-5.3213,2014
Arista Networks,ANET,4.3937,-,-,61.9484,38.5185,38.5185,39.1518,41.3303,35.6188,0.5892,1.1464,5.7196,63.8152,28.914,30.4196,20.9848,28.914,23.1199,4.8564,4.8889,2023
Arista Networks,ANET,4.2912,-,-,61.0707,34.855,34.855,36.5775,36.1033,30.8685,0.6466,1.3225,4.7463,76.9017,27.6811,30.0698,19.9611,27.6811,15.9204,-1.6248,-1.5631,2022
Arista Networks,ANET,4.3364,-,-,63.7977,31.368,31.368,33.986,31.5762,28.5225,0.5141,1.6416,5.7076,63.9496,21.1344,22.7464,14.6633,21.1344,12.9309,0.8694,0.715,2021
Arista Networks,ANET,4.9945,-,-,63.943,30.1912,30.1912,32.1562,31.8817,27.381,0.489,1.7421,5.9494,61.3512,19.1115,21.097,13.3903,19.1115,10.8971,-0.6641,-0.6638,2020
Arista Networks,ANET,5.8144,-,-,64.0617,33.4248,33.4248,34.5066,35.7684,35.6511,0.576,3.5532,6.15,59.3499,29.705,30.7689,20.545,29.705,9.4735,1.421,1.446,2019
Arista Networks,ANET,4.4761,0.0163,0.0165,63.8374,12.7057,12.7057,13.8358,13.4241,15.2427,0.698,2.9407,6.4844,56.2891,15.3082,16.1546,10.6462,15.0593,7.0816,-0.4436,-0.4689,2018
Arista Networks,ANET,4.277,0.0222,0.0227,64.4987,28.5674,28.5674,29.9094,28.84,25.6593,0.6689,1.9086,6.6554,54.8427,25.4647,25.4647,17.1973,24.9002,5.637,1.4043,1.429,2017
Arista Networks,ANET,3.3209,0.0345,0.0357,64.0398,21.5565,21.5565,23.4377,21.4517,16.2035,0.6531,1.717,4.461,81.82,16.6263,16.6263,10.6529,16.0526,3.9112,-0.2373,-0.2405,2016
Arista Networks,ANET,4.1459,0.0497,0.0523,64.8956,17.8259,17.8259,19.6337,17.432,14.2211,0.7221,3.1915,5.806,62.866,15.3653,15.3653,10.4408,14.6018,2.892,0.2285,0.2187,2015
Arista Networks,ANET,4.7064,0.0711,0.0766,67.1267,21.4881,21.4881,23.3535,20.8024,11.7939,0.7202,2.4615,6.0228,60.6028,15.6301,15.6301,10.7087,14.5184,2.1199,0.3157,0.4246,2014
