Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
MercadoLibre,MELI,1.6906,0.4644,0.8729,67.0148,21.356,21.356,24.9168,23.0889,16.2305,0.6494,968.4415,4.0642,89.8089,31.1641,47.2437,10.5409,16.6912,7.6875,0.5564,-0.0801,2015
MercadoLibre,MELI,1.8206,0.4423,0.7977,71.4344,21.6466,21.6466,24.6917,21.8847,13.0416,0.5756,-,4.2215,86.4624,20.4203,27.5422,7.5144,11.3881,8.0577,1.2293,3.026,2014
General Dynamics,GD,1.4371,0.2913,0.4348,15.7835,10.0421,10.0421,12.0837,9.4247,7.8421,0.7712,4.1502,3.8426,94.9888,15.5641,-351.5377,6.0482,11.0305,77.8472,0.621,1.3471,2023
General Dynamics,GD,1.373,0.3324,0.5653,16.8041,10.6859,10.6859,12.9292,10.2418,8.6025,0.7639,5.1859,3.3387,109.3231,18.2572,-94.429,6.5717,12.1894,67.6649,1.3167,0.4572,2022
General Dynamics,GD,1.4299,0.3729,0.6516,16.6576,10.8217,10.8217,13.1353,10.0679,8.4666,0.7683,6.0039,3.3338,109.4839,18.4627,-73.4386,6.5045,11.578,63.5437,1.7446,1.9581,2021
General Dynamics,GD,1.3495,0.3896,0.83,16.6777,10.8978,10.8978,13.2129,9.8563,8.3507,0.7392,5.5004,3.3907,107.6473,20.2222,-48.6557,6.1725,12.3441,54.6674,3.1501,3.1851,2020
General Dynamics,GD,1.2075,0.3919,0.8535,17.756,11.6137,11.6137,13.7205,10.6785,8.8539,0.7974,5.1321,3.4515,105.7526,24.9249,-43.4739,7.0599,15.1557,48.2649,-0.273,-1.3602,2019
General Dynamics,GD,1.2341,0.4938,1.0584,18.3931,12.1405,12.1405,14.2486,11.2867,9.2421,0.7971,4.9416,3.502,104.2266,28.6226,-32.1432,7.3952,14.4891,40.6376,-2.2005,-3.1021,2018
General Dynamics,GD,1.3992,0.2582,0.3482,20.153,13.6764,13.6764,15.1003,13.1631,9.4017,0.8838,4.6636,3.497,104.3749,25.4657,-246.5707,8.3091,18.8907,38.5152,5.7546,5.6126,2017
General Dynamics,GD,1.2293,0.2248,0.3774,18.5367,12.2509,12.2509,13.7332,11.963,8.416,0.9213,4.8644,4.0154,90.9007,26.0072,-147.0362,8.0761,20.1595,34.062,-1.0123,-0.5333,2016
General Dynamics,GD,1.1708,0.2125,0.3165,19.6092,13.5144,13.5144,15.0279,13.2752,9.5529,0.9932,7.5903,4.0729,89.6163,28.2734,-206.812,9.4884,22.2646,34.3081,-3.2339,-3.4494,2015
General Dynamics,GD,1.2659,0.2229,0.3291,19.036,12.6053,12.6053,14.213,12.3234,8.2102,0.8731,7.755,3.5704,102.2289,22.597,-328.3784,7.5643,17.5613,35.6119,2.4143,2.1213,2014
Waste Management,WM,0.9001,0.6974,2.3534,38.2845,17.5022,17.5022,29.1002,14.79,11.2797,0.6223,72.8671,7.1171,51.2851,33.0046,-73.0189,6.9342,9.9864,17.1775,0.6673,-0.2137,2023
Waste Management,WM,0.8081,0.6798,2.183,37.5876,17.083,17.083,27.9978,14.8137,11.3616,0.628,74.9634,7.1577,50.994,32.634,-68.168,7.1413,10.4507,16.8282,0.6724,-1.0591,2022
Waste Management,WM,0.7518,0.6405,1.8811,38.0347,16.5356,16.5356,28.3029,13.1002,10.1277,0.6162,82.3037,7.0428,51.8259,25.4982,-64.8929,6.2446,9.1661,17.1247,2.2525,1.5894,2021
Waste Management,WM,0.9963,0.6401,1.8527,38.6187,15.9942,15.9942,27.6515,12.4392,9.8305,0.5186,75.3306,5.7995,62.936,20.0698,-58.3463,5.098,7.2225,17.63,-1.0568,-0.6433,2020
Waste Management,WM,1.9749,0.6526,1.9092,38.5571,17.5089,17.5089,28.3274,13.6202,10.8056,0.5571,89.5849,6.6645,54.7677,23.6351,9829.412,6.0231,8.2113,16.6617,0.8019,0.4688,2019
Waste Management,WM,0.851,0.6045,1.5975,37.9844,18.7006,18.7006,29.241,15.9313,12.9073,0.6585,90.6765,6.5556,55.6776,30.6405,-264.876,8.4901,12.1172,14.8025,1.0639,0.5592,2018
Waste Management,WM,0.8259,0.5916,1.5708,37.7218,18.1981,18.1981,28.3328,15.126,13.4553,0.6636,93.9688,6.1015,59.8212,32.2575,-259.1755,8.9285,13.1743,13.9435,0.4706,0.0546,2017
Waste Management,WM,0.8504,0.6257,1.75,37.6442,16.8712,16.8712,27.0997,13.3882,8.6854,0.6524,94.2889,6.3832,57.1813,22.1805,-79.4078,5.657,8.3023,12.1374,1.1805,0.8863,2016
Waste Management,WM,0.9343,0.6178,1.6637,36.4941,15.7781,15.7781,26.0782,8.1784,5.8097,0.6364,89.4674,6.1896,58.97,14.0116,-68.7386,3.6922,5.355,12.002,0.5387,0.3061,2015
Waste Management,WM,1.0118,0.5863,1.6021,35.6816,16.4261,16.4261,26.3861,12.5107,9.2741,0.6572,84.9245,7.2256,50.5148,22.7203,-459.7938,6.2826,9.4,12.843,-0.2192,0.0142,2014
Zoetis,ZTS,3.3579,0.5681,1.3158,70.0258,34.3633,37.1606,42.9073,34.3633,27.4345,0.5981,0.9988,6.5521,55.7069,46.8844,261.745,16.3797,20.251,10.8887,1.0253,0.6942,2023
Zoetis,ZTS,2.3701,0.5981,1.7951,69.6287,32.8713,35.6064,41.3614,32.8713,26.1634,0.5414,1.0465,6.6502,54.8855,47.9446,762.0939,14.1441,19.2697,9.4932,-0.5774,-0.8247,2022
Zoetis,ZTS,3.8564,0.592,1.4507,70.3832,31.9959,34.8765,40.6379,31.9959,26.196,0.5594,1.1976,6.8632,53.1822,44.7623,524.2268,14.6331,18.2651,9.6154,0.1998,0.1061,2021
Zoetis,ZTS,3.0465,0.6361,1.908,69.1835,29.9026,33.3633,39.97,29.9026,24.5393,0.4905,1.2635,6.5893,55.3925,43.3607,-259.271,12.0215,15.7793,7.9378,0.7167,0.7252,2020
Zoetis,ZTS,2.629,0.6871,2.3807,68.1789,28.77,32.3323,38.9137,28.77,23.9617,0.5422,1.4128,5.7643,63.3211,55.3914,-84.5547,12.9926,17.331,5.6947,0.0494,-0.2827,2019
Zoetis,ZTS,3.5969,0.7468,2.9529,67.1931,29.0129,32.5494,37.8369,29.0129,24.515,0.5405,1.3738,5.6226,64.9167,65.1716,-59.8319,13.2133,16.5044,4.5562,0.947,0.7471,2018
Zoetis,ZTS,3.8547,0.735,2.7732,66.5536,28.7356,32.0332,36.5932,28.7356,16.2804,0.6181,1.2439,5.3176,68.6395,48.2643,-86.8077,10.0396,12.7912,3.6739,1.2982,1.1719,2017
Zoetis,ZTS,3.0349,0.7488,2.9807,65.9165,25.1228,28.5188,33.4288,25.1228,16.7962,0.639,1.1092,5.3538,68.1762,54.6364,-67.686,10.7073,13.7255,3.0415,0.1084,0.2978,2016
Zoetis,ZTS,2.1505,0.8036,4.462,63.5257,11.4376,14.0399,18.2162,11.4376,7.1144,0.6022,1.1847,5.0854,71.7744,31.0724,-21.8147,4.2841,6.1037,2.1934,0.0757,-0.0259,2015
Zoetis,ZTS,3.1906,0.7305,2.7158,64.117,17.1369,19.582,23.8454,17.1369,12.1839,0.7263,1.332,4.8827,74.7544,43.9043,-160.3825,8.9101,11.8323,2.6669,-0.1141,-0.1051,2014
Gilead Sciences,GILD,1.426,0.5182,1.1546,76.0363,28.0462,28.0462,37.9776,25.295,20.8917,0.4365,3.6363,5.8189,62.7268,24.6692,-46.6927,9.0334,11.8853,18.2576,-0.8245,-0.7127,2023
Gilead Sciences,GILD,1.2853,0.5323,1.2452,79.264,26.8685,26.8685,34.5772,21.3115,16.8322,0.4319,3.7538,5.7109,63.9128,21.5286,-28.5393,7.228,10.0695,17.008,-1.832,-1.9501,2022
Gilead Sciences,GILD,1.2724,0.5539,1.3137,75.8249,36.323,36.323,43.8308,30.3168,22.798,0.4018,4.0797,6.0772,60.0603,29.4389,-29.9233,9.1256,13.1324,16.7975,2.5535,2.6093,2021
Gilead Sciences,GILD,1.4035,0.621,1.79,81.4816,16.4891,16.4891,22.4837,6.7601,0.4982,0.3609,2.7166,5.0468,72.3229,0.4884,-0.3867,0.1301,0.1851,14.5303,-0.6934,-0.562,2020
Gilead Sciences,GILD,3.1044,0.505,1.1303,79.175,19.0966,19.0966,25.3508,22.9854,23.9922,0.3643,5.0705,6.2672,58.24,23.6821,112.9977,8.704,11.7238,17.891,0.7385,0.7989,2019
Gilead Sciences,GILD,3.3792,0.5433,1.3171,78.0675,37.0588,37.0588,43.517,35.2465,24.6531,0.3475,5.9619,6.6507,54.8811,25.3553,325.1936,8.5748,11.5806,16.7972,-2.5985,-2.8576,2018
Gilead Sciences,GILD,2.7351,0.6046,1.6633,83.2574,54.1004,54.1004,59.0263,51.8214,17.7271,0.3715,5.4569,6.7793,53.8405,22.6526,-612.6649,6.6076,8.9559,15.6736,-3.5325,-3.429,2017
Gilead Sciences,GILD,2.125,0.5791,1.376,85.9789,58.0224,58.0224,61.8328,56.2586,44.4258,0.5334,2.6849,6.7324,54.2155,69.6586,146.2907,23.6727,29.3179,14.7809,-1.4181,-1.4778,2016
Gilead Sciences,GILD,2.5037,0.529,1.1747,87.7263,67.9954,67.9954,71.3594,66.3593,55.4796,0.6311,2.0491,5.5755,65.4649,94.7313,235.3262,35.0104,44.6147,13.4409,6.1885,6.0356,2015
Gilead Sciences,GILD,3.0748,0.4418,0.8221,84.781,61.3299,61.3299,65.5484,59.6866,48.6179,0.718,2.733,5.37,67.9701,76.2311,337.4091,34.7883,42.5497,10.553,5.9507,5.7246,2014
