Stock Name,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Year
NextEra Energy,NEE,0.6785,0.5234,1.2175,75.2634,27.6304,27.6304,48.8722,27.1285,18.0072,0.1793,3.097,6.6166,55.1639,11.8393,11.8393,3.3325,5.6426,13.5315,0.0653,2.7271,2016
NextEra Energy,NEE,0.6723,0.5358,1.2845,69.5356,26.4898,26.4898,44.8073,22.8183,15.7383,0.212,4.2311,7.7201,47.2793,11.9505,11.9505,3.3487,5.547,12.5336,0.2287,-0.544,2015
NextEra Energy,NEE,0.7186,0.5438,1.4231,67.0877,25.7564,25.7564,42.7707,21.4147,14.4821,0.2281,4.3359,7.8837,46.2978,12.2422,12.2422,3.3094,5.5845,11.3815,0.1372,0.1412,2014
Comcast,CMCSA,0.5967,0.5331,1.1666,37.5251,19.1763,19.1763,30.9685,16.8443,12.6575,0.4591,-,8.8013,41.4713,18.1518,-23.8755,5.7048,8.4753,20.9176,0.9087,0.3975,2023
Comcast,CMCSA,0.7827,0.5462,1.2249,37.019,11.5633,11.5633,22.9455,7.6457,4.4224,0.472,-,9.5823,38.091,6.0335,-7.5145,1.9143,2.7381,19.3423,-0.3003,-0.5925,2022
Comcast,CMCSA,0.8453,0.501,1.026,36.3586,17.8863,17.8863,29.747,16.405,12.1657,0.4218,-,9.6923,37.6588,14.1902,-21.0743,5.014,7.0806,21.5056,0.9129,1.041,2021
Comcast,CMCSA,0.9286,0.5356,1.1874,36.0492,16.891,16.891,29.5402,13.581,10.1715,0.3782,-,9.0323,40.4107,11.6647,-14.5226,3.9073,5.4177,20.0273,-0.2245,-0.1324,2020
Comcast,CMCSA,0.8382,0.551,1.2803,38.2727,19.3911,19.3911,31.2809,15.601,11.9853,0.4136,-,9.6477,37.8328,15.8845,-16.5825,5.0578,7.132,18.4216,0.3378,0.1423,2019
Comcast,CMCSA,0.7915,0.5969,1.5412,38.8553,20.1139,20.1139,31.4104,16.1279,12.4128,0.3755,-,8.5111,42.8853,16.3609,-12.9817,4.7131,6.5956,16.0191,0.7941,0.686,2018
Comcast,CMCSA,0.7431,0.4611,0.9294,40.251,21.1904,21.1904,32.5842,18.0562,26.7379,0.4536,-,9.6252,37.9213,33.0008,-51.1446,12.2275,17.7854,14.9551,0.4031,0.2718,2017
Comcast,CMCSA,0.7597,0.4973,1.0867,40.3141,20.847,20.847,32.5221,17.7443,10.7486,0.4473,-,10.1491,35.9638,16.0715,-15.9946,5.0017,8.0795,11.8221,0.1693,-0.0736,2016
Comcast,CMCSA,0.6768,0.4758,0.9749,41.1153,21.4709,21.4709,33.1204,17.9466,10.9556,0.4473,-,10.8048,33.7812,15.586,-15.2197,5.0506,8.1702,11.0502,0.6361,0.3371,2015
Comcast,CMCSA,0.7772,0.4525,0.906,40.7474,21.6707,21.6707,33.3304,18.1243,12.1847,0.432,-,10.8804,33.5466,16.1906,-16.9829,5.3975,8.8639,10.4421,0.5771,0.7476,2014
ServiceNow,NOW,1.0559,0.1632,0.1951,78.5866,8.494,8.494,19.8752,11.2362,19.2955,0.516,-,4.4062,82.838,22.6927,28.0415,9.9557,18.9886,37.2599,3.1495,2.476,2023
ServiceNow,NOW,1.1081,0.228,0.2953,78.2885,4.8999,4.8999,15.8178,5.5072,4.4859,0.5448,-,4.2,86.9048,6.4587,8.174,2.4438,4.9862,24.8026,2.5943,1.8215,2022
ServiceNow,NOW,1.0548,0.2865,0.4265,77.0522,4.3589,4.3589,17.3508,4.2232,3.901,0.546,-,4.2417,86.0499,6.2246,8.7419,2.13,4.441,18.5113,1.9635,2.1034,2021
ServiceNow,NOW,1.2101,0.3666,0.5787,78.1589,4.4036,4.4036,17.1941,3.3193,2.6333,0.5185,-,4.4787,81.497,4.199,4.877,1.3655,2.6598,14.4706,2.5537,1.828,2020
ServiceNow,NOW,1.0269,0.2462,0.3266,76.9942,1.2139,1.2139,14.3064,1.9364,18.1214,0.5745,-,4.1423,88.1147,29.4651,34.3123,10.4111,22.211,11.2316,1.7064,1.6249,2019
ServiceNow,NOW,1.165,0.3732,0.5955,76.1326,-1.6263,-1.6263,11.6248,-1.4959,-1.0236,0.6725,-,4.5386,80.4218,-2.4032,-3.0987,-0.6884,-1.5062,6.1673,0.8046,0.4218,2018
ServiceNow,NOW,1.1875,0.4472,1.5068,73.9451,-3.3566,-3.3566,10.528,-5.9112,-6.0905,0.5404,-,4.3896,83.1504,-15.0044,-20.7505,-3.2912,-8.2942,4.4685,2.7891,2.5514,2017
ServiceNow,NOW,1.253,0.5675,1.3123,71.3157,-27.4746,-27.4746,-14.1082,-29.5056,-29.781,0.6839,-,4.3097,84.6927,-107.0519,-173.6362,-20.3686,-46.2966,2.3112,-1.0738,-1.1536,2016
ServiceNow,NOW,1.4838,0.4557,0.8372,67.2382,-16.5458,-16.5458,-0.2294,-19.196,-19.7345,0.5564,-,4.945,73.8121,-35.0072,-42.386,-10.9807,-19.0547,3.5253,1.0711,0.8834,2015
ServiceNow,NOW,1.7889,0.5085,1.0344,63.5527,-22.2448,-22.2448,-3.1298,-25.7178,-26.2814,0.4791,-,4.2882,85.1166,-41.8469,-56.2107,-12.5908,-20.5693,2.8672,0.3659,0.4004,2014
BHP Group,BHP,1.2262,0.2382,0.4604,79.211,42.7504,42.7504,52.1545,39.7663,24.0091,0.5313,2.1433,11.7146,31.1576,29.5158,30.5286,14.1407,22.486,19.1651,-5.3166,-5.5736,2023
BHP Group,BHP,1.6942,0.2206,0.3369,83.8782,53.1829,53.1829,61.9128,50.9033,47.4669,0.684,2.1266,11.9974,30.4232,45.9336,47.2604,23.5378,35.7988,19.2703,1.942,1.8727,2022
BHP Group,BHP,1.6273,0.2482,0.3774,84.7192,49.2296,49.2296,58.1613,42.6767,19.8591,0.5226,1.9652,9.3945,38.8527,24.5949,25.2474,12.5552,18.4911,21.9682,4.5505,5.0812,2021
BHP Group,BHP,1.4484,0.2969,0.5184,80.6597,34.7418,34.7418,48.9786,31.4691,18.5321,0.406,2.0246,12.7619,28.6008,16.7437,17.2645,8.2623,11.7718,20.6131,-0.6858,-0.903,2020
BHP Group,BHP,1.8942,0.3089,0.4791,80.7307,36.9784,36.9784,50.14,33.9799,18.7545,0.4391,2.2224,12.7926,28.5321,18.3699,18.6123,9.4387,12.6949,20.4922,-0.0354,-0.6043,2019
BHP Group,BHP,2.5113,0.284,0.4418,81.6481,37.8608,37.8608,52.4404,34.2021,8.5905,0.3851,2.1028,13.9306,26.2014,12.7641,12.9299,6.9147,9.1386,22.7921,0.6197,0.0208,2018
BHP Group,BHP,1.8525,0.3179,0.4858,83.3292,35.2761,35.2761,52.3897,30.8205,16.3,0.3088,1.6401,12.7415,28.6465,10.6718,11.3925,5.7211,7.2793,23.5204,2.3055,3.6806,2017
BHP Group,BHP,1.4355,0.3459,0.6063,100,-20.1702,-20.1702,7.8481,-23.4828,-20.6554,0.2599,-,9.7978,37.2533,-10.3328,-11.0934,-5.218,-6.7586,22.5671,-3.2436,-1.4044,2016
BHP Group,BHP,1.2736,0.2839,0.4418,100,19.4238,19.4238,39.9409,18.0482,4.2791,0.3583,-,10.33,35.3339,6.223,6.6261,3.5238,4.4562,26.5019,-2.2667,-0.99,2015
BHP Group,BHP,1.2343,0.2621,0.4051,81.7466,40.7438,40.7438,54.3374,38.2915,24.3684,0.3749,1.7231,8.4204,43.3471,17.5154,18.7071,9.877,12.9247,31.9312,1.9549,3.3059,2014
Goldman Sachs,GS,0.7645,0.6742,7.2002,100,23.2175,23.2175,33.716,23.2175,17.0947,0.0282,-,0.3491,1045.546,8.0566,7.2845,0.5188,2.3736,361.5141,-60.7169,-55.0251,2023
Goldman Sachs,GS,0.9009,0.6783,5.5845,100,28.4725,28.4725,33.6557,28.4725,22.7256,0.0329,-,0.3497,1043.777,10.5751,9.6093,0.781,3.0909,349.9025,6.6162,5.7694,2022
Goldman Sachs,GS,0.8771,0.698,6.4898,100,45.5754,45.5754,48.9712,45.5754,35.6444,0.0405,-,0.3693,988.3153,21.8044,19.6814,1.4778,5.9434,329.5411,69.1442,76.3485,2021
Goldman Sachs,GS,0.7539,0.69,6.1921,100,28.0049,28.0049,32.2733,28.0049,20.0067,0.0383,-,0.3673,993.8469,11.1638,9.8601,0.8133,3.0571,278.8,-115.0065,-119.4509,2020
Goldman Sachs,GS,0.7746,0.6964,5.7189,100,28.958,28.958,33.6206,28.958,21.6084,0.0368,-,0.4899,745.111,10.7081,9.3791,0.8526,2.8472,259.8728,21.1133,27.236,2019
Goldman Sachs,GS,0.9319,0.7131,5.3835,100,34.0862,34.0862,37.713,34.0862,26.9281,0.0393,-,0.5054,722.2546,13.2423,11.5973,1.1225,3.3274,245.2399,92.5331,87.9674,2018
Goldman Sachs,GS,0.928,0.7258,6.0897,91.213,34.0116,34.0116,37.5313,34.0116,11.2588,0.0357,-,0.386,945.5429,6.0889,5.2114,0.4675,1.429,219.4264,-65.0084,-65.6793,2017
Goldman Sachs,GS,0.9222,0.6851,5.1369,90.8314,33.4654,33.4654,36.7067,33.4654,23.0172,0.0358,-,0.4678,780.3105,9.7741,8.5139,0.8601,2.6806,221.309,-5.7485,-7.9577,2016
Goldman Sachs,GS,0.8722,0.6692,5.1643,92.3832,25.9551,25.9551,28.8853,25.9551,16.4636,0.0393,-,0.4705,775.7923,8.054,7.0139,0.7062,2.3204,206.7507,37.4363,35.3059,2015
Goldman Sachs,GS,0.8607,0.6689,5.562,92.7566,35.7884,35.7884,39.6606,35.7884,23.3926,0.0403,-,0.3655,998.7498,11.5181,10.2383,0.9905,3.3895,192.4353,-25.8558,-25.9361,2014
RTX,RTX,1.0354,0.4082,0.7137,17.5406,5.1669,5.1669,11.2768,5.5659,4.6358,0.4258,4.8256,6.3591,57.398,5.504,-12.2075,2.0881,3.2574,46.2806,0.6678,0.5252,2023
RTX,RTX,1.0851,0.2927,0.4302,20.3775,8.2059,8.2059,14.3304,9.1198,7.7482,0.4222,5.0302,7.3643,49.5635,7.1814,-32.3142,3.3532,5.0795,50.5906,0.0895,-0.0357,2022
RTX,RTX,1.1862,0.2956,0.4217,19.3996,7.9766,7.9766,15.0541,7.9347,6.0011,0.3989,5.6545,6.6647,54.7659,5.5515,-22.6651,2.5681,3.9107,50,1.5426,1.45,2021
RTX,RTX,1.21,0.2958,0.4309,15.0759,-3.3382,-3.3382,9.6312,-4.1582,-6.2187,0.349,5.1064,6.1149,59.6906,-3.9647,13.9615,-1.8057,-2.7918,48.6048,-3.5461,-2.7059,2020
RTX,RTX,1.3216,0.4601,0.9779,23.7073,10.836,10.836,16.8074,9.1557,12.2098,0.3248,3.8243,5.1869,70.3697,8.4353,-22.1411,2.6723,4.5538,51.1716,3.4421,3.0908,2019
RTX,RTX,1.1318,0.5036,1.1213,20.8524,8.2908,8.2908,13.7547,7.2159,15.184,0.2586,2.7239,2.4316,150.1085,3.4622,-4.1443,1.0476,1.7188,47.1397,-3.7508,-3.0413,2018
RTX,RTX,1.3471,0.443,0.8747,26.131,13.6003,13.6003,17.1767,12.9736,7.6073,0.6174,4.4733,4.7509,76.8283,15.6583,-39.7672,5.0764,8.7219,39.319,-0.7151,-1.1788,2017
RTX,RTX,1.3033,0.4266,0.8194,27.554,14.3613,14.3613,17.7888,12.4607,8.8306,0.6381,4.7646,4.986,73.2053,18.6362,-40.0472,6.0598,10.6869,36.069,0.1135,-0.0728,2016
RTX,RTX,1.1807,0.4011,0.7081,27.9279,12.9969,12.9969,16.3179,11.528,13.562,0.6412,4.97,5.2659,69.3134,13.8538,-28.4211,4.5677,8.2967,34.4059,-0.0075,-0.1293,2015
RTX,RTX,1.3411,0.3532,0.605,29.3644,16.5682,16.5682,19.7116,15.0466,10.7427,0.6348,5.3517,5.5417,65.8639,18.6279,-58.2597,6.6509,12.0481,35.8092,-0.3368,-0.3708,2014
NIKE,NKE,2.7228,0.3893,0.6379,43.5246,11.5489,11.5489,13.2261,12.1073,9.8991,1.3647,3.4215,12.3982,29.4397,36.2039,37.698,13.5088,22.1098,9.141,0.5001,0.3534,2023
NIKE,NKE,2.6294,0.3686,0.6171,45.9837,14.2903,14.2903,16.0886,14.2389,12.9437,1.1585,2.9966,10.0086,36.4687,39.5655,41.0985,14.9947,24.9824,9.7269,-0.9155,-0.9543,2022
NIKE,NKE,2.7177,0.4244,0.7374,44.8202,15.5755,15.5755,17.365,14.9558,12.8587,1.1801,3.5856,9.9794,36.5754,44.8578,46.7281,15.1749,25.8206,8.0906,2.575,2.8255,2021
NIKE,NKE,2.4814,0.5387,1.1989,43.4217,8.3282,8.3282,11.32,7.7186,6.7882,1.1934,2.8725,13.606,26.8263,31.5208,33.5935,8.101,14.541,5.1701,-2.0861,-2.077,2020
NIKE,NKE,2.1008,0.277,0.3848,44.6711,12.1993,12.1993,14.0399,12.2734,10.2999,1.6493,3.8497,9.1566,39.862,44.5686,46.8325,16.9878,32.2217,5.7653,0.6608,0.5891,2019
NIKE,NKE,2.5056,0.2611,0.3883,43.8388,12.2125,12.2125,14.3391,11.8829,5.3109,1.6151,3.8854,10.4051,35.079,19.7004,20.6231,8.5774,14.5557,6.1287,0.7135,0.7392,2018
NIKE,NKE,2.9341,0.2186,0.3064,44.5764,13.8253,13.8253,15.9098,14.2242,12.3435,1.4768,3.7662,9.3419,39.0715,34.1743,35.3776,18.2295,26.7036,7.5514,0.3225,0.3273,2017
NIKE,NKE,2.8042,0.1398,0.1663,46.241,13.9054,13.9054,15.9501,14.2791,11.6135,1.5144,3.5976,9.9895,36.5383,30.6739,31.7407,17.5874,26.3841,7.2878,-0.6953,-0.8027,2016
NIKE,NKE,2.4616,0.0783,0.0992,45.9691,13.6433,13.6433,15.7642,13.7414,10.6957,1.4169,3.8123,9.1129,40.0533,25.7575,26.6206,15.1549,23.7415,7.4223,0.9827,0.924,2015
NIKE,NKE,2.7245,0.0997,0.1268,44.7714,13.2379,13.2379,15.3459,12.7487,9.6874,1.4951,3.8898,8.0952,45.0883,24.8799,25.8669,14.4832,22.3987,6.2207,0.0089,-0.1566,2014
Unilever,UL,0.7616,-,-,100,16.3714,16.3714,19.0205,15.6684,10.8835,0.7919,-,9.6104,37.9795,34.3865,-38.1777,9.4864,34.3864,10.2632,1.6328,1.4812,2023
Unilever,UL,0.7534,-,-,100,17.9032,17.9032,21.1426,17.2074,12.7212,0.7719,-,8.0776,45.1868,38.1043,-44.0121,10.6257,38.1042,8.6961,-0.617,-0.726,2022
Unilever,UL,0.7023,-,-,100,16.5929,16.5929,19.9546,16.3145,11.5342,0.6984,-,9.127,39.991,33.5308,-35.134,8.8168,33.5308,8.8853,-0.3203,-0.4406,2021
Unilever,UL,0.7846,-,-,100,16.369,16.369,20.3474,15.7637,11.0027,0.7497,-,9.5507,38.2169,34.3982,-33.337,8.9759,34.3982,7.6704,0.4769,0.6605,2020
Unilever,UL,0.7832,-,-,100,16.7526,16.7526,20.5656,15.9465,10.8215,0.8021,-,7.3294,49.7995,43.3962,-35.1514,9.2985,43.3962,13.3093,0.4981,0.5134,2019
Unilever,UL,0.783,-,-,100,24.5871,24.5871,28.0138,24.289,18.4163,0.8575,-,7.3282,49.8079,79.7917,-57.02,16.4962,79.7917,12.4232,0.0305,0.0831,2018
Unilever,UL,0.7328,-,-,100,16.4889,16.4889,19.3521,15.1783,11.2687,0.891,-,9.4072,38.8002,45.0824,-46.2823,10.7589,45.0824,13.2019,0.1965,0.2471,2017
Unilever,UL,0.6754,-,-,100,14.799,14.799,17.5763,14.1692,9.8344,0.9341,-,9.7274,37.5227,32.6678,-53.0661,9.8301,32.6678,14.6402,-0.1195,-0.7578,2016
Unilever,UL,0.6337,-,-,100,100,100,100,13.5531,9.215,1.0186,-,10.5824,34.4911,32.7012,-58.5831,10.0558,32.7012,13.6305,0.2959,0.4531,2015
Unilever,UL,0.6286,0.335,0.892,16.4753,16.4753,16.4753,19.4318,15.7858,11.3862,1.0085,9.7063,9.6314,37.8971,28.3186,-51.0565,8.41,18.8311,-,-0.3031,0.4605,2014
