Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
McDonald's,MCD,"$23,222.9","$10,642.7","$12,580.2",-,"$2,707.5",$483.3,"$2,224.2","$10,356","$-1,228.1","$9,127.9","$1,582.7","$7,545.2",-,"$7,545.2",-,"$7,545.2","$12,224.1","$10,356",746,752,$10.11,$10.04,2021
McDonald's,MCD,"$19,207.8","$9,455.7","$9,752.101",-,"$2,545.6",$117.5,"$2,428.1","$7,324","$-1,183.3","$6,140.7","$1,410.2","$4,730.5",-,"$4,730.5",-,"$4,730.5","$9,075.4","$7,324",745,750,$6.35,$6.31,2020
McDonald's,MCD,"$21,364.4","$10,185","$11,179.4",-,"$2,229.4",$119.8,"$2,109.6","$9,069.8","$-1,051.7","$8,018.1","$1,992.7","$6,025.4",-,"$6,025.4",-,"$6,025.4","$10,687.7","$9,069.8",758,765,$7.95,$7.88,2019
McDonald's,MCD,"$21,257.9","$10,425.3","$10,832.6",-,"$2,200.2",$190.2,"$2,010","$8,822.6","$-1,006.5","$7,816.1","$1,891.8","$5,924.3",-,"$5,924.3",-,"$5,924.3","$10,304.6","$8,822.6",778,786,$7.61,$7.54,2018
McDonald's,MCD,"$22,820.4","$12,199.6","$10,620.8",-,"$2,231.3","$1,163.2","$1,068.1","$9,552.701",$-979.2,"$8,573.5","$3,381.2","$5,192.3",-,"$5,192.3",-,"$5,192.3","$10,916.1","$9,552.701",807,816,$6.43,$6.37,2017
McDonald's,MCD,"$24,621.9","$14,417.2","$10,204.7",-,"$2,384.5",$-75.7,"$2,460.2","$7,744.502",$-878.5,"$6,866","$2,179.5","$4,686.5",-,"$4,686.5",-,"$4,686.5","$9,261.002","$7,744.502",854,861,$5.49,$5.44,2016
McDonald's,MCD,"$25,413","$15,623.8","$9,789.2",-,"$2,434.3",$-209.4,"$2,643.7","$7,145.5",$-589.8,"$6,555.7","$2,026.4","$4,529.3",-,"$4,529.3",-,"$4,529.3","$8,701.2","$7,145.5",939,945,$4.82,$4.80,2015
McDonald's,MCD,"$27,441.3","$16,985.6","$10,455.7",-,"$2,487.9",$-18.6,"$2,506.5","$7,949.201",$-577.2,"$7,372","$2,614.2","$4,757.8",-,"$4,757.8",-,"$4,757.8","$9,593.701","$7,949.201",981,986,$4.85,$4.82,2014
Abbott Laboratories,ABT,"$40,109","$17,975","$22,134","$2,741","$10,949",-,"$15,656","$6,478",$186,"$6,664",$941,"$5,723",-,"$5,723",-,"$5,723","$9,721","$6,478","1,740","1,749",$3.28,$3.26,2023
Abbott Laboratories,ABT,"$43,653","$19,142","$24,511","$2,888","$11,248",-,"$16,149","$8,362",$-56,"$8,306","$1,373","$6,933",-,"$6,933",-,"$6,933","$11,629","$8,362","1,753","1,764",$3.94,$3.91,2022
Abbott Laboratories,ABT,"$43,075","$18,537","$24,538","$2,742","$11,324",-,"$16,113","$8,425",$-214,"$8,211","$1,140","$7,071",-,"$7,071",-,"$7,071","$11,963","$8,425","1,775","1,789",$3.97,$3.94,2021
Abbott Laboratories,ABT,"$34,608","$15,003","$19,605","$2,420","$9,696",-,"$14,248","$5,357",$-389,"$4,968",$497,"$4,471",-,"$4,471",$24,"$4,495","$8,684","$5,357","1,773","1,786",$2.52,$2.50,2020
Abbott Laboratories,ABT,"$31,904","$13,231","$18,673","$2,440","$9,765",-,"$14,141","$4,532",$-455,"$4,077",$390,"$3,687",-,"$3,687",-,"$3,687","$7,546","$4,532","1,768","1,781",$2.07,$2.06,2019
Abbott Laboratories,ABT,"$30,578","$12,706","$17,872","$2,300","$9,744",-,"$14,222","$3,650",$-777,"$2,873",$539,"$2,334",-,"$2,334",$34,"$2,368","$6,960","$3,650","1,758","1,770",$1.34,$1.33,2018
Abbott Laboratories,ABT,"$27,390","$12,409","$14,981","$2,260","$9,182",-,"$13,417","$1,564",$667,"$2,231","$1,878",$353,-,$353,$124,$477,"$5,497","$1,564","1,740","1,749",$0.27,$0.27,2017
Abbott Laboratories,ABT,"$20,853","$9,094","$11,759","$1,447","$6,736",-,"$8,733","$3,026","$-1,613","$1,413",$350,"$1,063",-,"$1,063",$337,"$1,400","$4,544","$3,026","1,477","1,483",$0.94,$0.94,2016
Abbott Laboratories,ABT,"$20,405","$8,747","$11,658","$1,405","$6,785",-,"$8,791","$2,867",$316,"$3,183",$577,"$2,606",-,"$2,606","$1,817","$4,423","$4,339","$2,867","1,496","1,506",$2.94,$2.92,2015
Abbott Laboratories,ABT,"$20,247","$9,218","$11,029","$1,345","$6,530",-,"$8,430","$2,599",$-81,"$2,518",$797,"$1,721",-,"$1,721",$563,"$2,284","$4,147","$2,599","1,516","1,527",$1.50,$1.49,2014
Texas Instruments,TXN,"$17,519","$6,500","$11,019","$1,863","$1,825",-,"$3,688","$7,331",$87,"$7,418",$908,"$6,510",-,"$6,510",-,"$6,476","$8,569","$7,331",908,916,$7.13,$7.07,2023
Texas Instruments,TXN,"$20,028","$6,257","$13,771","$1,670","$1,704",-,"$3,631","$10,140",$-108,"$10,032","$1,283","$8,749",-,"$8,749",-,"$8,709","$11,119","$10,140",916,926,$9.51,$9.41,2022
Texas Instruments,TXN,"$18,344","$5,968","$12,376","$1,554","$1,666",-,"$3,416","$8,960",$-41,"$8,919","$1,150","$7,769",-,"$7,769",-,"$7,736","$9,914","$8,960",923,936,$8.38,$8.26,2021
Texas Instruments,TXN,"$14,461","$5,192","$9,269","$1,530","$1,623",-,"$3,375","$5,894",$123,"$6,017",$422,"$5,595",-,"$5,595",-,"$5,568","$6,886","$5,894",921,921,$6.05,$5.97,2020
Texas Instruments,TXN,"$14,383","$5,219","$9,164","$1,544","$1,645",-,"$3,441","$5,723",$5,"$5,728",$711,"$5,017",-,"$5,017",-,"$4,985","$6,773","$5,723",936,952,$5.33,$5.24,2019
Texas Instruments,TXN,"$15,784","$5,507","$10,277","$1,559","$1,684",-,"$3,564","$6,713",$-27,"$6,686","$1,106","$5,580",-,"$5,580",-,"$5,537","$7,667","$6,713",970,990,$5.71,$5.59,2018
Texas Instruments,TXN,"$14,961","$5,347","$9,614","$1,508","$1,694",-,"$3,531","$6,083",$-3,"$6,080","$2,398","$3,682",-,"$3,682",-,"$3,648","$6,987","$6,083",991,"1,012",$3.68,$3.61,2017
Texas Instruments,TXN,"$13,370","$5,113","$8,257","$1,356","$1,742",-,"$3,402","$4,855",$75,"$4,930","$1,335","$3,595",-,"$3,595",-,"$3,595","$5,810","$4,855","1,003","1,021",$3.54,$3.48,2016
Texas Instruments,TXN,"$13,000","$5,425","$7,575","$1,267","$1,728",-,"$3,253","$4,322",$-106,"$4,216","$1,230","$2,986",-,"$2,986",-,"$2,986","$5,455","$4,322","1,030","1,043",$2.86,$2.82,2015
Texas Instruments,TXN,"$13,045","$5,618","$7,427","$1,358","$1,843",-,"$3,480","$3,947",$-73,"$3,874","$1,053","$2,821",-,"$2,821",-,"$2,777","$5,177","$3,947","1,065","1,080",$2.61,$2.57,2014
GE Aerospace,GE,"$67,954","$50,392","$17,562","$1,907","$9,195",-,"$11,102","$6,460","$3,732","$10,191","$1,162","$9,029",-,"$9,029",$414,"$9,186","$8,539","$6,460","1,089","1,099",$8.44,$8.36,2023
GE Aerospace,GE,"$58,100","$44,272","$13,828","$1,786","$9,173",-,"$10,959","$2,869","$-3,668",$-799,$-3,$-796,-,$-795,"$1,202",$51,"$5,771","$2,869","1,096","1,096",$0.05,$0.05,2022
GE Aerospace,GE,"$56,469","$43,378","$13,091","$1,682","$8,177",-,"$9,859","$3,232","$-8,928","$-5,695",$-757,"$-4,938",-,"$-4,939","$-1,469","$-6,573","$5,592","$3,232","1,098","1,098",$-6.00,$-6.00,2021
GE Aerospace,GE,"$75,833","$57,871","$17,962","$2,565","$12,628",-,"$16,070","$1,892","$4,078","$5,970",$-487,"$6,457",-,"$6,457",$-911,"$5,230","$5,356","$1,892","1,094","1,095",$4.63,$4.63,2020
GE Aerospace,GE,"$90,221","$64,852","$25,369","$3,118","$13,982",-,"$18,586","$6,783","$-6,837",$-54,$552,$-606,-,$-606,"$-4,306","$-5,439","$10,324","$6,783","1,091","1,091",$-4.99,$-4.99,2019
GE Aerospace,GE,"$97,012","$69,403","$27,609","$3,415","$15,057",-,"$40,608","$-12,999","$-7,988","$-20,987",$93,"$-21,080",-,"$-21,080","$-1,363","$-22,802","$-6,417","$-12,999","1,086","1,086",$-20.96,$-20.96,2018
GE Aerospace,GE,"$99,279","$75,593","$23,686",-,"$15,317",-,"$17,867","$5,819","$-17,163","$-11,345","$-2,808","$-8,537",-,"$-8,536",$-312,"$-8,920","$12,013","$5,819","1,086","1,086",$-8.24,$-8.24,2017
GE Aerospace,GE,"$119,469","$87,652","$31,817",-,"$18,738",-,"$18,738","$13,079","$-6,047","$7,031","$-1,133","$8,164",-,"$8,165",$-954,"$6,845","$20,149","$13,079","1,128","1,141",$6.08,$6.00,2016
GE Aerospace,GE,"$117,386","$82,693","$34,693",-,"$20,439",-,"$20,439","$14,254","$-6,068","$8,186","$6,485","$1,701",-,"$1,700","$-7,495","$-6,145","$19,101","$14,254","1,243","1,252",$-4.96,$-4.88,2015
GE Aerospace,GE,"$117,184","$83,704","$33,480",-,"$17,963",-,"$17,963","$15,517","$-5,253","$10,263",$773,"$9,490",-,"$9,490","$5,855","$15,233","$20,470","$15,517","1,256","1,265",$12.08,$12.00,2014
Verizon,VZ,"$133,974","$54,887","$79,087",-,"$32,745",-,"$56,210","$22,877","$-5,890","$16,987","$4,892","$12,095",-,"$12,095",-,"$11,614","$40,501","$22,877","4,211","4,215",$2.76,$2.75,2023
Verizon,VZ,"$136,835","$59,133","$77,702",-,"$30,136",-,"$47,235","$30,467","$-2,196","$28,271","$6,523","$21,748",-,"$21,748",-,"$21,256","$47,566","$30,467","4,202","4,204",$5.06,$5.06,2022
Verizon,VZ,"$133,613","$56,301","$77,312",-,"$28,658",-,"$44,864","$32,448","$-3,028","$29,420","$6,802","$22,618",-,"$22,618",-,"$22,065","$48,654","$32,448","4,148","4,150",$5.32,$5.32,2021
Verizon,VZ,"$128,292","$51,201","$77,091",-,"$31,573",-,"$48,293","$28,798","$-4,831","$23,967","$5,619","$18,348",-,"$18,348",-,"$17,801","$45,518","$28,798","4,140","4,142",$4.30,$4.30,2020
Verizon,VZ,"$131,868","$54,726","$77,142",-,"$29,896",-,"$46,764","$30,378","$-7,645","$22,733","$2,945","$19,788",-,"$19,788",-,"$19,265","$47,060","$30,378","4,138","4,140",$4.66,$4.65,2019
Verizon,VZ,"$130,863","$55,508","$75,355",-,"$31,083",-,"$53,077","$22,278","$-2,655","$19,623","$3,584","$16,039",-,"$16,039",-,"$15,528","$39,681","$22,278","4,128","4,132",$3.76,$3.76,2018
Verizon,VZ,"$126,034","$53,063","$72,971",-,"$28,592",-,"$45,546","$27,425","$-6,831","$20,594","$-9,956","$30,550",-,"$30,550",-,"$30,101","$44,379","$27,425","4,084","4,089",$7.37,$7.36,2017
Verizon,VZ,"$125,980","$52,701","$73,279",-,"$28,102",-,"$44,030","$29,249","$-8,263","$20,986","$7,378","$13,608",-,"$13,608",-,"$13,127","$45,177","$29,249","4,080","4,086",$3.22,$3.21,2016
Verizon,VZ,"$131,620","$52,557","$79,063",-,"$29,986",-,"$46,003","$33,060","$-4,820","$28,240","$9,865","$18,375",-,"$18,375",-,"$17,879","$49,077","$33,060","4,085","4,093",$4.38,$4.37,2015
Verizon,VZ,"$127,079","$49,931","$77,148",-,"$41,016",-,"$57,549","$19,599","$-4,329","$15,270","$3,314","$11,956",-,"$11,956",-,"$9,625","$36,132","$19,599","3,974","3,981",$2.42,$2.42,2014
Intuit,INTU,"$14,368","$3,143","$11,225","$2,539","$5,062",-,"$8,084","$3,141",$-152,"$2,989",$605,"$2,384",-,"$2,384",-,"$2,384","$3,947","$3,141",281,283,$8.49,$8.42,2023
Intuit,INTU,"$12,726","$2,406","$10,320","$2,347","$4,986",-,"$7,749","$2,571",$-29,"$2,542",$476,"$2,066",-,"$2,066",-,"$2,066","$3,317","$2,571",280,284,$7.38,$7.28,2022
Intuit,INTU,"$9,633","$1,683","$7,950","$1,678","$3,626",-,"$5,450","$2,500",$56,"$2,556",$494,"$2,062",-,"$2,062",-,"$2,062","$2,863","$2,500",270,273,$7.65,$7.56,2021
Intuit,INTU,"$7,679","$1,378","$6,301","$1,392","$2,727",-,"$4,125","$2,176",$22,"$2,198",$372,"$1,826",-,"$1,826",-,"$1,826","$2,394","$2,176",261,264,$6.99,$6.92,2020
Intuit,INTU,"$6,784","$1,167","$5,617","$1,233","$2,524",-,"$3,763","$1,854",$27,"$1,881",$324,"$1,557",-,"$1,557",-,"$1,557","$2,079","$1,854",260,264,$5.99,$5.89,2019
Intuit,INTU,"$6,025",$978,"$5,047","$1,186","$2,295",-,"$3,487","$1,560",$6,"$1,566",$237,"$1,329",-,"$1,329",-,"$1,329","$1,813","$1,560",256,261,$5.18,$5.09,2018
Intuit,INTU,"$5,196",$810,"$4,386",$998,"$1,968",-,"$2,968","$1,418",$-28,"$1,390",$405,$985,-,$985,-,$985,"$1,654","$1,418",257,261,$3.83,$3.78,2017
Intuit,INTU,"$4,694",$752,"$3,942",$881,"$1,807",-,"$2,700","$1,242",$-39,"$1,203",$397,$806,-,$806,$173,$979,"$1,480","$1,242",262,265,$3.73,$3.69,2016
Intuit,INTU,"$4,192",$725,"$3,467",$798,"$1,771",-,"$2,729",$738,$-26,$712,$299,$413,-,$413,$-48,$365,"$1,266",$738,281,286,$1.30,$1.28,2015
Intuit,INTU,"$4,243",$621,"$3,622",$714,"$1,601",-,"$2,322","$1,300",-,"$1,300",$447,$853,-,$853,$54,$907,"$1,497","$1,300",285,291,$3.18,$3.12,2014
HSBC,HSBC,"$133,937","$65,072","$68,865",-,"$32,050",-,"$35,517","$33,348","$-3,000","$30,348","$5,789","$24,559",-,"$24,559",-,"$22,432",-,-,"3,896","3,920",$5.75,$5.70,2023
HSBC,HSBC,"$75,792","$22,449","$53,343",-,"$32,435",-,"$36,285","$17,058",-,"$17,058",$809,"$16,249",-,"$16,249",-,"$14,346",-,-,"3,970","3,997",$3.60,$3.60,2022
HSBC,HSBC,"$62,297","$9,699","$52,598",-,"$29,406",-,"$33,692","$18,906",-,"$18,906","$4,213","$14,693",-,"$14,693",-,"$12,607",-,-,"4,039","4,060",$3.10,$3.10,2021
HSBC,HSBC,"$66,204","$14,178","$52,026",-,"$38,008",-,"$43,249","$8,777",-,"$8,777","$2,678","$6,099",-,"$6,099",-,"$3,898",-,-,"4,034","4,048",$0.95,$0.95,2020
HSBC,HSBC,"$82,685","$24,233","$58,452",-,"$34,586",-,"$45,105","$13,347",-,"$13,347","$4,639","$8,708",-,"$8,708",-,"$5,969",-,-,"4,032","4,047",$1.50,$1.50,2019
HSBC,HSBC,"$75,436","$19,120","$56,316",-,"$34,493",-,"$36,426","$19,890",-,"$19,890","$4,865","$15,025",-,"$13,996",-,"$12,608",-,-,"3,979","3,997",$3.15,$3.15,2018
HSBC,HSBC,"$66,639","$12,819","$53,820",-,"$34,791",-,"$36,653","$17,167",-,"$17,167","$5,288","$11,879",-,"$9,773",-,"$9,683",-,-,"3,994","4,014",$2.40,$2.40,2017
HSBC,HSBC,"$50,320",-,"$50,320",-,"$37,962",-,-,"$7,112",-,"$7,112","$3,666","$3,446",-,"$2,356",-,"$1,299",-,-,"3,951","3,969",$0.33,$0.33,2016
HSBC,HSBC,"$62,356",-,"$62,356",-,"$41,283",-,-,"$18,867",-,"$18,867","$3,771","$15,096",-,"$14,236",-,"$12,572",-,-,"3,876","3,903",$3.24,$3.22,2015
HSBC,HSBC,"$63,780",-,"$63,780",-,"$42,782",-,-,"$18,680",-,"$18,680","$3,975","$14,705",-,"$14,705",-,"$13,115",-,-,"3,792","3,811",$3.45,$3.45,2014
ARM Holdings,ARM,"$3,233",$154,"$3,079","$1,979",$983,$-6,"$2,968",$111,$101,$212,$-94,$306,-,$306,-,$306,$273,$111,"1,027","1,044",$0.30,$0.29,2023
ARM Holdings,ARM,"$2,679",$106,"$2,573","$1,133",$762,$-7,"$1,902",$671,-,$671,$147,$524,-,$524,-,$524,$841,$671,"1,025","1,028",$0.51,$0.51,2022
ARM Holdings,ARM,"$2,703",$131,"$2,572",$995,$897,$-47,"$1,939",$633,$153,$786,$110,$676,-,$676,$-127,$549,$818,$633,"1,025","1,025",$0.54,$0.54,2021
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2020
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2019
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2018
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2017
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2016
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2015
ARM Holdings,ARM,,,,,,,,,,,,,,,,,,,,,,,2014
