Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
MetLife,MET,"$66,905","$52,078","$14,827",-,-,"$-12,665","$12,665","$2,162",-,"$2,162",$560,"$1,602",-,"$1,602",-,"$1,380","$1,548","$2,162",758,762,$1.82,$1.81,2023
MetLife,MET,"$68,770","$50,433","$18,337",-,-,"$-11,973","$11,973","$6,364",-,"$6,364","$1,062","$5,302",-,"$5,302",-,"$5,099","$6,045","$6,364",803,809,$6.35,$6.30,2022
MetLife,MET,"$68,696","$48,332","$20,364",-,-,"$-11,846","$11,846","$8,518",-,"$8,518","$1,642","$6,876",-,"$6,876",-,"$6,654","$8,338","$8,518",863,869,$7.71,$7.65,2021
MetLife,MET,"$67,842","$47,765","$20,077",-,-,"$-13,150","$13,150","$6,927",-,"$6,927","$1,509","$5,418",-,"$5,418",-,"$5,191","$6,730","$6,927",908,913,$5.72,$5.68,2020
MetLife,MET,"$69,620","$49,136","$20,484",-,-,"$-13,689","$13,689","$6,795",-,"$6,795",$886,"$5,909",-,"$5,909",-,"$5,721","$6,426","$6,795",938,944,$6.10,$6.06,2019
MetLife,MET,"$67,941","$47,920","$20,021",-,-,"$-13,714","$13,714","$6,307",-,"$6,307","$1,179","$5,128",-,"$5,128",-,"$4,982","$5,922","$6,307","1,006","1,014",$4.95,$4.91,2018
MetLife,MET,"$62,308","$45,151","$17,157",-,-,"$-13,621","$13,621","$3,536",-,"$3,536","$-1,470","$5,006",-,"$5,006",$-986,"$3,907","$3,287","$3,536","1,070","1,079",$3.65,$3.62,2017
MetLife,MET,"$60,787","$42,757","$18,030",-,-,"$-13,749","$13,749","$4,281",-,"$4,281",$693,"$3,588",-,"$3,588","$-2,734",$747,"$3,823","$4,281","1,101","1,109",$0.68,$0.67,2016
MetLife,MET,"$61,343","$40,915","$20,428",-,-,"$-14,777","$14,777","$5,651",-,"$5,651","$1,590","$4,061",-,"$4,061","$1,324","$5,215","$5,203","$5,651","1,118","1,128",$4.67,$4.62,2015
MetLife,MET,"$73,316","$47,421","$25,895",-,-,"$-17,091","$17,091","$8,804",-,"$8,804","$2,465","$6,339",-,"$6,339",$-3,"$6,187","$8,906","$8,804","1,129","1,143",$5.48,$5.42,2014
Suncor Energy,SU,"$37,592.64","$14,808.59","$22,784.04",$54.819,"$9,914.126",$734.874,"$14,001.12","$8,782.924",$-938.594,"$7,844.331","$1,699.395","$6,144.936",-,"$6,144.936",-,"$6,144.936","$13,549.97","$8,782.924","1,308","1,310",$4.70,$4.69,2023
Suncor Energy,SU,"$44,972.82","$17,265.46","$27,707.35",$43.075,"$9,851.145",$-34.614,"$16,687.03","$11,020.33","$-1,546.861","$9,473.467","$2,491.439","$6,982.028",-,"$6,982.028",-,"$6,982.028","$17,778.52","$11,020.33","1,387","1,390",$5.03,$5.02,2022
Suncor Energy,SU,"$31,198.69","$12,183.93","$19,014.75",$37.501,"$9,068.932",$205.06,"$13,569.09","$5,445.666","$-1,001.365","$4,444.303","$1,157.753","$3,286.55",-,"$3,286.55",-,"$3,286.55","$10,113.38","$5,445.666","1,488","1,489",$2.21,$2.21,2021
Suncor Energy,SU,"$18,701.32","$7,860.645","$10,840.67",$138.849,"$7,410.505",-,"$14,660.515","$-3,819.84",$-731.57,"$-4,551.411","$-1,327.277","$-3,224.134",-,"$-3,224.134",-,"$-3,224.134","$3,291.319","$-3,819.84","1,526","1,526",$-2.11,$-2.11,2020
Suncor Energy,SU,"$29,382.11","$10,553.41","$18,828.7",$192.922,"$8,473.479",$190.661,"$16,442.8","$2,385.898",$-477.029,"$1,908.869",$-275.818,"$2,184.686",-,"$2,184.686",-,"$2,184.686","$10,352.96","$2,385.898","1,559","1,561",$1.40,$1.40,2019
Suncor Energy,SU,"$30,077.7","$11,921.22","$18,156.48",$94.123,"$8,157.069","$-1,634.037","$14,312.09","$3,844.385",-,"$3,844.385","$1,303.835","$2,540.55",-,"$2,540.55",-,"$2,540.55","$8,271.252","$3,844.385","1,623","1,629",$1.57,$1.56,2018
Suncor Energy,SU,"$24,820.57","$9,378.681","$15,441.89",$80.226,"$7,131.593",$654.147,"$10,878.279","$4,563.604",-,"$4,563.603","$1,124.701","$3,438.901",-,"$3,438.901",-,"$3,438.901","$8,884.215","$4,563.604","1,661","1,665",$2.07,$2.07,2017
Suncor Energy,SU,"$20,366.23","$8,268.685","$12,097.55",$218.253,"$6,910.08",$51.354,"$11,696.535",$401.012,$-336.064,$64.947,$-271.117,$336.064,-,$336.064,-,$327.757,"$5,020.57",$401.012,"1,610","1,612",$0.20,$0.20,2016
Suncor Energy,SU,"$23,257.25","$9,932.13","$13,325.12",$374.561,"$6,744.445",-,"$12,996.01",$329.111,"$-1,917.469","$-1,588.357",$-25.075,"$-1,563.282",-,"$-1,563.282",-,"$-1,563.282","$6,206.111",$329.111,"1,446","1,447",$-1.08,$-1.08,2015
Suncor Energy,SU,"$36,687.98","$16,586.16","$20,101.82",$332.53,"$8,833.56",-,"$14,729.54","$5,372.281","$-1,213.27","$4,158.99","$1,713.43","$2,445.56",-,"$3,681.817",-,"$2,445.56","$10,935.73","$5,372.281","1,462","1,465",$1.47,$1.47,2014
GE Vernova,GEV,"$33,239","$28,421","$4,818",$896,"$4,845",-,"$5,741",$-923,$793,$-130,$344,$-474,-,$-474,-,$-438,$41,$-923,-,-,-,-,2023
GE Vernova,GEV,"$29,654","$26,196","$3,458",$979,"$5,360",-,"$6,339","$-2,881",$407,"$-2,474",$248,"$-2,722",-,"$-2,722",-,"$-2,736","$-1,084","$-2,881",-,-,-,-,2022
GE Vernova,GEV,"$33,006","$28,061","$4,945","$1,008","$4,821",-,"$5,829",$-884,$20,$-864,$-140,$-724,-,$-724,-,$-633,$292,$-884,-,-,-,-,2021
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2020
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2019
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2018
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2017
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2016
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2015
GE Vernova,GEV,,,,,,,,,,,,,,,,,,,,,,,2014
Ross Stores,ROST,"$20,376.94","$14,801.6","$5,575.341",-,"$3,267.677",-,"$3,267.68","$2,307.664",$164.118,"$2,471.781",$597.261,"$1,874.52",-,"$1,874.52",-,"$1,874.52","$2,727.096","$2,307.664",335,337,$5.59,$5.56,2023
Ross Stores,ROST,"$18,695.83","$13,946.23","$4,749.598",-,"$2,759.268",-,"$2,759.27","$1,990.33",$-2.842,"$1,987.489",$475.448,"$1,512.041",-,"$1,512.041",-,"$1,512.041","$2,384.985","$1,990.33",343,345,$4.40,$4.38,2022
Ross Stores,ROST,"$18,916.24","$13,708.91","$5,207.337",-,"$2,874.469",-,"$2,874.47","$2,332.867",$-74.328,"$2,258.54",$535.951,"$1,722.589",-,"$1,722.589",-,"$1,722.589","$2,693.531","$2,332.867",351,354,$4.90,$4.87,2021
Ross Stores,ROST,"$12,531.57","$9,838.574","$2,692.991",-,"$2,503.281",-,"$2,503.286",$189.71,$-83.413,$106.297,$20.915,$85.382,-,$85.382,-,$85.382,$553.955,$189.71,352,355,$0.24,$0.24,2020
Ross Stores,ROST,"$16,039.07","$11,536.19","$4,502.887",-,"$2,356.704",-,"$2,356.7","$2,146.183",$18.106,"$2,164.288",$503.36,"$1,660.928",-,"$1,660.928",-,"$1,660.928","$2,497.075","$2,146.183",358,361,$4.63,$4.60,2019
Ross Stores,ROST,"$14,983.54","$10,726.28","$4,257.264",-,"$2,216.55",-,"$2,216.55","$2,040.714",$10.162,"$2,050.876",$463.419,"$1,587.457",-,"$1,587.457",-,"$1,587.457","$2,371.071","$2,040.714",370,373,$4.30,$4.26,2018
