Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Airbnb,ABNB,"$9,917","$1,703","$8,214","$1,722","$4,974",-,"$6,696","$1,518",$584,"$2,102","$-2,690","$4,792",-,"$4,792",-,"$4,792","$1,562","$1,518",637,662,$7.52,$7.24,2023
Airbnb,ABNB,"$8,399","$1,499","$6,900","$1,502","$3,507",-,"$5,098","$1,802",$187,"$1,989",$96,"$1,893",-,"$1,893",-,"$1,893","$1,883","$1,802",637,680,$2.97,$2.79,2022
Airbnb,ABNB,"$5,992","$1,156","$4,836","$1,425","$2,869",-,"$4,407",$429,$-729,$-300,$52,$-352,-,$-352,-,$-352,$567,$429,616,616,$-0.57,$-0.57,2021
Airbnb,ABNB,"$3,378",$876,"$2,502","$2,753","$3,188",-,"$6,092","$-3,590","$-1,092","$-4,682",$-97,"$-4,585",-,"$-4,585",-,"$-4,585","$-3,464","$-3,590",284,284,$-16.12,$-16.12,2020
Airbnb,ABNB,"$4,805.239","$1,196.313","$3,608.926",$976.695,"$3,133.774",-,"$4,110.469",$-501.544,$89.84,$-411.703,$262.636,$-674.339,-,$-674.339,-,$-674.339,$-387.382,$-501.544,261,261,$-2.59,$-2.59,2019
Airbnb,ABNB,"$3,651.985",$864.032,"$2,787.953",$579.193,"$2,190.016",-,"$2,769.209",$18.744,$28.289,$47.033,$63.893,$-16.86,-,$-16.86,-,$-16.86,$101.145,$18.744,256,256,$-0.07,$-0.07,2018
Airbnb,ABNB,"$2,561.721",$647.69,"$1,914.031",$400.749,"$1,594.644",-,"$1,995.393",$-81.362,$22.263,$-59.099,$10.947,$-70.046,-,$-70.046,-,$-70.046,$-3.031,$-81.362,255,255,$-0.27,$-0.27,2017
Airbnb,ABNB,,,,,,,,,,,,,,,,,,,,,,,2016
Airbnb,ABNB,,,,,,,,,,,,,,,,,,,,,,,2015
Airbnb,ABNB,,,,,,,,,,,,,,,,,,,,,,,2014
Cigna Group,CI,"$195,265","$36,287","$158,978",-,"$14,822","$-133,801","$150,442","$8,536","$-3,023","$5,513",$141,"$5,372",-,"$5,372",-,"$5,164","$11,571","$8,536",294,297,$17.57,$17.39,2023
Cigna Group,CI,"$180,518","$32,184","$148,334",-,"$13,174","$-124,834","$139,884","$8,450",$-53,"$8,397","$1,615","$6,782",-,"$6,782",-,"$6,704","$11,387","$8,450",310,313,$21.66,$21.41,2022
Cigna Group,CI,"$174,069","$33,565","$140,504",-,"$13,012","$-117,553","$132,563","$7,941","$-1,151","$6,790","$1,370","$5,420",-,"$5,420",-,"$5,370","$10,864","$7,941",338,341,$15.89,$15.75,2021
Cigna Group,CI,"$160,401","$32,710","$127,691",-,"$14,072","$-103,484","$119,538","$8,153","$2,715","$10,868","$2,379","$8,489",-,"$8,489",-,"$8,458","$10,955","$8,153",365,368,$23.17,$22.96,2020
Cigna Group,CI,"$153,566","$30,819","$122,747",-,"$14,053","$-97,668","$114,670","$8,077","$-1,507","$6,570","$1,450","$5,120",-,"$5,120",-,"$5,104","$11,728","$8,077",376,380,$13.58,$13.44,2019
Cigna Group,CI,"$48,650","$27,528","$21,122",-,"$11,934","$-4,793","$16,962","$4,160",$-579,"$3,581",$935,"$2,646",-,"$2,646",-,"$2,637","$4,855","$4,160",247,250,$10.69,$10.54,2018
Cigna Group,CI,"$41,806","$25,263","$16,543",-,"$10,030","$-2,456","$12,601","$3,942",$-336,"$3,606","$1,374","$2,232",-,"$2,232",-,"$2,237","$4,508","$3,942",251,255,$8.92,$8.77,2017
Cigna Group,CI,"$39,838","$24,341","$15,497",-,"$9,790","$-2,468","$12,409","$3,088",$-109,"$2,979","$1,136","$1,843",-,"$1,843",-,"$1,867","$3,698","$3,088",255,260,$7.31,$7.19,2016
Cigna Group,CI,"$37,876","$23,290","$14,586",-,-,"$-11,116","$11,259","$3,327",-,"$3,327","$1,250","$2,077",-,"$2,077",-,"$2,094","$3,912","$3,327",256,261,$8.17,$8.04,2015
Cigna Group,CI,"$34,914","$21,334","$13,580",-,-,"$-10,081","$10,276","$3,304",-,"$3,304","$1,210","$2,094",-,"$2,094",-,"$2,102","$3,892","$3,304",264,269,$7.97,$7.83,2014
Dell,DELL,"$88,425","$67,556","$20,869","$2,801","$12,857",-,"$15,658","$5,211","$-1,324","$3,887",$692,"$3,195",-,"$3,195",-,"$3,211","$8,514","$5,211",720,736,$4.46,$4.36,2023
Dell,DELL,"$102,301","$79,615","$22,686","$2,779","$14,136",-,"$16,915","$5,771","$-2,546","$3,225",$803,"$2,422",-,"$2,422",-,"$2,442","$8,927","$5,771",734,753,$3.33,$3.24,2022
Dell,DELL,"$101,197","$79,306","$21,891","$2,577","$14,655",-,"$17,232","$4,659","$1,264","$5,923",$981,"$4,942",-,"$4,942",$765,"$5,563","$9,210","$4,659",762,791,$7.30,$7.02,2021
Dell,DELL,"$86,670","$66,530","$20,140","$2,455","$14,000",-,"$16,455","$3,685","$-1,339","$2,346",$101,"$2,245",-,"$2,245","$1,260","$3,250","$9,075","$3,685",744,767,$4.37,$4.22,2020
Dell,DELL,"$84,815","$64,176","$20,639","$2,454","$15,819",-,"$18,273","$2,366","$-2,417",$-51,$-572,$521,-,$521,"$5,008","$4,616","$8,509","$2,366",724,751,$6.38,$6.03,2019
Dell,DELL,"$90,621","$65,568","$25,053","$4,604","$20,640",-,"$25,244",$-191,"$-2,170","$-2,361",$-180,"$-2,181",-,"$-2,181",-,"$-2,310","$7,555",$-191,781,781,$-2.96,$-2.96,2018
Dell,DELL,"$79,040","$58,503","$20,537","$4,384","$18,569",-,"$22,953","$-2,416","$-2,353","$-4,769","$-1,843","$-2,926",-,"$-2,926",-,"$-2,849","$6,218","$-2,416",770,770,$-3.70,$-3.70,2017
Dell,DELL,"$62,164","$48,515","$13,649","$2,636","$13,403",-,"$16,039","$-2,390","$-2,104","$-4,494","$-1,420","$-3,074",-,"$-3,074","$1,916","$-1,167","$2,816","$-2,390",687,687,$-1.75,$-1.76,2016
Dell,DELL,"$50,911","$42,524","$8,387","$1,051","$7,850",-,"$8,901",$-514,$-772,"$-1,286",$-118,"$-1,168",-,"$-1,168",$64,"$-1,104","$2,417",$-514,405,405,$-2.72,$-2.72,2015
Dell,DELL,"$54,142","$45,246","$8,896",$920,"$8,292",-,"$9,212",$-316,$-899,"$-1,215",$-107,"$-1,108",-,"$-1,108",$-113,"$-1,221","$2,714",$-316,404,404,$-3.02,$-3.02,2014
CrowdStrike,CRWD,"$3,055.555",$755.723,"$2,299.832",$768.497,"$1,533.33",-,"$2,301.827",$-1.995,$124.812,$122.817,$32.232,$90.585,-,$90.585,-,$89.327,$379.875,$-1.995,239,244,$0.37,$0.37,2023
CrowdStrike,CRWD,"$2,241.236",$601.231,"$1,640.005",$608.364,"$1,221.753",-,"$1,830.117",$-190.112,$30.229,$-159.883,$22.402,$-182.285,-,$-182.285,-,$-183.245,$74.506,$-190.112,233,233,$-0.79,$-0.79,2022
CrowdStrike,CRWD,"$1,451.594",$383.221,"$1,068.373",$371.283,$839.638,-,"$1,210.921",$-142.548,$-17.475,$-160.023,$72.355,$-232.378,-,$-232.378,-,$-234.802,$40.146,$-142.548,227,227,$-1.03,$-1.03,2021
CrowdStrike,CRWD,$874.438,$229.545,$644.893,$214.67,$522.752,-,$737.422,$-92.529,$4.66,$-87.869,$4.76,$-92.629,-,$-92.629,-,$-92.629,$14.632,$-92.529,218,218,$-0.43,$-0.43,2020
CrowdStrike,CRWD,$481.413,$141.627,$339.786,$130.188,$355.663,-,$485.851,$-146.065,$6.283,$-139.782,$1.997,$-141.779,-,$-141.779,-,$-141.779,$-88.34,$-146.065,148,148,$-0.96,$-0.96,2019
CrowdStrike,CRWD,$249.824,$87.238,$162.586,$84.551,$214.899,-,$299.45,$-136.864,$-1.846,$-138.71,$1.367,$-140.077,-,$-140.077,-,$-140.077,$-93.976,$-136.864,45,45,$-3.12,$-3.12,2018
CrowdStrike,CRWD,$118.752,$54.486,$64.266,$58.887,$136.819,-,$195.706,$-131.44,$-3.121,$-134.561,$0.929,$-135.49,-,$-135.49,-,$-141.343,$-111.22,$-131.44,42,42,$-3.38,$-3.38,2017
CrowdStrike,CRWD,,,,,,,,,,,,,,,,,,,,,,,2016
CrowdStrike,CRWD,,,,,,,,,,,,,,,,,,,,,,,2015
CrowdStrike,CRWD,,,,,,,,,,,,,,,,,,,,,,,2014
ICICI Bank,IBN,"$28,560.56","$8,967.087","$19,593.48",-,"$12,150.99",-,"$12,150.993","$7,442.482",-,"$7,442.484","$1,866.742","$5,575.742",-,"$5,575.742",-,"$5,355.021",-,-,"3,500","3,570",$1.53,$1.50,2023
ICICI Bank,IBN,"$23,272.35","$6,317.923","$16,954.43",-,"$12,332.44",-,"$12,521.767","$4,432.666",-,"$4,432.665",-,"$4,432.665",-,"$4,432.665",-,"$4,254.58",-,-,"3,483","3,552",$1.22,$1.20,2022
ICICI Bank,IBN,"$21,109.87","$5,516.334","$15,593.53",-,"$11,859.18",-,"$12,037.406","$3,556.127",-,"$3,556.127",-,"$3,556.127",-,"$3,556.127",-,"$3,364.753",-,-,"3,467","3,538",$0.97,$0.95,2021
ICICI Bank,IBN,"$21,780.43","$5,758.977","$16,021.45",-,"$13,091.4",-,"$13,272.313","$2,749.137",-,"$2,749.135",-,"$2,749.135",-,"$2,749.135",-,"$2,481.883",-,-,"3,372","3,421",$0.74,$0.72,2020
ICICI Bank,IBN,"$21,119.84","$6,297.839","$14,822",-,"$13,074.07",-,"$13,239.211","$1,582.789",-,"$1,582.791",-,"$1,582.791",-,"$1,582.791",-,"$1,348.849",-,-,"3,230","3,283",$0.42,$0.41,2019
ICICI Bank,IBN,"$18,776.83","$5,602.388","$13,174.44",-,"$12,225.63",-,"$12,360.892",$813.553,-,$813.55,-,$813.55,-,$813.55,-,$608.356,-,-,"3,218","3,255",$0.19,$0.19,2018
ICICI Bank,IBN,"$18,440.21","$5,310.617","$13,129.59",-,"$11,576.23",-,"$11,719.163","$1,410.43",-,"$1,410.429",-,"$1,410.429",-,"$1,410.429",-,"$1,195.388",-,-,"3,209","3,241",$0.37,$0.37,2017
ICICI Bank,IBN,"$16,896.25","$5,190.539","$11,705.71",-,"$9,880.164",-,"$10,016.001","$1,689.709",-,"$1,689.709",-,"$1,689.709",-,"$1,689.709",-,"$1,518.069",-,-,"2,909","2,921",$0.52,$0.52,2016
ICICI Bank,IBN,"$15,513.56","$5,201.46","$10,312.1",-,"$8,511.293",-,"$8,640.29","$1,671.814",-,"$1,671.814",-,"$1,671.814",-,"$1,671.814",-,"$1,557.534",-,-,"3,194","3,212",$0.49,$0.48,2015
ICICI Bank,IBN,"$14,795.46","$5,300.177","$9,495.285",-,"$7,241.84",-,"$7,372.753","$2,122.537",-,"$2,122.537",-,"$2,122.537",-,"$2,122.537",-,"$2,008.486",-,-,"3,183","3,213",$0.63,$0.62,2014
Synopsys,SNPS,"$5,842.619","$1,222.193","$4,620.426","$1,946.813","$1,299.327",-,"$3,351.167","$1,269.259",$32.523,"$1,301.782",$83.657,"$1,218.125",-,"$1,218.125",-,"$1,229.888","$1,598.569","$1,269.259",152,155,$8.08,$7.92,2023
Synopsys,SNPS,"$5,081.542","$1,063.697","$4,017.845","$1,680.379","$1,133.617",-,"$2,855.807","$1,162.038",$-46.524,"$1,115.514",$137.078,$978.436,-,$978.436,-,$984.594,"$1,463.469","$1,162.038",153,156,$6.44,$6.29,2022
Synopsys,SNPS,"$4,204.193",$861.777,"$3,342.416","$1,504.823","$1,035.479",-,"$2,607.626",$734.79,$70.724,$805.514,$49.155,$756.359,-,$756.359,-,$757.516,"$1,003.164",$734.79,153,157,$4.96,$4.81,2021
Synopsys,SNPS,"$3,685.281",$794.69,"$2,890.591","$1,279.022",$916.54,-,"$2,270.45",$620.141,$18.018,$638.159,$-25.288,$663.447,-,$663.447,-,$664.347,$891.312,$620.141,151,156,$4.40,$4.27,2020
Synopsys,SNPS,"$3,360.694",$752.946,"$2,607.748","$1,136.932",$862.108,-,"$2,087.517",$520.231,$25.275,$545.506,$13.139,$532.367,-,$532.367,-,$532.367,$784.657,$520.231,150,154,$3.55,$3.45,2019
Synopsys,SNPS,"$3,121.058",$735.898,"$2,385.16","$1,084.822",$885.538,-,"$2,024.935",$360.225,$3.318,$363.543,$-68.975,$432.518,-,$432.518,-,$432.518,$569.432,$360.225,149,153,$2.90,$2.82,2018
Synopsys,SNPS,"$2,724.88",$654.184,"$2,070.696",$908.841,$746.092,-,"$1,723.133",$347.563,$35.535,$383.098,$246.535,$136.563,-,$136.563,-,$136.563,$537.005,$347.563,150,155,$0.91,$0.88,2017
Synopsys,SNPS,"$2,422.532",$542.962,"$1,879.57",$856.705,$668.33,-,"$1,562.175",$317.395,$12.153,$329.548,$62.722,$266.826,-,$266.826,-,$266.826,$524.427,$317.395,152,155,$1.76,$1.73,2016
Synopsys,SNPS,"$2,242.211",$518.92,"$1,723.291",$776.229,$639.504,-,"$1,456.825",$266.466,$15.144,$281.61,$55.676,$225.934,-,$225.934,-,$225.934,$478.287,$266.466,155,158,$1.46,$1.43,2015
Synopsys,SNPS,"$2,057.472",$456.885,"$1,600.587",$718.768,$608.294,-,"$1,351.87",$248.717,$23.425,$272.142,$13.018,$259.124,-,$259.124,-,$259.124,$441.543,$248.717,155,158,$1.67,$1.64,2014
American Tower,AMT,"$11,144.2","$3,260.6","$7,883.6",-,$992.5,$-377.7,"$4,858.7","$3,024.9","$-1,503.6","$1,521.3",$154.2,"$1,367.1",-,"$1,367.1",-,"$1,483.3","$6,161.2","$3,024.9",466,467,$3.18,$3.18,2023
American Tower,AMT,"$10,711.1","$3,263.8","$7,447.3",-,$972.3,$-767.6,"$5,095","$2,352.3",$-631.6,"$1,720.7",$24,"$1,696.7",-,"$1,696.7",-,"$1,765.8","$5,754.9","$2,352.3",462,463,$3.83,$3.82,2022
American Tower,AMT,"$9,356.9","$2,682","$6,674.9",-,$811.6,$-398.7,"$3,542.9","$3,132",$-302.6,"$2,829.4",$261.8,"$2,567.6",-,"$2,567.6",-,"$2,567.7","$5,504.5","$3,132",451,453,$5.69,$5.66,2021
American Tower,AMT,"$8,041.5","$2,227.2","$5,814.3",-,$778.7,$-265.8,"$2,926.8","$2,887.5","$-1,066.4","$1,821.1",$129.6,"$1,691.5",-,"$1,691.5",-,"$1,690.6","$4,802.7","$2,887.5",444,446,$3.81,$3.79,2020
American Tower,AMT,"$7,580.3","$2,216.8","$5,363.5",-,$730.4,$-166.3,"$2,675.1","$2,688.4",$-772,"$1,916.4",$-0.2,"$1,916.6",-,"$1,916.6",-,"$1,887.8","$4,492.7","$2,688.4",442,446,$4.27,$4.24,2019
American Tower,AMT,"$7,440.1","$2,177.8","$5,262.3",-,$733.2,$-513.3,"$3,357.3","$1,905",$-750.4,"$1,154.6",$-110.1,"$1,264.7",-,"$1,264.7",-,"$1,227","$4,037.9","$1,905",440,443,$2.79,$2.77,2018
American Tower,AMT,"$6,663.9","$2,056.6","$4,607.3",-,$637,$-256,"$2,608.9","$1,998.4",$-742.3,"$1,256.1",$30.7,"$1,225.4",-,"$1,225.4",-,"$1,151.5","$3,734.3","$1,998.4",428,432,$2.69,$2.67,2017
American Tower,AMT,"$5,785.7","$1,790.4","$3,995.3",-,$543.4,$-73.3,"$2,142.3","$1,853",$-727.1,"$1,125.9",$155.5,$970.4,-,$970.4,-,$849.3,"$3,396.3","$1,853",425,429,$2.00,$1.98,2016
American Tower,AMT,"$4,771.5","$1,308.8","$3,462.7",-,$497.8,$-66.8,"$1,849.9","$1,612.8",$-782.8,$830,$158,$672,-,$672,-,$594.9,"$2,905","$1,612.8",419,423,$1.42,$1.41,2015
American Tower,AMT,"$4,100.048","$1,094.265","$3,005.783",-,$446.542,$-68.517,"$1,518.861","$1,486.922",$-621.218,$865.704,$62.505,$803.199,-,$803.199,-,$801.022,"$2,485.854","$1,486.922",396,400,$2.02,$2.00,2014
Starbucks,SBUX,"$35,975.6","$11,409.1","$24,566.5",-,"$2,441.3","$-14,870","$18,695.7","$5,870.803",$-468.9,"$5,401.9","$1,277.2","$4,124.7",-,"$4,124.7",-,"$4,124.5","$7,321.103","$5,870.803","1,147","1,151",$3.60,$3.58,2023
Starbucks,SBUX,"$32,250.3","$10,317.4","$21,932.9",-,"$2,032","$-13,789.2","$17,315.1","$4,617.801",$-385.9,"$4,231.9",$948.5,"$3,283.4",-,"$3,283.4",-,"$3,281.6","$6,147.201","$4,617.801","1,153","1,159",$2.85,$2.83,2022
Starbucks,SBUX,"$29,060.6","$8,738.7","$20,321.9",-,"$1,932.6","$-11,905.1","$15,449.8","$4,872.1",$484.8,"$5,356.9","$1,156.6","$4,200.3",-,"$4,200.3",-,"$4,199.3","$6,396.2","$4,872.1","1,178","1,186",$3.57,$3.54,2021
Starbucks,SBUX,"$23,518","$7,694.9","$15,823.1",-,"$1,679.6","$-10,871.8","$14,261.4","$1,561.699",$-397.3,"$1,164.4",$239.7,$924.7,-,$924.7,-,$928.3,"$3,064.899","$1,561.699","1,173","1,182",$0.79,$0.79,2020
Starbucks,SBUX,"$26,508.6","$8,526.9","$17,981.7",-,"$1,824.1","$-10,566.6","$13,903.8","$4,077.9",$388.3,"$4,466.2",$871.6,"$3,594.6",-,"$3,594.6",-,"$3,599.2","$5,527.2","$4,077.9","1,221","1,233",$2.95,$2.92,2019
Starbucks,SBUX,"$24,719.5","$7,930.7","$16,788.8",-,"$1,708.2","$-9,725.899","$12,905.5","$3,883.301","$1,896.7","$5,780","$1,262","$4,518",-,"$4,518",-,"$4,518.3","$5,189.201","$3,883.301","1,383","1,395",$3.27,$3.24,2018
Starbucks,SBUX,"$22,386.8","$7,065.8","$15,321",-,"$1,408.4","$-8,613","$11,186.3","$4,134.701",$182.8,"$4,317.5","$1,432.6","$2,884.9",-,"$2,884.9",-,"$2,884.7","$5,201.801","$4,134.701","1,450","1,462",$1.99,$1.97,2017
Starbucks,SBUX,"$21,315.9","$8,509","$12,806.9",-,"$1,408.9","$-6,245.3","$8,635","$4,171.9",$26.7,"$4,198.6","$1,379.7","$2,818.9",-,"$2,818.9",-,"$2,817.7","$5,202","$4,171.9","1,472","1,487",$1.91,$1.90,2016
Starbucks,SBUX,"$19,162.7","$7,787.5","$11,375.2",-,"$1,196.7","$-5,683.6","$7,774.2","$3,600.998",$302,"$3,903","$1,143.7","$2,759.3",-,"$2,759.3",-,"$2,757.4","$4,534.798","$3,600.998","1,496","1,513",$1.84,$1.82,2015
Starbucks,SBUX,"$16,447.8","$6,858.8","$9,589.001",-,$991.3,"$-4,807","$6,507.9","$3,081.101",$78.6,"$3,159.7","$1,092","$2,067.7",-,"$2,067.7",-,"$2,068.1","$3,829.5","$3,081.101","1,506","1,526",$1.37,$1.35,2014
HCA Healthcare,HCA,"$64,968","$9,902","$55,066",-,"$29,487","$-12,853","$45,417","$9,649","$-1,943","$7,706","$1,615","$6,091",-,"$6,091",-,"$5,242","$12,761","$9,649",272,276,$19.25,$18.97,2023
HCA Healthcare,HCA,"$60,233","$9,371","$50,862",-,"$27,685","$-11,110","$41,764","$9,098",$-518,"$8,580","$1,746","$6,834",-,"$6,834",-,"$5,643","$12,096","$9,098",290,295,$19.43,$19.15,2022
HCA Healthcare,HCA,"$58,752","$9,481","$49,271",-,"$26,779","$-9,848","$39,480","$9,791",$42,"$9,833","$2,112","$7,721",-,"$7,721",-,"$6,956","$12,671","$9,791",323,329,$21.52,$21.16,2021
HCA Healthcare,HCA,"$51,533","$8,369","$43,164",-,"$23,874","$-9,253","$35,848","$7,316","$-1,886","$5,430","$1,043","$4,387",-,"$4,387",-,"$3,754","$10,067","$7,316",338,344,$11.10,$10.93,2020
HCA Healthcare,HCA,"$51,336","$8,481","$42,855",-,"$23,560","$-9,438","$35,594","$7,261","$-2,017","$5,244","$1,099","$4,145",-,"$4,145",-,"$3,505","$9,887","$7,261",341,348,$10.27,$10.07,2019
HCA Healthcare,HCA,"$46,677","$7,724","$38,953",-,"$21,425","$-8,579","$32,282","$6,671","$-1,336","$5,335",$946,"$4,389",-,"$4,389",-,"$3,787","$8,980","$6,671",347,355,$10.90,$10.66,2018
HCA Healthcare,HCA,"$43,614","$7,316","$36,298",-,"$20,059","$-8,006","$30,196","$6,102","$-1,721","$4,381","$1,638","$2,743",-,"$2,743",-,"$2,216","$8,264","$6,102",362,372,$6.12,$5.95,2017
HCA Healthcare,HCA,"$41,490","$6,933","$34,557",-,"$18,897","$-7,442","$28,305","$6,252","$-1,442","$4,810","$1,378","$3,432",-,"$3,432",-,"$2,890","$8,252","$6,252",384,396,$7.53,$7.30,2016
HCA Healthcare,HCA,"$39,678","$6,638","$33,040",-,"$18,115","$-7,010","$27,029","$6,011","$-2,054","$3,957","$1,261","$2,696",-,"$2,696",-,"$2,129","$7,950","$6,011",414,427,$5.14,$4.99,2015
HCA Healthcare,HCA,"$36,918","$6,262","$30,656",-,"$16,641","$-6,587","$25,048","$5,608","$-2,127","$3,481","$1,108","$2,373",-,"$2,373",-,"$1,875","$7,470","$5,608",436,450,$4.30,$4.16,2014
