Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Royal Bank Of Canada,RY,"$50,851.71","$16,239.8","$34,611.91",-,"$21,737.59",-,"$22,638.21","$11,973.7",-,"$11,973.69","$2,289.553","$9,684.141",-,"$9,684.141",-,"$9,675.864",-,-,"1,435","1,441",$6.74,$6.72,2019
Royal Bank Of Canada,RY,"$44,610.2","$11,524.39","$33,085.81",-,"$20,001.78",-,"$20,838.72","$12,247.1",-,"$12,247.1","$2,586.966","$9,660.13",-,"$9,660.13",-,"$9,414.566",-,-,"1,444","1,450",$6.52,$6.50,2018
Royal Bank Of Canada,RY,"$38,581.25","$7,469.46","$31,111.79",-,"$19,111.23",-,"$19,887.7","$11,224.08",-,"$11,224.08","$2,450.295","$8,773.785",-,"$8,773.785",-,"$8,512.92",-,-,"1,467","1,474",$5.81,$5.78,2017
Royal Bank Of Canada,RY,"$34,943.7","$5,974.81","$28,968.89",-,"$18,205.79",-,"$18,937.46","$10,031.44",-,"$10,031.44","$2,142.966","$7,888.469",-,"$7,888.469",-,"$7,626.728",-,-,"1,486","1,494",$5.13,$5.11,2016
Royal Bank Of Canada,RY,"$34,878.55","$6,413.352","$28,465.2",-,"$17,718.52",-,"$18,292.318","$10,172.88",-,"$10,172.88","$2,092.922","$8,079.954",-,"$8,079.954",-,"$7,844.63",-,-,"1,443","1,450",$5.44,$5.42,2015
Royal Bank Of Canada,RY,"$38,574.5","$7,256.52","$31,317.98",-,"$19,946.97",-,"$20,565.83","$10,752.15",-,"$10,752.12","$2,484.64","$8,267.48",-,"$7,962.476",-,"$8,267.47",-,-,"1,443","1,452",$5.31,$5.28,2014
NextEra Energy,NEE,"$28,114","$5,457","$22,657",-,"$6,946",$405,"$12,420","$10,237","$-2,949","$7,288","$1,006","$6,282",-,"$6,282",-,"$7,310","$16,388","$10,237","2,026","2,031",$3.61,$3.60,2023
NextEra Energy,NEE,"$20,956","$6,389","$14,567",-,"$6,505",$522,"$10,486","$4,081",$-249,"$3,832",$586,"$3,246",-,"$3,246",-,"$4,147","$8,871","$4,081","1,973","1,979",$2.10,$2.10,2022
NextEra Energy,NEE,"$17,069","$4,527","$12,542",-,"$5,782",$77,"$9,629","$2,913",$262,"$3,175",$348,"$2,827",-,"$2,827",-,"$3,573","$7,127","$2,913","1,963","1,972",$1.82,$1.81,2021
NextEra Energy,NEE,"$17,997","$3,539","$14,458",-,"$5,643",$353,"$9,342","$5,116","$-2,703","$2,413",$44,"$2,369",-,"$2,369",-,"$2,919","$9,431","$5,116","1,959","1,969",$1.49,$1.48,2020
NextEra Energy,NEE,"$19,204","$4,363","$14,841",-,"$5,444",$172,"$9,488","$5,353","$-1,517","$3,836",$448,"$3,388",-,"$3,388",-,"$3,769","$9,831","$5,353","1,928","1,942",$1.95,$1.94,2019
NextEra Energy,NEE,"$16,727","$3,732","$12,995",-,"$4,881",$77,"$8,715","$4,280","$3,072","$7,352","$1,576","$5,776",-,"$5,776",-,"$6,638","$8,427","$4,280","1,893","1,908",$3.51,$3.47,2018
NextEra Energy,NEE,"$17,173","$4,071","$13,102",-,"$4,913",$-590,"$7,929","$5,173",$-510,"$4,663",$-660,"$5,323",-,"$5,323",-,"$5,380","$7,811","$5,173","1,875","1,890",$2.87,$2.85,2017
NextEra Energy,NEE,"$16,138","$3,992","$12,146",-,"$4,872",$440,"$7,687","$4,459",$-81,"$4,378","$1,379","$2,999",-,"$2,999",-,"$2,906","$7,887","$4,459","1,852","1,863",$1.57,$1.56,2016
NextEra Energy,NEE,"$17,486","$5,327","$12,159",-,"$4,664",$-6,"$7,527","$4,632",$-642,"$3,990","$1,228","$2,762",-,"$2,762",-,"$2,752","$7,835","$4,632","1,802","1,816",$1.53,$1.51,2015
NextEra Energy,NEE,"$17,021","$5,602","$11,419",-,"$4,511",$27,"$7,035","$4,384",$-739,"$3,645","$1,176","$2,469",-,"$2,469",-,"$2,465","$7,280","$4,384","1,738","1,760",$1.42,$1.40,2014
Comcast,CMCSA,"$121,572","$75,952","$45,620",-,"$7,971",-,"$22,307","$23,313","$-2,835","$20,478","$5,371","$15,107",-,"$15,107",-,"$15,388","$37,649","$23,313","4,122","4,148",$3.73,$3.71,2023
Comcast,CMCSA,"$121,427","$76,476","$44,951",-,"$8,506","$-8,583","$30,910","$14,041","$-4,757","$9,284","$4,359","$4,925",-,"$4,925",-,"$5,370","$27,862","$14,041","4,406","4,430",$1.22,$1.21,2022
Comcast,CMCSA,"$116,385","$74,069","$42,316",-,"$7,695",-,"$21,499","$20,817","$-1,724","$19,093","$5,259","$13,834",-,"$13,834",-,"$14,159","$34,621","$20,817","4,584","4,654",$3.09,$3.04,2021
Comcast,CMCSA,"$103,564","$66,230","$37,334",-,"$6,741",-,"$19,841","$17,493","$-3,428","$14,065","$3,364","$10,701",-,"$10,701",-,"$10,534","$30,593","$17,493","4,574","4,624",$2.30,$2.28,2020
Comcast,CMCSA,"$108,942","$67,247","$41,695",-,"$7,617",-,"$20,570","$21,125","$-4,129","$16,996","$3,673","$13,323",-,"$13,323",-,"$13,057","$34,078","$21,125","4,548","4,610",$2.87,$2.83,2019
Comcast,CMCSA,"$94,507","$57,786","$36,721",-,"$7,036",$341,"$17,712","$19,009","$-3,767","$15,242","$3,380","$11,862",-,"$11,862",-,"$11,731","$29,685","$19,009","4,584","4,640",$2.56,$2.53,2018
Comcast,CMCSA,"$85,029","$50,804","$34,225",-,"$6,519",$442,"$16,207","$18,018","$-2,665","$15,353","$-7,569","$22,922",-,"$22,922",-,"$22,735","$27,706","$18,018","4,708","4,786",$4.83,$4.75,2017
Comcast,CMCSA,"$80,736","$48,188","$32,548",-,"$6,291",-,"$15,717","$16,831","$-2,505","$14,326","$5,298","$9,028",-,"$9,028",-,"$8,678","$26,257","$16,831","4,819","4,875",$1.80,$1.78,2016
Comcast,CMCSA,"$74,510","$43,875","$30,635",-,"$5,957",-,"$14,637","$15,998","$-2,626","$13,372","$4,959","$8,413",-,"$8,413",-,"$8,163","$24,678","$15,998","4,972","5,035",$1.64,$1.62,2015
Comcast,CMCSA,"$68,775","$40,751","$28,024",-,"$5,101",-,"$13,120","$14,904","$-2,439","$12,465","$3,873","$8,592",-,"$8,592",-,"$8,380","$22,923","$14,904","5,166","5,240",$1.62,$1.60,2014
ServiceNow,NOW,"$8,971","$1,921","$7,050","$2,124","$4,164",-,"$6,288",$762,$246,"$1,008",$-723,"$1,731",-,"$1,731",-,"$1,731","$1,783",$762,204,206,$8.48,$8.42,2023
ServiceNow,NOW,"$7,245","$1,573","$5,672","$1,768","$3,549",-,"$5,317",$355,$44,$399,$74,$325,-,$325,-,$325,"$1,146",$355,201,204,$1.61,$1.60,2022
ServiceNow,NOW,"$5,896","$1,353","$4,543","$1,397","$2,889",-,"$4,286",$257,$-8,$249,$19,$230,-,$230,-,$230,"$1,023",$257,198,203,$1.16,$1.13,2021
ServiceNow,NOW,"$4,519",$987,"$3,532","$1,024","$2,309",-,"$3,333",$199,$-49,$150,$31,$119,-,$119,-,$119,$777,$199,193,202,$0.61,$0.59,2020
ServiceNow,NOW,"$3,460",$796,"$2,664",$749,"$1,873",-,"$2,622",$42,$25,$67,$-560,$627,-,$627,-,$627,$495,$42,186,197,$3.36,$3.18,2019
ServiceNow,NOW,"$2,608.816",$622.658,"$1,986.158",$529.501,"$1,499.083",-,"$2,028.584",$-42.426,$3.402,$-39.024,$-12.32,$-26.704,-,$-26.704,-,$-26.704,$303.269,$-42.426,178,178,$-0.15,$-0.15,2018
ServiceNow,NOW,"$1,918.494",$499.862,"$1,418.632",$377.518,"$1,105.51",-,"$1,483.028",$-64.396,$-49.01,$-113.406,$3.44,$-116.846,-,$-116.846,-,$-116.846,$201.978,$-64.396,171,171,$-0.68,$-0.68,2017
ServiceNow,NOW,"$1,390.985",$398.995,$991.99,$285.239,$818.919,$-270,"$1,374.158",$-382.168,$-28.251,$-410.419,$3.83,$-414.249,-,$-414.249,-,$-414.249,$-196.243,$-382.168,165,165,$-2.52,$-2.52,2016
ServiceNow,NOW,"$1,005.48",$329.413,$676.067,$217.389,$625.043,-,$842.432,$-166.365,$-26.647,$-193.012,$5.414,$-198.426,-,$-198.426,-,$-198.426,$-2.307,$-166.365,156,156,$-1.27,$-1.27,2015
ServiceNow,NOW,$682.563,$248.776,$433.787,$148.258,$437.364,-,$585.622,$-151.835,$-23.705,$-175.54,$3.847,$-179.387,-,$-179.387,-,$-179.387,$-21.363,$-151.835,145,145,$-1.23,$-1.23,2014
BHP Group,BHP,"$53,817","$11,188","$42,629",$294,"$4,940","$-9,327","$19,622","$23,007","$-1,606","$21,401","$7,077","$14,324",-,"$14,324",-,"$12,921","$28,068","$23,007","2,532","2,537",$5.10,$5.09,2023
BHP Group,BHP,"$65,098","$10,495","$54,603",$199,"$4,614","$-9,486","$19,982","$34,621","$-1,484","$33,137","$10,737","$22,400",-,"$22,400","$10,655","$30,900","$40,304","$34,621","2,531","2,536",$12.21,$12.19,2022
BHP Group,BHP,"$56,921","$8,698","$48,223",$134,"$4,357","$-10,626","$20,201","$28,022","$-3,730","$24,292","$10,616","$13,676",-,"$13,676",$-225,"$11,304","$33,106","$28,022","2,529","2,534",$4.47,$4.46,2021
BHP Group,BHP,"$42,931","$8,303","$34,628",$517,"$4,055","$-9,029","$19,713","$14,915","$-1,405","$13,510","$4,774","$8,736",-,"$8,736",-,"$7,956","$21,027","$14,915","2,529","2,535",$3.15,$3.15,2020
BHP Group,BHP,"$44,288","$8,534","$35,754",$516,"$4,032","$-9,000","$19,377","$16,377","$-1,328","$15,049","$5,529","$9,520",-,"$9,520",$-335,"$8,306","$22,206","$16,377","2,590","2,597",$3.21,$3.20,2019
BHP Group,BHP,"$43,129","$7,915","$35,214",$641,"$3,990","$-7,966","$18,885","$16,329","$-1,578","$14,751","$7,007","$7,744",-,"$7,744","$-2,921","$3,705","$22,617","$16,329","2,662","2,669",$1.39,$1.39,2018
BHP Group,BHP,"$36,135","$6,024","$30,111",$610,"$3,694","$-6,876","$17,364","$12,747","$-1,610","$11,137","$4,443","$6,694",-,"$6,694",$-472,"$5,890","$18,931","$12,747","2,662","2,668",$2.21,$2.21,2017
BHP Group,BHP,"$30,912",-,"$30,912",-,-,"$-37,147",-,"$-6,235","$-1,024","$-7,259","$-1,052","$-6,207",-,"$-6,207",-,"$-6,385","$2,426","$-6,235","2,661","2,661",$-2.40,$-2.40,2016
BHP Group,BHP,"$44,636",-,"$44,636",-,-,"$-35,966",-,"$8,670",$-614,"$8,056","$3,666","$4,390",-,"$4,390","$-1,512","$1,910","$17,828","$8,670","2,659","2,667",$0.72,$0.72,2015
BHP Group,BHP,"$56,762","$10,361","$46,401",$698,"$5,413","$-9,447","$23,274","$23,127","$-1,392","$21,735","$6,780","$14,955",-,"$14,955",$269,"$13,832","$30,843","$23,127","2,661","2,669",$5.20,$5.18,2014
Goldman Sachs,GS,"$46,254",-,"$46,254",$629,"$20,094","$-9,936",-,"$10,739",-,"$10,739","$2,223","$8,516",-,"$8,516",-,"$7,907","$15,595","$10,739",341,346,$23.05,$22.87,2023
Goldman Sachs,GS,"$47,365",-,"$47,365",$812,"$19,869","$-10,743",-,"$13,486",-,"$13,486","$2,225","$11,261",-,"$11,261",-,"$10,764","$15,941","$13,486",352,358,$30.42,$30.06,2022
Goldman Sachs,GS,"$59,339",-,"$59,339",$553,"$21,921","$-7,806",-,"$27,044",-,"$27,044","$5,409","$21,635",-,"$21,635",-,"$21,151","$29,059","$27,044",351,356,$60.25,$59.45,2021
Goldman Sachs,GS,"$44,560",-,"$44,560",$401,"$16,922","$-12,856",-,"$12,479",-,"$12,479","$3,020","$9,459",-,"$9,459",-,"$8,915","$14,381","$12,479",356,360,$24.94,$24.74,2020
Goldman Sachs,GS,"$36,546",-,"$36,546",$739,"$15,865","$-7,655",-,"$10,583",-,"$10,583","$2,117","$8,466",-,"$8,466",-,"$7,897","$12,287","$10,583",372,376,$21.18,$21.03,2019
Goldman Sachs,GS,"$36,616",-,"$36,616",$740,"$15,374","$-6,693",-,"$12,481",-,"$12,481","$2,022","$10,459",-,"$10,459",-,"$9,860","$13,809","$12,481",385,390,$25.53,$25.27,2018
Goldman Sachs,GS,"$32,730","$2,876","$29,854",$588,"$14,448","$-2,534","$18,722","$11,132",-,"$11,132","$6,846","$4,286",-,"$4,286",-,"$3,685","$12,284","$11,132",402,409,$9.12,$9.01,2017
Goldman Sachs,GS,"$30,790","$2,823","$27,967",$457,"$14,126","$-2,082","$17,663","$10,304",-,"$10,304","$2,906","$7,398",-,"$7,398",-,"$7,087","$11,302","$10,304",427,435,$16.53,$16.29,2016
Goldman Sachs,GS,"$33,820","$2,576","$31,244",$557,"$15,219","$-5,699","$22,466","$8,778",-,"$8,778","$2,695","$6,083",-,"$6,083",-,"$5,568","$9,769","$8,778",449,459,$12.35,$12.14,2015
Goldman Sachs,GS,"$34,528","$2,501","$32,027",$549,"$15,199","$-2,585","$19,670","$12,357",-,"$12,357","$3,880","$8,477",-,"$8,477",-,"$8,077","$13,694","$12,357",459,473,$17.55,$17.07,2014
RTX,RTX,"$68,920","$56,831","$12,089","$2,805","$5,809",$86,"$8,528","$3,561",$275,"$3,836",$456,"$3,380",-,"$3,380",-,"$3,195","$7,772","$3,561","1,426","1,435",$2.24,$2.23,2023
RTX,RTX,"$67,074","$53,406","$13,668","$2,711","$5,573",$120,"$8,164","$5,504",$613,"$6,117",$790,"$5,327",-,"$5,327",$-19,"$5,197","$9,612","$5,504","1,476","1,486",$3.52,$3.50,2022
RTX,RTX,"$64,388","$51,897","$12,491","$2,732","$5,046",$423,"$7,355","$5,136",$-27,"$5,109",$964,"$4,145",-,"$4,145",$-33,"$3,864","$9,693","$5,136","1,502","1,509",$2.57,$2.56,2021
RTX,RTX,"$56,587","$48,056","$8,531","$2,582","$5,540",$885,"$10,420","$-1,889",$-464,"$-2,353",$575,"$-2,928",-,"$-2,928",$-410,"$-3,519","$5,450","$-1,889","1,358","1,358",$-2.59,$-2.59,2020
RTX,RTX,"$45,349","$34,598","$10,751","$2,452","$3,711",$326,"$5,837","$4,914",$-762,"$4,152",$421,"$3,731",-,"$3,731","$2,027","$5,537","$7,622","$4,914",855,864,$6.48,$6.41,2019
RTX,RTX,"$34,701","$27,465","$7,236","$1,878","$2,864",$383,"$4,359","$2,877",$-373,"$2,504","$1,098","$1,406",-,"$1,406","$4,053","$5,269","$4,773","$2,877",800,810,$6.58,$6.50,2018
RTX,RTX,"$59,837","$44,201","$15,636","$2,427","$6,429","$1,358","$7,498","$8,138",$-375,"$7,763","$2,843","$4,920",-,"$4,920",-,"$4,552","$10,278","$8,138",790,799,$5.76,$5.70,2017
RTX,RTX,"$57,244","$41,471","$15,773","$2,376","$5,958",$782,"$7,552","$8,221","$-1,088","$7,133","$1,697","$5,436",-,"$5,436",$-10,"$5,055","$10,183","$8,221",818,826,$6.18,$6.12,2016
RTX,RTX,"$56,098","$40,431","$15,667","$2,279","$5,886",$-211,"$8,376","$7,291",$-824,"$6,467","$2,111","$4,356",-,"$3,996","$3,612","$7,608","$9,154","$7,291",873,883,$8.72,$8.61,2015
RTX,RTX,"$57,900","$40,898","$17,002","$2,475","$6,172","$1,238","$7,409","$9,593",$-881,"$8,712","$2,244","$6,468",-,"$6,066",$154,"$6,220","$11,413","$9,593",898,912,$6.92,$6.82,2014
NIKE,NKE,"$51,217","$28,925","$22,292",-,"$16,377",-,"$16,377","$5,915",$286,"$6,201","$1,131","$5,070",-,"$5,070",-,"$5,070","$6,774","$5,915","1,552","1,570",$3.27,$3.23,2023
NIKE,NKE,"$46,710","$25,231","$21,479",-,"$14,804",-,"$14,804","$6,675",$-24,"$6,651",$605,"$6,046",-,"$6,046",-,"$6,046","$7,515","$6,675","1,579","1,611",$3.83,$3.75,2022
NIKE,NKE,"$44,538","$24,576","$19,962",-,"$13,025",-,"$13,025","$6,937",$-276,"$6,661",$934,"$5,727",-,"$5,727",-,"$5,727","$7,734","$6,937","1,573","1,609",$3.64,$3.56,2021
NIKE,NKE,"$37,403","$21,162","$16,241",-,"$13,126",-,"$13,126","$3,115",$-228,"$2,887",$348,"$2,539",-,"$2,539",-,"$2,539","$4,234","$3,115","1,559","1,592",$1.63,$1.60,2020
NIKE,NKE,"$39,117","$21,643","$17,474",-,"$12,702",-,"$12,702","$4,772",$29,"$4,801",$772,"$4,029",-,"$4,029",-,"$4,029","$5,492","$4,772","1,580","1,618",$2.55,$2.49,2019
NIKE,NKE,"$36,397","$20,441","$15,956",-,"$11,511",-,"$11,511","$4,445",$-120,"$4,325","$2,392","$1,933",-,"$1,933",-,"$1,933","$5,219","$4,445","1,624","1,659",$1.19,$1.17,2018
NIKE,NKE,"$34,350","$19,038","$15,312",-,"$10,563",-,"$10,563","$4,749",$137,"$4,886",$646,"$4,240",-,"$4,240",-,"$4,240","$5,465","$4,749","1,658","1,692",$2.56,$2.51,2017
NIKE,NKE,"$32,376","$17,405","$14,971",-,"$10,469",-,"$10,469","$4,502",$121,"$4,623",$863,"$3,760",-,"$3,760",-,"$3,760","$5,164","$4,502","1,698","1,743",$2.21,$2.16,2016
NIKE,NKE,"$30,601","$16,534","$14,067",-,"$9,892",-,"$9,892","$4,175",$30,"$4,205",$932,"$3,273",-,"$3,273",-,"$3,273","$4,824","$4,175","1,724","1,769",$1.90,$1.85,2015
NIKE,NKE,"$27,799","$15,353","$12,446",-,"$8,766",-,"$8,766","$3,680",$-136,"$3,544",$851,"$2,693",-,"$2,693",-,"$2,693","$4,266","$3,680","1,767","1,812",$1.52,$1.49,2014
Unilever,UL,"$74,141.41",-,"$74,141.41",-,-,"$-62,003.44",-,"$12,137.98",$-521.194,"$11,616.78","$2,735.336","$8,881.446",-,"$8,881.446",-,"$8,069.179","$14,102.09","$12,137.98","2,516","2,532",$3.21,$3.18,2023
Unilever,UL,"$63,292.91",-,"$63,292.91",-,-,"$-51,961.45",-,"$11,331.46",$-440.405,"$10,891.06","$2,178.845","$8,712.219",-,"$8,712.219",-,"$8,051.611","$13,381.77","$11,331.46","2,548","2,560",$3.16,$3.15,2022
Unilever,UL,"$62,046.5",-,"$62,046.5",-,-,"$-51,751.16",-,"$10,295.34",$-172.733,"$10,122.6","$2,289.299","$7,833.305",-,"$7,833.305",-,"$7,156.572","$12,381.14","$10,295.34","2,600","2,610",$2.76,$2.74,2021
Unilever,UL,"$57,942.02",-,"$57,942.02",-,-,"$-48,457.51",-,"$9,484.516",$-350.686,"$9,133.831","$2,196.643","$6,937.188",-,"$6,937.188",-,"$6,375.176","$11,789.68","$9,484.516","2,620","2,630",$2.43,$2.42,2020
Unilever,UL,"$58,217.6",-,"$58,217.6",-,-,"$-48,464.64",-,"$9,752.961",$-469.28,"$9,283.68","$2,534.56","$6,749.12",-,"$6,749.12",-,"$6,300","$11,972.8","$9,752.961","2,617","2,627",$2.41,$2.40,2019
Unilever,UL,"$60,209.74",-,"$60,209.74",-,-,"$-45,405.91",-,"$14,803.84",$-179.512,"$14,624.32","$3,041.075","$11,583.25",-,"$11,583.25",-,"$11,088.41","$16,867.04","$14,803.84","2,683","2,695",$4.13,$4.13,2018
Unilever,UL,"$60,714.06",-,"$60,714.06",-,-,"$-50,703",-,"$10,011.06",$-795.731,"$9,215.336","$1,884.21","$7,331.126",-,"$7,331.126",-,"$6,841.706","$11,749.46","$10,011.06","2,802","2,814",$2.44,$2.43,2017
Unilever,UL,"$58,332.21",-,"$58,332.21",-,-,"$-49,699.62",-,"$8,632.586",$-367.391,"$8,265.195","$2,126.885","$6,138.31",-,"$6,138.31",-,"$5,736.614","$10,252.65","$8,632.586","2,840","2,854",$2.03,$2.01,2016
Unilever,UL,"$59,155.36",-,"$59,155.36",-,-,-,-,"$59,155.36","$-59,155.36","$8,017.377","$2,177.573","$5,839.804",-,"$5,839.804",-,"$5,451.15","$59,155.36","$59,155.36","2,838","2,854",$1.92,$1.91,2015
Unilever,UL,"$64,385.97","$53,778.16","$10,607.81",-,-,-,-,"$10,607.81",$-443.99,"$10,163.82","$2,832.73","$7,331.09",-,"$5,369.138",-,"$7,331.08","$12,511.36","$10,607.81","2,841","2,883",$2.11,$2.08,2014
