Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Duke Energy,DUK,"$29,060","$9,679","$19,381",-,"$7,025",$-33,"$12,311","$7,070","$-2,303","$4,767",$438,"$4,329",-,"$4,329","$-1,455","$2,735","$13,154","$7,070",771,771,$3.54,$3.54,2023
Duke Energy,DUK,"$28,768","$10,058","$18,710",-,"$7,200",$-412,"$12,698","$6,012","$-1,934","$4,078",$300,"$3,778",-,"$3,778","$-1,323","$2,444","$11,855","$6,012",770,770,$3.17,$3.17,2022
Duke Energy,DUK,"$24,621","$6,960","$17,661",-,"$7,058",$-341,"$12,161","$5,500","$-1,509","$3,991",$268,"$3,723",-,"$3,723",$-144,"$3,802","$11,163","$5,500",769,769,$4.94,$4.94,2021
Duke Energy,DUK,"$23,366","$6,511","$16,855",-,"$6,813",$-967,"$12,284","$4,571","$-3,651",$920,$-169,"$1,089",-,"$1,089",$-7,"$1,270","$10,057","$4,571",737,738,$1.72,$1.72,2020
Duke Energy,DUK,"$25,079","$7,453","$17,626",-,"$7,373",$4,"$11,917","$5,709","$-1,612","$4,097",$519,"$3,578",-,"$3,578",$-7,"$3,707","$10,885","$5,709",729,729,$5.06,$5.06,2019
Duke Energy,DUK,"$24,521","$7,528","$16,993",-,"$7,743",$-491,"$12,308","$4,685","$-1,612","$3,073",$448,"$2,625",-,"$2,625",$19,"$2,666","$9,381","$4,685",708,708,$3.76,$3.76,2018
Duke Energy,DUK,"$23,565","$6,982","$16,583",-,"$7,177",$-254,"$10,958","$5,625","$-1,359","$4,266","$1,196","$3,070",-,"$3,070",$-6,"$3,059","$9,671","$5,625",700,700,$4.36,$4.36,2017
Duke Energy,DUK,"$22,743","$6,890","$15,853",-,"$7,366",$27,"$10,651","$5,202","$-1,468","$3,734","$1,156","$2,578",-,"$2,578",$-408,"$2,152","$9,082","$5,202",691,691,$3.11,$3.11,2016
Duke Energy,DUK,"$22,371","$7,496","$14,875",-,"$6,668",$-76,"$9,797","$5,078","$-1,168","$3,910","$1,256","$2,654",-,"$2,654",$177,"$2,816","$8,691","$5,078",694,694,$4.05,$4.05,2015
Duke Energy,DUK,"$22,509","$7,917","$14,592",-,"$6,710",$-71,"$9,750","$4,842","$-1,079","$3,763","$1,225","$2,538",-,"$2,538",$-649,"$1,883","$8,349","$4,842",707,707,$2.66,$2.66,2014
Canadian National Railway,CNI,"$12,466.18","$3,223.221","$9,242.962",-,"$2,333.52",$-410.403,"$4,355.904","$4,887.058",$-80.747,"$4,806.311",$639.31,"$4,167",-,"$4,167",-,"$4,167","$6,233.091","$4,887.058",658,659,$6.33,$6.32,2023
Canadian National Railway,CNI,"$13,158.7","$3,622.163","$9,536.541",-,"$2,257.602",$-427.675,"$4,275.213","$5,261.328",$-59.228,"$5,202.1","$1,265.334","$3,936.766",-,"$3,936.766",-,"$3,936.766","$6,591.274","$5,261.328",686,688,$5.74,$5.72,2022
Canadian National Railway,CNI,"$11,551.2","$2,868.45","$8,682.748",-,"$2,297.154",$-361.449,"$4,201.742","$4,481.006",$572.094,"$5,053.101","$1,149.774","$3,903.327",-,"$3,903.327",-,"$3,903.327","$5,756.051","$4,481.006",709,710,$5.51,$5.50,2021
Canadian National Railway,CNI,"$10,315.88","$2,466.436","$7,849.448",-,"$2,032.719",$-742.021,"$4,283.417","$3,566.031",$-173.935,"$3,392.096",$733.063,"$2,659.033",-,"$2,659.033",-,"$2,659.033","$4,752.219","$3,566.031",711,713,$3.74,$3.73,2020
Canadian National Railway,CNI,"$11,241.45","$2,942.054","$8,299.396",-,"$2,202.019",$-370.771,"$4,084.512","$4,214.885",$-123.59,"$4,091.294",$914.117,"$3,177.178",-,"$3,177.178",-,"$3,177.177","$5,392.008","$4,214.885",720,723,$4.41,$4.39,2019
Canadian National Railway,CNI,"$11,048.65","$2,856.865","$8,191.787",-,"$2,206.49",$-361.834,"$3,953.937","$4,237.85",$145.814,"$4,383.663","$1,044.611","$3,339.052",-,"$3,339.052",-,"$3,339.052","$5,263.173","$4,237.85",735,738,$4.54,$4.53,2018
Canadian National Railway,CNI,"$10,059.83","$2,415.253","$7,644.574",-,"$1,713.279",$-333.245,"$3,357.133","$4,287.441",$-361.787,"$3,925.655",$-304.703,"$4,230.357",-,"$4,230.357",-,"$4,230.357","$5,275.604","$4,287.441",754,757,$5.62,$5.58,2017
Canadian National Railway,CNI,"$9,090.343","$1,995.994","$7,094.349",-,"$1,600.269",$-274.138,"$3,082.726","$4,011.623",$-290.752,"$3,720.87",$971.942,"$2,748.928",-,"$2,748.928",-,"$2,748.928","$4,936.743","$4,011.623",776,779,$3.54,$3.53,2016
Canadian National Railway,CNI,"$9,881.854","$2,361.74","$7,520.113",-,"$1,885.318",$-308.735,"$3,393.729","$4,126.385",$-307.167,"$3,819.218","$1,046.876","$2,772.342",-,"$2,772.342",-,"$2,772.341","$5,033.782","$4,126.385",801,805,$3.46,$3.44,2015
Canadian National Railway,CNI,"$10,994.61","$5,221.85","$5,772.76",-,$631.55,-,"$1,582.95","$4,189.811",$-239.21,"$3,950.59","$1,080.97","$2,869.62",-,"$2,790.14",-,"$2,869.61","$5,141.21","$4,189.811",820,824,$3.48,$3.47,2014
Intercontinental Exchange,ICE,"$7,988",$123,"$7,865",-,"$1,861",$-734,"$4,171","$3,694",$-800,"$2,894",$456,"$2,438",-,"$2,438",-,"$2,368","$4,909","$3,694",564,565,$4.20,$4.19,2023
Intercontinental Exchange,ICE,"$7,292",$131,"$7,161",-,"$1,633",$-683,"$3,523","$3,638","$-1,830","$1,808",$310,"$1,498",-,"$1,498",-,"$1,446","$4,669","$3,638",559,561,$2.59,$2.58,2022
Intercontinental Exchange,ICE,"$7,146",$159,"$6,987",-,"$1,677",$-666,"$3,538","$3,449","$2,249","$5,698","$1,629","$4,069",-,"$4,069",-,"$4,058","$4,458","$3,449",562,565,$7.22,$7.18,2021
Intercontinental Exchange,ICE,"$6,036",$144,"$5,892",-,"$1,373",$-549,"$2,859","$3,033",$-267,"$2,766",$658,"$2,108",-,"$2,108",-,"$2,089","$3,784","$3,033",552,555,$3.79,$3.77,2020
Intercontinental Exchange,ICE,"$5,202",$125,"$5,077",-,"$1,203",$-469,"$2,404","$2,673",$-192,"$2,481",$521,"$1,960",-,"$1,960",-,"$1,933","$3,335","$2,673",561,565,$3.44,$3.42,2019
Intercontinental Exchange,ICE,"$4,979",$131,"$4,848",-,"$1,145",$-432,"$2,265","$2,583",$-63,"$2,520",$500,"$2,020",-,"$2,020",-,"$1,988","$3,169","$2,583",575,579,$3.46,$3.43,2018
Intercontinental Exchange,ICE,"$4,638",$121,"$4,517",-,"$1,101",$-397,"$2,138","$2,379",$147,"$2,526",$-28,"$2,554",-,"$2,554",-,"$2,526","$2,914","$2,379",589,594,$4.29,$4.25,2017
Intercontinental Exchange,ICE,"$4,512",$137,"$4,375",-,"$1,069",$-374,"$2,203","$2,172",$-129,"$2,043",$586,"$1,457",-,"$1,457",-,"$1,430","$2,782","$2,172",595,599,$2.40,$2.39,2016
Intercontinental Exchange,ICE,"$3,338",$139,"$3,199",-,$727,$-203,"$1,449","$1,750",$-97,"$1,653",$358,"$1,295",-,"$1,295",-,"$1,274","$2,101","$1,750",556,559,$2.29,$2.28,2015
Intercontinental Exchange,ICE,"$3,092",$181,"$2,911",-,$735,$-188,"$1,463","$1,448",$-41,"$1,407",$402,"$1,005",-,"$1,005",$11,$981,"$1,726","$1,448",570,573,$1.72,$1.71,2014
"Banco Santander, S.A",SAN,"$129,241.8","$67,092.86","$62,148.91",-,"$26,610.51",-,"$30,056.55","$32,092.36","$-14,278.78","$17,813.58","$4,627.915","$13,185.66",-,"$13,185.66",-,"$11,455.06",-,-,"16,172","16,172",$0.71,$0.70,2023
"Banco Santander, S.A",SAN,"$89,480.14","$34,569.67","$54,910.47",-,"$24,001.01",-,"$27,146","$27,764.47","$-11,697.07","$16,067.4","$4,726.45","$11,340.95",-,"$11,340.95",-,"$9,562.474",-,-,"16,848","16,904",$0.57,$0.57,2022
"Banco Santander, S.A",SAN,"$70,390.9","$15,490.33","$54,900.57",-,"$25,392.88",-,"$28,653.5","$26,247.07","$-9,036.518","$17,210.56","$5,790.091","$11,420.46",-,"$11,420.46",-,"$9,611.505",-,-,"18,548","18,634",$0.52,$0.52,2021
"Banco Santander, S.A",SAN,"$66,283.1","$15,703.2","$50,579.9",-,"$23,587.35",-,"$26,797.21","$23,782.69","$-26,042.16","$-2,371.415","$6,433.434","$-8,804.849",-,"$-8,804.849",-,"$-10,649.66",-,-,"17,316","17,316",$-0.61,$-0.61,2020
"Banco Santander, S.A",SAN,"$79,218.72","$24,082.24","$55,136.48",-,"$25,435.2",-,"$28,796.32","$26,340.16","$-12,292","$14,048.16","$4,958.24","$9,089.92",-,"$9,089.92",-,"$6,630.4",-,-,"17,310","17,348",$0.38,$0.38,2019
"Banco Santander, S.A",SAN,"$80,789.84","$23,601.1","$57,188.74",-,"$26,696.51",-,"$29,560.44","$27,628.31","$-10,856.93","$16,771.38","$5,770.366","$11,001.01",-,"$11,001.01",-,"$8,562.25",-,-,"17,100","17,145",$0.50,$0.50,2018
"Banco Santander, S.A",SAN,"$79,234.03","$24,578.37","$54,655.66",-,"$26,154.01",-,"$29,084.88","$25,570.78","$-11,904.32","$13,666.46","$4,390.085","$9,276.372",-,"$9,276.372",-,"$7,034.987",-,-,"16,300","16,300",$0.43,$0.43,2017
"Banco Santander, S.A",SAN,"$75,579.67","$26,632.54","$48,947.13",-,"$23,608.21",-,"$26,224.21","$22,722.92","$-10,807.06","$11,915.87","$3,631.861","$8,284.008",-,"$8,284.008",-,"$6,495.742",-,-,"15,263","15,311",$0.42,$0.42,2016
"Banco Santander, S.A",SAN,"$78,040.02","$27,078.21","$50,961.81",-,"$24,635.33",-,"$27,320.29","$23,641.53","$-13,040.54","$10,600.99","$2,457.315","$8,143.674",-,"$8,143.674",-,"$6,318.176",-,-,"14,944","14,972",$0.42,$0.42,2015
"Banco Santander, S.A",SAN,"$45,028.71",-,"$45,028.71",-,"$27,793",-,-,"$14,195.61",-,"$14,195.59","$4,942.33","$9,253.26",-,"$6,623.438",$-34.56,"$9,218.69",-,-,"12,856","12,883",$0.51,$0.51,2014
Thomson Reuters Corp,TRI,"$6,794","$4,134","$2,660",-,-,$397,$328,"$2,332",$-344,"$1,988",$417,"$1,571",-,"$2,646",$49,"$2,695","$3,057","$2,332",463,464,$5.81,$5.80,2023
Thomson Reuters Corp,TRI,"$6,627","$4,280","$2,347",-,-,$211,$513,"$1,834",$248,"$2,082",$259,"$1,823",-,"$1,391",$-53,"$1,338","$2,558","$1,834",484,485,$2.76,$2.75,2022
Thomson Reuters Corp,TRI,"$6,348","$4,370","$1,978",-,-,$34,$736,"$1,242",$-188,"$1,054","$1,607",$-553,-,"$5,687",$2,"$5,689","$2,012","$1,242",476,477,$11.96,$11.93,2021
Thomson Reuters Corp,TRI,"$5,984","$3,999","$1,985",-,-,$736,$56,"$1,929",$-165,"$1,764",$71,"$1,693",-,"$1,149",$-27,"$1,120","$2,721","$1,929",479,480,$2.33,$2.33,2020
Thomson Reuters Corp,TRI,"$5,906","$4,413","$1,493",-,-,$423,$294,"$1,199",$-228,$971,"$-1,198","$2,169",-,"$1,570",$-6,"$1,564","$1,916","$1,199",483,484,$3.24,$3.23,2019
Thomson Reuters Corp,TRI,"$5,501","$4,131","$1,370",-,-,$29,$590,$780,$-247,$533,$136,$397,-,$164,"$3,859","$3,933","$1,399",$780,644,644,$6.11,$6.10,2018
Thomson Reuters Corp,TRI,"$5,297","$3,706","$1,591",-,-,$48,$557,"$1,034",$-527,$507,$-134,$641,-,$637,$822,"$1,393","$1,639","$1,034",693,694,$2.01,$2.01,2017
Thomson Reuters Corp,TRI,"$11,166","$8,232","$2,934",-,-,$8,"$1,544","$1,390",$-353,"$1,037",$-15,"$1,052",-,"$1,056","$2,093","$3,098","$2,942","$1,390",654,656,$4.73,$4.72,2016
Thomson Reuters Corp,TRI,"$11,257","$8,162","$3,095",-,-,$13,"$1,569","$1,526",$-375,"$1,151",$34,"$1,117",-,"$1,127",$184,"$1,253","$3,108","$1,526",684,686,$1.83,$1.83,2015
Thomson Reuters Corp,TRI,"$12,607","$9,209","$3,398",-,-,$969,$853,"$2,545",$-527,"$2,018",$62,"$1,956",-,"$1,959",-,"$1,909","$4,367","$2,545",707,710,$2.70,$2.69,2014
Colgate-Palmolive,CL,"$19,457","$8,131","$11,326",-,"$7,151",$-191,"$7,342","$3,984",$-592,"$3,392",$937,"$2,455",-,"$2,455",-,"$2,300","$4,551","$3,984",827,829,$2.78,$2.77,2023
Colgate-Palmolive,CL,"$17,967","$7,719","$10,248",-,"$6,565",$-69,"$7,355","$2,893",$-233,"$2,660",$693,"$1,967",-,"$1,967",-,"$1,785","$4,159","$2,893",836,839,$2.13,$2.13,2022
Colgate-Palmolive,CL,"$17,421","$7,046","$10,375",-,"$6,407",$-65,"$7,043","$3,332",$-245,"$3,087",$749,"$2,338",-,"$2,338",-,"$2,166","$4,459","$3,332",845,848,$2.56,$2.55,2021
Colgate-Palmolive,CL,"$16,471","$6,454","$10,017",-,"$6,019",$-113,"$6,132","$3,885",$-238,"$3,647",$787,"$2,860",-,"$2,860",-,"$2,695","$4,424","$3,885",857,859,$3.15,$3.14,2020
Colgate-Palmolive,CL,"$15,693","$6,368","$9,325",-,"$5,575",$-196,"$5,771","$3,554",$-253,"$3,301",$774,"$2,527",-,"$2,527",-,"$2,367","$4,073","$3,554",859,861,$2.76,$2.75,2019
Colgate-Palmolive,CL,"$15,544","$6,313","$9,231",-,"$5,389",$-148,"$5,537","$3,694",$-230,"$3,464",$906,"$2,558",-,"$2,558",-,"$2,400","$4,205","$3,694",871,873,$2.76,$2.75,2018
Colgate-Palmolive,CL,"$15,454","$6,174","$9,280",-,"$5,400",$-173,"$5,573","$3,707",$-220,"$3,487","$1,313","$2,174",-,"$2,174",-,"$2,024","$4,182","$3,707",882,888,$2.30,$2.28,2017
Colgate-Palmolive,CL,"$15,195","$6,072","$9,123",-,"$5,143",$-25,"$5,168","$3,955",$-217,"$3,738","$1,152","$2,586",-,"$2,586",-,"$2,441","$4,398","$3,955",892,898,$2.74,$2.72,2016
Colgate-Palmolive,CL,"$16,034","$6,635","$9,399",-,"$5,464","$-1,146","$6,610","$2,789",$-26,"$2,763","$1,215","$1,548",-,"$1,548",-,"$1,384","$3,238","$2,789",902,910,$1.53,$1.52,2015
Colgate-Palmolive,CL,"$17,277","$7,168","$10,109",-,"$5,982",$-570,"$6,552","$3,557",$-24,"$3,533","$1,194","$2,339",-,"$2,339",-,"$2,180","$3,999","$3,557",915,924,$2.38,$2.36,2014
McKesson,MCK,"$308,951","$296,123","$12,828",-,"$8,657",$-147,"$8,919","$3,909",$-120,"$3,789",$629,"$3,160",-,"$3,160",-,"$3,002","$4,544","$3,909",133,134,$22.54,$22.39,2023
McKesson,MCK,"$276,711","$264,353","$12,358",-,"$7,776",$8,"$7,977","$4,381",$249,"$4,630",$905,"$3,725",-,"$3,725",$-3,"$3,560","$4,989","$4,381",141,142,$25.23,$25.03,2022
McKesson,MCK,"$263,966","$250,836","$13,130",-,"$10,537",$-274,"$11,092","$2,038",$-110,"$1,928",$636,"$1,292",-,"$1,292",$-5,"$1,114","$2,798","$2,038",152,154,$7.32,$7.23,2021
McKesson,MCK,"$238,228","$226,080","$12,148",-,"$8,849","$-7,936","$17,188","$-5,040",$6,"$-5,034",$-695,"$-4,339",-,"$-4,339",$-1,"$-4,539","$-3,911","$-5,040",161,161,$-28.26,$-28.26,2020
McKesson,MCK,"$231,051","$219,028","$12,023",-,"$9,182",$-82,"$9,534","$2,489","$-1,345","$1,144",$18,"$1,126",-,"$1,126",$-6,$900,"$3,550","$2,489",181,182,$4.98,$4.95,2019
McKesson,MCK,"$214,319","$202,565","$11,754",-,"$8,437",$-37,"$10,868",$886,$-276,$610,$356,$254,-,$254,$1,$34,"$3,914",$886,196,197,$0.17,$0.17,2018
McKesson,MCK,"$208,357","$197,173","$11,184",$125,"$8,138",$37,"$10,422",$762,$-523,$239,$-53,$292,-,$292,$5,$67,"$3,930",$762,208,209,$0.32,$0.32,2017
McKesson,MCK,"$198,533","$187,262","$11,271",$341,"$7,447","$3,947","$4,149","$7,122",$-231,"$6,891","$1,614","$5,277",-,"$5,277",$-124,"$5,070","$8,322","$7,122",221,223,$22.95,$22.73,2016
McKesson,MCK,"$190,884","$179,468","$11,416",$392,"$7,379",-,"$7,871","$3,545",$-295,"$3,250",$908,"$2,342",-,"$2,342",$-32,"$2,258","$4,438","$3,545",230,233,$9.82,$9.70,2015
McKesson,MCK,"$179,045","$167,634","$11,411",$392,"$7,901",$-150,"$8,443","$2,968",$-311,"$2,657",$815,"$1,842",-,"$1,842",$-299,"$1,476","$4,226","$2,968",232,235,$6.37,$6.27,2014
Sherwin-Williams,SHW,"$23,051.9","$12,293.8","$10,758.1",-,"$7,132.5",-,"$7,132.5","$3,625.6",$-515.7,"$3,109.9",$721.1,"$2,388.8",-,"$2,388.8",-,"$2,388.8","$4,313.5","$3,625.6",255,258,$9.35,$9.25,2023
Sherwin-Williams,SHW,"$22,148.9","$12,823.8","$9,325.101",-,"$6,306.7",-,"$6,306.7","$3,018.4",$-445.3,"$2,573.1",$553,"$2,020.1",-,"$2,020.1",-,"$2,020.1","$3,638","$3,018.4",258,262,$7.83,$7.72,2022
Sherwin-Williams,SHW,"$19,944.6","$11,401.9","$8,542.699",-,"$5,983.8",-,"$5,983.8","$2,558.9",$-310.3,"$2,248.6",$384.2,"$1,864.4",-,"$1,864.4",-,"$1,864.4","$3,185.1","$2,558.9",263,267,$7.10,$6.98,2021
Sherwin-Williams,SHW,"$18,361.7","$9,679.1","$8,682.6",-,"$5,505.6",-,"$5,819","$2,863.6",$-344.4,"$2,519.2",$488.8,"$2,030.4",-,"$2,030.4",-,"$2,030.4","$3,454.5","$2,863.6",271,276,$7.48,$7.36,2020
Sherwin-Williams,SHW,"$17,900.8","$9,864.7","$8,036.101",-,"$5,314",-,"$5,626.8","$2,409.301",$-427.5,"$1,981.8",$440.5,"$1,541.3",-,"$1,541.3",-,"$1,541.3","$3,115.501","$2,409.301",275,280,$5.60,$5.50,2019
Sherwin-Williams,SHW,"$17,534.5","$10,115.9","$7,418.6",-,"$5,222.9",-,"$5,541","$1,877.6",$-517.9,"$1,359.7",$251,"$1,108.7",-,"$1,108.7",-,"$1,108.7","$2,486","$1,877.6",279,285,$3.97,$3.89,2018
Sherwin-Williams,SHW,"$14,983.8","$8,265","$6,718.8",-,"$4,818.5",-,"$5,025.3","$1,693.5",$-224.2,"$1,469.3",$-300.2,"$1,769.5",-,"$1,769.5",$-41.6,"$1,727.9","$2,309.4","$1,693.5",279,285,$6.20,$6.07,2017
Sherwin-Williams,SHW,"$11,855.6","$5,934.344","$5,921.257",-,"$4,152.628",-,"$4,178.036","$1,743.226",$-147.993,"$1,595.233",$462.53,"$1,132.703",-,"$1,132.703",-,"$1,132.703","$2,015.151","$1,743.226",276,283,$4.11,$4.00,2016
Sherwin-Williams,SHW,"$11,339.3","$5,779.691","$5,559.613",-,"$3,915.936",-,"$3,944.172","$1,615.44",$-66.474,"$1,548.966",$495.117,"$1,053.849",-,"$1,053.849",-,"$1,053.849","$1,817.096","$1,615.44",277,284,$3.81,$3.72,2015
Sherwin-Williams,SHW,"$11,129.53","$5,965.049","$5,164.484",-,"$3,860.448",-,"$3,860.448","$1,304.036",$-45.81,"$1,258.226",$392.339,$865.887,-,$865.887,-,$865.887,"$1,506.205","$1,304.036",289,296,$3.00,$2.92,2014
Enbridge Inc,ENB,"$32,335.18","$15,827.93","$16,507.25",-,"$6,370.88",-,"$9,788.19","$6,719.059",$-882.293,"$5,836.763","$1,348.997","$4,487.767",-,"$4,487.767",-,"$4,325.531","$10,136.37","$6,719.059","2,056","2,058",$2.10,$2.10,2023
Enbridge Inc,ENB,"$41,005.28","$25,067.46","$15,937.82",-,"$6,322.055",-,"$9,642.69","$6,295.133","$-2,801.427","$3,493.706","$1,233.797","$2,259.91",-,"$2,259.909",-,"$1,991.459","$9,615.77","$6,295.133","2,025","2,029",$0.98,$0.98,2022
Enbridge Inc,ENB,"$37,557.95","$22,901.33","$14,656.62",-,"$5,355.505",-,"$8,429.01","$6,227.609",$-60.64,"$6,166.969","$1,129.028","$5,037.941",-,"$5,037.94",-,"$4,640.586","$9,301.12","$6,227.609","2,023","2,025",$2.29,$2.29,2021
Enbridge Inc,ENB,"$29,178.45","$15,429.41","$13,749.04",-,"$5,038.128",-,"$7,809.13","$5,939.9","$-2,812.065","$3,127.835",$577.791,"$2,550.044",-,"$2,550.044",-,"$2,226.81","$8,710.908","$5,939.9","2,020","2,021",$1.10,$1.10,2020
Enbridge Inc,ENB,"$37,732","$23,364.62","$14,367.38",-,"$5,268.417",-,"$7,823.87","$6,543.51",$-865.133,"$5,678.376","$1,287.149","$4,391.227",-,"$4,391.227",-,"$4,010.659","$9,098.967","$6,543.51","2,017","2,020",$1.99,$1.99,2019
Enbridge Inc,ENB,"$35,780.63","$22,682.87","$13,097.76",-,"$5,240.028",-,"$7,744.32","$5,353.439","$-2,599.184","$2,754.255",$182.846,"$2,571.409",-,"$2,571.409",-,"$1,940.323","$7,857.729","$5,353.439","1,724","1,727",$1.13,$1.13,2018
Enbridge Inc,ENB,"$34,233.19","$22,090.58","$12,142.61",-,"$4,969.359",-,"$7,409.3","$4,733.309","$-4,294.383",$438.927,"$-2,080.466","$2,519.392",-,"$2,519.392",-,"$1,950.871","$7,173.247","$4,733.309","1,525","1,532",$1.28,$1.27,2017
Enbridge Inc,ENB,"$26,099.71","$18,128.58","$7,971.137",-,"$3,292.672",$1.51,"$4,982.81","$2,988.326","$-1,137.331","$1,850.995",$107.238,"$1,743.757",-,"$1,743.757",-,"$1,341.235","$4,679.974","$2,988.326",911,918,$1.47,$1.46,2016
Enbridge Inc,ENB,"$26,480.98","$19,778.85","$6,702.131",-,"$3,328.733",$16.456,"$4,898.28","$1,803.848","$-1,795.228",$8.62,$133.212,$-124.592,-,$-124.592,-,$-28.993,"$3,389.854","$1,803.848",847,858,$-0.03,$-0.03,2015
Enbridge Inc,ENB,"$34,106.51","$26,714.54","$7,391.973",-,"$3,063.52",-,"$4,492.43","$2,899.543",$-930.56,"$1,968.95",$553.62,"$1,415.33",-,"$1,486.874",-,"$1,415.32","$4,328.453","$2,899.543",829,840,$1.12,$1.10,2014
