Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Moderna,MRNA,"$6,848","$4,693","$2,155","$4,845","$1,549",-,"$6,394","$-4,239",$297,"$-3,942",$772,"$-4,714",-,"$-4,714",-,"$-4,714","$-3,679","$-4,239",382,382,$-12.33,$-12.33,2023
Moderna,MRNA,"$19,263","$5,416","$13,847","$3,295","$1,132",-,"$4,427","$9,420",$155,"$9,575","$1,213","$8,362",-,"$8,362",-,"$8,362","$9,799","$9,420",394,416,$21.26,$20.12,2022
Moderna,MRNA,"$18,471","$2,617","$15,854","$1,991",$567,-,"$2,558","$13,296",$-11,"$13,285","$1,083","$12,202",-,"$12,202",-,"$12,202","$13,582","$13,296",403,431,$30.31,$28.29,2021
Moderna,MRNA,$803,$8,$795,"$1,370",$188,-,"$1,558",$-763,$19,$-744,$3,$-747,-,$-747,-,$-747,$-722,$-763,381,381,$-1.96,$-1.96,2020
Moderna,MRNA,$60,-,$60,$496,$110,-,-,$-546,$31,$-515,$-1,$-514,-,$-514,-,$-514,$-519,$-546,331,331,$-1.55,$-1.55,2019
Moderna,MRNA,$135.068,-,$135.068,$454.082,$94.252,-,-,$-413.266,$28.858,$-384.408,$0.326,$-384.734,-,$-384.734,-,$-401.857,$-390.27,$-413.266,81,81,$-4.95,$-4.95,2018
Moderna,MRNA,$205.825,-,$205.825,$410.459,$64.722,-,-,$-269.356,$13.36,$-255.996,$-0.08,$-255.916,-,$-255.916,-,$-269.841,$-247.733,$-269.356,64,64,$-4.18,$-4.18,2017
Moderna,MRNA,$108.396,-,$108.396,$274.717,$57.45,-,-,$-223.771,$8.603,$-215.168,$1.043,$-216.211,-,$-216.211,-,$-230.314,$-206.179,$-223.771,61,61,$-3.79,$-3.79,2016
Moderna,MRNA,,,,,,,,,,,,,,,,,,,,,,,2015
Moderna,MRNA,,,,,,,,,,,,,,,,,,,,,,,2014
Arthur J Gallagher,AJG,"$10,071.9","$5,681.2","$4,390.7",-,-,"$-1,835.1","$2,908.9","$1,481.801",$-296.7,"$1,185.1",$219.1,$966,-,$966,-,$969.5,"$2,178.301","$1,481.801",215,219,$4.51,$4.42,2023
Arthur J Gallagher,AJG,"$8,550.6","$4,822.7","$3,727.9",-,-,"$-1,461.4","$2,144","$1,583.9",$-256.9,"$1,327",$211,"$1,116",-,"$1,116",-,"$1,114.2","$2,183.5","$1,583.9",210,215,$5.30,$5.19,2022
Arthur J Gallagher,AJG,"$8,209.4","$5,100.7","$3,108.7",-,-,"$-1,221.6","$1,907.5","$1,201.2",$-226.1,$975.1,$20.1,$955,-,$955,-,$906.8,"$1,767.5","$1,201.2",203,207,$4.47,$4.37,2021
Arthur J Gallagher,AJG,"$7,003.6","$4,348.6","$2,655",-,-,"$-1,058.2","$1,587.7","$1,067.3",$-196.4,$870.9,$12.8,$858.1,-,$858.1,-,$818.8,"$1,629.7","$1,067.3",191,195,$4.29,$4.20,2020
Arthur J Gallagher,AJG,"$7,195","$4,692.3","$2,502.7",-,-,"$-1,207.1","$1,696.8",$805.9,$-179.8,$626.1,$-89.7,$715.8,-,$715.8,-,$668.8,"$1,280.3",$805.9,186,190,$3.60,$3.52,2019
Arthur J Gallagher,AJG,"$6,934","$4,842.3","$2,091.7",-,-,"$-1,045.3","$1,473.9",$617.8,$-138.4,$479.4,$-196.5,$675.9,-,$675.9,-,$633.5,"$1,036.8",$617.8,183,186,$3.47,$3.40,2018
Arthur J Gallagher,AJG,"$6,249","$4,383.3","$1,865.7",-,-,$-965.1,"$1,381.8",$483.9,$-124.1,$359.8,$-157.1,$516.9,-,$516.9,-,$481.3,$869.7,$483.9,180,182,$2.67,$2.64,2017
Arthur J Gallagher,AJG,"$5,680.5","$3,945.8","$1,734.7",-,-,$-908.4,"$1,291.3",$443.4,$-109.8,$333.6,$-96.7,$430.3,-,$430.3,-,$396.8,$794.2,$443.4,178,178,$2.23,$2.22,2016
Arthur J Gallagher,AJG,"$5,392.4","$3,780.4","$1,612",-,-,$-840.7,"$1,215.5",$396.5,$-103,$293.5,$-95.6,$389.1,-,$389.1,-,$356.8,$730.7,$396.5,172,173,$2.07,$2.06,2015
Arthur J Gallagher,AJG,"$4,626.5","$3,226.5","$1,400",-,-,$-743.1,"$1,019.5",$380.5,$-89,$291.5,$-36,$327.5,-,$327.5,-,$303.4,$639.4,$380.5,153,154,$1.98,$1.97,2014
3M,MMM,"$32,681","$18,477","$14,204","$1,842","$21,526",$36,"$23,332","$-9,128",$-560,"$-9,688","$-2,691","$-6,997",$18,"$-6,979",-,"$-6,995","$-7,141","$-9,128",554,554,$-12.63,$-12.63,2023
3M,MMM,"$34,229","$19,232","$14,997","$1,862","$9,049","$2,724","$8,458","$6,539",$-147,"$6,392",$612,"$5,780",$11,"$5,791",-,"$5,777","$8,370","$6,539",566,568,$10.21,$10.18,2022
3M,MMM,"$35,355","$18,795","$16,560","$1,994","$7,197",-,"$9,191","$7,369",$-165,"$7,204","$1,285","$5,919",$10,"$5,929",-,"$5,921","$9,284","$7,369",579,585,$10.23,$10.12,2021
3M,MMM,"$32,184","$16,605","$15,579","$1,878","$6,929",$389,"$8,418","$7,161",$-366,"$6,795","$1,337","$5,458",$-5,"$5,453",-,"$5,449","$9,072","$7,161",578,582,$9.43,$9.36,2020
3M,MMM,"$32,136","$17,136","$15,000","$1,911","$7,029",$114,"$8,826","$6,174",$-531,"$5,643","$1,114","$4,529",-,"$4,529",-,"$4,517","$7,767","$6,174",577,585,$7.83,$7.72,2019
3M,MMM,"$32,765","$16,682","$16,083","$1,821","$7,602",$547,"$8,876","$7,207",$-207,"$7,000","$1,637","$5,363",-,"$5,363",-,"$5,349","$8,695","$7,207",589,602,$9.09,$8.89,2018
3M,MMM,"$31,657","$16,055","$15,602","$1,870","$6,626",$586,"$7,910","$7,692",$-144,"$7,548","$2,679","$4,869",-,"$4,869",-,"$4,858","$9,236","$7,692",598,613,$8.13,$7.93,2017
3M,MMM,"$30,109","$15,118","$14,991","$1,764","$6,311",$111,"$7,964","$7,027",$26,"$7,053","$1,995","$5,058",-,"$5,058",-,"$5,050","$8,501","$7,027",605,619,$8.35,$8.16,2016
3M,MMM,"$30,274","$15,383","$14,891","$1,763","$6,229",$47,"$7,945","$6,946",$-123,"$6,823","$1,982","$4,841",-,"$4,841",-,"$4,833","$8,381","$6,946",626,637,$7.72,$7.58,2015
3M,MMM,"$31,821","$16,447","$15,374","$1,770","$6,469",-,"$8,239","$7,135",$-109,"$7,026","$2,028","$4,998",-,"$4,998",-,"$4,956","$8,543","$7,135",649,662,$7.63,$7.49,2014
PACCAR,PCAR,"$35,127.4","$26,894.2","$8,233.199",$410.9,$753.3,-,"$1,754.9","$6,478.299",$-760.1,"$5,718.2","$1,117.4","$4,600.8",-,"$4,600.8",-,"$4,600.8","$7,402.199","$6,478.299",524,525,$8.78,$8.76,2023
PACCAR,PCAR,"$28,819.7","$23,291","$5,528.699",$341.2,$726.3,-,"$1,628.3","$3,900.398",$-51.7,"$3,848.7",$837.1,"$3,011.6",-,"$3,011.6",-,"$3,011.6","$4,690.599","$3,900.398",523,523,$5.76,$5.75,2022
PACCAR,PCAR,"$23,522.3","$19,092.4","$4,429.9",$324.1,$676.8,-,"$1,970.3","$2,459.6",$-63.3,"$2,396.3",$530.8,"$1,865.5",-,"$1,865.5",-,"$1,865.5","$3,362.9","$2,459.6",522,523,$3.58,$3.57,2021
PACCAR,PCAR,"$18,728.5","$15,072.7","$3,655.8",$273.9,$581.4,-,"$1,863.3","$1,792.5",$-130.9,"$1,661.6",$360.4,"$1,301.2",-,"$1,301.2",-,"$1,301.2","$2,841.5","$1,792.5",520,521,$2.50,$2.50,2020
PACCAR,PCAR,"$25,599.7","$20,555.6","$5,044.1",$326.6,$698.5,-,"$1,823.3","$3,220.801",$-121.6,"$3,099.2",$711.3,"$2,387.9",-,"$2,387.9",-,"$2,387.9","$4,298.101","$3,220.801",520,521,$4.59,$4.58,2019
PACCAR,PCAR,"$23,495.7","$18,925","$4,570.699",$306.1,$644.7,-,"$1,678.8","$2,891.9",$-81.7,"$2,810.2",$615.1,"$2,195.1",-,"$2,195.1",-,"$2,195.1","$3,946","$2,891.9",527,528,$4.17,$4.16,2018
PACCAR,PCAR,"$19,456.4","$15,628.9","$3,827.5",$264.7,$571.8,-,"$1,564","$2,263.5",$-90.2,"$2,173.3",$498.1,"$1,675.2",-,"$1,675.2",-,"$1,675.2","$3,371","$2,263.5",528,529,$3.17,$3.17,2017
PACCAR,PCAR,"$17,033.3","$13,533.6","$3,499.701",$247.2,$542.8,$-833,"$2,258.2","$1,241.501",$-111.1,"$1,130.4",$608.7,$521.7,-,$521.7,-,$521.7,"$2,234.601","$1,241.501",527,528,$0.99,$0.99,2016
PACCAR,PCAR,"$19,115.1","$15,292.1","$3,823",$239.8,$541.5,-,"$1,365","$2,458",$-120.9,"$2,337.1",$733.1,"$1,604",-,"$1,604",-,"$1,604","$3,365.1","$2,458",532,533,$3.01,$3.01,2015
PACCAR,PCAR,"$18,997","$15,481.6","$3,515.4",$215.6,$561.4,-,"$1,365.5","$2,149.9",$-132.3,"$2,017.6",$658.8,"$1,358.8",-,"$1,358.8",-,"$1,358.8","$2,782.4","$2,149.9",533,534,$2.55,$2.55,2014
Workday,WDAY,"$7,259","$1,771","$5,488","$2,464","$2,841",-,"$5,305",$183,$173,$356,"$-1,025","$1,381",-,"$1,381",-,"$1,381",$529,$183,261,265,$5.28,$5.21,2023
Workday,WDAY,"$6,216","$1,715","$4,501","$2,271","$2,452",-,"$4,723",$-222,$-38,$-260,$107,$-367,-,$-367,-,$-367,$275,$-222,255,255,$-1.44,$-1.44,2022
Workday,WDAY,"$5,139","$1,428","$3,711","$1,879","$1,948",-,"$3,827",$-116,$132,$16,$-13,$29,-,$29,-,$29,$370,$-116,247,254,$0.12,$0.12,2021
Workday,WDAY,"$4,317.996","$1,198.132","$3,119.864","$1,721.222","$1,647.241",-,"$3,368.463",$-248.599,$-26.535,$-275.134,$7.297,$-282.431,-,$-282.431,-,$-282.431,$211.398,$-248.599,237,237,$-1.19,$-1.19,2020
Workday,WDAY,"$3,627.206","$1,065.258","$2,561.948","$1,549.906","$1,514.272",-,"$3,064.178",$-502.23,$19.783,$-482.447,$-1.773,$-480.674,-,$-480.674,-,$-480.674,$-81.277,$-502.23,227,227,$-2.12,$-2.12,2019
Workday,WDAY,"$2,822.18",$834.95,"$1,987.23","$1,211.832","$1,238.682",-,"$2,450.514",$-463.284,$39.532,$-423.752,$-5.494,$-418.258,-,$-418.258,-,$-418.258,$-133.961,$-463.284,217,217,$-1.93,$-1.93,2018
Workday,WDAY,"$2,143.05",$629.413,"$1,513.637",$910.584,$906.276,-,"$1,816.86",$-303.223,$-11.563,$-314.786,$6.436,$-321.222,-,$-321.222,-,$-321.222,$-66.022,$-303.223,208,208,$-1.55,$-1.55,2017
Workday,WDAY,"$1,574.44",$483.545,"$1,090.895",$680.531,$763.45,-,"$1,443.981",$-353.086,$-32.427,$-385.513,$-0.814,$-384.699,-,$-384.699,-,$-384.699,$-174.969,$-353.086,198,198,$-1.94,$-1.94,2016
Workday,WDAY,"$1,156.69",$374.427,$782.263,$469.944,$562.108,-,"$1,032.052",$-249.789,$-24.242,$-274.031,$1.017,$-275.048,-,$-275.048,-,$-275.048,$-102.316,$-249.789,190,190,$-1.45,$-1.45,2015
Workday,WDAY,$787.86,$264.803,$523.057,$316.868,$421.891,-,$738.759,$-215.702,$-30.27,$-245.972,$2.01,$-247.982,-,$-247.982,-,$-247.982,$-113.038,$-215.702,184,184,$-1.35,$-1.35,2014
General Motors,GM,"$171,842","$152,704","$19,138",-,"$9,840",-,"$9,840","$9,298",$626,"$9,923",$563,"$9,360",-,"$9,840",-,"$10,022","$21,186","$9,298","1,364","1,369",$7.35,$7.32,2023
General Motors,GM,"$156,735","$135,754","$20,981",-,"$10,667",-,"$10,667","$10,314",$445,"$10,760","$1,888","$8,872",-,"$9,709",-,"$8,915","$21,604","$10,314","1,445","1,454",$6.17,$6.13,2022
General Motors,GM,"$127,004","$109,126","$17,878",-,"$8,554",-,"$8,554","$9,324","$2,091","$11,415","$2,771","$8,644",-,"$9,945",-,"$9,837","$21,375","$9,324","1,451","1,468",$6.78,$6.70,2021
General Motors,GM,"$122,485","$108,813","$13,672",-,"$7,038",-,"$7,038","$6,634",$787,"$7,421","$1,774","$5,647",-,"$6,321",-,"$6,247","$19,449","$6,634","1,433","1,442",$4.36,$4.33,2020
General Motors,GM,"$137,237","$123,265","$13,972",-,"$8,491",-,"$8,491","$5,481",$687,"$6,168",$769,"$5,399",-,"$6,667",-,"$6,581","$19,599","$5,481","1,424","1,439",$4.62,$4.57,2019
General Motors,GM,"$147,049","$132,954","$14,095",-,"$9,650",-,"$9,650","$4,445","$1,941","$6,386",$474,"$5,912",-,"$8,075",$-70,"$7,916","$18,114","$4,445","1,411","1,431",$5.61,$5.53,2018
General Motors,GM,"$145,588","$127,357","$18,231",-,"$9,570",-,"$9,570","$8,661","$1,070","$9,731","$11,533","$-1,802",-,$330,"$-4,212","$-3,880","$20,922","$8,661","1,465","1,492",$-2.65,$-2.60,2017
General Motors,GM,"$149,184","$130,153","$19,031",-,"$10,345",-,"$10,345","$8,686","$1,040","$9,726","$2,739","$6,987",-,"$9,269",$-1,"$9,427","$18,505","$8,686","1,540","1,570",$6.12,$6.00,2016
General Motors,GM,"$135,725","$118,299","$17,426",-,"$11,888",-,"$11,888","$5,538",$640,"$6,178","$-1,219","$7,397",-,"$9,590",$25,"$9,687","$13,025","$5,538","1,586","1,640",$6.11,$5.91,2015
General Motors,GM,"$155,929","$142,121","$13,808",-,"$12,158",-,"$12,278","$1,530",$622,"$2,152",$228,"$1,924",-,"$4,018",-,"$2,804","$8,768","$1,530","1,605","1,687",$1.75,$1.65,2014
Nu Holdings,NU,"$8,028.976","$2,036.925","$5,992.051",-,"$4,452.973",-,"$4,452.973","$1,539.078",-,"$1,539.078",$508.548,"$1,030.53",-,"$1,030.53",-,"$1,030.53",-,-,"4,739","4,858",$0.22,$0.21,2023
Nu Holdings,NU,"$4,792.231","$1,547.903","$3,244.328",-,"$3,553.229",-,"$3,553.229",$-308.901,-,$-308.901,$55.733,$-364.634,-,$-364.634,-,$-364.578,-,-,"4,677","4,677",$-0.08,$-0.08,2022
Nu Holdings,NU,"$1,698.023",$367.344,"$1,330.679",-,"$1,500.843",-,"$1,500.843",$-170.164,-,$-170.164,$-4.83,$-165.334,-,$-165.334,-,$-164.993,-,-,"1,602","1,602",$-0.10,$-0.10,2021
Nu Holdings,NU,$737.133,$113.924,$623.209,-,$816.387,-,$816.387,$-193.178,-,$-193.178,$-21.687,$-171.491,-,$-171.491,-,$-171.491,-,-,"1,316","1,316",$-0.13,$-0.13,2020
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,,,2019
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,,,2018
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,,,2017
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,,,2016
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,,,2015
Nu Holdings,NU,,,,,,,,,,,,,,,,,,,,,,,2014
CRH,CRH,"$34,949","$22,986","$11,963",-,"$7,486",-,"$7,486","$4,477",$-463,"$4,014",$925,"$3,089",-,"$3,072",-,"$3,178","$6,110","$4,477",724,729,$4.36,$4.33,2023
CRH,CRH,"$32,723","$21,908","$10,815",-,"$7,056",-,"$7,056","$3,759",$-298,"$3,461",$762,"$2,699",-,"$2,699","$1,190","$3,862","$5,336","$3,759",758,764,$5.15,$5.11,2022
CRH,CRH,"$29,206","$19,350","$9,856",-,-,"$-6,409","$6,409","$3,447",$-344,"$3,103",$661,"$2,442",-,"$2,442",$179,"$2,565","$5,212","$3,447",780,787,$3.29,$3.26,2021
CRH,CRH,"$27,587","$18,425","$9,162",-,-,"$-6,890","$6,890","$2,272",$-608,"$1,664",$499,"$1,165",-,"$1,165",-,"$1,122","$3,966","$2,272",785,791,$1.43,$1.42,2020
CRH,CRH,"$28,132","$18,859","$9,273",-,-,"$-6,669","$6,669","$2,604",$-423,"$2,181",$534,"$1,647",-,"$1,647",$91,"$1,717","$4,391","$2,604",801,808,$2.14,$2.13,2019
CRH,CRH,"$31,638.99","$21,437.51","$10,201.48",-,-,"$-7,658.785","$7,658.79","$2,542.693",$-343.671,"$2,199.022",$503.106,"$1,695.916",-,"$1,695.916","$1,281.385","$2,972.577","$3,879.585","$2,542.693",832,837,$3.57,$3.55,2018
CRH,CRH,"$28,506.17","$19,105.46","$9,400.705",-,"$7,032.727",$63.297,"$6,969.43","$2,431.275",$-321.005,"$2,110.27",$62.167,"$2,048.104",-,"$2,048.104",$120.942,"$2,141.918","$3,642.957","$2,431.275",836,841,$2.56,$2.25,2017
CRH,CRH,"$29,993.29","$20,214.26","$9,779.025",-,-,"$-7,535.946","$7,535.95","$2,243.08",$-316.488,"$1,926.591",$521.209,"$1,405.382",-,"$1,405.382",-,"$1,375.504","$3,438.208","$2,243.08",828,834,$1.66,$1.65,2016
CRH,CRH,"$26,244.3","$18,203.9","$8,040.406",-,"$6,622.426",-,"$6,622.42","$1,417.98",$-270.938,"$1,147.043",$337.562,$809.482,-,$809.482,-,$803.93,"$2,415.12","$1,417.98",812,816,$0.99,$0.98,2015
CRH,CRH,"$21,468.34","$17,848.51","$3,619.83",-,"$6,072.24",-,"$6,072.24","$-2,452.41",$-207.37,"$1,011.59",$235.28,$776.31,-,$660.669,-,$660.669,"$-1,613.63","$-2,452.41",738,738,$0.90,$0.89,2014
