Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Bank Of Montreal,BMO,"$34,740.05","$8,554.122","$26,185.93",-,"$11,822.9",-,"$12,292.088","$13,893.85",-,"$13,893.84","$3,378.303","$10,515.54",-,"$10,515.54",-,"$10,336.1",-,-,664,666,$15.57,$15.53,2022
Bank Of Montreal,BMO,"$26,056.41","$4,435.388","$21,621.03",-,"$12,958.62",-,"$13,462.842","$8,158.188",-,"$8,158.188","$1,991.431","$6,166.756",-,"$6,166.756",-,"$5,972.703",-,-,647,649,$9.23,$9.21,2021
Bank Of Montreal,BMO,"$25,686.87","$6,951.001","$18,735.87",-,"$13,552.37",-,"$14,013.589","$4,722.277",-,"$4,722.277",$930.619,"$3,791.658",-,"$3,791.658",-,"$3,607.915",-,-,641,642,$5.62,$5.62,2020
Bank Of Montreal,BMO,"$29,153.24","$9,979.834","$19,173.41",-,"$13,285.13",-,"$13,701.956","$5,471.451",-,"$5,471.453","$1,139.134","$4,332.319",-,"$4,332.319",-,"$4,173.563",-,-,639,640,$6.53,$6.52,2019
Bank Of Montreal,BMO,"$25,006.41","$7,102.054","$17,904.36",-,"$11,754.37",-,"$12,145.306","$5,759.051",-,"$5,759.052","$1,523.312","$4,235.74",-,"$4,235.74",-,"$4,235.74",-,-,643,645,$6.37,$6.35,2018
Bank Of Montreal,BMO,"$21,485.79","$4,456.89","$17,028.9",-,"$11,573.68",-,"$11,944.71","$5,084.189",-,"$5,077.729",$990.18,"$4,087.549",-,"$4,087.549",-,"$3,945.44",-,-,650,652,$6.07,$6.05,2017
Bank Of Montreal,BMO,"$19,398.33","$3,492.409","$15,905.92",-,"$11,247.37",-,"$11,582.281","$4,323.646",-,"$4,358.003",$837.083,"$3,520.92",-,"$3,520.92",-,"$3,400.033",-,-,644,646,$5.28,$5.26,2016
Bank Of Montreal,BMO,"$19,167.95","$3,542.01","$15,625.94",-,"$10,990.3",-,"$11,321.53","$4,304.408",-,"$4,304.408",$754.339,"$3,550.069",-,"$3,550.069",-,"$3,427.569",-,-,645,647,$5.31,$5.30,2015
Bank Of Montreal,BMO,"$19,555.82","$4,205.35","$15,350.47",-,"$8,440.09",-,"$10,542.76","$4,807.711",-,"$4,807.69",$829.13,"$3,978.56",-,"$3,855.333",-,"$3,978.56",-,-,646,649,$5.64,$5.62,2014
Enterprise Products Partners,EPD,"$49,715","$43,017","$6,698",-,$231,$462,$-231,"$6,929","$-1,228","$5,701",$44,"$5,657",-,"$5,657",-,"$5,529","$9,272","$6,929","2,172","2,194",$2.52,$2.52,2023
Enterprise Products Partners,EPD,"$58,186","$51,502","$6,684",-,$241,$464,$-223,"$6,907","$-1,210","$5,697",$82,"$5,615",-,"$5,615",-,"$5,487","$9,152","$6,907","2,178","2,199",$2.50,$2.50,2022
Enterprise Products Partners,EPD,"$40,807","$35,078","$5,729",-,$209,$583,$-374,"$6,103","$-1,278","$4,825",$70,"$4,755",-,"$4,755",-,"$4,634","$8,243","$6,103","2,183","2,203",$2.11,$2.10,2021
Enterprise Products Partners,EPD,"$27,200","$22,371","$4,829",-,$220,$426,$-206,"$5,035","$-1,273","$3,762",$-124,"$3,886",-,"$3,886",-,"$3,775","$7,403","$5,035","2,186","2,202",$1.71,$1.71,2020
Enterprise Products Partners,EPD,"$32,789.2","$27,061.8","$5,727.398",-,$211.7,$563,$-351.3,"$6,078.699","$-1,346","$4,732.7",$45.6,"$4,687.1",-,"$4,687.1",-,"$4,563.6","$8,027.999","$6,078.699","2,189","2,202",$2.09,$2.09,2019
Enterprise Products Partners,EPD,"$36,534.2","$31,397.3","$5,136.9",-,$208.3,$480,$-271.7,"$5,408.6","$-1,109.8","$4,298.8",$60.3,"$4,238.5",-,"$4,238.5",-,"$4,150.9","$7,200.2","$5,408.6","2,177","2,187",$1.91,$1.91,2018
Enterprise Products Partners,EPD,"$29,241.5","$25,557.5","$3,684",-,$181.1,$426,$-244.9,"$3,928.9","$-1,047.6","$2,881.3",$25.7,"$2,855.6",-,"$2,855.6",-,"$2,783.4","$5,572.9","$3,928.9","2,145","2,154",$1.30,$1.30,2017
Enterprise Products Partners,EPD,"$23,022.3","$19,643.5","$3,378.801",-,$160.1,$362,$-201.9,"$3,580.701","$-1,004.3","$2,576.4",$23.4,"$2,553",-,"$2,553",-,"$2,513.1","$5,132.701","$3,580.701","2,081","2,089",$1.20,$1.20,2016
Enterprise Products Partners,EPD,"$27,027.9","$23,668.7","$3,359.201",-,$192.6,$373.6,$-181,"$3,540.201",$-984.3,"$2,555.9",$-2.5,"$2,558.4",-,"$2,558.4",-,"$2,521.2","$5,056.201","$3,540.201","1,967","1,999",$1.28,$1.26,2015
Enterprise Products Partners,EPD,"$47,951.2","$44,220.5","$3,730.699",-,$214.5,$259.5,$-45,"$3,775.699",$-919.1,"$2,856.6",$23.1,"$2,833.5",-,"$2,833.5",-,"$2,787.4","$5,136.199","$3,775.699","1,849","1,895",$1.51,$1.47,2014
Welltower,WELL,"$6,637.995","$3,957.585","$2,680.41",-,$179.091,$-108.341,"$1,688.533",$991.877,$-641.83,$350.047,$6.364,$343.683,-,$290.241,-,$340.094,"$2,435.094",$991.877,516,519,$0.66,$0.66,2023
Welltower,WELL,"$5,860.615","$3,569.09","$2,291.525",-,$150.39,$-101.67,"$1,562.428",$729.097,$-556.035,$173.062,$7.247,$165.815,-,$144.525,-,$141.214,"$2,066.006",$729.097,462,465,$0.31,$0.30,2022
Welltower,WELL,"$4,742.115","$2,781.832","$1,960.283",-,$126.727,$-41.739,"$1,206.032",$754.251,$-583.501,$170.75,$8.713,$162.037,-,$139.104,-,$336.138,"$1,807.429",$754.251,425,427,$0.79,$0.78,2021
Welltower,WELL,"$4,605.967","$2,692.259","$1,913.708",-,$128.394,$-70.335,"$1,237.166",$676.542,$-708.094,$-31.552,$9.968,$-41.52,-,"$1,038.852",-,$978.844,"$1,726.322",$676.542,415,417,$2.36,$2.33,2020
Welltower,WELL,"$5,121.306","$2,708.732","$2,412.574",-,$126.549,$-52.612,"$1,206.234","$1,206.34",$-663.448,$542.892,$2.957,$539.935,-,$582.369,-,"$1,232.432","$2,249.564","$1,206.34",402,404,$3.07,$3.05,2019
Welltower,WELL,"$4,700.499","$2,433.017","$2,267.482",-,$126.383,$-112.898,"$1,189.74","$1,077.742",$-654.252,$423.49,$8.674,$414.816,-,$829.75,-,$758.25,"$2,047.809","$1,077.742",374,375,$2.03,$2.02,2018
Welltower,WELL,"$4,316.641","$2,146.891","$2,169.75",-,$122.008,$-177.776,"$1,221.504",$948.246,$-648.63,$299.616,$20.128,$279.488,-,$540.613,-,$463.595,"$1,886.844",$948.246,367,369,$1.26,$1.26,2017
Welltower,WELL,"$4,281.16","$1,887.198","$2,393.962",-,$155.241,$-54.908,"$1,111.391","$1,282.571",$-573.318,$709.253,$-19.128,$728.381,-,$718.024,$364.046,"$1,012.397","$2,192.957","$1,282.571",358,360,$2.83,$2.81,2016
Welltower,WELL,"$3,859.826","$1,622.257","$2,237.569",-,$147.416,$-157.157,"$1,130.813","$1,106.756",$-470.639,$636.117,$6.451,$629.666,-,$608.162,$280.387,$818.344,"$1,942.005","$1,106.756",348,349,$2.35,$2.34,2015
Welltower,WELL,"$3,343.546","$1,403.358","$1,940.188",-,$142.943,$-79.8,"$1,066.873",$873.315,$-489.102,$384.213,$-1.267,$385.48,-,$358.054,$7.135,$446.745,"$1,725.155",$873.315,306,308,$1.46,$1.45,2014
U.S Bancorp,USB,"$40,624","$12,611","$28,013",-,"$19,503",-,"$20,139","$7,874","$-1,009","$6,865","$1,407","$5,458",-,"$5,458",-,"$5,051",-,-,"1,543","1,543",$3.27,$3.27,2023
U.S Bancorp,USB,"$27,401","$3,217","$24,184",-,"$16,339",-,"$16,554","$7,630",$-329,"$7,301","$1,463","$5,838",-,"$5,838",-,"$5,501",-,-,"1,489","1,490",$3.69,$3.69,2022
U.S Bancorp,USB,"$23,714",$993,"$22,721",-,"$12,396",-,"$12,555","$10,166",-,"$10,166","$2,181","$7,985",-,"$7,985",-,"$7,605",-,-,"1,489","1,490",$5.11,$5.10,2021
U.S Bancorp,USB,"$25,241","$2,015","$23,226",-,"$16,999",-,"$17,175","$6,051",-,"$6,051","$1,066","$4,985",-,"$4,985",-,"$4,621",-,-,"1,509","1,510",$3.06,$3.06,2020
U.S Bancorp,USB,"$27,325","$4,442","$22,883",-,"$14,121",-,"$14,289","$8,594",-,"$8,594","$1,648","$6,946",-,"$6,946",-,"$6,583",-,-,"1,581","1,583",$4.16,$4.16,2019
U.S Bancorp,USB,"$25,775","$3,254","$22,521",-,"$13,682",-,"$13,843","$8,678",-,"$8,678","$1,554","$7,124",-,"$7,124",-,"$6,784",-,-,"1,634","1,638",$4.15,$4.14,2018
U.S Bancorp,USB,"$23,663","$1,966","$21,697",-,"$14,005",-,"$14,180","$7,517",-,"$7,517","$1,264","$6,253",-,"$6,253",-,"$5,913",-,-,"1,677","1,683",$3.53,$3.51,2017
U.S Bancorp,USB,"$22,424","$1,468","$20,956",-,"$12,672",-,"$12,851","$8,105",-,"$8,105","$2,161","$5,944",-,"$5,944",-,"$5,589",-,-,"1,718","1,724",$3.25,$3.24,2016
U.S Bancorp,USB,"$21,494","$1,401","$20,093",-,"$11,889",-,"$12,063","$8,030",-,"$8,030","$2,097","$5,933",-,"$5,933",-,"$5,608",-,-,"1,764","1,772",$3.18,$3.16,2015
U.S Bancorp,USB,"$21,392","$1,453","$19,939",-,"$11,745",-,"$11,944","$7,995",-,"$7,995","$2,087","$5,908",-,"$5,908",-,"$5,583",-,-,"1,803","1,813",$3.10,$3.08,2014
FedEx,FDX,"$87,693","$25,631","$62,062",-,"$30,961","$-15,945","$56,503","$5,559",$277,"$5,836","$1,505","$4,331",-,"$4,331",-,"$4,331","$10,003","$5,559",248,248,$17.41,$17.21,2023
FedEx,FDX,"$90,155","$27,699","$62,456",-,"$31,019","$-17,185","$57,544","$4,912",$451,"$5,363","$1,391","$3,972",-,"$3,972",-,"$3,972","$9,205","$4,912",254,254,$15.60,$15.48,2022
FedEx,FDX,"$93,512","$29,233","$64,279",-,"$32,058","$-17,016","$58,034","$6,245","$-1,349","$4,896","$1,070","$3,826",-,"$3,826",-,"$3,826","$10,215","$6,245",263,263,$14.54,$14.33,2021
FedEx,FDX,"$83,959","$24,556","$59,403",-,"$30,173","$-15,309","$53,546","$5,857",$817,"$6,674","$1,443","$5,231",-,"$5,231",-,"$5,231","$9,650","$5,857",264,268,$19.79,$19.45,2020
FedEx,FDX,"$69,217","$20,622","$48,595",-,"$25,031","$-13,385","$46,178","$2,417",$-748,"$1,669",$383,"$1,286",-,"$1,286",-,"$1,286","$6,467","$2,417",261,262,$4.92,$4.90,2019
FedEx,FDX,"$69,693","$20,543","$49,150",-,"$24,776","$-12,875","$44,684","$4,466","$-3,811",$655,$115,$540,-,$540,-,$540,"$7,819","$4,466",262,265,$2.06,$2.03,2018
FedEx,FDX,"$65,450","$18,475","$46,975",-,"$23,795","$-12,452","$42,703","$4,272",$81,"$4,353",$-219,"$4,572",-,"$4,572",-,"$4,572","$7,747","$4,272",267,272,$17.08,$16.79,2017
FedEx,FDX,"$60,319","$16,403","$43,916",-,"$21,989","$-11,126","$39,350","$4,566",$13,"$4,579","$1,582","$2,997",-,"$2,997",-,"$2,997","$7,561","$4,566",266,270,$11.24,$11.07,2016
FedEx,FDX,"$50,365","$12,365","$38,000",-,"$18,581","$-9,359","$34,923","$3,077",$-337,"$2,740",$920,"$1,820",-,"$1,820",-,"$1,820","$5,708","$3,077",276,279,$6.59,$6.51,2015
FedEx,FDX,"$47,453","$12,203","$35,250",-,"$17,110","$-8,790","$33,383","$1,867",$-240,"$1,627",$577,"$1,050",-,"$1,050",-,"$1,050","$4,478","$1,867",283,287,$3.70,$3.65,2014
