Stock Name,Ticker,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Year
Microchip Technology,MCHP,"$2,147.036",$917.472,"$1,229.564",$349.543,$274.815,$-2.84,$803.944,$425.62,$-79.713,$345.907,$-19.418,$365.325,-,$365.325,-,$369.009,$731.121,$425.62,402,447,$0.92,$0.82,2014
Williams,WMB,"$10,907","$1,884","$9,023",-,"$2,649",$8,"$4,712","$4,311",$94,"$4,405","$1,005","$3,400",-,"$3,400",$-97,"$3,176","$6,459","$4,311","1,218","1,223",$2.61,$2.60,2023
Williams,WMB,"$10,965","$3,369","$7,596",-,"$2,453",$-116,"$4,578","$3,018",$-476,"$2,542",$425,"$2,117",-,"$2,117",-,"$2,046","$5,100","$3,018","1,218","1,223",$1.68,$1.67,2022
Williams,WMB,"$10,627","$3,931","$6,696",-,"$2,106",$-117,"$4,065","$2,631",$-558,"$2,073",$511,"$1,562",-,"$1,562",-,"$1,514","$4,554","$2,631","1,215","1,218",$1.25,$1.24,2021
Williams,WMB,"$7,719","$1,545","$6,174",-,"$1,792",$-272,"$3,972","$2,202","$-1,925",$277,$79,$198,-,$198,-,$208,"$4,162","$2,202","1,214","1,215",$0.17,$0.17,2020
Williams,WMB,"$8,201","$1,961","$6,240",-,"$2,026",$-579,"$4,319","$1,921",$-857,"$1,064",$335,$729,-,$729,$-15,$847,"$3,635","$1,921","1,212","1,214",$0.70,$0.70,2019
Williams,WMB,"$8,686","$2,707","$5,979",-,"$2,076","$-1,410","$5,211",$768,$-437,$331,$138,$193,-,$193,-,$-156,"$2,548",$768,974,974,$-0.16,$-0.16,2018
Williams,WMB,"$8,031","$2,300","$5,731",-,"$2,170",$-898,"$4,804",$927,$-392,$535,"$-1,974","$2,509",-,"$2,509",-,"$2,174","$2,741",$927,826,829,$2.63,$2.62,2017
Williams,WMB,"$7,499","$1,725","$5,774",-,"$2,314","$-1,008","$5,085",$689,"$-1,064",$-375,$-25,$-350,-,$-350,-,$-424,"$2,525",$689,751,751,$-0.57,$-0.57,2016
Williams,WMB,"$7,360","$1,779","$5,581",-,"$2,396",$-123,"$5,355",$226,"$-1,939","$-1,713",$-399,"$-1,314",-,"$-1,314",-,$-571,"$3,062",$226,749,749,$-0.76,$-0.76,2015
Williams,WMB,"$7,637","$3,016","$4,621",-,"$2,153",$277,"$3,052","$1,569","$2,015","$3,584","$1,249","$2,335",-,"$2,335",$4,"$2,114","$2,798","$1,569",719,724,$2.94,$2.92,2014
Norfolk Southern,NSC,"$12,156","$4,072","$8,084",-,"$2,819","$-1,116","$5,233","$2,851",$-531,"$2,320",$493,"$1,827",-,"$1,827",-,"$1,824","$4,149","$2,851",227,227,$8.04,$8.02,2023
Norfolk Southern,NSC,"$12,745","$4,094","$8,651",-,"$2,621",-,"$3,842","$4,809",$-679,"$4,130",$860,"$3,270",-,"$3,270",-,"$3,268","$6,030","$4,809",235,236,$13.92,$13.88,2022
Norfolk Southern,NSC,"$11,142","$3,072","$8,070",-,"$2,442",-,"$3,623","$4,447",$-569,"$3,878",$873,"$3,005",-,"$3,005",-,"$3,003","$5,628","$4,447",247,248,$12.16,$12.11,2021
Norfolk Southern,NSC,"$9,789","$2,875","$6,914",-,"$2,373",$-385,"$3,912","$3,002",$-472,"$2,530",$517,"$2,013",-,"$2,013",-,"$2,010","$4,156","$3,002",255,257,$7.88,$7.84,2020
Norfolk Southern,NSC,"$11,296","$3,418","$7,878",-,"$2,751",-,"$3,889","$3,989",$-498,"$3,491",$769,"$2,722",-,"$2,722",-,"$2,717","$5,128","$3,989",263,266,$10.32,$10.25,2019
Norfolk Southern,NSC,"$11,458","$3,472","$7,986",-,"$2,925",-,"$4,027","$3,959",$-490,"$3,469",$803,"$2,666",-,"$2,666",-,"$2,660","$5,063","$3,959",278,280,$9.58,$9.51,2018
Norfolk Southern,NSC,"$10,551","$2,995","$7,556",-,"$2,979",-,"$4,034","$3,522",$-394,"$3,128","$-2,276","$5,404",-,"$5,404",-,"$5,400","$4,581","$3,522",288,290,$18.76,$18.61,2017
Norfolk Southern,NSC,"$9,888","$3,045","$6,843",-,"$2,808",-,"$3,834","$3,009",$-427,"$2,582",$914,"$1,668",-,"$1,668",-,"$1,663","$4,039","$3,009",294,296,$5.66,$5.62,2016
Norfolk Southern,NSC,"$10,511","$3,662","$6,849",-,"$2,911",-,"$3,965","$2,884",$-442,"$2,442",$886,"$1,556",-,"$1,556",-,"$1,550","$3,943","$2,884",302,304,$5.13,$5.10,2015
Norfolk Southern,NSC,"$11,624","$4,201","$7,423",-,"$2,897",-,"$3,848","$3,575",$-441,"$3,134","$1,134","$2,000",-,"$2,000",-,"$1,994","$4,531","$3,575",309,313,$6.44,$6.39,2014
Aflac,AFL,"$18,701","$9,263","$9,438",-,"$3,981",-,"$4,176","$5,262",-,"$5,262",$603,"$4,659",-,"$4,659",-,"$4,659","$6,273","$5,457",596,599,$7.81,$7.78,2023
Aflac,AFL,"$19,140","$10,004","$9,136",-,"$4,041",-,"$4,267","$4,869",-,"$4,869",$451,"$4,418",-,"$4,418",-,"$4,418","$5,887","$5,095",635,638,$6.96,$6.93,2022
Aflac,AFL,"$21,554","$11,732","$9,822",-,"$4,376",-,"$4,614","$5,208",-,"$5,208",$977,"$4,231",-,"$4,231",-,"$4,231","$6,281","$5,446",674,677,$6.28,$6.25,2021
Aflac,AFL,"$22,147","$13,112","$9,035",-,"$4,634",-,"$4,876","$4,159",-,"$4,159",$-619,"$4,778",-,"$4,778",-,"$4,778","$5,615","$4,401",714,716,$6.69,$6.67,2020
Aflac,AFL,"$22,307","$13,263","$9,044",-,"$4,371",-,"$4,599","$4,445",-,"$4,445","$1,141","$3,304",-,"$3,304",-,"$3,304","$5,955","$4,673",742,746,$4.45,$4.43,2019
Aflac,AFL,"$21,758","$13,320","$8,438",-,"$4,233",-,"$4,455","$3,983",-,"$3,983","$1,063","$2,920",-,"$2,920",-,"$2,920","$5,450","$4,205",770,775,$3.79,$3.77,2018
Aflac,AFL,"$21,667","$13,497","$8,170",-,"$3,912",-,"$4,152","$4,018",-,"$4,018",$-586,"$4,604",-,"$4,604",-,"$4,604","$5,390","$4,258",792,798,$5.81,$5.77,2017
Aflac,AFL,"$22,559","$14,287","$8,272",-,"$3,937",-,"$4,205","$4,067",-,"$4,067","$1,408","$2,659",-,"$2,659",-,"$2,659","$5,476","$4,335",823,828,$3.23,$3.21,2016
Aflac,AFL,"$20,872","$13,049","$7,823",-,"$3,672",-,"$3,961","$3,862",-,"$3,862","$1,329","$2,533",-,"$2,533",-,"$2,533","$5,217","$4,151",861,866,$2.94,$2.92,2015
Aflac,AFL,"$22,728","$14,373","$8,355",-,"$3,369",$-178,"$3,864","$4,491",-,"$4,491","$1,540","$2,951",-,"$2,951",-,"$2,951","$4,808","$4,808",902,908,$3.27,$3.25,2014
Simon Property,SPG,"$5,658.836","$1,028.386","$4,630.45",-,$165.859,$-395.462,"$1,823.428","$2,807.022",$-483.793,"$2,323.229",$81.874,"$2,241.355",-,"$2,617.018",-,"$2,279.789","$4,140.606","$2,807.022",327,327,$6.98,$6.98,2023
Simon Property,SPG,"$5,291.447","$1,000.954","$4,290.493",-,$142.764,$-336.805,"$1,706.94","$2,583.553",$-695.633,"$1,887.92",$83.512,"$1,804.408",-,"$2,452.385",-,"$2,136.198","$3,875.666","$2,583.553",328,328,$6.52,$6.52,2022
Simon Property,SPG,"$5,116.789",$971.064,"$4,145.725",-,$144.642,$-325.178,"$1,732.535","$2,413.19",$-470.121,"$1,943.069",$157.199,"$1,785.87",-,"$2,568.707",-,"$2,246.294","$3,739.085","$2,413.19",329,329,$6.84,$6.84,2021
Simon Property,SPG,"$4,607.503",$887.154,"$3,720.349",-,$121.185,$-309.347,"$1,748.54","$1,971.809",$-918.992,"$1,052.817",$-4.637,"$1,057.454",-,"$1,277.324",-,"$1,109.227","$3,326.8","$1,971.809",309,309,$3.59,$3.59,2020
Simon Property,SPG,"$5,755.189","$1,021.644","$4,733.545",-,$185.204,$-295.051,"$1,820.758","$2,912.787",$-903.894,"$2,008.893",$30.054,"$1,978.839",-,"$2,423.188",-,"$2,098.247","$4,306.959","$2,912.787",308,308,$6.81,$6.81,2019
Simon Property,SPG,"$5,645.288","$1,007.964","$4,637.324",-,$197.784,$-230.787,"$1,711.025","$2,926.299",$-831.135,"$2,095.164",$36.898,"$2,058.266",-,"$2,822.343",-,"$2,436.721","$4,276.075","$2,926.299",310,310,$7.87,$7.87,2018
Simon Property,SPG,"$5,527.336",$980.08,"$4,547.256",-,$202.837,$-266.627,"$1,744.916","$2,802.34",$-938.011,"$1,864.329",$23.343,"$1,840.986",-,"$2,244.903",-,"$1,944.625","$4,159.691","$2,802.34",312,312,$6.24,$6.24,2017
Simon Property,SPG,"$5,435.229",$971.147,"$4,464.082",-,$207.883,$-282.698,"$1,743.254","$2,720.828",$-994.331,"$1,726.497",$29.678,"$1,696.819",-,"$2,134.706",-,"$1,835.559","$4,048.774","$2,720.828",313,313,$5.87,$5.87,2016
Simon Property,SPG,"$5,266.103",$960.192,"$4,305.911",-,$195.183,$-264.287,"$1,637.038","$2,668.873","$-1,044.65","$1,624.223",$20.17,"$1,604.053",-,"$2,139.375",-,"$1,824.383","$3,908.087","$2,668.873",310,310,$5.88,$5.88,2015
Simon Property,SPG,"$4,870.818",$882.803,"$3,988.015",-,$196.614,$-262.232,"$1,602.673","$2,385.342","$-1,120.174","$1,265.168",$28.085,"$1,237.083",-,"$1,622.165",$29.361,"$1,405.251","$3,671.126","$2,385.342",311,311,$4.52,$4.52,2014
VALE S.A,VALE,"$41,784","$24,089","$17,695",$723,$553,"$-2,214","$3,490","$14,205","$-3,054","$11,151","$3,046","$8,105",-,"$8,105",-,"$7,983","$17,275","$14,205","4,366","4,370",$1.83,$1.83,2023
VALE S.A,VALE,"$43,839","$24,028","$19,811",$660,$515,"$-1,428","$2,603","$17,208","$2,573","$19,781","$2,971","$16,810",-,"$16,810","$2,060","$18,788","$20,379","$17,208","4,638","4,638",$4.05,$4.05,2022
VALE S.A,VALE,"$54,502","$21,729","$32,773",$549,$481,"$-4,050","$5,080","$27,693","$1,848","$29,541","$4,697","$24,844",-,"$24,844","$-2,376","$22,445","$30,727","$27,693","5,012","5,017",$4.47,$4.47,2021
VALE S.A,VALE,"$39,545","$17,564","$21,981",$415,$491,"$-8,252","$9,158","$12,823","$-5,833","$6,990",$735,"$6,255",-,"$6,255","$-1,724","$4,881","$12,823","$12,823","5,130","5,130",$0.95,$0.95,2020
VALE S.A,VALE,"$37,570","$21,187","$16,383",$443,$487,"$-14,134","$15,064","$1,319","$-4,094","$-2,775",$-595,"$-2,180",-,"$-2,180",-,"$-1,683","$5,045","$1,319","5,128","5,128",$-0.33,$-0.33,2019
VALE S.A,VALE,"$36,575","$22,109","$14,466",$373,$523,"$-1,615","$2,511","$11,955","$-5,139","$6,816",$-172,"$6,988",-,"$6,988",$-92,"$6,860","$15,306","$11,955","5,178","5,178",$1.32,$1.32,2018
VALE S.A,VALE,"$33,967","$21,039","$12,928",$340,$531,"$-1,127","$1,998","$10,930","$-3,101","$7,829","$1,495","$6,334",-,"$6,334",$-813,"$5,507","$14,638","$10,930","5,197","5,197",$1.05,$1.05,2017
VALE S.A,VALE,"$27,488","$17,650","$9,838",$319,$507,"$-1,960","$2,786","$7,052",$932,"$7,984","$2,781","$5,203",-,"$5,203","$-1,229","$3,982","$10,539","$7,052","5,197","5,197",$0.77,$0.77,2016
VALE S.A,VALE,"$23,384","$18,751","$4,633",$395,$612,"$-9,857","$10,864","$-6,231","$-11,448","$-17,679","$-5,249","$-12,430",-,"$-12,430",$-190,"$-12,129","$-2,512","$-6,231","5,153","5,153",$-2.35,$-2.35,2015
VALE S.A,VALE,"$35,124","$22,790","$12,334",$662,"$1,036","$-2,264","$3,962","$8,372","$-5,578","$2,794","$1,603","$1,191",-,"$1,191",$-838,$657,"$12,241","$8,372","5,153","5,153",$0.13,$0.13,2014
American,AIG,"$46,802","$37,678","$9,124",-,"$4,808",$-2,"$5,946","$3,178",$680,"$3,858",$-20,"$3,878",-,"$3,878",-,"$3,614","$8,528","$4,314",720,725,$5.02,$4.98,2023
American,AIG,"$54,450","$35,042","$19,408",-,"$4,557",$958,"$4,724","$14,684",$-385,"$14,299","$3,025","$11,274",-,"$11,274",$-1,"$10,198","$20,218","$15,809",779,788,$13.10,$12.94,2022
American,AIG,"$52,157","$36,083","$16,074",-,"$4,524",$447,"$5,382","$10,692","$2,655","$13,347","$2,441","$10,906",-,"$10,906",-,"$10,338","$16,539","$11,997",854,865,$12.10,$11.95,2021
American,AIG,"$43,736","$36,824","$6,912",-,"$4,211",-,"$5,668","$1,244","$-8,537","$-7,293","$-1,460","$-5,833",-,"$-5,833",$4,"$-5,973","$6,821","$2,701",869,869,$-6.88,$-6.88,2020
American,AIG,"$49,746","$37,771","$11,975",-,"$5,164",-,"$6,581","$5,394",$-107,"$5,287","$1,166","$4,121",-,"$4,121",$48,"$3,326","$11,817","$6,811",877,890,$3.79,$3.74,2019
American,AIG,"$47,389","$40,468","$6,921",-,"$5,386",-,"$6,695",$226,$31,$257,$154,$103,-,$103,$-42,$-6,"$6,897","$1,535",898,910,$-0.01,$-0.01,2018
American,AIG,"$49,520","$42,671","$6,849",-,"$4,288",-,"$5,456","$1,393",$73,"$1,466","$7,526","$-6,060",-,"$-6,060",$4,"$-6,084","$6,435","$2,561",931,931,$-6.54,$-6.54,2017
American,AIG,"$52,367","$47,131","$5,236",-,"$4,521",-,"$5,781",$-545,$471,$-74,$185,$-259,-,$-259,$-90,$-849,"$4,805",$715,"1,091","1,091",$-0.78,$-0.78,2016
American,AIG,"$58,327","$47,762","$10,565",-,"$5,236",-,"$6,517","$4,048",$-767,"$3,281","$1,059","$2,222",-,"$2,222",-,"$2,196","$9,958","$5,329","1,300","1,334",$1.69,$1.65,2015
American,AIG,"$64,406","$45,187","$19,219",-,"$5,330","$-1,585","$8,633","$10,586",$-85,"$10,501","$2,927","$7,574",-,"$7,574",$-50,"$7,529","$16,752","$12,304","1,428","1,448",$5.27,$5.20,2014
Truist Financial,TFC,"$33,246","$9,856","$23,390",-,"$16,420",-,"$23,200",$190,$-375,$-185,$862,"$-1,047",-,"$-1,047",-,"$-1,452",-,-,"1,332","1,332",$-1.09,$-1.09,2023
Truist Financial,TFC,"$25,356","$2,321","$23,035",-,"$14,086",-,"$14,853","$8,182",$-513,"$7,669","$1,402","$6,267",-,"$6,267",-,"$5,927",-,-,"1,328","1,338",$4.46,$4.43,2022
Truist Financial,TFC,"$23,064",$768,"$22,296",-,"$12,717",-,"$13,481","$8,815",$-822,"$7,993","$1,556","$6,437",-,"$6,437",-,"$6,033",-,-,"1,337","1,349",$4.51,$4.47,2021
Truist Financial,TFC,"$24,427","$1,722","$22,705",-,"$15,429",-,"$16,372","$6,333",$-860,"$5,473",$981,"$4,492",-,"$4,492",-,"$4,184",-,-,"1,347","1,358",$3.11,$3.08,2020
Truist Financial,TFC,"$14,664","$2,096","$12,568",-,"$7,889",-,"$8,189","$4,379",$-360,"$4,019",$782,"$3,237",-,"$3,237",-,"$3,028",-,-,805,815,$3.76,$3.71,2019
Truist Financial,TFC,"$12,996","$1,438","$11,558",-,"$7,101",-,"$7,352","$4,206",$-146,"$4,060",$803,"$3,257",-,"$3,257",-,"$3,063",-,-,773,783,$3.96,$3.91,2018
Truist Financial,TFC,"$12,156",$839,"$11,317",-,"$7,614",-,"$7,876","$3,441",$-115,"$3,326",$911,"$2,415",-,"$2,415",-,"$2,220",-,-,799,811,$2.78,$2.74,2017
Truist Financial,TFC,"$11,538",$745,"$10,793",-,"$6,972",-,"$7,122","$3,671",$-171,"$3,500","$1,058","$2,442",-,"$2,442",-,"$2,259",-,-,805,815,$2.81,$2.77,2016
Truist Financial,TFC,"$10,346",$735,"$9,611",-,"$6,424",-,"$6,529","$3,082",$-165,"$2,917",$794,"$2,123",-,"$2,123",-,"$1,936",-,-,748,758,$2.59,$2.56,2015
Truist Financial,TFC,"$9,998",$768,"$9,230",-,"$5,966",-,"$6,057","$3,173",$-46,"$3,127",$921,"$2,206",-,"$2,206",-,"$1,983",-,-,718,728,$2.76,$2.72,2014
